지역코드,아파트,주소,층,거래일,거래금액,면적,건축년도
11590,래미안 로이파크, 사당동 1159,15층,2020 12 18,"   160,000",84.98,2018
11590,신동아5, 사당동 1137,9층,2020 12 19,"   118,000",84.66,1998
11590,극동(105), 사당동 105,6층,2020 12 19,"   108,000",84.32,1993
11590,사당우성3, 사당동 105,2층,2020 12 19,"   125,000",108.08,1993
11590,신동아4, 사당동 105,9층,2020 12 19,"    92,500",59.89,1993
11590,사당우성2, 사당동 105,3층,2020 12 19,"   144,000",108.08,1993
11590,사당우성2, 사당동 105,2층,2020 12 19,"    99,700",59.89,1993
11590,대림(169-8), 사당동 169-8,6층,2020 12 19,"    97,000",59.67,1990
11590,롯데캐슬, 사당동 1132,1층,2020 12 19,"   108,000",84.96,2003
11590,삼성래미안, 사당동 1133,6층,2020 12 19,"    98,000",60.739,2003
11590,경남아너스빌1차, 사당동 1134,14층,2020 12 20,"    76,000",59.9,1997
11590,사당롯데캐슬2차, 사당동 1149,6층,2020 12 20,"   112,300",84.614,2004
11590,신동아4, 사당동 105,9층,2020 12 21,"   120,000",84.46,1993
11590,두산위브트레지움, 사당동 1131,1층,2020 12 22,"   106,000",59.773,2011
11590,경남아너스빌1차, 사당동 1134,4층,2020 12 22,"    74,800",59.9,1997
11590,이수역리가, 사당동 1157,10층,2020 12 22,"   105,000",84.9604,2013
11590,남해오네뜨, 사당동 1143,11층,2020 12 22,"    74,500",59.958,2002
11590,대림(169-8), 사당동 169-8,12층,2020 12 23,"    96,000",59.67,1990
11590,삼익그린뷰, 사당동 1150,6층,2020 12 23,"    76,600",84.9941,2003
11590,삼성래미안, 사당동 1133,18층,2020 12 24,"   130,000",114.502,2003
11590,신동아4, 사당동 105,12층,2020 12 24,"   102,500",59.89,1993
11590,사당자이, 사당동 1139,4층,2020 12 24,"    76,200",59.89,1999
11590,신동아4, 사당동 105,15층,2020 12 24,"    97,000",59.89,1993
11590,삼익그린뷰, 사당동 1150,12층,2020 12 25,"    76,500",84.9941,2003
11590,진흥아리엘, 사당동 1142,3층,2020 12 26,"    70,000",84.9713,2004
11590,사당우성3, 사당동 105,5층,2020 12 26,"    77,000",46.75,1993
11590,사당우성3, 사당동 105,6층,2020 12 26,"    79,700",46.75,1993
11590,신동아4, 사당동 105,11층,2020 12 26,"    97,000",59.89,1993
11590,극동(105), 사당동 105,4층,2020 12 26,"    86,000",51.57,1993
11590,극동(105), 사당동 105,5층,2020 12 26,"    68,000",46.75,1993
11590,극동(105), 사당동 105,11층,2020 12 26,"   134,500",119.91,1993
11590,극동(105), 사당동 105,10층,2020 12 26,"   134,700",119.91,1993
11590,이수역리가, 사당동 1157,15층,2020 12 26,"   132,000",84.847,2013
11590,사당자이, 사당동 1139,19층,2020 12 26,"    95,000",84.49,1999
11590,신동아5, 사당동 1137,3층,2020 12 26,"   115,000",84.66,1998
11590,르메이에르, 사당동 1141,16층,2020 12 27,"    60,000",59.4,2001
11590,르메이에르, 사당동 1141,11층,2020 12 28,"    59,900",59.4,2001
11590,대림(169-8), 사당동 169-8,12층,2020 12 28,"   133,000",84.91,1990
11590,사당우성3, 사당동 105,15층,2020 12 28,"    95,900",59.89,1993
11590,사당우성2, 사당동 105,6층,2020 12 29,"    82,000",46.75,1993
11590,사당우성2, 사당동 105,4층,2020 12 29,"   108,000",59.89,1993
11590,극동(105), 사당동 105,9층,2020 12 29,"    87,000",51.57,1993
11590,제일, 사당동 240-15,8층,2020 12 29,"    76,000",60.03,1987
11590,경남아너스빌(대아3), 사당동 1136,4층,2020 12 30,"    65,000",42.63,1998
11590,경남아너스빌(대아3), 사당동 1136,4층,2020 12 30,"    64,500",42.63,1998
11590,신동아4, 사당동 105,15층,2020 12 31,"   117,000",84.46,1993
11590,대림(169-8), 사당동 169-8,3층,2020 12 31,"    98,000",59.67,1990
11590,주공2, 대방동 503,13층,2020 12 2,"    87,000",58.65,1995
11590,성원, 대방동 500,23층,2020 12 4,"   117,000",84.32,1994
11590,한국개나리, 대방동 504,14층,2020 12 4,"    78,200",84.9,1997
11590,대림아파트, 대방동 501,1층,2020 12 7,"    89,500",59.84,1993
11590,대림아파트, 대방동 501,14층,2020 12 10,"   137,000",84.92,1993
11590,대방동현대, 대방동 502,20층,2020 12 12,"    81,000",59.84,1994
11590,대방동현대, 대방동 502,4층,2020 12 12,"    83,800",59.84,1994
11590,우정, 대방동 505,17층,2020 12 14,"    72,000",59.89,1999
11590,주공2, 대방동 503,1층,2020 12 15,"    89,500",58.65,1995
11590,대림아파트, 대방동 501,19층,2020 12 16,"    97,000",59.84,1993
11590,성원, 대방동 500,1층,2020 12 18,"   105,000",84.32,1994
11590,우정, 대방동 505,13층,2020 12 18,"    72,300",59.89,1999
11590,대방동현대, 대방동 502,15층,2020 12 26,"   101,800",84.96,1994
11590,대림아파트, 대방동 501,13층,2020 12 28,"    75,000",59.84,1993
11590,보라매삼성쉐르빌, 신대방동 395-66,34층,2020 12 1,"   130,500",163.83,2003
11590,롯데낙천대, 신대방동 713,2층,2020 12 3,"    79,000",55.4561,2003
11590,롯데낙천대, 신대방동 713,3층,2020 12 4,"    82,000",55.4561,2003
11590,우성2, 신대방동 565-21,19층,2020 12 5,"    99,000",149.49,1995
11590,롯데낙천대, 신대방동 713,19층,2020 12 5,"   103,000",80.2422,2003
11590,우성1, 신대방동 565,3층,2020 12 7,"   141,000",157.07,1988
11590,현대, 신대방동 707,20층,2020 12 7,"    93,600",84.57,1996
11590,벽산, 신대방동 709,7층,2020 12 7,"    80,500",75.42,1997
11590,현대, 신대방동 707,10층,2020 12 8,"    94,500",84.57,1996
11590,신동아파밀리에, 신대방동 717,13층,2020 12 11,"   125,000",112.058,2005
11590,우성1, 신대방동 565,4층,2020 12 11,"   139,500",127.02,1988
11590,우성1, 신대방동 565,17층,2020 12 12,"   134,300",127.02,1988
11590,우성1, 신대방동 565,15층,2020 12 17,"    91,000",66.69,1988
11590,롯데낙천대, 신대방동 713,17층,2020 12 18,"   100,800",80.2422,2003
11590,우성1, 신대방동 565,3층,2020 12 21,"   120,000",84.99,1988
11590,우성2, 신대방동 565-21,8층,2020 12 22,"    72,000",59.47,1995
11590,보라매파크빌, 신대방동 711,9층,2020 12 26,"   124,000",84.81,2002
11590,한성, 신대방동 470-8,2층,2020 12 28,"    81,000",59.87,1995
11590,롯데낙천대, 신대방동 713,7층,2020 12 30,"   135,000",108.4848,2003
11500,여명, 염창동 242-10,6층,2020 12 1,"    58,600",80.08,2002
11500,동아3, 염창동 258-1,6층,2020 12 1,"    83,000",59.83,1999
11500,성원, 염창동 295,14층,2020 12 1,"    72,000",59.91,2001
11500,태영, 염창동 270-1,14층,2020 12 1,"    67,000",59.97,1999
11500,길훈, 염창동 294,6층,2020 12 2,"    74,000",59.94,1999
11500,삼성한아름, 염창동 264-27,3층,2020 12 2,"    64,500",84.89,1993
11500,강변힐스테이트, 염창동 299,4층,2020 12 2,"   113,500",84.99,2005
11500,태진한솔, 염창동 263,3층,2020 12 3,"    69,500",58.87,1994
11500,삼성한마음, 염창동 244-2,14층,2020 12 3,"    84,900",84.87,1995
11500,현대1, 염창동 288,10층,2020 12 4,"    70,000",84.96,1994
11500,현대3, 염창동 291,8층,2020 12 4,"    67,000",59.92,1996
11500,성원, 염창동 295,1층,2020 12 4,"    89,000",114.12,2001
11500,삼현팰리채, 염창동 250-1,3층,2020 12 4,"    54,700",66.78,2008
11500,염창동한강우성, 염창동 66-9,6층,2020 12 5,"    84,700",84.7,1990
11500,염창동한강우성, 염창동 66-9,4층,2020 12 5,"    69,800",65.88,1990
11500,이너스5차동진, 염창동 304,8층,2020 12 5,"    64,800",69.02,2007
11500,염창3차보람, 염창동 301,4층,2020 12 5,"    79,800",84.98,2006
11500,염창3우성, 염창동 272-28,6층,2020 12 5,"    86,000",84.96,1993
11500,염창2차보람, 염창동 271-4,10층,2020 12 5,"    73,000",59.87,2005
11500,강변한솔솔파크, 염창동 300,4층,2020 12 7,"    97,500",84.97,2005
11500,강변한솔솔파크, 염창동 300,5층,2020 12 9,"    95,500",84.97,2005
11500,강변한솔솔파크, 염창동 300,2층,2020 12 10,"    93,000",84.69,2005
11500,동아, 염창동 292,1층,2020 12 12,"    82,500",84.95,1998
11500,리버펠리스3동, 염창동 257-1,9층,2020 12 12,"   116,500",132.13,2001
11500,벽산늘푸른, 염창동 290,4층,2020 12 12,"    66,700",59.97,1998
11500,e편한세상 염창, 염창동 309,5층,2020 12 12,"   136,000",84.9529,2019
11500,이너스내안에, 염창동 307,3층,2020 12 12,"    74,000",84.34,2011
11500,관음삼성, 염창동 268,5층,2020 12 13,"    80,800",59.96,1997
11500,송촌, 염창동 264-18,11층,2020 12 14,"    80,000",84.99,2005
11500,노블레스2(267-4), 염창동 267-4,1층,2020 12 14,"    38,500",59.74,2007
11500,현대1, 염창동 288,1층,2020 12 15,"    75,000",84.34,1994
11500,동아, 염창동 292,7층,2020 12 16,"    74,000",59.97,1998
11500,염창1차한화꿈에그린, 염창동 281-22,17층,2020 12 16,"   141,500",124.96,2005
11500,한울밸리움, 염창동 274-18,8층,2020 12 17,"    39,800",21.54,2020
11500,동아3, 염창동 258-1,12층,2020 12 18,"    98,000",84.87,1999
11500,태진한솔, 염창동 263,4층,2020 12 18,"    74,500",58.87,1994
11500,관음삼성, 염창동 268,4층,2020 12 18,"    80,000",59.96,1997
11500,송촌, 염창동 264-18,7층,2020 12 18,"    80,000",84.99,2005
11500,금호타운, 염창동 240-32,14층,2020 12 18,"    76,500",59.88,1999
11500,동아, 염창동 292,8층,2020 12 19,"    72,600",59.97,1998
11500,동아, 염창동 292,3층,2020 12 19,"    69,000",59.97,1998
11500,강변한솔솔파크, 염창동 300,17층,2020 12 19,"    99,800",84.97,2005
11500,길훈, 염창동 294,11층,2020 12 20,"   107,000",155.5,1999
11500,삼성하나로, 염창동 248-3,13층,2020 12 22,"    81,500",84.78,1994
11500,우성2, 염창동 287-1,12층,2020 12 22,"    77,900",84.7,1992
11500,염창1차보람더하임, 염창동 305,6층,2020 12 23,"    89,900",84.98,2008
11500,염창1차한화꿈에그린, 염창동 281-22,9층,2020 12 23,"   105,000",59.94,2005
11500,성원, 염창동 295,7층,2020 12 24,"   102,500",114.12,2001
11500,길훈, 염창동 294,9층,2020 12 25,"    83,750",84.8,1999
11500,동아, 염창동 292,6층,2020 12 25,"    74,900",59.97,1998
11500,강변힐스테이트, 염창동 299,3층,2020 12 26,"   109,000",84.99,2005
11500,성원, 염창동 295,2층,2020 12 26,"    70,000",59.91,2001
11500,태영, 염창동 270-1,6층,2020 12 26,"    70,000",59.97,1999
11500,강서쌍용예가, 염창동 308,15층,2020 12 29,"   108,000",84.9025,2014
11500,성원, 염창동 295,11층,2020 12 30,"   108,000",114.12,2001
11500,e편한세상 염창, 염창동 309,4층,2020 12 30,"   134,900",84.9529,2019
11500,관음삼성, 염창동 268,13층,2020 12 30,"    84,400",59.96,1997
11500,송촌, 염창동 264-18,3층,2020 12 31,"    79,000",92.94,2005
11500,동아, 염창동 292,2층,2020 12 31,"    71,000",59.97,1998
11500,동아3, 염창동 258-1,3층,2020 12 31,"   100,000",84.87,1999
11500,현대3, 염창동 291,3층,2020 12 31,"    81,000",83.71,1996
11500,강변한솔솔파크, 염창동 300,10층,2020 12 31,"   105,000",84.69,2005
11500,대동황토방, 등촌동 631-9,18층,2020 12 1,"    83,500",114.97,2000
11500,"등촌7,8단지주공아파트", 등촌동 707,3층,2020 12 2,"    58,000",41.85,1994
11500,대동황토방, 등촌동 631-9,11층,2020 12 2,"   100,000",114.97,2000
11500,주공5, 등촌동 695,3층,2020 12 2,"    68,900",58.14,1995
11500,서광등촌마을2, 등촌동 638,8층,2020 12 3,"    84,250",84.93,1999
11500,서광등촌마을2, 등촌동 638,5층,2020 12 4,"    84,000",84.93,1999
11500,등촌라인(조합), 등촌동 628-15,11층,2020 12 4,"    68,000",59.91,1997
11500,등촌동아이파크, 등촌동 715,18층,2020 12 5,"   125,000",165.8299,2004
11500,"등촌1,2단지주공아파트", 등촌동 687,14층,2020 12 5,"    57,800",41.85,1995
11500,주공10, 등촌동 702,11층,2020 12 5,"    76,500",58.14,1995
11500,등촌라인(조합), 등촌동 628-15,12층,2020 12 8,"    70,000",59.91,1997
11500,주공5, 등촌동 695,4층,2020 12 8,"    58,000",37.67,1995
11500,등촌6차보람, 등촌동 716,4층,2020 12 9,"    60,000",61.908,2005
11500,주공3, 등촌동 688,5층,2020 12 9,"    74,000",58.14,1995
11500,등촌동아이파크, 등촌동 715,2층,2020 12 12,"   135,000",165.8299,2004
11500,"등촌7,8단지주공아파트", 등촌동 707,3층,2020 12 12,"    56,800",41.85,1994
11500,서광등촌마을2, 등촌동 638,2층,2020 12 12,"    72,500",59.67,1999
11500,우성, 등촌동 630-3,3층,2020 12 12,"    61,500",67.68,1992
11500,부영, 등촌동 691-3,12층,2020 12 12,"    95,000",80.64,1994
11500,주공3, 등촌동 688,9층,2020 12 13,"    59,900",37.67,1995
11500,주공5, 등촌동 695,15층,2020 12 14,"    72,000",58.14,1995
11500,임광, 등촌동 562-5,5층,2020 12 14,"    80,000",84.91,2000
11500,서광등촌마을2, 등촌동 638,7층,2020 12 15,"    85,000",84.93,1999
11500,동성, 등촌동 691-1,9층,2020 12 16,"    98,000",134.94,1995
11500,신송타워, 등촌동 662-3,5층,2020 12 16,"    51,000",59.97,1997
11500,대동황토방2, 등촌동 713,8층,2020 12 16,"    81,000",80.93,2003
11500,대림, 등촌동 694,10층,2020 12 16,"    96,000",89.975,1995
11500,서광등촌마을2, 등촌동 638,12층,2020 12 17,"    75,000",59.67,1999
11500,동성, 등촌동 691-1,12층,2020 12 18,"    98,000",134.94,1995
11500,등촌동아이파크, 등촌동 715,9층,2020 12 18,"   125,000",134.8836,2004
11500,등촌동아이파크, 등촌동 715,3층,2020 12 19,"   100,000",84.9958,2004
11500,부영, 등촌동 691-3,5층,2020 12 19,"    91,000",80.64,1994
11500,등촌동아이파크, 등촌동 715,6층,2020 12 20,"   104,000",84.9958,2004
11500,"등촌1,2단지주공아파트", 등촌동 687,12층,2020 12 21,"    55,000",41.85,1995
11500,현대, 등촌동 655-27,7층,2020 12 22,"    72,300",84.62,1995
11500,주공5, 등촌동 695,1층,2020 12 22,"    67,500",58.14,1995
11500,주공5, 등촌동 695,11층,2020 12 22,"    75,000",58.14,1995
11500,주공3, 등촌동 688,13층,2020 12 22,"    80,500",58.14,1995
11500,등촌파밀리에더클래식201동, 등촌동 723,4층,2020 12 22,"    65,000",49.78,2020
11500,"등촌7,8단지주공아파트", 등촌동 707,9층,2020 12 23,"    59,900",41.85,1994
11500,대림, 등촌동 694,5층,2020 12 26,"    95,800",89.975,1995
11500,코오롱오투빌2, 등촌동 712,14층,2020 12 26,"    69,000",59.95,2002
11500,등촌동아이파크, 등촌동 715,13층,2020 12 28,"    97,300",84.9958,2004
11500,주공3, 등촌동 688,6층,2020 12 29,"    78,500",58.14,1995
11500,주공3, 등촌동 688,3층,2020 12 29,"    79,000",58.14,1995
11500,"등촌1,2단지주공아파트", 등촌동 687,15층,2020 12 29,"    54,000",41.85,1995
11500,주공5, 등촌동 695,11층,2020 12 30,"    77,800",58.14,1995
11500,삼성한사랑1, 등촌동 632-4,17층,2020 12 30,"    67,500",59.69,1997
11500,부영, 등촌동 691-3,13층,2020 12 31,"    92,000",80.64,1994
11500,대동황토방2, 등촌동 713,8층,2020 12 31,"    74,000",59.93,2003
11500,"우장산아이파크,이편한세상", 화곡동 1159,18층,2020 12 1,"   115,000",84.97,2008
11500,대림, 화곡동 361-1,13층,2020 12 1,"    62,000",84.84,1992
11500,성재센트리움아파트, 화곡동 143-6,8층,2020 12 2,"    22,000",23.54,2016
11500,대림, 화곡동 361-1,5층,2020 12 2,"    67,000",110.26,1992
11500,길성그랑프리텔, 화곡동 1157,8층,2020 12 2,"    60,000",83.03,2005
11500,우장산롯데캐슬, 화곡동 1145,11층,2020 12 3,"    91,000",177.86,2003
11500,대림, 화곡동 361-1,2층,2020 12 3,"    64,100",84.84,1992
11500,남광아파트, 화곡동 917-5,7층,2020 12 3,"    28,500",45.47,2015
11500,강서힐스테이트, 화곡동 1165,1층,2020 12 3,"   114,000",84.99,2015
11500,"우장산아이파크,이편한세상", 화곡동 1159,3층,2020 12 4,"   112,000",84.97,2008
11500,강서아이파크, 화곡동 980-21,8층,2020 12 4,"    59,500",83.077,2005
11500,화곡푸르지오, 화곡동 1091,14층,2020 12 5,"    94,000",84.914,2002
11500,강서힐스테이트, 화곡동 1165,11층,2020 12 7,"   125,000",84.99,2015
11500,수산동우, 화곡동 1018-32,7층,2020 12 8,"    20,000",51.15,2005
11500,강서힐스테이트, 화곡동 1165,10층,2020 12 8,"   149,800",128.81,2015
11500,유림노르웨이숲(919-1), 화곡동 919-1,13층,2020 12 8,"    53,500",76.23,2004
11500,강서힐스테이트, 화곡동 1165,8층,2020 12 8,"   124,500",84.99,2015
11500,삼도, 화곡동 913-1,9층,2020 12 8,"    31,000",70.84,1999
11500,초록, 화곡동 1139,3층,2020 12 8,"    64,800",59.34,1998
11500,대림, 화곡동 361-1,2층,2020 12 9,"    57,000",84.84,1992
11500,강서힐스테이트, 화곡동 1165,20층,2020 12 9,"   128,500",84.99,2015
11500,강서힐스테이트, 화곡동 1165,1층,2020 12 9,"    96,800",59.99,2015
11500,우장산에스케이뷰, 화곡동 1158,7층,2020 12 9,"    85,500",84.97,2006
11500,강서힐스테이트, 화곡동 1165,16층,2020 12 10,"   125,000",84.99,2015
11500,강서힐스테이트, 화곡동 1165,7층,2020 12 10,"   145,000",119.63,2015
11500,은하센트리움, 화곡동 894-9,8층,2020 12 10,"    24,000",30.84,2013
11500,굿이모션(1103-3), 화곡동 1103-3,4층,2020 12 10,"    40,500",77.76,2004
11500,메종드로제, 화곡동 926-3,13층,2020 12 12,"    43,000",57.3,2019
11500,강서힐스테이트, 화곡동 1165,9층,2020 12 12,"   109,500",59.99,2015
11500,화곡푸르지오, 화곡동 1091,2층,2020 12 12,"    87,000",84.914,2002
11500,강서힐스테이트, 화곡동 1165,9층,2020 12 12,"   127,700",84.99,2015
11500,혜성오피아파트, 화곡동 343-49,4층,2020 12 12,"    21,500",26.74,2018
11500,대림, 화곡동 361-1,1층,2020 12 13,"    60,000",84.84,1992
11500,"우장산아이파크,이편한세상", 화곡동 1159,13층,2020 12 14,"   108,000",59.98,2008
11500,스카이(924-10), 화곡동 924-10,6층,2020 12 14,"    22,000",34.35,2014
11500,AndPra레지던스, 화곡동 918-25,14층,2020 12 15,"    14,200",15.26,2013
11500,태성비리치, 화곡동 465-13,5층,2020 12 15,"    20,200",65.955,2002
11500,화곡푸르지오, 화곡동 1091,15층,2020 12 15,"    97,000",84.94,2002
11500,청우(391-2), 화곡동 391-2,3층,2020 12 16,"    23,000",51.96,2007
11500,화곡3차보람, 화곡동 1150,7층,2020 12 16,"    50,000",84.79,2004
11500,강서힐스테이트, 화곡동 1165,16층,2020 12 16,"   129,000",84.99,2015
11500,강서동도센트리움, 화곡동 1161,5층,2020 12 17,"     9,900",14.677,2012
11500,강서뉴타워, 화곡동 1071-19,8층,2020 12 17,"    43,500",82.14,2013
11500,화곡푸르지오, 화곡동 1091,7층,2020 12 17,"   114,500",156.876,2002
11500,명지해드는터, 화곡동 473-4,2층,2020 12 17,"    37,000",84.84,2005
11500,초록, 화곡동 1139,6층,2020 12 18,"    58,000",49.77,1998
11500,우장산롯데캐슬, 화곡동 1145,9층,2020 12 18,"   139,000",177.86,2003
11500,오경아파트, 화곡동 894-12,8층,2020 12 19,"    30,000",25.75,2020
11500,강서힐스테이트, 화곡동 1165,16층,2020 12 19,"   129,500",84.99,2015
11500,유림노르웨이숲(919-1), 화곡동 919-1,12층,2020 12 19,"    45,500",64.05,2004
11500,강서힐스테이트, 화곡동 1165,19층,2020 12 19,"   131,000",84.99,2015
11500,우장산롯데캐슬, 화곡동 1145,8층,2020 12 19,"    83,000",134.99,2003
11500,태창네스트힐, 화곡동 1146,3층,2020 12 20,"    54,500",82.35,2004
11500,한솔, 화곡동 46-35,3층,2020 12 21,"    23,500",58.53,2006
11500,중앙화곡하이츠, 화곡동 351-89,12층,2020 12 21,"    40,600",56.88,1988
11500,태창네스트힐, 화곡동 1146,3층,2020 12 21,"    43,300",82.35,2004
11500,AndPra레지던스, 화곡동 918-25,14층,2020 12 21,"    14,200",15.26,2013
11500,삼성홈타운, 화곡동 911-10,7층,2020 12 22,"    17,500",47.46,2003
11500,"미성아파트,연립", 화곡동 409-248,6층,2020 12 22,"    72,000",119.77,1987
11500,성재센트리움, 화곡동 918-38,11층,2020 12 22,"    26,500",39.27,2016
11500,"우장산아이파크,이편한세상", 화곡동 1159,9층,2020 12 23,"   136,000",101.65,2008
11500,우성, 화곡동 353-20,7층,2020 12 23,"    18,000",42.15,2002
11500,"우장산아이파크,이편한세상", 화곡동 1159,4층,2020 12 24,"   132,000",101.65,2008
11500,중앙화곡하이츠, 화곡동 351-89,3층,2020 12 24,"    45,800",74.16,1988
11500,화곡푸르지오, 화곡동 1091,11층,2020 12 24,"   117,000",144.123,2002
11500,그랜드아이파크, 화곡동 1095,5층,2020 12 24,"   107,000",181.17,2010
11500,"우장산아이파크,이편한세상", 화곡동 1159,9층,2020 12 25,"   144,800",114.98,2008
11500,찬누리, 화곡동 916-11,9층,2020 12 25,"    19,700",29.93,2016
11500,유림노르웨이숲(919-1), 화곡동 919-1,4층,2020 12 26,"    49,000",64.05,2004
11500,초록, 화곡동 1139,6층,2020 12 26,"    69,000",59.34,1998
11500,화곡푸르지오, 화곡동 1091,3층,2020 12 26,"    95,000",84.94,2002
11500,화곡푸르지오, 화곡동 1091,13층,2020 12 26,"   106,000",125.021,2002
11500,토석아네스아파트, 화곡동 24-138,6층,2020 12 28,"    18,900",34.08,2012
11500,강서힐스테이트, 화곡동 1165,5층,2020 12 28,"   129,800",84.99,2015
11500,우장산롯데, 화곡동 1148,9층,2020 12 28,"    59,500",59.97,2004
11500,우장산롯데캐슬, 화곡동 1145,16층,2020 12 28,"   138,000",134.99,2003
11500,경동엠파이어스테이트, 화곡동 1111-3,7층,2020 12 28,"    12,000",14.315,2012
11500,화곡동복지, 화곡동 354-54,1층,2020 12 29,"    20,000",53.94,1974
11500,삼성, 화곡동 854-1,6층,2020 12 29,"    38,000",105.86,1997
11500,서부인터빌아파트, 화곡동 1074-18,7층,2020 12 29,"    51,000",84.1439,2002
11500,화곡푸르지오, 화곡동 1091,4층,2020 12 31,"    97,500",84.94,2002
11500,길성그랑프리텔, 화곡동 1157,7층,2020 12 31,"    49,800",59.84,2005
11500,프라임팰리스(1024-23), 화곡동 1024-23,7층,2020 12 31,"    64,500",84.62,2008
11500,강변, 가양동 1475,11층,2020 12 1,"    59,500",39.6,1992
11500,대림경동아파트, 가양동 1474,4층,2020 12 1,"   108,000",131.4,1993
11500,강변, 가양동 1475,4층,2020 12 1,"    59,000",39.6,1992
11500,가양우성, 가양동 14-3,13층,2020 12 2,"    89,500",84.85,1990
11500,가양2단지(성지), 가양동 1461,3층,2020 12 2,"    67,000",49.56,1992
11500,대림경동아파트, 가양동 1474,5층,2020 12 3,"   111,000",131.4,1993
11500,한강타운, 가양동 1460,1층,2020 12 3,"    90,700",84.99,1993
11500,가양2단지(성지), 가양동 1461,3층,2020 12 3,"    53,500",34.44,1992
11500,중앙하이츠, 가양동 1467,7층,2020 12 4,"    89,000",119.85,1999
11500,강서한강월드메르디앙, 가양동 1462,2층,2020 12 5,"    82,800",84.9,2006
11500,가양2단지(성지), 가양동 1461,2층,2020 12 5,"    50,000",34.44,1992
11500,강변, 가양동 1475,5층,2020 12 5,"    52,500",34.44,1992
11500,가양도시개발9-2단지, 가양동 1490,3층,2020 12 5,"    48,500",34.44,1993
11500,가양강나루현대, 가양동 448-1,4층,2020 12 5,"    86,000",84.98,1999
11500,가양2단지(성지), 가양동 1461,5층,2020 12 7,"    72,500",49.56,1992
11500,가양강나루현대, 가양동 448-1,8층,2020 12 7,"    81,000",59.76,1999
11500,가양우성, 가양동 14-3,5층,2020 12 7,"    88,500",84.85,1990
11500,일신건영휴먼빌, 가양동 1496,2층,2020 12 7,"    87,500",84.95,2004
11500,가양도시개발9-2단지, 가양동 1490,14층,2020 12 8,"    58,500",39.6,1993
11500,가양도시개발9-2단지, 가양동 1490,1층,2020 12 8,"    56,000",39.6,1993
11500,대림경동아파트, 가양동 1474,15층,2020 12 9,"   116,500",131.4,1993
11500,동신대아, 가양동 1459,4층,2020 12 9,"   127,000",134.88,1993
11500,가양강나루현대, 가양동 448-1,10층,2020 12 9,"    82,800",59.76,1999
11500,강서한강자이, 가양동 1500,9층,2020 12 10,"   130,000",84.9903,2013
11500,보광드림타운, 가양동 448-10,5층,2020 12 10,"    69,000",84.22,2003
11500,가양6단지, 가양동 1485,4층,2020 12 11,"    69,700",49.5,1992
11500,대림경동아파트, 가양동 1474,13층,2020 12 12,"   134,000",131.4,1993
11500,가양6단지, 가양동 1485,12층,2020 12 12,"    80,000",58.65,1992
11500,가양6단지, 가양동 1485,12층,2020 12 12,"    62,500",39.6,1992
11500,가양강나루현대, 가양동 448-1,3층,2020 12 12,"    88,500",84.98,1999
11500,강변, 가양동 1475,13층,2020 12 12,"    72,000",49.5,1992
11500,강변, 가양동 1475,10층,2020 12 12,"    53,800",34.44,1992
11500,가양도시개발9-2단지, 가양동 1490,4층,2020 12 12,"    51,000",34.44,1993
11500,한보구암마을, 가양동 1495,16층,2020 12 12,"    68,000",59.22,1999
11500,가양2단지(성지), 가양동 1461,2층,2020 12 12,"    59,800",39.6,1992
11500,가양강나루현대, 가양동 448-1,15층,2020 12 12,"    81,000",59.76,1999
11500,동신대아, 가양동 1459,11층,2020 12 14,"   107,500",101.97,1993
11500,가양2단지(성지), 가양동 1461,10층,2020 12 14,"    70,500",49.65,1992
11500,강변, 가양동 1475,5층,2020 12 14,"    60,000",39.6,1992
11500,가양도시개발9-2단지, 가양동 1490,13층,2020 12 14,"    50,000",34.44,1993
11500,대림경동아파트, 가양동 1474,3층,2020 12 15,"   125,000",131.4,1993
11500,가양6단지, 가양동 1485,12층,2020 12 16,"    63,000",39.6,1992
11500,가양우성, 가양동 14-3,11층,2020 12 17,"    90,000",84.85,1990
11500,가양우성, 가양동 14-3,4층,2020 12 17,"    89,500",84.85,1990
11500,가양6단지, 가양동 1485,11층,2020 12 17,"    62,800",39.6,1992
11500,강변, 가양동 1475,15층,2020 12 18,"    53,500",34.44,1992
11500,가양2단지(성지), 가양동 1461,10층,2020 12 18,"    59,000",39.6,1992
11500,가양2단지(성지), 가양동 1461,15층,2020 12 18,"    60,000",39.6,1992
11500,가양도시개발9-2단지, 가양동 1490,6층,2020 12 19,"    59,000",39.6,1993
11500,강변, 가양동 1475,1층,2020 12 19,"    55,400",39.6,1992
11500,가양6단지, 가양동 1485,12층,2020 12 20,"    63,000",39.6,1992
11500,가양6단지, 가양동 1485,6층,2020 12 21,"    75,000",49.5,1992
11500,가양2단지(성지), 가양동 1461,5층,2020 12 21,"    59,500",39.6,1992
11500,가양2단지(성지), 가양동 1461,7층,2020 12 22,"    69,800",49.56,1992
11500,가양강나루현대, 가양동 448-1,1층,2020 12 22,"    81,000",84.98,1999
11500,강변, 가양동 1475,10층,2020 12 23,"    54,500",34.44,1992
11500,가양우성, 가양동 14-3,10층,2020 12 23,"    93,000",84.85,1990
11500,가양6단지, 가양동 1485,13층,2020 12 24,"    62,000",39.6,1992
11500,대림경동아파트, 가양동 1474,9층,2020 12 24,"   130,000",131.4,1993
11500,강변, 가양동 1475,7층,2020 12 25,"    74,000",49.5,1992
11500,강변, 가양동 1475,13층,2020 12 25,"    53,600",34.44,1992
