지역코드,아파트,주소,층,거래일,거래금액,면적,건축년도
11680,래미안그레이튼, 역삼동 763-16,8층,2020 12 1,"   198,000",59.97,2009
11680,우정에쉐르3, 역삼동 707-15,4층,2020 12 1,"    78,000",63.67,2004
11680,e-편한세상, 역삼동 755-4,11층,2020 12 2,"   250,000",84.991,2005
11680,역삼 I'PARK, 역삼동 713-11,14층,2020 12 2,"    81,000",28.246,2006
11680,네스빌(728-10), 역삼동 728-10,2층,2020 12 3,"   182,000",244.52,1996
11680,역삼동월드메르디앙, 역삼동 795-41,5층,2020 12 3,"   148,750",83.27,2005
11680,개나리래미안, 역삼동 754,17층,2020 12 3,"   252,000",84.93,2006
11680,역삼자이, 역삼동 711-3,17층,2020 12 5,"   254,000",84.993,2016
11680,한양럭스, 역삼동 628-1,4층,2020 12 5,"    37,000",44.0,2003
11680,조이너스, 역삼동 747-1,2층,2020 12 5,"    90,000",84.28,2006
11680,e-편한세상, 역삼동 755-4,19층,2020 12 5,"   195,000",59.606,2005
11680,역삼 I'PARK, 역삼동 713-11,18층,2020 12 5,"    78,500",28.246,2006
11680,대우디오빌, 역삼동 720-25,15층,2020 12 7,"    34,000",30.03,2002
11680,대우디오빌, 역삼동 720-25,10층,2020 12 7,"    32,000",30.03,2002
11680,강남서해더블루, 역삼동 796-29,3층,2020 12 8,"    95,000",78.57,2012
11680,한화진넥스빌, 역삼동 706-20,17층,2020 12 8,"    33,000",34.82,2001
11680,개나리래미안, 역삼동 754,7층,2020 12 9,"   260,000",84.93,2006
11680,e-편한세상, 역삼동 755-4,8층,2020 12 9,"   193,000",59.606,2005
11680,개나리 푸르지오, 역삼동 755-1,8층,2020 12 9,"   280,000",133.1686,2006
11680,역삼 I'PARK, 역삼동 713-11,8층,2020 12 11,"    85,000",28.246,2006
11680,역삼푸르지오, 역삼동 754-1,23층,2020 12 12,"   193,500",59.8848,2006
11680,역삼래미안, 역삼동 757,6층,2020 12 12,"   186,000",59.53,2005
11680,롯데캐슬노블, 역삼동 835-68,9층,2020 12 14,"   180,000",176.03,2007
11680,대우디오빌, 역삼동 720-25,9층,2020 12 14,"    34,000",30.03,2002
11680,상지리츠빌(1호라인), 역삼동 761-9,14층,2020 12 14,"   229,000",153.65,2004
11680,현대이스트빌, 역삼동 728-45,3층,2020 12 17,"   190,000",244.14,1999
11680,역삼래미안, 역삼동 757,16층,2020 12 19,"   190,000",59.73,2005
11680,래미안그레이튼, 역삼동 763-16,14층,2020 12 19,"   245,000",84.97,2009
11680,한화진넥스빌, 역삼동 706-20,24층,2020 12 19,"    38,000",39.2,2001
11680,역삼래미안, 역삼동 757,11층,2020 12 21,"   230,000",80.87,2005
11680,역삼푸르지오, 역삼동 754-1,2층,2020 12 21,"   232,000",84.9097,2006
11680,현대휴먼터치빌, 역삼동 606-18,14층,2020 12 22,"    29,700",35.88,1999
11680,경남아너스빌, 역삼동 722,15층,2020 12 22,"   148,000",84.688,2002
11680,세종빌라트, 역삼동 791-23,7층,2020 12 22,"   133,000",162.48,1998
11680,요진와이시티미니, 역삼동 727-9,7층,2020 12 23,"    25,000",17.47,2012
11680,역삼푸르지오, 역삼동 754-1,10층,2020 12 23,"   244,000",84.9097,2006
11680,역삼 I'PARK, 역삼동 713-11,13층,2020 12 26,"    83,500",28.246,2006
11680,역삼 I'PARK, 역삼동 713-11,15층,2020 12 26,"   285,000",116.285,2006
11680,대우디오빌, 역삼동 720-25,16층,2020 12 28,"    32,000",30.03,2002
11680,e-편한세상, 역삼동 755-4,10층,2020 12 29,"   205,000",59.606,2005
11680,대우디오빌, 역삼동 720-25,24층,2020 12 29,"    76,000",59.505,2002
11680,한화진넥스빌, 역삼동 706-20,14층,2020 12 29,"    34,500",39.2,2001
11680,e-편한세상, 역삼동 755-4,11층,2020 12 30,"   244,000",84.675,2005
11680,공간쉐르빌, 역삼동 783-30,2층,2020 12 30,"    70,000",79.48,2003
11680,대우디오빌플러스, 역삼동 824-25,5층,2020 12 30,"    32,750",34.41,2004
11680,래미안그레이튼(진달래2차), 역삼동 762-3,2층,2020 12 30,"   240,000",84.87,2011
11680,래미안그레이튼, 역삼동 763-16,19층,2020 12 31,"   193,500",59.97,2009
11680,성원대치2단지아파트, 개포동 12,15층,2020 12 1,"   118,000",39.53,1992
11680,성원대치2단지아파트, 개포동 12,4층,2020 12 1,"   140,000",49.86,1992
11680,개포주공 5단지, 개포동 187,9층,2020 12 2,"   210,000",61.19,1983
11680,현대, 개포동 172-3,4층,2020 12 2,"   179,500",133.68,1994
11680,성원대치2단지아파트, 개포동 12,7층,2020 12 2,"   138,000",49.86,1992
11680,개포주공 7단지, 개포동 185,4층,2020 12 3,"   249,000",83.7,1983
11680,성원대치2단지아파트, 개포동 12,7층,2020 12 3,"   101,300",33.18,1992
11680,성원대치2단지아파트, 개포동 12,6층,2020 12 3,"   100,000",33.18,1992
11680,디에이치아너힐즈, 개포동 138,23층,2020 12 4,"   284,000",84.357,2019
11680,현대1차101동~106동, 개포동 653,3층,2020 12 4,"   257,000",128.62,1984
11680,래미안블레스티지, 개포동 1280,19층,2020 12 4,"   300,000",99.991,2019
11680,현대2, 개포동 654,2층,2020 12 4,"   267,000",131.83,1986
11680,우성8, 개포동 179,7층,2020 12 4,"   200,000",79.61,1987
11680,개포6차우성아파트1동~8동, 개포동 658-1,1층,2020 12 4,"   146,000",54.98,1987
11680,성원대치2단지아파트, 개포동 12,14층,2020 12 5,"   124,500",39.53,1992
11680,성원대치2단지아파트, 개포동 12,13층,2020 12 5,"   120,000",39.53,1992
11680,디에이치아너힐즈, 개포동 138,17층,2020 12 5,"   265,000",76.1709,2019
11680,성원대치2단지아파트, 개포동 12,2층,2020 12 7,"   133,500",49.86,1992
11680,성원대치2단지아파트, 개포동 12,1층,2020 12 7,"    92,000",33.18,1992
11680,성원대치2단지아파트, 개포동 12,4층,2020 12 7,"    99,000",33.18,1992
11680,래미안블레스티지, 개포동 1280,10층,2020 12 7,"   210,000",59.967,2019
11680,현대2, 개포동 654,9층,2020 12 9,"   298,000",165.08,1986
11680,현대2, 개포동 654,3층,2020 12 9,"   213,000",84.81,1986
11680,성원대치2단지아파트, 개포동 12,11층,2020 12 9,"    97,000",33.18,1992
11680,성원대치2단지아파트, 개포동 12,14층,2020 12 9,"   118,000",39.53,1992
11680,경남2차, 개포동 649,2층,2020 12 10,"   315,000",186.16,1984
11680,성원대치2단지아파트, 개포동 12,8층,2020 12 11,"   119,000",39.53,1992
11680,성원대치2단지아파트, 개포동 12,9층,2020 12 12,"   125,000",39.53,1992
11680,성원대치2단지아파트, 개포동 12,9층,2020 12 12,"   123,000",39.53,1992
11680,삼익대청아파트, 개포동 12,8층,2020 12 12,"   119,000",39.53,1992
11680,성원대치2단지아파트, 개포동 12,2층,2020 12 12,"    98,000",33.18,1992
11680,성원대치2단지아파트, 개포동 12,5층,2020 12 12,"   141,500",49.86,1992
11680,삼익대청아파트, 개포동 12,3층,2020 12 13,"   118,500",39.53,1992
11680,현대1차101동~106동, 개포동 653,6층,2020 12 14,"   290,000",176.56,1984
11680,개포주공 7단지, 개포동 185,14층,2020 12 14,"   240,000",83.7,1983
11680,성원대치2단지아파트, 개포동 12,5층,2020 12 15,"   100,000",33.18,1992
11680,현대3, 개포동 177,3층,2020 12 16,"   157,000",131.83,1986
11680,디에이치아너힐즈, 개포동 138,12층,2020 12 16,"   210,000",59.8732,2019
11680,래미안블레스티지, 개포동 1280,10층,2020 12 16,"   265,000",84.94,2019
11680,포이벨리, 개포동 1164-28,5층,2020 12 16,"    72,500",84.69,2001
11680,디에이치아너힐즈, 개포동 138,7층,2020 12 17,"   274,000",76.1709,2019
11680,개포주공 5단지, 개포동 187,13층,2020 12 17,"   205,000",61.19,1983
11680,개포주공 5단지, 개포동 187,7층,2020 12 17,"   205,000",61.19,1983
11680,삼익대청아파트, 개포동 12,9층,2020 12 17,"   120,000",39.53,1992
11680,성원대치2단지아파트, 개포동 12,9층,2020 12 19,"   105,000",33.18,1992
11680,삼익대청아파트, 개포동 12,13층,2020 12 19,"   123,000",39.53,1992
11680,개포우성3차, 개포동 652,4층,2020 12 20,"   265,000",133.46,1984
11680,현대2, 개포동 654,4층,2020 12 21,"   300,000",165.08,1986
11680,개포우성3차, 개포동 652,3층,2020 12 21,"   220,000",104.43,1984
11680,개포주공 5단지, 개포동 187,6층,2020 12 21,"   207,000",61.19,1983
11680,성원대치2단지아파트, 개포동 12,11층,2020 12 22,"   145,000",49.86,1992
11680,경남2차, 개포동 649,8층,2020 12 22,"   270,000",182.2,1984
11680,개포주공 5단지, 개포동 187,3층,2020 12 23,"   200,000",53.98,1983
11680,개포래미안포레스트, 개포동 656,5층,2020 12 23,"   193,000",59.92,2020
11680,개포주공 6단지, 개포동 185,11층,2020 12 24,"   225,000",73.02,1983
11680,디에이치아너힐즈, 개포동 138,26층,2020 12 24,"   264,000",76.1709,2019
11680,경남1, 개포동 649,8층,2020 12 26,"   265,000",123.28,1984
11680,래미안블레스티지, 개포동 1280,9층,2020 12 27,"   210,000",59.967,2019
11680,개포6차우성아파트1동~8동, 개포동 658-1,3층,2020 12 28,"   155,400",79.97,1987
11680,성원대치2단지아파트, 개포동 12,7층,2020 12 30,"   107,000",33.18,1992
11680,성원대치2단지아파트, 개포동 12,5층,2020 12 30,"   141,000",49.86,1992
11680,성원대치2단지아파트, 개포동 12,7층,2020 12 31,"   145,000",49.86,1992
11680,상지리츠빌카일룸3차, 청담동 129-16,9층,2020 12 2,"   400,000",196.42,2009
11680,휴먼스타빌, 청담동 5-25,9층,2020 12 5,"    75,000",39.95,2005
11680,연세리버빌3, 청담동 104,4층,2020 12 11,"   358,000",243.21,1999
11680,청담로얄카운티, 청담동 117-3,5층,2020 12 14,"   310,000",244.95,1999
11680,청담자이, 청담동 134-38,28층,2020 12 15,"   295,000",90.197,2011
11680,대우유로카운티, 청담동 50-5,12층,2020 12 16,"   207,000",105.52,2004
11680,청담 어퍼하우스, 청담동 64-1,3층,2020 12 17,"   530,000",200.32,2019
11680,상지리츠빌9차, 청담동 116-10,5층,2020 12 23,"   279,000",200.88,2004
11680,청담스위트, 청담동 34-13,9층,2020 12 24,"    20,500",13.425,2015
11680,진흥아파트, 청담동 65,4층,2020 12 26,"   227,500",109.31,1984
11680,청담삼익아파트, 청담동 134-15,7층,2020 12 29,"   280,000",106.86,1981
11680,이니그마빌, 청담동 94,3층,2020 12 30,"   350,000",244.77,2001
11680,청담대림 이-편한세상, 청담동 30-33,12층,2020 12 31,"   215,000",113.57,2002
11680,월성빌라트, 삼성동 91-16,2층,2020 12 1,"   140,000",82.02,1994
11680,삼성동힐스테이트 1단지, 삼성동 16-2,1층,2020 12 4,"   215,000",84.236,2008
11680,삼성월드타워, 삼성동 3-1,14층,2020 12 4,"   137,080",83.849,1997
11680,아이파크, 삼성동 87,46층,2020 12 7,"   420,000",167.72,2004
11680,엘에이치삼성도시형생활주택, 삼성동 109-21,6층,2020 12 8,"    40,000",29.08,2013
11680,LG선릉에클라트(B), 삼성동 142-3,9층,2020 12 8,"    33,000",36.47,2004
11680,LG선릉에클라트(B), 삼성동 142-3,9층,2020 12 8,"    33,000",36.47,2004
11680,삼성파크, 삼성동 126,4층,2020 12 14,"   157,000",107.38,2001
11680,LG선릉에클라트(B), 삼성동 142-3,12층,2020 12 17,"    34,000",36.35,2004
11680,삼성월드타워, 삼성동 3-1,4층,2020 12 21,"    84,190",58.776,1997
11680,동구싼타빌, 삼성동 108-2,5층,2020 12 22,"    51,000",68.59,2004
11680,LG선릉에클라트(B), 삼성동 142-3,15층,2020 12 23,"    36,000",36.47,2004
11680,엘에이치삼성도시형생활주택, 삼성동 109-21,7층,2020 12 23,"    40,000",29.08,2013
11680,현대타워(13층-27층), 삼성동 143-37,26층,2020 12 24,"   215,000",149.99,1998
11680,롯데캐슬프레미어, 삼성동 11,12층,2020 12 24,"   244,000",84.484,2007
11680,미켈란107, 삼성동 107,15층,2020 12 26,"   160,000",83.0,2003
11680,삼성동힐스테이트 1단지, 삼성동 16-2,5층,2020 12 28,"   119,000",31.402,2008
11680,삼성동힐스테이트 1단지, 삼성동 16-2,1층,2020 12 29,"   220,000",84.236,2008
11680,은마, 대치동 316,9층,2020 12 1,"   195,000",76.79,1979
11680,동부센트레빌, 대치동 670,22층,2020 12 2,"   393,000",145.83,2005
11680,은마, 대치동 316,5층,2020 12 3,"   200,000",76.79,1979
11680,대치동우정에쉐르1, 대치동 891-28,3층,2020 12 4,"    86,000",79.07,2004
11680,은마, 대치동 316,11층,2020 12 5,"   235,000",84.43,1979
11680,한보미도맨션1, 대치동 511,14층,2020 12 5,"   249,000",84.48,1983
11680,개포우성1, 대치동 503,2층,2020 12 5,"   341,000",127.61,1983
11680,한보미도맨션2, 대치동 511,13층,2020 12 7,"   245,000",84.96,1985
11680,풍림 아이원 아파트, 대치동 910-4,4층,2020 12 7,"   147,700",84.69,2003
11680,대치삼성, 대치동 1014-3,12층,2020 12 10,"   255,000",97.35,2000
11680,동부센트레빌, 대치동 670,15층,2020 12 10,"   368,000",145.83,2005
11680,대치한신휴플러스, 대치동 907-2,1층,2020 12 10,"   149,500",84.99,2005
11680,한보미도맨션1, 대치동 511,3층,2020 12 10,"   250,000",84.48,1983
11680,테헤란로대우아이빌(891-6), 대치동 891-6,14층,2020 12 10,"    59,998",65.24,2004
11680,쌍용대치2, 대치동 65,11층,2020 12 11,"   225,000",84.49,1983
11680,대우아이빌멤버스(891-26), 대치동 891-26,11층,2020 12 11,"    34,000",35.236,2003
11680,대우아이빌명문가(891-23), 대치동 891-23,9층,2020 12 12,"    38,700",42.3,2004
11680,은마, 대치동 316,12층,2020 12 15,"   235,000",84.43,1979
11680,은마, 대치동 316,2층,2020 12 15,"   228,000",84.43,1980
11680,한보미도맨션2, 대치동 511,9층,2020 12 16,"   300,000",115.05,1985
11680,한보미도맨션2, 대치동 511,5층,2020 12 16,"   323,000",126.33,1985
11680,개포우성1, 대치동 503,1층,2020 12 16,"   315,000",127.61,1983
11680,은마, 대치동 316,3층,2020 12 16,"   158,000",84.43,1980
11680,한보미도맨션1, 대치동 511,1층,2020 12 16,"   400,000",191.07,1983
11680,대치삼성, 대치동 1014-3,18층,2020 12 16,"   228,500",84.58,2000
11680,선경1차(1동-7동), 대치동 506,9층,2020 12 17,"   362,000",136.68,1983
11680,은마, 대치동 316,9층,2020 12 18,"   240,000",84.43,1979
11680,대치아이파크, 대치동 888,20층,2020 12 19,"   286,000",84.95,2008
11680,은마, 대치동 316,9층,2020 12 19,"   215,000",76.79,1979
11680,동부센트레빌, 대치동 670,2층,2020 12 19,"   355,000",121.74,2005
11680,동부센트레빌, 대치동 670,11층,2020 12 21,"   382,500",145.83,2005
11680,"대치우성아파트1동, 2동, 3동, 5동, 6동, 7동", 대치동 63,13층,2020 12 23,"   223,000",84.69,1984
11680,대치삼성, 대치동 1014-3,9층,2020 12 23,"   269,800",97.35,2000
11680,한보미도맨션2, 대치동 511,4층,2020 12 28,"   385,000",159.15,1985
11680,개포우성2, 대치동 500,1층,2020 12 29,"   335,000",127.78,1984
11680,테헤란로대우아이빌(891-6), 대치동 891-6,23층,2020 12 30,"    43,500",35.51,2004
11680,은마, 대치동 316,11층,2020 12 30,"   228,000",84.43,1980
11680,쌍용대치2, 대치동 65,11층,2020 12 31,"   282,000",120.76,1983
11680,압구정하이츠파크, 신사동 632,20층,2020 12 1,"   370,000",184.02,2004
11680,압구정케이씨씨(622-1), 신사동 622-1,12층,2020 12 2,"   213,000",107.75,2004
11680,알파임하우스1, 신사동 649-5,6층,2020 12 4,"   330,000",242.16,2002
11680,알파임하우스1, 신사동 649-5,1층,2020 12 7,"   320,000",242.9,2002
11680,래미안신사, 신사동 506-9,1층,2020 12 12,"   149,500",84.89,2008
11680,진흥아마란스, 신사동 626-1,5층,2020 12 17,"   149,500",180.92,2005
11680,압구정하이츠파크, 신사동 632,6층,2020 12 23,"   450,000",213.05,2004
11680,로데오현대, 신사동 658,5층,2020 12 30,"   135,000",90.94,1998
11680,마일스디오빌, 논현동 58-2,8층,2020 12 2,"    36,000",36.29,2004
11680,두영, 논현동 216-1,4층,2020 12 2,"    94,000",84.84,2004
11680,동양파라곤, 논현동 245,9층,2020 12 4,"   272,000",160.33,2004
11680,마일스디오빌, 논현동 58-2,11층,2020 12 5,"    36,000",36.29,2004
11680,한진로즈힐, 논현동 105-4,5층,2020 12 5,"   144,000",84.94,2004
11680,신동아(22), 논현동 22,10층,2020 12 5,"   160,000",84.52,1997
11680,논현동한화꿈에그린, 논현동 205-2,7층,2020 12 5,"   120,000",67.671,2005
11680,논현한가람빌라트, 논현동 105-3,5층,2020 12 5,"   132,500",84.95,2002
11680,논현라폴리움, 논현동 252,5층,2020 12 8,"   445,000",240.03,2012
11680,두산위브2단지, 논현동 258,12층,2020 12 9,"   164,000",84.721,2004
11680,신동아(22), 논현동 22,12층,2020 12 12,"    91,000",35.73,1997
11680,지고하임(101동), 논현동 44-8,4층,2020 12 12,"    92,500",80.4,2003
11680,신동아(22), 논현동 22,12층,2020 12 12,"    91,500",35.73,1997
11680,마일스디오빌, 논현동 58-2,14층,2020 12 15,"    35,000",36.29,2004
11680,마일스디오빌, 논현동 58-2,15층,2020 12 15,"    35,000",36.29,2004
11680,마일스디오빌, 논현동 58-2,11층,2020 12 15,"    35,000",36.29,2004
11680,현대인텔렉스, 논현동 261,18층,2020 12 15,"   156,000",142.88,1997
11680,논현동월드메르디앙, 논현동 212-13,6층,2020 12 16,"   153,000",115.7511,2007
11680,논현 아이파크, 논현동 225-6,16층,2020 12 16,"   133,000",47.46,2020
11680,마일스디오빌, 논현동 58-2,7층,2020 12 18,"    35,000",36.29,2004
11680,마일스디오빌, 논현동 58-2,6층,2020 12 26,"    35,800",36.29,2004
11680,논현 아이파크, 논현동 225-6,7층,2020 12 28,"   158,000",59.75,2020
11680,현대3차(61~64동), 압구정동 443,2층,2020 12 1,"   235,000",82.5,1976
11680,현대13차(208~211동), 압구정동 448,8층,2020 12 1,"   298,000",108.47,1983
11680,한양2, 압구정동 493,8층,2020 12 1,"   442,500",175.92,1978
11680,"현대7차(73~77,82,85동)", 압구정동 456,12층,2020 12 1,"   520,000",196.7,1979
11680,"현대2차(10,11,20,23,24,25동)", 압구정동 369-1,5층,2020 12 1,"   430,000",160.28,1976
11680,신현대9차, 압구정동 426,3층,2020 12 1,"   278,000",108.88,1982
11680,한양1차(영동한양), 압구정동 490,4층,2020 12 1,"   210,000",63.87,1977
11680,신현대9차, 압구정동 426,1층,2020 12 2,"   255,000",109.24,1982
11680,미성2차, 압구정동 397,16층,2020 12 2,"   225,000",74.4,1987
11680,현대8차(성수현대:91~95동), 압구정동 481,11층,2020 12 2,"   275,000",107.64,1980
11680,한양1차(영동한양), 압구정동 490,2층,2020 12 2,"   204,000",63.87,1977
11680,현대8차(성수현대:91~95동), 압구정동 481,9층,2020 12 2,"   255,000",111.5,1981
11680,"현대7차(73~77,82,85동)", 압구정동 456,14층,2020 12 3,"   398,000",144.2,1979
11680,한양4, 압구정동 486,3층,2020 12 3,"   239,000",101.09,1978
11680,신현대12차, 압구정동 434,1층,2020 12 3,"   435,000",182.95,1982
11680,"현대14차(203,204,205,206동)", 압구정동 447,14층,2020 12 4,"   290,000",84.94,1987
11680,한양1차(영동한양), 압구정동 490,12층,2020 12 4,"   182,500",49.98,1977
11680,"현대7차(73~77,82,85동)", 압구정동 456,14층,2020 12 4,"   400,000",144.2,1979
11680,신현대12차, 압구정동 434,7층,2020 12 5,"   285,800",107.16,1982
11680,"현대1차(12,13,21,22,31,32,33동)", 압구정동 369-1,7층,2020 12 5,"   350,000",131.48,1976
11680,미성2차, 압구정동 397,17층,2020 12 6,"   225,000",74.4,1987
11680,한양7, 압구정동 528,12층,2020 12 6,"   265,000",106.22,1981
11680,신현대9차, 압구정동 426,12층,2020 12 7,"   350,000",152.39,1982
11680,"현대6차(78~81,83,84,86,87동)", 압구정동 456,13층,2020 12 7,"   324,000",144.7,1978
11680,"현대2차(10,11,20,23,24,25동)", 압구정동 369-1,4층,2020 12 7,"   425,000",160.29,1976
11680,한양1차(영동한양), 압구정동 490,11층,2020 12 7,"   263,000",91.21,1977
11680,미성2차, 압구정동 397,12층,2020 12 7,"   299,500",118.63,1987
11680,한양1차(영동한양), 압구정동 490,6층,2020 12 8,"   175,000",49.98,1977
11680,한양1차(영동한양), 압구정동 490,1층,2020 12 9,"   207,000",63.87,1977
11680,한양1차(영동한양), 압구정동 490,11층,2020 12 9,"   184,000",49.98,1977
11680,신현대12차, 압구정동 434,12층,2020 12 10,"   290,000",110.82,1982
11680,한양1차(영동한양), 압구정동 490,2층,2020 12 10,"   197,000",63.87,1977
11680,한양6, 압구정동 484,9층,2020 12 10,"   252,000",106.71,1980
11680,신현대11차, 압구정동 433,5층,2020 12 11,"   456,000",183.41,1983
11680,"현대7차(73~77,82,85동)", 압구정동 456,5층,2020 12 12,"   400,000",144.2,1979
11680,현대3차(61~64동), 압구정동 443,8층,2020 12 12,"   249,500",82.5,1976
11680,한양4, 압구정동 486,2층,2020 12 12,"   243,000",101.09,1978
11680,한양1차(영동한양), 압구정동 490,9층,2020 12 12,"   205,000",63.87,1977
11680,현대13차(208~211동), 압구정동 448,12층,2020 12 13,"   302,000",108.47,1983
11680,한양3, 압구정동 489,9층,2020 12 13,"   287,000",116.94,1978
11680,미성1차, 압구정동 414,3층,2020 12 14,"   344,500",153.32,1982
11680,한양1차(영동한양), 압구정동 490,10층,2020 12 14,"   182,000",49.98,1977
11680,신현대11차, 압구정동 433,10층,2020 12 15,"   490,000",183.41,1983
11680,한양3, 압구정동 489,1층,2020 12 16,"   268,000",119.97,1978
11680,"현대14차(203,204,205,206동)", 압구정동 447,11층,2020 12 16,"   300,000",84.94,1987
11680,한양1차(영동한양), 압구정동 490,10층,2020 12 17,"   185,000",49.98,1977
11680,한양8(81동한개동), 압구정동 510,15층,2020 12 17,"   540,000",204.64,1984
11680,신현대12차, 압구정동 434,8층,2020 12 17,"   420,000",170.38,1982
11680,미성2차, 압구정동 397,8층,2020 12 17,"   338,000",140.9,1987
11680,신현대9차, 압구정동 426,3층,2020 12 18,"   270,000",108.88,1982
11680,한양1차(영동한양), 압구정동 490,11층,2020 12 18,"   220,000",63.87,1977
11680,신현대9차, 압구정동 426,2층,2020 12 18,"   271,000",109.24,1982
11680,신현대12차, 압구정동 434,11층,2020 12 19,"   428,000",155.52,1982
11680,"현대6차(78~81,83,84,86,87동)", 압구정동 456,11층,2020 12 19,"   382,000",144.2,1978
11680,한양3, 압구정동 489,4층,2020 12 19,"   278,000",116.94,1978
11680,한양3, 압구정동 489,10층,2020 12 20,"   290,000",116.94,1978
11680,"현대2차(10,11,20,23,24,25동)", 압구정동 369-1,1층,2020 12 21,"   350,000",162.27,1976
11680,"현대1차(12,13,21,22,31,32,33동)", 압구정동 369-1,7층,2020 12 21,"   527,000",196.21,1976
11680,"현대2차(10,11,20,23,24,25동)", 압구정동 369-1,12층,2020 12 21,"   500,000",198.41,1976
11680,신현대11차, 압구정동 433,8층,2020 12 22,"   450,000",183.41,1983
11680,한양1차(영동한양), 압구정동 490,1층,2020 12 22,"   179,000",49.98,1977
11680,미성2차, 압구정동 397,8층,2020 12 22,"   217,500",74.4,1987
11680,신현대9차, 압구정동 426,9층,2020 12 22,"   300,000",108.88,1982
11680,신현대9차, 압구정동 426,1층,2020 12 23,"   270,000",109.24,1982
11680,현대3차(61~64동), 압구정동 443,6층,2020 12 23,"   236,000",82.5,1976
11680,한양1차(영동한양), 압구정동 490,1층,2020 12 23,"   180,000",49.98,1977
11680,한양1차(영동한양), 압구정동 490,6층,2020 12 23,"   220,000",78.05,1977
11680,"현대7차(73~77,82,85동)", 압구정동 456,7층,2020 12 23,"   430,000",157.36,1979
11680,신현대11차, 압구정동 433,13층,2020 12 23,"   520,000",183.41,1983
11680,미성2차, 압구정동 397,1층,2020 12 24,"   235,000",74.4,1987
11680,신현대9차, 압구정동 426,8층,2020 12 26,"   439,000",152.28,1982
11680,미성2차, 압구정동 397,10층,2020 12 28,"   225,000",74.4,1987
11680,"현대5차(71,72동)", 압구정동 455,11층,2020 12 28,"   297,000",82.23,1977
11680,한양5, 압구정동 513,3층,2020 12 28,"   312,000",115.24,1979
11680,"현대6차(78~81,83,84,86,87동)", 압구정동 456,2층,2020 12 29,"   410,000",157.36,1978
11680,한양1차(영동한양), 압구정동 490,9층,2020 12 31,"   184,000",49.98,1977
11680,한양5, 압구정동 513,2층,2020 12 31,"   249,000",102.35,1979
11680,"현대6차(78~81,83,84,86,87동)", 압구정동 456,11층,2020 12 31,"   397,000",144.2,1978
11680,강남신동아파밀리에2단지, 세곡동 511,8층,2020 12 4,"   134,500",84.98,2011
11680,강남데시앙파크, 세곡동 525,8층,2020 12 4,"   136,000",84.95,2011
11680,세곡푸르지오, 세곡동 533,3층,2020 12 5,"   155,000",84.84,2012
11680,강남엘에이치1단지, 세곡동 579,13층,2020 12 6,"   136,000",59.86,2013
11680,강남엘에이치1단지, 세곡동 579,13층,2020 12 6,"   136,000",59.86,2013
11680,강남데시앙파크, 세곡동 525,6층,2020 12 7,"   138,000",84.95,2011
11680,강남데시앙파크, 세곡동 525,6층,2020 12 8,"   130,000",84.95,2011
11680,세곡푸르지오, 세곡동 533,10층,2020 12 8,"   126,500",59.89,2012
11680,강남데시앙파크, 세곡동 525,4층,2020 12 10,"   130,500",84.97,2011
11680,세곡푸르지오, 세곡동 533,13층,2020 12 17,"   133,000",59.89,2012
11680,강남신동아파밀리에2단지, 세곡동 511,8층,2020 12 23,"   135,000",84.98,2011
11680,세곡푸르지오, 세곡동 533,9층,2020 12 27,"   150,000",74.74,2012
11680,세곡푸르지오, 세곡동 533,7층,2020 12 29,"   147,000",74.74,2012
11680,강남엘에이치1단지, 세곡동 579,14층,2020 12 30,"   127,000",59.89,2013
11680,엘에이치강남아이파크, 자곡동 602,7층,2020 12 1,"    85,500",74.97,2014
11680,엘에이치강남아이파크, 자곡동 602,11층,2020 12 1,"    86,800",74.97,2014
11680,엘에이치강남아이파크, 자곡동 602,7층,2020 12 1,"    85,550",74.97,2014
11680,엘에이치강남아이파크, 자곡동 602,5층,2020 12 2,"    84,800",74.97,2014
11680,엘에이치강남아이파크, 자곡동 602,9층,2020 12 2,"   136,500",59.96,2014
11680,엘에이치강남아이파크, 자곡동 602,4층,2020 12 3,"   134,000",59.96,2014
11680,엘에이치강남아이파크, 자곡동 602,11층,2020 12 7,"    98,750",84.92,2014
11680,엘에이치강남아이파크, 자곡동 602,4층,2020 12 7,"    73,350",59.96,2014
11680,엘에이치강남아이파크, 자곡동 602,13층,2020 12 7,"    86,250",74.89,2014
11680,엘에이치강남아이파크, 자곡동 602,4층,2020 12 9,"    84,950",74.97,2014
11680,엘에이치강남아이파크, 자곡동 602,11층,2020 12 9,"   132,500",59.96,2014
11680,엘에이치강남아이파크, 자곡동 602,13층,2020 12 9,"    86,700",74.89,2014
11680,엘에이치강남아이파크, 자곡동 602,2층,2020 12 11,"    84,050",74.97,2014
11680,엘에이치강남아이파크, 자곡동 602,14층,2020 12 11,"    76,700",59.96,2014
11680,엘에이치강남아이파크, 자곡동 602,12층,2020 12 11,"    88,150",74.97,2014
11680,엘에이치강남아이파크, 자곡동 602,12층,2020 12 11,"    86,700",74.89,2014
11680,엘에이치강남아이파크, 자곡동 602,10층,2020 12 12,"   159,000",74.97,2014
11680,래미안강남힐즈, 자곡동 611,14층,2020 12 12,"   178,000",91.96,2014
11680,엘에이치강남아이파크, 자곡동 602,15층,2020 12 15,"    86,450",74.89,2014
11680,엘에이치강남아이파크, 자곡동 602,3층,2020 12 15,"    94,650",84.92,2014
