지역코드,단지,주소,층,거래일,거래금액,면적,건축년도
11710,잠실아이파크, 잠실동 194,5층,2020 2 13,"26,000",24.42,2013
11710,올림픽타워, 잠실동 175-12,12층,2020 2 13,"26,200",34.02,2004
11710,갤러리아팰리스, 잠실동 40,5층,2020 2 18,"58,000",50.76,2005
11710,뜨레피움2차, 잠실동 250,9층,2020 2 24,"28,700",22.93,2019
11710,올림픽타워, 잠실동 175-12,15층,2020 2 27,"26,500",34.87,2004
11710,잠실 푸르지오 월드마크, 신천동 11-4,4층,2020 2 8,"63,000",69.18,2013
11710,더샵스타리버, 신천동 11-8,3층,2020 2 10,"55,000",58.91,2006
11710,더샵스타리버, 신천동 11-8,3층,2020 2 14,"35,000",43.32,2006
11710,더샵스타리버, 신천동 11-8,4층,2020 2 17,"36,500",55.78,2006
11710,더샵스타리버, 신천동 11-8,3층,2020 2 19,"37,000",40.72,2006
11710,더샵스타리버, 신천동 11-8,3층,2020 2 20,"38,000",55.78,2006
11710,더샵스타리버, 신천동 11-8,4층,2020 2 20,"39,000",52.01,2006
11710,잠실 더샵스타파크, 신천동 7-14,5층,2020 2 20,"52,000",63.4,2008
11710,더샵스타리버, 신천동 11-8,6층,2020 2 20,"35,000",50.33,2006
11710,트윈레이크팰리스빌, 송파동 58-15,9층,2020 2 7,"33,300",37.16,2018
11710,한영해시안 오피스텔, 삼전동 182-8,8층,2020 2 1,"22,813",19.52,2019
11710,한영해시안 오피스텔, 삼전동 182-8,4층,2020 2 2,"20,739",18.16,2019
11710,한영해시안 오피스텔, 삼전동 182-8,5층,2020 2 7,"21,257",18.16,2019
11710,한화오벨리스크, 가락동 78-1,13층,2020 2 13,"15,700",30.34,2004
11710,	(79-5)	, 가락동 79-5,11층,2020 2 13,"10,400",37.26,1994
11710,제일오피스텔, 가락동 99-3,13층,2020 2 14,"14,250",31.14,1992
11710,한화오벨리스크, 가락동 78-1,6층,2020 2 15,"16,500",30.34,2004
11710,	(180-5)	, 가락동 180-5,7층,2020 2 17,"6,700",19.93,2002
11710,가락동 훼미리 오피스텔2차, 가락동 99-2,9층,2020 2 20,"14,850",35.64,1990
11710,송파KCC웰츠타워, 가락동 77-4,7층,2020 2 22,"22,500",38.45,2011
11710,제일오피스텔, 가락동 99-3,14층,2020 2 25,"14,500",30.06,1992
11710,제일오피스텔, 가락동 99-3,18층,2020 2 25,"17,700",37.86,1992
11710,제일오피스텔, 가락동 99-3,10층,2020 2 25,"14,500",30.06,1992
11710,제일오피스텔, 가락동 99-3,8층,2020 2 25,"14,300",30.06,1992
11710,제일오피스텔, 가락동 99-3,10층,2020 2 25,"14,500",30.06,1992
11710,제일오피스텔, 가락동 99-3,14층,2020 2 27,"14,000",31.14,1992
11710,제일오피스텔, 가락동 99-3,6층,2020 2 27,"14,400",30.06,1992
11710,제일오피스텔, 가락동 99-3,6층,2020 2 27,"14,400",30.06,1992
11710,제일오피스텔, 가락동 99-3,12층,2020 2 27,"14,300",31.14,1992
11545,신현빌B동, 가산동 235-12,3층,2020 2 3,"24,200",35.56,2019
11545,램킨푸르지오시티, 가산동 139-3,12층,2020 2 7,"12,300",19.96,2013
11545,세림프라미스, 가산동 140-15,6층,2020 2 16,"18,000",23.94,2019
11545,금강노블레스, 가산동 234-2,10층,2020 2 16,"27,000",30.69,2020
11545,금강노블레스, 가산동 234-2,8층,2020 2 17,"26,800",30.69,2020
11545,금강노블레스, 가산동 234-2,12층,2020 2 17,"27,000",30.69,2020
11545,금강노블레스, 가산동 234-2,12층,2020 2 17,"27,000",30.69,2020
11545,세림프라미스, 가산동 140-15,8층,2020 2 19,"19,500",23.94,2019
11545,세림프라미스, 가산동 140-15,9층,2020 2 19,"19,500",23.94,2019
11545,세림프라미스, 가산동 140-15,9층,2020 2 23,"19,000",22.78,2019
11545,예다지, 가산동 238-11,2층,2020 2 25,"25,000",46.84,2014
11545,세림프라미스, 가산동 140-15,3층,2020 2 26,"17,000",23.94,2019
11545,세림프라미스, 가산동 140-15,7층,2020 2 27,"19,000",23.94,2019
11545,신현빌B동, 가산동 235-12,4층,2020 2 27,"24,200",35.56,2019
11545,SM 벨리체, 독산동 151-3,5층,2020 2 1,"15,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,9층,2020 2 1,"17,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,6층,2020 2 2,"15,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,3층,2020 2 4,"15,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,3층,2020 2 4,"15,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,10층,2020 2 5,"16,900",18.25,2019
11545,SM 벨리체, 독산동 151-3,9층,2020 2 7,"17,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,2층,2020 2 7,"15,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,9층,2020 2 8,"16,900",17.66,2019
11545,e편한세상 독산 더타워, 독산동 1007-13,23층,2020 2 8,"20,800",26.46,2019
11545,더 하우스 에이동, 독산동 886-4,4층,2020 2 10,"24,200",53.22,2017
11545,SM 벨리체, 독산동 151-3,10층,2020 2 10,"16,900",17.66,2019
11545,돌체비타타워, 독산동 1031-30,9층,2020 2 13,"14,700",19.68,2018
11545,YP타운, 독산동 298-9,8층,2020 2 15,"25,300",37.29,2019
11545,금천 롯데캐슬 골드파크 4차, 독산동 1156,15층,2020 2 15,"15,200",24.21,2019
11545,SM 벨리체, 독산동 151-3,4층,2020 2 17,"15,900",18.25,2019
11545,SM 벨리체, 독산동 151-3,3층,2020 2 17,"15,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,10층,2020 2 18,"16,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,9층,2020 2 19,"16,900",17.66,2019
11545,e편한세상 독산 더타워, 독산동 1007-13,24층,2020 2 21,"20,670",26.74,2019
11545,SM 벨리체, 독산동 151-3,3층,2020 2 22,"15,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,3층,2020 2 22,"15,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,9층,2020 2 24,"16,900",17.66,2019
11545,SM 벨리체, 독산동 151-3,7층,2020 2 25,"16,900",17.66,2019
11545,금천 롯데캐슬 골드파크 4차, 독산동 1156,24층,2020 2 29,"18,350",26.18,2019
11545,금천리메인시티, 시흥동 883-11,14층,2020 2 10,"15,568",21.05,2018
11545,금천리메인시티, 시흥동 883-11,8층,2020 2 27,"17,963",29.33,2018
11110,광화문 플래티넘, 적선동 156,6층,2020 2 5,"29,000",45.36,2003
11110,파크뷰타워, 필운동 285-5,3층,2020 2 22,"16,000",24.3,1998
11110,광화문 풍림스페이스본, 사직동 9,6층,2020 2 1,"36,000",39.54,2008
11110,광화문 풍림스페이스본, 사직동 9,2층,2020 2 3,"33,000",39.54,2008
11110,경희궁의 아침 4단지, 내수동 73,11층,2020 2 8,"51,950",56.48,2004
11110,광화문시대, 내수동 74,15층,2020 2 12,"29,000",34.9,2004
11110,용비어천가, 내수동 75,10층,2020 2 17,"30,000",42.46,2004
11110,용비어천가, 내수동 75,12층,2020 2 18,"30,700",42.83,2004
11110,경희궁의 아침 3단지, 내수동 72,6층,2020 2 18,"54,800",63.96,2004
11110,광화문시대, 내수동 74,9층,2020 2 19,"27,300",34.9,2004
11110,광화문오피시아빌딩, 신문로1가 163,20층,2020 2 18,"42,000",41.71,2005
11110,두산위브파빌리온, 수송동 58,10층,2020 2 6,"26,800",35.22,2004
11110,르메이에르종로타운1, 종로1가 24,19층,2020 2 29,"70,300",96.92,2007
11110,견지동빌딩, 견지동 110-32,6층,2020 2 21,"26,546",41.4,2004
11110,BIZ-WELL 종로 오피스텔, 익선동 34,5층,2020 2 12,"12,400",17.2,2004
11110,운현궁 에스케이 허브, 경운동 89-4,5층,2020 2 24,"44,720",56.03,2005
11110,종로1번가, 관철동 155,12층,2020 2 18,"17,000",23.62,2005
11110,종로오피스텔, 낙원동 58-1,14층,2020 2 3,"15,000",25.2,1994
11110,종로오피스텔, 낙원동 58-1,4층,2020 2 26,"14,000",25.2,1994
11110,반도 보라 아이비 타워, 효제동 45,6층,2020 2 22,"16,200",27.58,2003
11110,종로 중흥 S클래스, 숭인동 202-3,4층,2020 2 4,"12,900",23.97,2013
11110,삼전솔하임2차, 숭인동 296-19,3층,2020 2 5,"12,500",21.12,2012
11110,엘리시앙오피스텔, 숭인동 200-33,4층,2020 2 10,"9,700",20.64,2005
11110,엘리시앙오피스텔, 숭인동 200-33,7층,2020 2 18,"19,400",57.75,2005
11110,동양파라빌, 숭인동 1388,7층,2020 2 18,"14,000",27.09,2005
11110,종로 동광모닝스카이, 숭인동 1421-1,8층,2020 2 21,"12,000",19.95,2013
11110,롯데캐슬 천지인, 숭인동 76,21층,2020 2 27,"25,900",39.6,2004
11110,동양파라빌, 숭인동 1388,8층,2020 2 28,"28,000",54.81,2005
11110,요진오피스텔쉐레이, 구기동 110-1,9층,2020 2 14,"14,000",31.05,1989
11110,오피스텔 천지인, 평창동 289-5,3층,2020 2 17,"9,000",23.4,2003
11440,마포 에스케이 허브 블루, 아현동 737,4층,2020 2 5,"22,700",35.09,2006
11440,마포 에스케이 허브 블루, 아현동 737,11층,2020 2 6,"18,900",30.06,2006
11440,마포 에스케이 허브 블루, 아현동 737,12층,2020 2 10,"19,200",30.06,2006
11440,트렌빌, 아현동 331-29,4층,2020 2 18,"36,500",35.68,2019
11440,마포 에스케이 허브 블루, 아현동 737,5층,2020 2 26,"18,700",30.06,2006
11440,백상프로포즈오피스텔, 공덕동 26-7,6층,2020 2 6,"32,000",46.88,2012
11440,마포현대하이엘, 공덕동 463,11층,2020 2 7,"23,000",31.38,2005
11440,	(15-3)	, 공덕동 15-3,9층,2020 2 7,"9,400",19.72,2002
11440,공덕푸르지오시티, 공덕동 475,6층,2020 2 11,"34,000",39.62,2013
11440,공덕오피스타, 공덕동 12-98,17층,2020 2 12,"11,500",16.88,2013
11440,솔리스타, 공덕동 30-10,9층,2020 2 12,"15,600",18.79,2018
11440,마포공덕파크팰리스Ⅱ, 공덕동 462,10층,2020 2 13,"25,300",33.01,2005
11440,공덕푸르지오시티, 공덕동 475,11층,2020 2 14,"28,000",31.12,2013
11440,롯데캐슬 프레지던트, 공덕동 467,31층,2020 2 14,"175,000",248.96,2009
11440,공덕푸르지오시티, 공덕동 475,8층,2020 2 14,"25,000",27.74,2013
11440,마포현대하이엘, 공덕동 463,12층,2020 2 20,"23,200",31.38,2005
11440,풍림브이아이피텔, 공덕동 404,18층,2020 2 20,"24,500",41.75,1990
11440,마포공덕파크팰리스Ⅱ, 공덕동 462,13층,2020 2 21,"30,500",42.5,2005
11440,공덕푸르지오시티, 공덕동 475,16층,2020 2 22,"28,100",31.16,2013
11440,마포현대하이엘, 공덕동 463,19층,2020 2 22,"32,800",48.97,2005
11440,공덕푸르지오시티, 공덕동 475,20층,2020 2 24,"32,700",36.69,2013
11440,마포현대하이엘, 공덕동 463,12층,2020 2 24,"23,600",31.38,2005
11440,헤이븐 오피스텔, 공덕동 17-67,7층,2020 2 25,"15,276",17.91,2020
11440,헤이븐 오피스텔, 공덕동 17-67,7층,2020 2 25,"15,276",17.91,2020
11440,공덕푸르지오시티, 공덕동 475,16층,2020 2 25,"32,800",36.69,2013
11440,공덕푸르지오시티, 공덕동 475,11층,2020 2 29,"28,000",32.07,2013
11440,마포케이씨씨웰츠타워, 신공덕동 171,4층,2020 2 3,"41,000",48.02,2011
11440,신공덕동 오피스텔, 신공덕동 15-63,12층,2020 2 11,"53,000",74.6,2006
11440,블루마리오피스텔, 신공덕동 3-3,12층,2020 2 12,"18,300",18.33,2017
11440,메트로디오빌, 신공덕동 167,11층,2020 2 22,"29,000",40.3,2005
11440,메트로디오빌, 신공덕동 167,4층,2020 2 28,"27,280",37.36,2005
11440,마포트라팰리스, 도화동 559,8층,2020 2 1,"71,000",80.3,2006
11440,마포트라팰리스, 도화동 559,5층,2020 2 3,"83,000",86.4,2006
11440,마포트라팰리스, 도화동 559,18층,2020 2 3,"80,000",83.87,2006
11440,에스케이허브그린, 도화동 556,18층,2020 2 3,"27,000",38.51,2005
11440,마포트라팰리스, 도화동 559,5층,2020 2 4,"85,000",106.47,2006
11440,마포트라팰리스, 도화동 559,30층,2020 2 5,"80,000",80.3,2006
11440,마포트라팰리스, 도화동 559,8층,2020 2 6,"81,000",98.86,2006
11440,마포트라팰리스, 도화동 559,8층,2020 2 7,"70,000",80.3,2006
11440,마포 한화 오벨리스크, 도화동 555,15층,2020 2 10,"25,000",28.71,2004
11440,고려아카데미텔, 도화동 36,5층,2020 2 12,"14,200",20.25,1988
11440,에스케이허브그린, 도화동 556,17층,2020 2 13,"27,000",38.51,2005
11440,고려아카데미텔, 도화동 36,13층,2020 2 13,"15,500",23.62,1988
11440,마포트라팰리스, 도화동 559,27층,2020 2 17,"98,000",92.91,2006
11440,에스케이허브그린, 도화동 556,17층,2020 2 18,"27,300",38.51,2005
11440,마포 한화 오벨리스크, 도화동 555,11층,2020 2 19,"36,800",42.28,2004
11440,고려아카데미텔, 도화동 36,7층,2020 2 20,"12,800",20.25,1988
11440,에스케이허브그린, 도화동 556,15층,2020 2 22,"21,700",27.79,2005
11440,마스터즈타워, 도화동 553,13층,2020 2 24,"18,500",36.85,2000
11440,에스케이허브그린, 도화동 556,10층,2020 2 25,"27,500",38.51,2005
11440,마포트라팰리스, 도화동 559,17층,2020 2 29,"90,000",106.47,2006
11440,강변한신코아, 마포동 350,11층,2020 2 17,"27,500",47.52,1992
11440,강변한신코아, 마포동 350,13층,2020 2 19,"27,700",52.8,1992
11440,강변한신코아, 마포동 350,13층,2020 2 19,"26,900",51.48,1992
11440,이대역 푸르지오 시티, 대흥동 12-27,11층,2020 2 24,"26,000",28.8,2013
11440,삼부골든타워, 염리동 164-4,10층,2020 2 21,"25,000",32.5,2003
11440,	(주)HTC 까사빌	, 노고산동 57-26,9층,2020 2 25,"19,000",32.19,2006
11440,제이캐슬레지던스, 상수동 345-3,8층,2020 2 14,"14,500",21.06,2002
11440,서교타워, 서교동 353-1,10층,2020 2 4,"17,500",37.12,1999
11440,서교타워, 서교동 353-1,11층,2020 2 7,"18,000",34.65,1999
11440,동양한강트레벨, 서교동 394-25,11층,2020 2 16,"22,000",29.09,2004
11440,동양한강트레벨, 서교동 394-25,7층,2020 2 25,"22,400",29.09,2004
11440,서교타워, 서교동 353-1,8층,2020 2 25,"18,300",34.65,1999
11440,효성홍익인간오피스텔, 동교동 155-27,15층,2020 2 1,"23,400",32.25,2004
11440,마젤란21 오피스텔, 동교동 156-2,18층,2020 2 14,"23,400",37.17,2002
11440,마젤란21 오피스텔, 동교동 156-2,18층,2020 2 17,"20,300",32.76,2002
11440,효성홍익인간오피스텔, 동교동 155-27,12층,2020 2 18,"24,000",32.25,2004
11440,마젤란21 오피스텔, 동교동 156-2,11층,2020 2 22,"18,800",32.76,2002
11440,마젤란21 오피스텔, 동교동 156-2,5층,2020 2 22,"18,800",32.76,2002
11440,마젤란21 오피스텔, 동교동 156-2,10층,2020 2 22,"18,800",32.76,2002
11440,마포 한강 2차 푸르지오, 합정동 473,18층,2020 2 3,"29,300",23.65,2016
11440,	(373-4)	, 합정동 373-4,5층,2020 2 4,"22,000",22.92,1992
11440,마포 한강 2차 푸르지오, 합정동 473,33층,2020 2 20,"29,000",23.09,2016
11440,KCC엠파이어리버, 합정동 381-16,4층,2020 2 28,"43,500",63.89,2006
11440,KCC상암스튜디오380, 성산동 590-4,15층,2020 2 1,"17,200",20.35,2014
11440,상암 카리스 다올림 오피스텔, 성산동 593-11,11층,2020 2 1,"21,000",21.96,2018
11440,골든빌오피스텔(50-10), 성산동 50-10,3층,2020 2 1,"10,000",25.9,2003
11440,상암 두산위브센티움, 성산동 590-1,12층,2020 2 1,"15,850",23.07,2013
11440,상암월드시티, 성산동 590-5,10층,2020 2 3,"15,000",19.81,2014
11440,상암미르웰한올림, 성산동 593-5,11층,2020 2 6,"18,400",16.36,2018
11440,상암 우남퍼스트빌스타, 성산동 592-5,15층,2020 2 8,"17,900",16.91,2017
11440,태림센트윈상암, 성산동 593-10,14층,2020 2 11,"32,000",27.51,2019
11440,상암월드시티, 성산동 590-5,10층,2020 2 13,"14,900",19.81,2014
11440,상암월드시티, 성산동 590-5,15층,2020 2 15,"15,000",19.81,2014
11440,상암 두산위브센티움, 성산동 590-1,7층,2020 2 15,"15,800",24.28,2013
11440,상암미르웰한올림, 성산동 593-5,3층,2020 2 19,"16,000",16.36,2018
11440,벽산상암스마트큐브, 성산동 593-1,8층,2020 2 19,"16,700",19.2,2017
11440,상암월드시티, 성산동 590-5,7층,2020 2 20,"14,900",19.81,2014
11440,KCC상암스튜디오380, 성산동 590-4,11층,2020 2 21,"16,400",20.35,2014
11440,상암월드시티, 성산동 590-5,15층,2020 2 22,"15,400",19.81,2014
11440,KCC상암스튜디오380, 성산동 590-4,5층,2020 2 22,"16,800",20.35,2014
11440,상암월드시티, 성산동 590-5,6층,2020 2 22,"11,800",16.52,2014
11440,대명비첸시티오피스텔, 성산동 591-4,9층,2020 2 25,"45,000",76.56,2007
11440,삼라마이다스, 성산동 590-2,2층,2020 2 25,"45,800",80.55,2006
11440,이안상암Ⅱ, 성산동 592-6,4층,2020 2 27,"45,000",75.69,2005
11440,KCC상암스튜디오380, 성산동 590-4,4층,2020 2 28,"16,400",20.35,2014
11440,상암월드시티, 성산동 590-5,4층,2020 2 29,"14,600",19.81,2014
11440,DMC 이안상암1단지, 상암동 1654,9층,2020 2 8,"66,000",111.34,2007
11440,DMC 이안상암1단지, 상암동 1654,13층,2020 2 10,"60,000",99.18,2007
11440,DMC 이안상암2단지, 상암동 1653,23층,2020 2 10,"64,800",98.87,2007
11440,상암 오벨리스크 2차, 상암동 1748,10층,2020 2 12,"16,650",24.2,2014
11440,사보이시티디엠씨, 상암동 1597,11층,2020 2 13,"17,100",21.65,2016
11440,상암 오벨리스크 2차, 상암동 1748,3층,2020 2 13,"14,900",20.7,2014
11440,DMC 이안상암1단지, 상암동 1654,16층,2020 2 15,"64,500",103.62,2007
11440,상암 오벨리스크 2차, 상암동 1748,9층,2020 2 15,"17,300",24.2,2014
11440,DMC 이안상암2단지, 상암동 1653,29층,2020 2 21,"66,250",103.34,2007
11440,DMC 이안상암1단지, 상암동 1654,17층,2020 2 22,"39,800",46.05,2007
11440,상암 오벨리스크 2차, 상암동 1748,9층,2020 2 27,"17,000",24.2,2014
11440,상암 한화 오벨리스크, 상암동 1734,8층,2020 2 28,"12,200",19.93,2013
11470,이스타빌 3차, 신정동 323-9,12층,2020 2 5,"23,700",44.82,2003
11470,목동2차아크로텔, 신정동 324,11층,2020 2 7,"57,000",79.3,2004
11470,이스타빌 3차, 신정동 323-9,8층,2020 2 8,"23,700",44.82,2003
11470,이스타빌 3차, 신정동 323-9,14층,2020 2 9,"49,700",73.87,2003
11470,세영프라임, 신정동 737-12,3층,2020 2 16,"33,700",59.41,2019
11470,클레버 타워, 신정동 944-3,7층,2020 2 22,"13,500",29.01,2003
11470,목동대림아크로텔, 신정동 318-1,11층,2020 2 26,"36,500",55.75,2004
11470,신정동대우미래사랑5차, 신정동 1290-4,5층,2020 2 28,"47,700",97.79,2004
11470,동문비젼오피스텔, 신정동 318-6,13층,2020 2 28,"18,600",38.64,1999
11470,현대41타워, 목동 917-9,36층,2020 2 4,"19,450",44.1,2001
11470,현대파리지앙, 목동 907-10,6층,2020 2 5,"18,150",37.78,2004
11470,현대월드타워, 목동 907,11층,2020 2 6,"16,500",38.22,1999
11470,현대파리지앙, 목동 907-10,12층,2020 2 7,"17,600",33.88,2004
11470,목동파라곤, 목동 917,30층,2020 2 8,"142,000",103.71,2004
11470,현대41타워, 목동 917-9,28층,2020 2 8,"20,750",44.1,2001
11470,현대하이페리온, 목동 916,28층,2020 2 8,"106,000",83.23,2003
11470,현대월드타워, 목동 907,23층,2020 2 11,"16,500",38.22,1999
11470,현대월드타워, 목동 907,21층,2020 2 14,"16,500",38.22,1999
11470,현대월드타워, 목동 907,10층,2020 2 15,"16,000",38.22,1999
11470,하이베라스, 목동 908-29,11층,2020 2 17,"14,700",35.39,2003
11470,하이베라스, 목동 908-29,12층,2020 2 17,"14,700",35.39,2003
11470,현대41타워, 목동 917-9,8층,2020 2 20,"17,900",42.39,2001
11470,목동대우마이빌, 목동 603-2,9층,2020 2 20,"16,800",40.3,2003
11470,목동 성우네트빌, 목동 919,3층,2020 2 21,"17,500",43.17,2004
11470,현대41타워, 목동 917-9,37층,2020 2 22,"70,000",132.3,2001
11470,현대월드타워, 목동 907,19층,2020 2 24,"16,000",38.22,1999
11470,현대월드타워, 목동 907,13층,2020 2 25,"17,500",38.07,1999
11470,목동파라곤, 목동 917,2층,2020 2 26,"75,000",70.68,2004
11470,티오피클래식, 목동 607-29,5층,2020 2 26,"26,900",38.45,2014
11470,현대파리지앙, 목동 907-10,7층,2020 2 27,"19,800",37.78,2004
11470,현대월드타워, 목동 907,14층,2020 2 28,"16,800",38.22,1999
11470,하이베라스, 목동 908-29,7층,2020 2 29,"14,450",35.39,2003
11470,신목동샤르망오피스텔, 신월동 235-7,4층,2020 2 8,"9,500",31.82,2004
11470,신목동샤르망오피스텔, 신월동 235-7,9층,2020 2 20,"6,000",17.58,2004
11470,신목동샤르망오피스텔, 신월동 235-7,9층,2020 2 20,"5,450",20.55,2004
11305,수유역푸르지오시티, 미아동 160-3,14층,2020 2 14,"14,400",22.43,2014
11305,수유역푸르지오시티, 미아동 160-3,7층,2020 2 29,"13,700",22.43,2014
11305,가든타워오피스텔, 번동 446-13,14층,2020 2 14,"14,600",35.1,1991
11305,가든타워오피스텔, 번동 446-13,17층,2020 2 19,"15,000",36.9,1991
11305,수유동이테크밸리오피스텔, 수유동 95-7,7층,2020 2 4,"9,950",27.98,2005
11305,연승카운티, 수유동 50-30,3층,2020 2 18,"23,000",51.86,2016
11230,포레스트힐시티, 신설동 100-26,2층,2020 2 1,"14,300",19.2,2018
11230,동광동대문베르빌, 신설동 97-8,9층,2020 2 8,"16,500",28.31,2004
11230,포레스트힐시티, 신설동 100-26,11층,2020 2 8,"14,500",17.96,2018
11230,동은컴페니언오피스텔, 신설동 89-53,7층,2020 2 15,"11,000",31.8,2003
11230,동은컴페니언오피스텔, 신설동 89-53,9층,2020 2 15,"9,000",22.44,2003
11230,동은컴페니언오피스텔, 신설동 89-53,9층,2020 2 25,"10,100",22.44,2003
11230,동대문한양아이클래스, 용두동 112-8,15층,2020 2 3,"12,400",18.48,2014
11230,가우디캐슬, 용두동 104-34,2층,2020 2 4,"25,800",41.81,2019
11230,한방천하-용두동 포스빌, 용두동 788,10층,2020 2 7,"18,000",39.02,2006
11230,한방천하-용두동 포스빌, 용두동 788,15층,2020 2 8,"12,100",26.57,2006
11230,가우디캐슬, 용두동 104-34,4층,2020 2 8,"11,800",15.63,2019
11230,신설동역대우아이빌(236-4), 용두동 236-4,15층,2020 2 11,"13,500",27.63,2004
11230,가우디캐슬, 용두동 104-34,3층,2020 2 13,"25,800",41.81,2019
11230,한방천하-용두동 포스빌, 용두동 788,9층,2020 2 15,"20,500",45.32,2006
11230,신설동역대우아이빌(236-1), 용두동 236-1,6층,2020 2 19,"14,300",30.29,2004
11230,동의보감타워, 용두동 787,12층,2020 2 19,"15,800",36.02,2005
11230,랜드마크타워1, 용두동 100-1,8층,2020 2 21,"14,000",28.9,2004
11230,에이플러스빌, 용두동 40-35,6층,2020 2 26,"15,000",28.9,2011
11230,청계 한양아이클래스, 용두동 255-49,2층,2020 2 29,"17,500",18.35,2019
11230,	청량리역DUO196	, 전농동 597-11,9층,2020 2 26,"14,000",19.99,2015
11230,한성아펠시티, 답십리동 530-17,6층,2020 2 1,"19,000",22.14,2019
11230,메트로팰리스, 답십리동 498-5,10층,2020 2 1,"11,800",26.5,2005
11230,청계벽산메가트리움, 답십리동 999,6층,2020 2 5,"15,900",34.41,2006
11230,청계 푸르지오시티, 답십리동 497-23,5층,2020 2 8,"14,500",23.85,2015
11230,한성아펠시티, 답십리동 530-17,5층,2020 2 15,"17,800",22.14,2019
11230,한일노벨리아, 답십리동 494-1,10층,2020 2 21,"14,100",19.05,2016
11230,메트로팰리스, 답십리동 498-5,3층,2020 2 25,"9,900",20.22,2005
11230,메트로팰리스, 답십리동 498-5,13층,2020 2 25,"11,900",25.33,2005
11230,신부파스칼텔, 장안동 431-5,10층,2020 2 1,"8,500",23.46,2003
11230,글로벌팰리스, 장안동 415-10,7층,2020 2 2,"26,200",33.4,2019
11230,마하나임, 장안동 337-1,6층,2020 2 3,"28,900",51.59,2019
11230,제이드파크, 장안동 382-2,3층,2020 2 6,"11,900",27.28,2014
11230,마하나임, 장안동 337-1,7층,2020 2 7,"30,200",51.59,2019
11230,젬스톤 힐즈, 장안동 335-7,5층,2020 2 7,"31,800",76.22,2017
11230,르.메이에르 장안타운 6차, 장안동 342-3,2층,2020 2 7,"18,000",62.0,2005
11230,	(466-9)	, 장안동 466-9,4층,2020 2 12,"7,500",31.8,1999
11230,청솔, 장안동 372-9,4층,2020 2 13,"28,000",59.82,2015
11230,마하나임, 장안동 337-1,5층,2020 2 14,"30,800",55.29,2019
11230,마하나임, 장안동 337-1,2층,2020 2 14,"28,000",51.59,2019
11230,글로벌팰리스, 장안동 415-10,6층,2020 2 17,"25,200",35.04,2019
11230,글로벌팰리스, 장안동 415-10,5층,2020 2 17,"24,500",31.91,2019
11230,양우 내안애 애플, 장안동 373-1,16층,2020 2 17,"10,500",18.64,2014
11230,슈프림오피스텔, 장안동 416-2,7층,2020 2 19,"13,700",24.53,2012
11230,글로벌팰리스, 장안동 415-10,5층,2020 2 19,"25,800",33.13,2019
11230,젬스톤 힐즈, 장안동 335-7,4층,2020 2 25,"31,600",74.48,2017
11230,글로벌팰리스, 장안동 415-10,5층,2020 2 26,"25,000",35.68,2019
11230,양우 내안애 애플, 장안동 373-1,10층,2020 2 29,"10,250",18.64,2014
11230,휘경동 코업레지던스, 휘경동 319-5,2층,2020 2 4,"7,600",13.86,2002
11230,	(330)	, 휘경동 330,6층,2020 2 20,"14,500",32.41,1999
11230,이문동오피스텔, 이문동 255-182,13층,2020 2 3,"9,600",21.6,2006
11530,신도림삼성쉐르빌 1, 신도림동 271-25,25층,2020 2 6,"70,000",92.06,2010
11530,신도림삼성쉐르빌 1, 신도림동 271-25,4층,2020 2 8,"66,000",92.06,2010
11530,신도림월드메르디앙오피스텔, 신도림동 387-3,10층,2020 2 8,"36,500",62.47,2005
11530,신도림1차푸르지오, 신도림동 337,16층,2020 2 13,"44,500",53.48,2007
11530,신도림삼성쉐르빌 1, 신도림동 271-25,10층,2020 2 17,"64,900",92.06,2010
11530,신도림삼성쉐르빌 1, 신도림동 271-25,7층,2020 2 17,"65,000",90.78,2010
11530,신도림월드메르디앙오피스텔, 신도림동 387-3,14층,2020 2 21,"38,000",63.7,2005
11530,신도림월드메르디앙오피스텔, 신도림동 387-3,8층,2020 2 26,"37,000",62.46,2005
11530,하이빌골드타워, 구로동 512-2,7층,2020 2 1,"17,300",29.68,2019
11530,한라빌리언스 오피스텔, 구로동 182-6,9층,2020 2 3,"15,500",25.99,2003
11530,몽삐에뜨3차, 구로동 1127-25,5층,2020 2 4,"19,100",21.96,2019
11530,종인아네스트, 구로동 110,13층,2020 2 5,"10,000",19.47,2012
11530,한솔로이젠트, 구로동 103-11,15층,2020 2 6,"21,700",42.04,2006
11530,신도림포스빌, 구로동 26,12층,2020 2 7,"19,500",33.69,2004
11530,SK 허브수, 구로동 650-4,12층,2020 2 8,"19,000",37.53,2005
11530,몽삐에뜨3차, 구로동 1127-25,5층,2020 2 8,"21,900",29.61,2019
