지역코드,단지,주소,층,거래일,거래금액,면적,건축년도
11680,BIEL 106, 역삼동 832-16,14층,2020 1 2,"29,000",21.39,2018
11680,금천빌딩, 역삼동 708-20,9층,2020 1 3,"22,300",29.72,2005
11680,대우디오빌플러스, 역삼동 824-25,10층,2020 1 6,"25,000",35.16,2004
11680,메가시티오피스텔, 역삼동 824-12,11층,2020 1 7,"22,000",34.01,2002
11680,크레신 타워Ⅱ, 역삼동 823-3,3층,2020 1 8,"17,700",28.12,2004
11680,금천빌딩, 역삼동 708-20,7층,2020 1 9,"20,800",29.72,2005
11680,삼환 아르누보, 역삼동 769-1,7층,2020 1 10,"19,600",24.48,2003
11680,대우디오빌플러스, 역삼동 824-25,8층,2020 1 10,"27,300",38.96,2004
11680,메이플라워멤버스빌오피스텔, 역삼동 736-22,5층,2020 1 11,"13,000",22.79,2006
11680,강남역 효성해링턴 타워 더퍼스트, 역삼동 825-24,5층,2020 1 11,"25,500",22.85,2014
11680,에스케이허브 오피스텔, 역삼동 708-26,9층,2020 1 11,"34,300",38.11,2004
11680,강남역 와이즈 플레이스, 역삼동 837-13,13층,2020 1 11,"21,500",23.87,2013
11680,강남역 와이즈 플레이스, 역삼동 837-13,12층,2020 1 13,"21,500",23.87,2013
11680,강남역 우정에쉐르, 역삼동 823-7,2층,2020 1 14,"12,500",17.13,2004
11680,에스케이허브 오피스텔, 역삼동 708-26,6층,2020 1 16,"23,900",28.53,2004
11680,강남뉴스텔, 역삼동 826-30,10층,2020 1 17,"22,000",28.36,1998
11680,신일유토빌, 역삼동 735-11,10층,2020 1 17,"18,000",32.99,2003
11680,목화밀라트, 역삼동 822-7,17층,2020 1 18,"30,000",31.33,2004
11680,강남역 센트럴 푸르지오 시티, 역삼동 825-20,9층,2020 1 20,"29,400",20.78,2015
11680,에스케이허브 오피스텔, 역삼동 708-26,11층,2020 1 20,"24,300",27.83,2004
11680,BIEL 106, 역삼동 832-16,2층,2020 1 22,"39,000",28.87,2018
11680,강남역 센트럴 푸르지오 시티, 역삼동 825-20,8층,2020 1 23,"32,900",24.61,2015
11680,강남역 센트럴 푸르지오 시티, 역삼동 825-20,17층,2020 1 28,"36,900",24.63,2015
11680,강남역두산위브센티움, 역삼동 823-26,9층,2020 1 29,"20,400",28.71,2004
11680,강남역두산위브센티움, 역삼동 823-26,6층,2020 1 30,"19,900",28.71,2004
11680,능현오피스텔, 역삼동 708-16,13층,2020 1 31,"21,600",29.6,2004
11680,역삼디오슈페리움, 역삼동 832-5,9층,2020 1 31,"43,000",50.87,2006
11680,대청타워, 개포동 13-3,9층,2020 1 14,"22,000",31.91,1997
11680,더 리버스 청담, 청담동 130-8,10층,2020 1 7,"116,000",45.09,2019
11680,네이처 포엠, 청담동 118-17,6층,2020 1 13,"137,800",81.0,2005
11680,네이처 포엠, 청담동 118-17,5층,2020 1 22,"57,000",43.68,2005
11680,현대썬앤빌 삼성역, 삼성동 157-14,12층,2020 1 3,"34,000",21.51,2019
11680,삼성동 롯데캐슬 클라쎄, 삼성동 141-10,18층,2020 1 4,"71,000",40.79,2019
11680,	(78-3)	, 삼성동 78-3,9층,2020 1 6,"24,000",25.65,1990
11680,선릉대림아크로텔, 삼성동 140-3,6층,2020 1 13,"33,000",35.69,2004
11680,삼성역 두산위브센티움, 삼성동 158-4,6층,2020 1 14,"25,000",27.88,2003
11680,삼성역 두산위브센티움, 삼성동 158-4,2층,2020 1 15,"23,900",27.88,2003
11680,선릉대림아크로텔, 삼성동 140-3,8층,2020 1 17,"33,000",35.69,2004
11680,청담역 푸르지오시티, 삼성동 58-2,4층,2020 1 17,"33,000",25.84,2014
11680,대종빌딩, 삼성동 143-48,15층,2020 1 20,"29,500",42.0,1991
11680,선릉대림아크로텔, 삼성동 140-3,3층,2020 1 29,"37,000",35.69,2004
11680,현대썬앤빌 삼성역, 삼성동 157-14,2층,2020 1 31,"38,998",26.24,2019
11680,청담역 푸르지오시티, 삼성동 58-2,15층,2020 1 31,"41,500",29.54,2014
11680,샹제리제센터(889-5), 대치동 889-5,14층,2020 1 2,"23,300",35.7,1990
11680,신안메트로칸, 대치동 943-24,16층,2020 1 2,"24,500",27.09,2004
11680,신안메트로칸, 대치동 943-24,20층,2020 1 6,"25,000",26.73,2004
11680,선릉역 롯데골드로즈2, 대치동 890-59,8층,2020 1 7,"24,300",34.32,2004
11680,선릉역 롯데골드로즈오피스텔, 대치동 889-53,16층,2020 1 8,"21,900",32.0,2003
11680,신안메트로칸, 대치동 943-24,23층,2020 1 9,"25,500",30.11,2004
11680,선릉역 롯데골드로즈2, 대치동 890-59,6층,2020 1 10,"25,000",34.32,2004
11680,선릉역 롯데골드로즈오피스텔, 대치동 889-53,5층,2020 1 10,"21,000",32.0,2003
11680,신안메트로칸, 대치동 943-24,12층,2020 1 10,"24,700",26.19,2004
11680,선릉역 롯데골드로즈2, 대치동 890-59,11층,2020 1 13,"25,000",34.32,2004
11680,신안메트로칸, 대치동 943-24,14층,2020 1 14,"27,500",30.11,2004
11680,선릉역대우아이빌, 대치동 890-49,4층,2020 1 15,"27,000",33.02,2004
11680,CO-OP Residence/삼성역, 대치동 945-29,7층,2020 1 16,"15,700",13.96,2004
11680,선릉역 롯데골드로즈2, 대치동 890-59,14층,2020 1 16,"24,000",34.32,2004
11680,선릉역 롯데골드로즈2, 대치동 890-59,15층,2020 1 16,"36,500",44.46,2004
11680,신안메트로칸, 대치동 943-24,5층,2020 1 17,"25,000",30.11,2004
11680,CO-OP Residence/삼성역, 대치동 945-29,2층,2020 1 18,"15,500",13.96,2004
11680,대치동대우아이빌멤버스, 대치동 891-26,3층,2020 1 20,"24,000",25.7,2003
11680,세양 APEX-TOWER, 논현동 6-21,6층,2020 1 2,"20,900",26.91,2003
11680,이안 논현, 논현동 277-36,15층,2020 1 7,"82,000",115.0,2006
11680,거평타운오피스텔, 논현동 203-1,6층,2020 1 8,"15,300",32.8,1991
11680,강남 지웰파인즈, 세곡동 587,6층,2020 1 11,"22,500",24.66,2016
11680,강남 더샵라르고, 자곡동 596,5층,2020 1 3,"18,000",23.98,2014
11680,강남 더샵라르고, 자곡동 596,6층,2020 1 4,"16,800",23.28,2014
11680,강남 더샵라르고, 자곡동 596,10층,2020 1 8,"20,500",22.99,2014
11680,강남 푸르지오시티 1차, 자곡동 600,10층,2020 1 10,"17,500",25.06,2014
11680,강남 지웰홈스, 자곡동 662,3층,2020 1 10,"17,000",26.71,2014
11680,강남힐스테이트에코, 자곡동 658,5층,2020 1 17,"17,000",23.75,2014
11680,강남 더샵라르고, 자곡동 596,9층,2020 1 18,"18,500",23.98,2014
11680,강남 푸르지오시티 1차, 자곡동 600,8층,2020 1 22,"17,800",25.06,2014
11680,강남 지웰홈스, 자곡동 662,6층,2020 1 28,"17,500",23.72,2014
11680,사이룩스, 수서동 716,9층,2020 1 6,"26,300",42.13,2003
11680,사이룩스, 수서동 716,9층,2020 1 6,"22,000",33.52,2003
11680,사이룩스, 수서동 716,17층,2020 1 24,"26,900",42.13,2003
11680,사이룩스, 수서동 716,4층,2020 1 30,"24,000",42.13,2003
11680,현대비젼21, 도곡동 467-19,8층,2020 1 14,"25,000",38.7,1999
11680,타워팰리스(467-29), 도곡동 467-29,6층,2020 1 18,"225,000",159.12,2004
11680,타워팰리스(467-17), 도곡동 467-17,3층,2020 1 22,"89,500",60.19,2003
11680,우성캐릭터 199, 도곡동 467-24,5층,2020 1 29,"20,300",35.2,1998
11500,시원트레벨(266-4), 염창동 266-4,6층,2020 1 3,"34,500",85.83,2002
11500,현진파크뷰, 염창동 252,6층,2020 1 6,"24,300",28.41,2019
11500,현진파크뷰, 염창동 252,3층,2020 1 11,"25,000",28.41,2019
11500,현진파크뷰, 염창동 252,4층,2020 1 11,"25,000",28.41,2019
11500,현진파크뷰, 염창동 252,5층,2020 1 11,"25,000",28.41,2019
11500,팔레시움, 염창동 283-2,8층,2020 1 13,"11,500",18.14,2012
11500,성강에코텔, 염창동 264-35,4층,2020 1 31,"8,686",20.46,2011
11500,비원오피스텔, 등촌동 648-6,9층,2020 1 2,"23,900",70.18,2004
11500,등촌투웨니퍼스트2차, 등촌동 633-17,12층,2020 1 2,"23,500",29.68,2016
11500,비원오피스텔, 등촌동 648-6,11층,2020 1 3,"16,150",40.37,2004
11500,대룡드림타워-1, 등촌동 684-3,7층,2020 1 6,"20,900",46.68,2004
11500,경동미르웰한올림, 등촌동 656,5층,2020 1 6,"15,300",16.19,2016
11500,우림보보카운티뷰, 등촌동 649-14,8층,2020 1 8,"13,300",25.17,2004
11500,어위쉬 예다인, 등촌동 63-12,4층,2020 1 8,"37,000",73.32,2008
11500,우림보보카운티뷰, 등촌동 649-14,13층,2020 1 9,"14,900",27.36,2004
11500,효성인텔리안, 등촌동 681-3,4층,2020 1 9,"28,200",58.91,2005
11500,등촌투웨니퍼스트2차, 등촌동 633-17,13층,2020 1 11,"24,800",29.68,2016
11500,우림보보카운티뷰, 등촌동 649-14,6층,2020 1 11,"17,400",35.48,2004
11500,대룡드림타워-1, 등촌동 684-3,5층,2020 1 11,"30,200",62.6,2004
11500,삼부르네상스, 등촌동 75-1,6층,2020 1 13,"32,500",60.8,2004
11500,등촌동노블리움오피스텔, 등촌동 628,6층,2020 1 13,"20,500",40.34,2005
11500,삼부르네상스, 등촌동 75-1,11층,2020 1 13,"27,500",52.05,2004
11500,퀸즈오피스텔, 등촌동 641-10,8층,2020 1 13,"13,000",14.53,2018
11500,우림보보카운티뷰, 등촌동 649-14,14층,2020 1 18,"14,900",27.36,2004
11500,현대프린스텔, 등촌동 628-13,4층,2020 1 18,"9,350",23.63,1999
11500,현대프린스텔, 등촌동 628-13,9층,2020 1 18,"12,700",28.78,1999
11500,비원오피스텔, 등촌동 648-6,10층,2020 1 20,"16,050",36.99,2004
11500,강서메트로칸, 등촌동 656-52,12층,2020 1 21,"12,000",19.29,2013
11500,어위쉬 예다인, 등촌동 63-12,5층,2020 1 21,"39,000",80.84,2008
11500,등촌동두산위브센티움, 등촌동 631,15층,2020 1 21,"23,800",43.11,2004
11500,아줄리움, 등촌동 637-16,3층,2020 1 22,"28,600",33.43,2019
11500,현대프린스텔, 등촌동 628-13,3층,2020 1 23,"11,800",28.78,1999
11500,등촌동성원상떼뷰오피스텔, 등촌동 673-6,6층,2020 1 27,"15,000",37.54,2003
11500,우림보보카운티뷰, 등촌동 649-14,6층,2020 1 29,"12,900",25.17,2004
11500,ACE A-ZONE, 등촌동 639-8,7층,2020 1 31,"37,800",77.2,2005
11500,등촌동두산위브센티움, 등촌동 631,11층,2020 1 31,"16,700",28.45,2004
11500,메종드로제, 화곡동 926-3,5층,2020 1 5,"38,500",70.15,2019
11500,	(402-4)	, 화곡동 402-4,7층,2020 1 7,"13,000",38.08,2000
11500,경동엠파이어시티 101동, 화곡동 1051-1,5층,2020 1 8,"10,300",15.63,2013
11500,인터시티오피스텔, 화곡동 343-32,1층,2020 1 11,"17,300",45.14,2002
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"12,576",30.0,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"19,891",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"19,480",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"19,234",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,563",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,645",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,234",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,069",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,563",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,563",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,768",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,768",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"12,494",30.0,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,768",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,768",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,563",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"19,563",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"19,645",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"19,234",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"12,576",30.0,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"19,069",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"19,563",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"19,563",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"10,768",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"10,768",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"12,494",30.0,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"19,891",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"19,480",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"19,234",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,7층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"10,768",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"10,768",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,5층,2020 1 30,"19,563",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"19,891",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"19,480",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"19,234",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,6층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"12,576",30.0,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"12,905",30.56,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,056",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,645",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,398",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"12,905",30.56,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,645",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,398",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"12,576",30.0,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"10,850",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,8층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,480",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,234",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,932",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,932",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"12,740",30.0,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,932",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"10,932",25.38,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,727",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,056",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,645",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,398",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,056",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,056",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"12,905",30.56,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,645",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,398",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,138",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,220",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,809",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,645",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,138",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,138",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,096",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,096",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"13,069",30.56,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,096",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,096",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,138",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"20,056",50.97,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,645",49.9,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,398",49.42,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,4층,2020 1 30,"19,891",50.71,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"12,905",30.56,2010
11500,동도 센트리움 오피스텔, 화곡동 982-13,11층,2020 1 30,"11,014",25.55,2010
11500,마곡지웰에스테이트, 가양동 194-2,3층,2020 1 2,"11,200",17.44,2014
11500,마곡지웰에스테이트, 가양동 194-2,4층,2020 1 2,"11,200",17.44,2014
11500,동양 트레벨 스카이 오피스텔, 가양동 1479-8,9층,2020 1 6,"9,100",22.08,2003
11500,동양 트레벨 스카이 오피스텔, 가양동 1479-8,8층,2020 1 22,"11,700",26.96,2003
11500,이스타빌1차, 가양동 1480-5,7층,2020 1 31,"12,750",32.4,2002
11500,마곡센트럴대방디엠시티오피스텔, 마곡동 776-2,5층,2020 1 2,"20,500",24.02,2017
11500,마곡아이파크, 마곡동 795-2,8층,2020 1 4,"20,000",24.38,2016
11500,마곡아이파크, 마곡동 795-2,10층,2020 1 6,"22,500",26.42,2016
11500,마곡센트럴대방디엠시티오피스텔, 마곡동 776-2,9층,2020 1 7,"22,800",29.48,2017
11500,마곡나루역보타닉푸르지오시티, 마곡동 760,10층,2020 1 11,"21,000",22.17,2017
11500,마곡나루역보타닉푸르지오시티, 마곡동 760,14층,2020 1 11,"21,000",22.2,2017
11500,마곡센트럴대방디엠시티오피스텔, 마곡동 776-2,14층,2020 1 13,"48,500",64.58,2017
11500,마곡아이파크, 마곡동 795-2,7층,2020 1 14,"21,300",25.59,2016
11500,마곡나루역보타닉푸르지오시티, 마곡동 760,12층,2020 1 14,"19,200",22.17,2017
11500,마곡나루역캐슬파크, 마곡동 760-2,12층,2020 1 14,"24,000",25.6,2016
11500,마곡나루역보타닉푸르지오시티, 마곡동 760,7층,2020 1 15,"19,500",22.2,2017
11500,힐스테이트 에코 마곡역, 마곡동 773,8층,2020 1 18,"20,950",19.87,2017
11500,힐스테이트에코동익, 마곡동 773-3,12층,2020 1 18,"21,500",24.57,2017
11500,마곡나루역보타닉푸르지오시티, 마곡동 760,12층,2020 1 18,"22,500",22.2,2017
11500,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡, 마곡동 760-1,10층,2020 1 20,"20,500",21.5,2017
11500,마곡에비앙, 마곡동 793-3,8층,2020 1 21,"14,500",18.97,2015
11500,마곡헤리움2차, 마곡동 758-3,10층,2020 1 21,"27,900",30.31,2016
11500,마곡헤리움2차, 마곡동 758-3,12층,2020 1 22,"17,550",22.51,2016
11500,마곡센트럴대방디엠시티오피스텔, 마곡동 776-2,14층,2020 1 23,"50,100",64.58,2017
11500,마곡나루역보타닉푸르지오시티, 마곡동 760,14층,2020 1 31,"24,000",22.2,2017
11500,이스카이오피스텔, 공항동 49-1,9층,2020 1 3,"12,750",28.11,2011
11500,이스카이오피스텔, 공항동 49-1,9층,2020 1 16,"11,200",24.57,2011
11500,오피앙2, 방화동 829,5층,2020 1 2,"7,000",22.5,2002
11500,에어뷰21-1오피스텔, 방화동 829-5,5층,2020 1 7,"8,500",26.86,1999
