건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균,건물형태,보증금평가,월세평가,경도,위도
우성주택,면목동 297-28,1층,2020 2 19,"    16,000/         0",82.56,25.0,1984,7000.0,0.0,연립/다세대,적정보증금,적정월세,126.907993,37.557554
현대아트빌,면목동 65-27,3층,2020 2 20,         0/        30,66.56,20.1,2002,0.0,14.925373134328355,연립/다세대,적정보증금,적정월세,126.900398,37.559871
(29-8),면목동 29-8,2층,2020 2 26,"     8,000/         0",36.86,11.2,1986,7142.857142857143,0.0,연립/다세대,적정보증금,적정월세,126.91879,37.558347
면목교회사옥,면목동 114-15,2층,2020 2 26,"    17,000/        10",62.65,19.0,2011,8947.368421052632,5.263157894736842,연립/다세대,적정보증금,적정월세,126.919049,37.559241
도양라비앙빌6동,상봉동 34-7,4층,2020 2 8,"    22,000/         0",75.77,22.9,2005,9606.98689956332,0.0,연립/다세대,적정보증금,적정월세,126.90676,37.569094
임창빌라 라동,상봉동 315-68,2층,2020 2 15,"     2,000/        60",64.27,19.4,1995,1030.9278350515463,30.927835051546392,연립/다세대,적정보증금,적정월세,126.907025,37.567213
(324-59),중화동 324-59,1층,2020 2 15,"     6,000/        20",39.42,11.9,2001,5042.01680672269,16.80672268907563,연립/다세대,적정보증금,적정월세,126.90939,37.563396
(무명),중화동 328-20,2층,2020 2 26,"    18,000/         0",66.9,20.2,2002,7894.598983707894,0.0,연립/다세대,적정보증금,적정월세,126.90819,37.566503
(122-197),묵동 122-197,5층,2020 2 13,"    10,000/        53",57.92,17.5,2012,5714.2857142857165,30.285714285714285,연립/다세대,적정보증금,적정월세,126.969241,37.577657
(122-353),묵동 122-353,1층,2020 2 17,"     8,000/         0",57.69,17.5,2003,4571.428571428572,0.0,연립/다세대,적정보증금,적정월세,126.987695,37.583493
현대아트빌,망우동 508-53,2층,2020 2 26,"    23,000/         0",66.78,20.2,2002,8611.167239172897,11.054421768707481,연립/다세대,적정보증금,적정월세,126.92922,37.549206
"신일연립(1,2동)",신내동 482-1,3층,2020 2 21,"     8,000/         0",42.57,12.9,1988,6201.5503875969,0.0,연립/다세대,적정보증금,적정월세,126.995469,37.58465
청기와타운,신내동 391-4,3층,2020 2 27,"    17,000/         0",78.93,23.9,1997,7112.970711297072,0.0,연립/다세대,적정보증금,적정월세,127.013553,37.576729
(716-11),아현동 716-11,1층,2020 2 7,"     9,000/         0",39.55,12.0,1989,7500.0,0.0,연립/다세대,적정보증금,적정월세,127.013669,37.576505
(706-4),아현동 706-4,1층,2020 2 26,"     8,000/         0",32.38,9.8,1985,8163.265306122447,0.0,연립/다세대,적정보증금,적정월세,127.013736,37.575766
(82-54),염리동 82-54,2층,2020 2 17,"    13,000/         0",49.58,15.0,1993,8666.666666666666,0.0,연립/다세대,적정보증금,적정월세,126.961852,37.601857
(62-51),신수동 62-51,4층,2020 2 17,"     1,000/        85",45.79,13.9,2006,6289.1994097030065,30.575539568345324,연립/다세대,적정보증금,적정월세,127.045673,37.50554
동교빌라,동교동 153-6,1층,2020 2 10,"     7,000/        90",87.96,26.6,1983,2631.578947368421,33.83458646616541,연립/다세대,적정보증금,적정월세,127.043744,37.506056
서인빌라,합정동 433-47,2층,2020 2 22,"    18,000/         0",77.87,23.6,2004,7627.118644067796,0.0,연립/다세대,적정보증금,적정월세,127.049343,37.475664
로뎀빌,망원동 396-49,2층,2020 2 1,"    11,000/        50",61.04,18.5,2008,5945.945945945946,27.027027027027025,연립/다세대,적정보증금,적정월세,127.04668999999998,37.479832
(439-35)6동,망원동 439-35,1층,2020 2 3,"     8,000/         0",32.22,9.7,1988,8247.422680412372,0.0,연립/다세대,적정보증금,적정월세,127.05807,37.477617
드림빌라,망원동 425-13,4층,2020 2 15,"    15,000/        50",76.9,23.3,2009,6437.768240343347,21.45922746781116,연립/다세대,적정보증금,적정월세,127.044382,37.5119
현대타운(456-45),망원동 456-45,2층,2020 2 19,"     8,000/         0",31.82,9.6,1988,8333.333333333334,0.0,연립/다세대,적정보증금,적정월세,127.048453,37.514672
지상리치빌,망원동 399-8,5층,2020 2 22,"    10,000/        50",57.5,17.4,2015,5747.126436781609,28.735632183908052,연립/다세대,적정보증금,적정월세,127.050077,37.512352
연세빌라A동,연남동 249-14,4층,2020 2 8,"     8,000/        55",53.04,16.0,1992,5000.0,34.375,연립/다세대,적정보증금,적정월세,127.062234,37.506231
도원빌라6동,성산동 131-2,1층,2020 2 6,"    11,000/         0",36.9,11.2,1990,9821.428571428572,0.0,연립/다세대,적정보증금,적정월세,127.052546,37.499576
금호베스트빌,성산동 21-30,3층,2020 2 8,"     7,000/        30",38.07,11.5,2001,6086.95652173913,26.08695652173913,연립/다세대,적정보증금,적정월세,127.054221,37.503969
성미,성산동 178-1,4층,2020 2 14,"    10,000/        40",72.12,21.8,1998,4587.155963302752,18.348623853211013,연립/다세대,적정보증금,적정월세,127.056843,37.50144
유화빌리지,성산동 36-57,3층,2020 2 24,"    18,000/         0",72.69,22.0,1993,8181.818181818181,0.0,연립/다세대,적정보증금,적정월세,127.053385,37.50298
월드힐하우스,성산동 81-109,4층,2020 2 29,"    22,500/         0",77.7,23.5,2004,9574.468085106384,0.0,연립/다세대,적정보증금,적정월세,127.05656299999998,37.498527
남양빌라2차(2동),중동 77-30,2층,2020 2 5,"     9,000/         0",36.24,11.0,1991,8181.818181818181,0.0,연립/다세대,적정보증금,적정월세,127.03034,37.507001
(166-99),누상동 166-99,2층,2020 2 7,"     7,000/        50",57.68,17.4,1996,4022.988505747127,28.735632183908052,연립/다세대,적정보증금,적정월세,127.025446,37.507583
(262-140),사직동 262-140,2층,2020 2 25,"     4,000/        60",79.96,24.2,1980,1652.8925619834713,24.793388429752067,연립/다세대,적정보증금,적정월세,127.026316,37.511167
(118-9),연건동 118-9,1층,2020 2 4,"     9,000/         0",55.98,16.9,1993,5325.44378698225,0.0,연립/다세대,적정보증금,적정월세,127.031999,37.518674
(43-1),연건동 43-1,3층,2020 2 15,"    10,000/        20",38.12,11.5,2000,8695.652173913044,17.391304347826086,연립/다세대,적정보증금,적정월세,127.03969,37.514349
지성빌라,명륜1가 5-101,2층,2020 2 14,"    12,300/         0",45.93,13.9,1995,8848.920863309353,0.0,연립/다세대,적정보증금,적정월세,127.032109,37.518928
(1-905),명륜3가 1-905,1층,2020 2 18,"     5,000/         0",54.06,16.4,1995,3048.780487804879,0.0,연립/다세대,적정보증금,적정월세,127.036878,37.496449
(23-807),창신동 23-807,1층,2020 2 3,"    17,000/         0",41.58,12.6,1988,7420.63492063492,23.809523809523807,연립/다세대,적정보증금,적정월세,127.086006,37.494452
용호빌,창신동 23-540,3층,2020 2 14,"    21,000/         0",87.72,26.5,2006,7924.528301886793,0.0,연립/다세대,적정보증금,적정월세,127.035837,37.490269
동문아트빌라,창신동 621-1,2층,2020 2 16,"     5,000/        40",42.53,12.9,1993,3875.968992248062,31.00775193798449,연립/다세대,적정보증금,적정월세,127.045409,37.488067
한서아트빌C,숭인동 653,3층,2020 2 6,"    23,000/         0",84.0,25.4,2002,9055.11811023622,0.0,연립/다세대,적정보증금,적정월세,127.043305,37.492627
(181-117),숭인동 181-117,2층,2020 2 21,"    12,000/        35",51.67,15.6,1996,7692.307692307693,22.43589743589744,연립/다세대,적정보증금,적정월세,127.042915,37.484181
H.VILLE,행촌동 1-36,3층,2020 2 11,"     5,000/        30",27.96,8.5,2000,5882.352941176468,35.29411764705883,연립/다세대,적정보증금,적정월세,127.043281,37.484725
(210-445),행촌동 210-445,2층,2020 2 28,"     2,000/        42",50.47,15.3,1994,1307.18954248366,27.450980392156865,연립/다세대,적정보증금,적정월세,127.040229,37.489052
세검빌라,신영동 229-8,3층,2020 2 4,"     5,000/        80",89.62,27.1,1984,1845.018450184502,29.52029520295203,연립/다세대,적정보증금,적정월세,126.955685,37.564184
(105-5),신영동 105-5,1층,2020 2 7,"     5,000/        70",83.96,25.4,2017,1968.5039370078741,27.559055118110237,연립/다세대,적정보증금,적정월세,126.957492,37.563705
우정하우스,역삼동 639-14,5층,2020 2 20,"     7,000/        10",35.26,10.7,2003,6542.056074766356,9.345794392523368,연립/다세대,적정보증금,적정월세,126.931215,37.56165900000001
그레이스C동,홍제동 131-17,3층,2020 2 5,"    35,000/         0",98.21,29.7,2005,8956.228956228955,11.784511784511785,연립/다세대,적정보증금,적정월세,126.928259,37.572841
(283-11),홍제동 283-11,2층,2020 2 6,"    13,000/         0",58.15,17.6,2002,7719.941348973607,0.0,연립/다세대,적정보증금,적정월세,126.927298,37.566444
명성주택,남가좌동 5-221,3층,2020 2 28,"     6,000/         0",43.71,13.2,1992,4545.454545454546,0.0,연립/다세대,적정보증금,적정월세,126.921593,37.581403
미니맨숀,노량진동 232-192,2층,2020 2 10,"    11,500/         0",52.89,16.0,1974,4561.491935483871,19.354838709677427,연립/다세대,적정보증금,적정월세,126.941592,37.510609
금성타운,노량진동 221-28,1층,2020 2 12,"    12,000/         0",45.63,13.8,1989,8695.652173913042,0.0,연립/다세대,적정보증금,적정월세,126.944386,37.509805
선경맨션,노량진동 313-74,1층,2020 2 28,"     5,000/        60",79.0,23.9,2002,2092.050209205021,25.104602510460246,연립/다세대,적정보증금,적정월세,126.938699,37.507241
전원하이츠(159-268),상도동 159-268,1층,2020 2 1,"    11,000/        53",73.28,22.2,1999,4954.954954954955,23.873873873873876,연립/다세대,적정보증금,적정월세,126.946192,37.502856
대성하이츠빌라,상도동 256-191,4층,2020 2 5,       200/        35,46.98,14.2,1994,140.84507042253526,24.647887323943664,연립/다세대,적정보증금,적정월세,126.933371,37.496921
칠성빌라(299-20),상도동 299-20,2층,2020 2 10,       500/        30,71.91,21.8,1990,229.3577981651376,13.761467889908257,연립/다세대,적정보증금,적정월세,126.932068,37.494719
보령주택,상도동 244-334,2층,2020 2 11,"    10,000/         0",41.64,12.6,1988,7936.507936507935,0.0,연립/다세대,적정보증금,적정월세,126.936972,37.499007
서정빌라,상도동 210-146,1층,2020 2 19,"    20,000/         0",77.07,23.3,2003,8583.690987124462,0.0,연립/다세대,적정보증금,적정월세,126.941546,37.498616
동원빌라,상도동 210-2,3층,2020 2 20,"     4,000/        70",88.14,26.7,2003,1498.1273408239701,26.21722846441948,연립/다세대,적정보증금,적정월세,126.942983,37.4978
궁전아트맨션,상도동 279-46,3층,2020 2 22,"    10,000/        30",81.18,24.6,1998,4065.040650406504,12.195121951219509,연립/다세대,적정보증금,적정월세,126.937617,37.49577
동송빌리지A동,상도동 335-83,2층,2020 2 24,"     1,000/        45",57.03,17.3,2002,578.0346820809248,26.011560693641616,연립/다세대,적정보증금,적정월세,126.93066,37.501491
광진빌라트,상도동 299-178,4층,2020 2 25,"    34,000/         0",119.26,36.1,1993,9418.282548476454,0.0,연립/다세대,적정보증금,적정월세,126.931364,37.49574000000001
279-406,상도동 279-406,5층,2020 2 26,       964/        13,23.76,7.2,2017,1338.888888888889,18.055555555555557,연립/다세대,적정보증금,적정월세,126.938645,37.495058
현대빌라(419-107),사당동 419-107,2층,2020 2 7,"    12,500/        30",72.18,21.8,1992,5733.9449541284375,13.761467889908257,연립/다세대,적정보증금,적정월세,126.975953,37.477601
(64-44),사당동 64-44,2층,2020 2 10,"     9,500/         0",37.12,11.2,1986,8482.142857142859,0.0,연립/다세대,적정보증금,적정월세,126.976962,37.491539
청원빌라,사당동 303-39,4층,2020 2 10,"     3,000/        90",76.56,23.2,1996,6491.640543364681,25.052246603970733,연립/다세대,적정보증금,적정월세,126.928325,37.497118
엘도라도맨션,사당동 303-20,4층,2020 2 11,"    21,000/         0",74.7,22.6,2001,9292.035398230088,0.0,연립/다세대,적정보증금,적정월세,126.971461,37.477859
성원빌라트,사당동 419-73,3층,2020 2 12,"    10,000/        60",65.84,19.9,1996,5025.125628140704,30.150753768844233,연립/다세대,적정보증금,적정월세,126.975745,37.477941
강남(175-10),사당동 175-10,2층,2020 2 15,"    15,000/         0",52.86,16.0,1986,9375.0,0.0,연립/다세대,적정보증금,적정월세,126.969674,37.49108
(278-4),사당동 278-4,4층,2020 2 15,"    12,500/         0",48.33,14.6,2003,8561.643835616438,0.0,연립/다세대,적정보증금,적정월세,126.970805,37.481989
상신스타,사당동 305-28,5층,2020 2 22,"     5,000/        40",84.42,25.5,2003,1960.7843137254904,15.68627450980392,연립/다세대,적정보증금,적정월세,126.971664,37.479564
(267-54),사당동 267-54,2층,2020 2 26,"     8,000/        70",66.95,20.3,1986,3940.886699507389,34.48275862068965,연립/다세대,적정보증금,적정월세,126.972844,37.482574
(288-31),사당동 288-31,1층,2020 2 26,"     6,000/         0",30.56,9.2,1986,6521.739130434784,0.0,연립/다세대,적정보증금,적정월세,126.96841,37.480202
중앙하이츠빌,대방동 13-16,4층,2020 2 11,"    12,000/        20",58.31,17.6,2002,9506.651884700666,5.6818181818181825,연립/다세대,적정보증금,적정월세,126.93196100000002,37.605329
(15-7),수색동 15-7,1층,2020 2 3,"     1,000/        30",38.1,11.5,1990,869.5652173913044,26.08695652173913,연립/다세대,적정보증금,적정월세,126.898954,37.584194
(317-7),수색동 317-7,1층,2020 2 24,"     9,000/        30",76.38,23.1,2002,3896.1038961038957,12.987012987012987,연립/다세대,적정보증금,적정월세,126.888661,37.586513
다솜빌,녹번동 86-36,3층,2020 2 2,"    12,000/         0",50.72,15.3,2011,7843.137254901959,0.0,연립/다세대,적정보증금,적정월세,126.930057,37.604672
SUN빌리지(29-40),녹번동 29-40,1층,2020 2 13,"     8,000/         0",29.01,8.8,1996,9090.90909090909,0.0,연립/다세대,적정보증금,적정월세,126.932502,37.61739
(29-82),녹번동 29-82,3층,2020 2 14,"    11,000/         0",51.39,15.5,1997,7096.774193548386,0.0,연립/다세대,적정보증금,적정월세,126.93129,37.60554000000001
오성빌라(136-10),녹번동 136-10,3층,2020 2 17,"    14,000/         0",57.92,17.5,1991,8000.0,0.0,연립/다세대,적정보증금,적정월세,126.926954,37.606194
한원빌라(B동),녹번동 141-28,2층,2020 2 17,"     1,500/         0",36.87,11.2,1989,1339.2857142857147,0.0,연립/다세대,적정보증금,적정월세,126.924522,37.606812
삼우렉스빌(35-48),녹번동 35-48,2층,2020 2 18,"    18,000/         0",51.39,15.5,2014,8737.61747523495,11.290322580645164,연립/다세대,적정보증금,적정월세,126.925153,37.618801
궁전빌(33-1),녹번동 33-1,4층,2020 2 19,"    11,000/         0",36.56,11.1,1994,9909.90990990991,0.0,연립/다세대,적정보증금,적정월세,126.934358,37.604865
해마루빌(가동),녹번동 94-49,2층,2020 2 19,"     1,000/        40",83.08,25.1,2010,398.40637450199205,15.93625498007968,연립/다세대,적정보증금,적정월세,126.929982,37.605113
가든파크빌라 B동,불광동 416-6,4층,2020 2 2,"    12,000/         0",44.27,13.4,1991,8955.223880597017,0.0,연립/다세대,적정보증금,적정월세,126.924454,37.622543
건우주택(244-87),불광동 244-87,2층,2020 2 3,"     7,500/         0",41.4,12.5,1993,6000.0,0.0,연립/다세대,적정보증금,적정월세,126.929889,37.613988
삼환그린파크(8-55),불광동 8-55,1층,2020 2 3,"    14,000/         0",67.19,20.3,1995,6896.551724137928,0.0,연립/다세대,적정보증금,적정월세,126.933785,37.61401400000001
대원에코빌,불광동 122,4층,2020 2 6,"    15,000/         0",52.17,15.8,2015,9493.670886075948,0.0,연립/다세대,적정보증금,적정월세,126.927706,37.622473
세봉주택,불광동 259-8,1층,2020 2 12,"     5,000/        30",46.645,14.1,1997,3546.0992907801424,21.27659574468085,연립/다세대,적정보증금,적정월세,126.928983,37.613177
(238-79),불광동 238-79,3층,2020 2 12,"    15,000/         0",60.24,18.2,1992,8241.758241758242,0.0,연립/다세대,적정보증금,적정월세,126.931253,37.614486
현덕빌라,불광동 245-53,2층,2020 2 12,"    12,000/         0",45.84,13.9,1993,8633.093525179856,0.0,연립/다세대,적정보증금,적정월세,126.930732,37.61522100000001
뉴타운파크빌 A동,불광동 346-40,1층,2020 2 15,"    14,500/         0",72.24,21.9,2003,6621.004566210047,0.0,연립/다세대,적정보증금,적정월세,126.928465,37.62012
미도빌라(B),불광동 236-3,3층,2020 2 15,"    12,000/         0",58.32,17.6,1991,6818.181818181818,0.0,연립/다세대,적정보증금,적정월세,126.931346,37.615875
(480-170),불광동 480-170,2층,2020 2 17,"     6,500/         0",34.13,10.3,1993,6310.679611650485,0.0,연립/다세대,적정보증금,적정월세,126.923778,37.625438
(245-50),불광동 245-50,1층,2020 2 18,"     6,500/         0",25.87,7.8,1993,8333.333333333334,0.0,연립/다세대,적정보증금,적정월세,126.930569,37.61558
(445-64),불광동 445-64,2층,2020 2 18,"    15,000/         0",71.96,21.8,1974,6880.733944954129,0.0,연립/다세대,적정보증금,적정월세,126.923359,37.62700200000001
(165-1),불광동 165-1,1층,2020 2 19,"     4,000/        63",77.34,23.4,1993,1709.4017094017097,26.92307692307693,연립/다세대,적정보증금,적정월세,126.928882,37.62262800000001
가든파크빌라 A동,불광동 403-1,3층,2020 2 22,"    14,000/         0",54.18,16.4,1991,8536.58536585366,0.0,연립/다세대,적정보증금,적정월세,126.924116,37.62237800000001
(484-312),불광동 484-312,2층,2020 2 24,"     8,000/        10",34.54,10.4,1986,5288.461538461538,24.038461538461537,연립/다세대,적정보증금,적정월세,126.91368,37.614011
(344-33),불광동 344-33,2층,2020 2 26,"    10,000/         0",36.72,11.1,1986,9009.009009009007,0.0,연립/다세대,적정보증금,적정월세,126.926453,37.619777
(23-63),불광동 23-63,1층,2020 2 26,"    11,000/         0",45.19,13.7,1991,8029.19708029197,0.0,연립/다세대,적정보증금,적정월세,126.934095,37.621666
덕산빌라,불광동 378-11,1층,2020 2 27,"    10,000/         0",42.88,13.0,1991,7596.153846153847,0.0,연립/다세대,적정보증금,적정월세,126.910621,37.619551
그린쉐르빌,불광동 346-120,4층,2020 2 28,"    15,000/         0",59.58,18.0,2002,8333.333333333334,0.0,연립/다세대,적정보증금,적정월세,126.927687,37.620608
대광월드빌 A동,불광동 481-28,5층,2020 2 29,"    12,000/         0",53.38,16.1,2003,7453.416149068322,0.0,연립/다세대,적정보증금,적정월세,126.920587,37.6244
(218-16),불광동 218-16,1층,2020 2 29,"     2,000/        30",43.73,13.2,1987,1515.1515151515152,22.72727272727273,연립/다세대,적정보증금,적정월세,126.931292,37.61965
대성아트빌라,불광동 259-15,1층,2020 2 29,"    22,500/         0",77.11,23.3,1997,9656.65236051502,0.0,연립/다세대,적정보증금,적정월세,126.929713,37.612878
양지빌리지(518-12),갈현동 518-12,1층,2020 2 1,"    14,000/         0",53.19,16.1,2002,8695.652173913042,0.0,연립/다세대,적정보증금,적정월세,126.911262,37.618322
우진빌라,갈현동 14,2층,2020 2 1,"    15,000/         0",69.29,21.0,2002,7142.857142857143,0.0,연립/다세대,적정보증금,적정월세,126.916899,37.626402
가든빌라,갈현동 326-58,1층,2020 2 4,"     9,000/         0",60.87,18.4,1985,4891.304347826088,0.0,연립/다세대,적정보증금,적정월세,126.907072,37.617455
(434-35),갈현동 434-35,1층,2020 2 5,"     5,000/        35",45.9,13.9,2006,3597.1223021582728,25.179856115107913,연립/다세대,적정보증금,적정월세,126.916073,37.621664
건우주택(511-2),갈현동 511-2,1층,2020 2 5,"     7,500/         0",29.19,8.8,1993,4577.819332566168,0.0,연립/다세대,적정보증금,적정월세,126.918913,37.612491
(300-107),갈현동 300-107,2층,2020 2 6,"     5,500/         0",50.14,15.2,1997,3618.421052631579,0.0,연립/다세대,적정보증금,적정월세,126.913694,37.627067
(515-11),갈현동 515-11,2층,2020 2 6,"    10,000/         0",63.39,19.2,1990,5208.333333333334,0.0,연립/다세대,적정보증금,적정월세,126.913405,37.618153
(285-57),갈현동 285-57,2층,2020 2 7,"     5,000/         0",39.76,12.0,1991,4166.666666666667,0.0,연립/다세대,적정보증금,적정월세,126.911716,37.612001
(12-118),갈현동 12-118,1층,2020 2 7,       300/        30,40.41,12.2,1993,245.90163934426232,24.590163934426236,연립/다세대,적정보증금,적정월세,126.91519,37.627837
예청타운하우스(103동),갈현동 267-117,1층,2020 2 8,"    19,000/         0",73.62,22.3,2009,8520.17937219731,0.0,연립/다세대,적정보증금,적정월세,126.910576,37.622596
신풍아트빌D동,갈현동 462-9,2층,2020 2 10,"    10,000/        50",72.72,22.0,2004,4545.454545454546,22.72727272727273,연립/다세대,적정보증금,적정월세,126.917331,37.615306
대원(276-2),갈현동 276-2,2층,2020 2 10,"    15,000/         0",91.14,27.6,1978,5434.782608695651,0.0,연립/다세대,적정보증금,적정월세,126.915136,37.62216
삼성빌라(511-36),갈현동 511-36,4층,2020 2 10,"    13,000/         0",54.45,16.5,1997,7878.787878787878,0.0,연립/다세대,적정보증금,적정월세,126.912255,37.616971
(447-1),갈현동 447-1,3층,2020 2 12,"    23,000/         0",82.6,25.0,2002,9200.0,0.0,연립/다세대,적정보증금,적정월세,126.914818,37.620707
정우쉐르빌,갈현동 281-124,1층,2020 2 14,"     8,000/         0",48.32,14.6,2002,5479.45205479452,0.0,연립/다세대,적정보증금,적정월세,126.913579,37.624083
양지에버빌,갈현동 6-2,3층,2020 2 17,"    14,000/         0",49.56,15.0,2000,9333.333333333334,0.0,연립/다세대,적정보증금,적정월세,126.917876,37.626177
(281-56),갈현동 281-56,1층,2020 2 18,"     4,000/         0",41.64,12.6,1997,3174.603174603175,0.0,연립/다세대,적정보증금,적정월세,126.914617,37.623624
일성아크로빌,갈현동 281-196,4층,2020 2 20,"    10,000/         0",45.89,13.9,2002,7194.2446043165455,0.0,연립/다세대,적정보증금,적정월세,126.914407,37.62325300000001
귀빈빌라,갈현동 406-31,2층,2020 2 20,"     9,000/        17",41.49,12.6,1993,7645.5026455026455,6.746031746031747,연립/다세대,적정보증금,적정월세,126.917959,37.622042
(19-51),구산동 19-51,2층,2020 2 1,"     2,000/        35",32.83,9.9,1991,2020.2020202020205,35.35353535353535,연립/다세대,적정보증금,적정월세,126.914181,37.609177
진양빌라(6-18),구산동 6-18,3층,2020 2 4,"    13,000/         0",56.36,17.0,1991,7647.058823529413,0.0,연립/다세대,적정보증금,적정월세,126.914445,37.611288
은성아트빌A,구산동 21-21,4층,2020 2 5,"    23,000/         0",76.29,23.1,2002,9956.709956709956,0.0,연립/다세대,적정보증금,적정월세,126.914973,37.608445
삼영하이츠,구산동 18-45,4층,2020 2 8,"    24,000/         0",80.0,24.2,2002,9917.355371900827,0.0,연립/다세대,적정보증금,적정월세,126.912828,37.608768
경원에이스,구산동 209-14,5층,2020 2 14,"    18,000/         0",67.58,20.4,2007,8823.529411764706,0.0,연립/다세대,적정보증금,적정월세,126.910071,37.612995
미래시티빌(A),구산동 14-25,1층,2020 2 17,"    17,500/         0",59.99,18.1,2002,9668.508287292818,0.0,연립/다세대,적정보증금,적정월세,126.910475,37.610882
대가아트빌,대조동 50-42,2층,2020 2 1,"    12,000/         0",29.86,9.0,2011,8333.333333333332,25.0,연립/다세대,적정보증금,적정월세,126.912105,37.603202
대은빌라B동,대조동 3-67,2층,2020 2 4,"     4,000/        40",53.64,16.2,1992,2469.1358024691363,24.691358024691358,연립/다세대,적정보증금,적정월세,126.926826,37.61195900000001
삼원빌라(67-35),대조동 67-35,2층,2020 2 7,"    17,000/         0",68.21,20.6,1991,8252.427184466018,0.0,연립/다세대,적정보증금,적정월세,126.923285,37.609296
미래빌리지,대조동 49-44,2층,2020 2 15,"     6,000/        20",29.65,9.0,2012,6666.666666666666,22.222222222222207,연립/다세대,적정보증금,적정월세,126.920289,37.610494
늘봄주택,대조동 191-25,3층,2020 2 17,"     2,000/        45",41.54,12.6,2003,1587.3015873015875,35.714285714285715,연립/다세대,적정보증금,적정월세,126.923169,37.615044
해피리움빌,대조동 36-8,5층,2020 2 28,"    13,000/         0",43.08,13.0,2009,10000.0,0.0,연립/다세대,적정보증금,적정월세,126.925286,37.608774
초원빌리지B동,응암동 81-57,3층,2020 2 7,"    10,000/        20",53.79,16.3,2002,6134.969325153375,12.269938650306747,연립/다세대,적정보증금,적정월세,126.928401,37.600882
(81-213),응암동 81-213,1층,2020 2 10,"    15,000/         0",49.77,15.1,2001,9933.774834437087,0.0,연립/다세대,적정보증금,적정월세,126.928422,37.600999
대운빌라,응암동 121-48,2층,2020 2 10,"    15,000/         0",50.52,15.3,1997,9803.921568627453,0.0,연립/다세대,적정보증금,적정월세,126.91697,37.59648
국제빌라(46-2),응암동 46-2,3층,2020 2 12,"     2,000/        80",76.96,23.3,2004,858.3690987124463,34.33476394849785,연립/다세대,적정보증금,적정월세,126.927651,37.599443
(299-28),응암동 751-12,2층,2020 2 14,"     3,000/        45",62.74,19.0,1994,1578.9473684210525,23.684210526315788,연립/다세대,적정보증금,적정월세,126.918421,37.587032
(674-8),응암동 674-8,2층,2020 2 18,"    12,000/         0",45.6,13.8,1983,8695.652173913042,0.0,연립/다세대,적정보증금,적정월세,126.921597,37.587377
나린하우징 3차,응암동 730-20,4층,2020 2 21,       483/        48,49.73,15.0,2019,2844.225835591689,19.194218608852754,연립/다세대,적정보증금,적정월세,126.919908,37.605526
(733-46),응암동 733-46,3층,2020 2 22,"     5,000/         0",21.26,6.4,2011,7812.5,0.0,연립/다세대,적정보증금,적정월세,126.91943899999998,37.583951
(578-67),응암동 578-67,1층,2020 2 24,"     4,500/        50",61.56,18.6,1998,2419.354838709677,26.881720430107517,연립/다세대,적정보증금,적정월세,126.91701,37.592984
신진하이빌,응암동 107-11,5층,2020 2 24,"    18,000/         0",60.48,18.3,2002,9836.065573770493,0.0,연립/다세대,적정보증금,적정월세,126.920263,37.596645
한라빌라,응암동 94-33,2층,2020 2 26,"    10,500/        17",47.67,14.4,2003,7291.666666666666,9.027777777777779,연립/다세대,적정보증금,적정월세,126.928189,37.599862
인성홈타운(30-4),역촌동 30-4,4층,2020 2 3,"    23,000/         0",77.76,23.5,2002,9787.234042553193,0.0,연립/다세대,적정보증금,적정월세,126.91956,37.603775
JM하우스,역촌동 48-7,2층,2020 2 11,"     4,500/        50",55.18,16.7,2013,2694.6107784431133,29.94011976047905,연립/다세대,적정보증금,적정월세,126.913965,37.606093
초원넥스빌,역촌동 4-40,3층,2020 2 12,"    12,000/        45",83.92,25.4,2005,4724.4094488188975,17.716535433070867,연립/다세대,적정보증금,적정월세,126.918876,37.607976
상우맨션,역촌동 65-29,3층,2020 2 12,"     4,500/        55",52.42,15.9,2001,2830.1886792452833,34.59119496855346,연립/다세대,적정보증금,적정월세,126.913309,37.60293400000001
백합주택,역촌동 11-54,3층,2020 2 13,"    12,000/        20",77.74,23.5,1996,5106.3829787234035,8.51063829787234,연립/다세대,적정보증금,적정월세,126.916464,37.607179
경남빌라(25-53),역촌동 25-53,1층,2020 2 13,"    10,000/         0",36.77,11.1,1991,9009.009009009007,0.0,연립/다세대,적정보증금,적정월세,126.919801,37.605859
대성아트빌,역촌동 39-6,2층,2020 2 13,"    10,000/         0",56.87,17.2,2010,5813.9534883720935,0.0,연립/다세대,적정보증금,적정월세,126.917583,37.60109
진주아트빌,역촌동 41-42,3층,2020 2 15,"    10,000/         0",60.53,18.3,2009,5464.48087431694,0.0,연립/다세대,적정보증금,적정월세,126.919658,37.601703
서림빌라,역촌동 66-13,4층,2020 2 16,"    13,000/         0",47.24,14.3,1994,9090.90909090909,0.0,연립/다세대,적정보증금,적정월세,126.913742,37.602748
대진아트빌,역촌동 28-59,3층,2020 2 17,       300/        15,43.94,13.3,2001,225.5639097744361,11.278195488721805,연립/다세대,적정보증금,적정월세,126.920511,37.603027
금성아트빌(A동),역촌동 34-18,4층,2020 2 17,"    20,000/         0",75.48,22.8,2001,8771.929824561403,0.0,연립/다세대,적정보증금,적정월세,126.9173,37.602664
