가게,주소,도로명주소,경도,위도
무중력지대 대방동,대방동 14-14,서울 동작구 등용로 79-1,126.9320715,37.50833288
르하임스터디카페 강서마곡점,내발산동 750-5,서울 강서구 수명로 74 발산시티타워 3층,126.8261824,37.55258784
르하임스터디카페 명지대점,홍은동 343-1,서울 서대문구 가좌로 142 2층,126.9240583,37.58470768
스터디카페공간 구로,구로동 23-7,서울 구로구 공원로6가길 43,126.8899623,37.5032799
그루스터디카페 수유센터,수유동 188-4,서울 강북구 노해로 76 민스빌 2층,127.0225826,37.64227074
어느사이 홍대,서교동 363-6,서울 마포구 잔다리로 8 화진빌딩 5층,126.9222798,37.55088844
초심스터디카페 송파역점,송파동 97-14,서울 송파구 송파대로 378 6층,127.1109893,37.50155321
랭스터디카페 서울대입구역점,봉천동 1568-2,서울 관악구 쑥고개로 125 프라비다162 지하1층,126.9506028,37.47904189
시작스터디카페 종암점,종암동 3-1192,서울 성북구 종암로 110 지하 1층,127.0343381,37.60009539
엘알마스터디카페 서대문점,천연동 108,서울 서대문구 독립문로10길 11,126.9613554,37.56823377
숲에서 스터디카페,신길동 4672,서울 영등포구 신길로 34 4층,126.9087347,37.49564975
감자스터디카페,화곡동 370-52,서울 강서구 가로공원로76길 39,126.8377008,37.53532666
타임유스터디카페 상계역점,중계동 152-9,서울 노원구 덕릉로 694 청우빌딩 4층,127.0756105,37.65957872
타임스터디카페 당산점,영등포동8가 35-1,서울 영등포구 영중로 119 리마크빌 영등포 지하1층,126.9052403,37.52684379
랭스터디카페 숭실대점,상도동 488,서울 동작구 상도로 357 2층,126.9535533,37.49692077
아이비스터디카페,신림동 1533-3,서울 관악구 신림로23길 34 2층,126.9346417,37.46953922
포레스트구구,안국동 17-1,서울 종로구 윤보선길 65 2층,126.983094,37.57883051
스터디카페 다온,신천동 7,서울 송파구 올림픽로35길 124 장미A상가 4층,127.1007163,37.51733936
셀독24스터디카페 낙성대점,봉천동 1660-1,서울 관악구 남부순환로 1908 3층,126.9612063,37.47770319
꿀공스터디카페 둔촌센터,둔촌동 76-4,서울 강동구 풍성로67길 65 2층,127.1423042,37.53004934
그루스터디카페 은평선일초센터,갈현동 448-42,서울 은평구 갈현로29길 12-1 3층,126.9141959,37.61969373
비에이블스터디카페 서울시립대센터,전농동 150,서울 동대문구 서울시립대로 160 영광빌딩 2층,127.0545591,37.58341539
르하임스터디카페 목동역점,신정동 991-1,서울 양천구 오목로 218 이화빌딩 5층,126.8617134,37.52556847
어라운드스터디카페 서울대점,신림동 238-10,서울 관악구 신림로 89 프라임3관 A호 지하1층,126.9395239,37.47028424
ON24스터디카페 잠실점,삼전동 1,서울 송파구 삼전로 102 삼전빌딩 지하1층,127.0909409,37.50723984
위넌스터디카페 등촌역점,목동 614-9,서울 양천구 등촌로 206 지층,126.8635488,37.54806073
디스터디카페 한양대점,행당동 31-7,서울 성동구 왕십리로 227 3층,127.0419137,37.55722672
스페이스 엠,서교동 375-46,서울 마포구 양화로15길 17 도원빌딩 4층,126.9190232,37.55454452
에이스터디카페,천왕동 277-12,서울 구로구 천왕로 32,126.8398162,37.48057737
스터디카페 네스트24 강남역1호점,역삼동 827-24,서울 강남구 테헤란로6길 48,127.0316099,37.49553185
24스터디라운지서당 건대점,화양동 2-46,서울 광진구 능동로 149 2층,127.0723116,37.54410886
르하임스터디카페 반포점,반포동 49-11,서울 서초구 서초중앙로31길 14-13 희정빌딩 4층 402호,127.0104312,37.5006951
옐로스톤,역삼동 818-8,서울 강남구 강남대로94길 21,127.0289672,37.4997236
스터디카페북킹,상계동 763-6,서울 노원구 동일로 1345 4층,127.0618555,37.64869846
앤드스페이스,서교동 394-12,서울 마포구 양화로8길 38 2층,126.9166436,37.54911906
그루스터디카페 월곡센터,하월곡동 77-221,서울 성북구 오패산로 98 6층,127.0356392,37.61085758
위넌스터디카페 숭실대점,상도동 485-1,서울 동작구 상도로37길 81 2층,126.9536641,37.49729953
랭스터디카페 신촌점,창천동 18-5,서울 서대문구 명물길 6 3층,126.937411,37.55731535
누룸,동교동 201-45,서울 마포구 동교로 181-6 1층,126.9215593,37.55706947
작심스터디카페 서울가양역점,등촌동 628-11,서울 강서구 양천로 504 명문빌딩 3층,126.8559807,37.56038278
공간샘스터디카페 문정점,문정동 29-15,서울 송파구 동남로 126 송학빌딩 4층,127.1250784,37.49059295
지니24스터디카페 합정역점,합정동 414-19,"서울 마포구 독막로 9 연이빌딩 3, 4층",126.9146146,37.54889276
시작스터디카페 광장점,구의동 199-8,서울 광진구 아차산로 480 3층,127.0952366,37.54045064
플랜에이스터디카페 당산센터,당산동5가 42,서울 영등포구 당산로 214 래미안 상가 3층,126.9035902,37.53280937
작심스터디카페 서울먹골점,묵동 171-14,"서울 중랑구 공릉로 38-3 지하1층,2층",127.0783992,37.61421711
하우스터디 둔촌스터디카페,성내동 417-47,서울 강동구 풍성로 204 2층,127.1343659,37.52914618
블루문스터디카페 도곡점,역삼동 785-11,서울 강남구 언주로 305 백안빌딩 5층,127.0460266,37.49473814
지니24스터디카페 홍제역점,홍제동 330-51,서울 서대문구 통일로 467 3층,126.9424479,37.58987714
트레바리 안국 아지트,와룡동 21,서울 종로구 율곡로10길 12,126.9908261,37.57689811
작심스터디카페 서울방배역점,방배동 924-12,"서울 서초구 방배로 109 6,7층",126.9958046,37.48381305
작심스터디카페 서울역삼점,역삼동 779-9,서울 강남구 언주로 313 2층,127.0456678,37.49563657
하운스스터디카페 서울발산센터,내발산동 654-3,서울 강서구 강서로 353 학성빌딩 3층,126.8374693,37.55733786
캐치카페 한양대점,행당동 32-6,서울 성동구 왕십리로 223 동우빌딩 2층,127.0424563,37.55703351
비에이블스터디카페 서울대학교센터,봉천동 1562-34,서울 관악구 쑥고개로 84 2층,126.9457114,37.4791821
모어댄스터디카페 낙성대1호점,봉천동 196-45,서울 관악구 인헌6길 29 2층,126.9651302,37.47383556
하우스터디 한예종스터디카페,석관동 332-577,서울 성북구 돌곶이로 25 씨티홈빌딩 지하 1층,127.0610416,37.60665336
블루문스터디카페 세종대점,군자동 373-8,서울 광진구 광나루로17길 10 지하1층,127.0728646,37.54811814
르하임스터디카페 화곡역점,화곡동 1065-8,서울 강서구 화곡로 153 광유빌딩 6층,126.8387507,37.54149503
랭스터디카페 세종대점,화양동 206,서울 광진구 광나루로 390 2층,127.0729465,37.54735033
에스랩스터디카페 강남1호점,서초동 1337-6,서울 서초구 강남대로51길 10 효성해링턴타워 2층,127.0292788,37.49129487
지니24스터디카페 녹번역점,녹번동 38-30,서울 은평구 통일로 626 유림빌딩 6층,126.9354134,37.60246326
헤븐스터디카페 미아점,미아동 126-23,서울 강북구 도봉로 168 우성빌딩 5층,127.0274888,37.62384505
지니24스터디카페 홍은점,홍은동 24-78,"서울 서대문구 홍은중앙로3길 9 상가 2층 209, 210호",126.9456173,37.59694241
그린램프라이브러리 반포2캠퍼스,잠원동 76-7,서울 서초구 반포대로 300-3 5층,127.0012344,37.50577999
몽비현,신사동 525-20,서울 강남구 압구정로8길 10 3층,127.0213033,37.52277074
이제마스터디카페 고척점,고척동 194-27,서울 구로구 고척로 230 한수빌딩 5층,126.85849,37.50592328
꿈날다스터디카페,흑석동 97-2,서울 동작구 서달로 158,126.9621812,37.50728413
플랜트스터디카페 보라매라운지,신대방동 498-9,서울 동작구 여의대방로 86-1 3층,126.9163616,37.49673068
하운스스터디카페 고척센터,고척동 76-160,서울 구로구 경인로 397 8층 803호,126.8638536,37.49771622
르하임스터디카페 굽은다리역점,명일동 346-1,서울 강동구 양재대로 1576,127.1434551,37.54616909
스터디카페U 이수점,사당동 139-36,서울 동작구 동작대로27길 22 3층,126.9806521,37.48769742
타임유스터디카페 솔샘점,미아동 838-96,서울 강북구 솔샘로 225,127.0177495,37.62015389
어라운드스터디카페 목동점,신정동 337,서울 양천구 목동남로4길 6-23 목동우성2차아파트 상가C동 4층,126.8652452,37.50709395
위넌스터디카페 중앙대점,흑석동 223-1,서울 동작구 흑석로 94 지하 1층,126.9599804,37.50729068
채움스터디카페,봉천동 1601-6,서울 관악구 남부순환로 1842,126.954553,37.48029012
퍼플스터디카페 동대문 전농센터,전농동 26-13,서울 동대문구 전농로 124,127.0578743,37.57589593
스플24스터디카페,자곡동 638,서울 강남구 자곡로 120 세곡드림프라자 3층,127.0964501,37.4721364
마이스터디카페,노량진동 210-8,서울 동작구 만양로14길 22,126.9455476,37.51174082
다짐스터디카페 반포점,반포동 49-2,서울 서초구 고무래로10길 23 1층,127.010193,37.50062507
포텐스터디카페 시흥사거리점,시흥동 889-19,서울 금천구 시흥대로 208 2층,126.9017871,37.45248159
어썸스터디카페 종암,종암동 3-545,"서울 성북구 종암로 145 4,5층",127.0320339,37.60279309
카이스터디카페,서초동 1308,서울 서초구 강남대로69길 11 3층,127.0242691,37.50147455
플랜에이 이화스터디카페,대현동 37-1,서울 서대문구 이화여대길 75 이화타워 5층,126.9443044,37.5590132
비에이블스터디카페 개포센터,개포동 186-8,서울 강남구 개포로82길 9-17 지하1층,127.0684543,37.48904136
타임스터디카페,신도림동 435-10,"서울 구로구 경인로 619-3 푸르지오3차상가 2층 204,205호",126.8840037,37.50689118
토즈스터디카페둔촌2센터,길동 147-3,서울 강동구 천호대로 1203,127.1446929,37.53540914
작심스터디카페 대치학원가3호점,대치동 940-7,서울 강남구 도곡로77길 5 지하1층,127.0583936,37.49865304
작심스터디카페 서울화랑대역점,공릉동 240-92,서울 노원구 공릉로34길 10-5 2층,127.0799119,37.62242065
더공간스터디카페 신림대학동점,신림동 1544,서울 관악구 호암로22길 60 태양빌딩 4층,126.936166,37.46854353
감성스터디카페 석촌역점,송파동 21,서울 송파구 백제고분로41길 8 4층 401호,127.1085076,37.5069674
더공간스터디카페,동숭동 1-74,서울 종로구 대학로8가길 79,127.0035582,37.58248252
모임 천호점,천호동 430-13,서울 강동구 올림픽로 654-7 지하1층,127.1243318,37.53961994
플라타너스 스터디카페,염창동 266-6,서울 강서구 공항대로65가길 5 형은빌딩 2층,126.870976,37.550764
비에이블스터디카페 서초중앙센터,서초동 1523-14,서울 서초구 반포대로21길 49 2층,127.0081909,37.48652487
타임스터디카페 마곡점,마곡동 730-687,서울 강서구 마곡중앙1로 20 마곡엠시그니처 4층 415.416호,126.8247104,37.55855771
24시사계스터디카페 남성역점 1관,사당동 254-6,서울 동작구 사당로 216 지하1층,126.9720293,37.48406483
랭스터디카페 우장산역점,화곡동 1006-10,서울 강서구 강서로 239 2층,126.8360144,37.54719054
그루스터디카페 상도센터,상도동 468-2,서울 동작구 상도로 336 태영빌딩 3층,126.9515265,37.49825342
코코스터디카페독서실 고척점,고척동 260-34,서울 구로구 고척로 149,126.8501643,37.5031156
앨리스가든,서초동 1584-7,서울 서초구 반포대로14길 18 다향빌딩 3층,127.0122204,37.48526141
꿈그림스터디카페,봉천동 37-31,서울 관악구 관악로30길 2 3층,126.9573475,37.48619479
공존스터디카페 강남센터,서초동 1330-16,서울 서초구 서초대로78길 44 나산스위트 301호,127.0284546,37.49380995
썬스터디카페 대방점,대방동 23-147,서울 동작구 등용로 122 의당빌딩 4층,126.9321807,37.51200379
올탑스터디카페 전농1동점,전농동 648-6,서울 동대문구 서울시립대로 46 3층,127.0472969,37.57538716
튜터K랑,동소문동5가 67-5,서울 성북구 동소문로 88,127.0150856,37.59219708
위넌스터디카페 명지대점,홍은동 342-16,서울 서대문구 가좌로 146 태향빌딩 2층,126.9238023,37.58503662
스터디카페공유,상도동 505-8,서울 동작구 상도로61길 35 금영빌딩 2층,126.9568545,37.49495047
그루스터디카페 은평새절센터,신사동 336-2,서울 은평구 증산로 399 2층,126.9135166,37.59193284
비에이블스터디카페 화곡센터,화곡동 1014-18,서울 강서구 화곡로13길 153 대상빌딩 2층,126.835487,37.5448799
공부하는스터디카페,상도동 171-1,서울 동작구 장승배기로10길 49 서현빌딩 지하,126.941606,37.50431921
위넌스터디카페 목동법원점,신정동 1024-17,서울 양천구 은행정로 13 성광빌딩 3층,126.8597422,37.52081773
리게인스터디카페 석관점,석관동 274-12,서울 성북구 돌곶이로22가길 12 2층,127.0596201,37.60980645
작심스터디카페 쌍문노해로점,쌍문동 137-202,서울 도봉구 노해로 201-1 1층~3층,127.0306081,37.65112544
비에이블스터디카페 목동센터,목동 753-7,서울 양천구 목동중앙로 95 미도빌딩 2층,126.872268,37.53763551
스키마스터디카페 정릉점,정릉동 161-17,서울 성북구 정릉로 251 명성빌딩 702호,127.0119406,37.60471467
캐치카페 안암,안암동5가 104-30,서울 성북구 고려대로24길 51 6층 601호,127.0297063,37.58394598
그루스터디카페 휘경센터,휘경동 49,서울 동대문구 장안벚꽃로7길 25,127.0727884,37.58247252
위넌스터디카페 상왕십리점,황학동 1101-1,서울 중구 난계로 185 3층,127.0232709,37.56820474
스터디카페 U 사당점,남현동 1060-17,서울 관악구 남부순환로 2082-37 지하 1층,126.9801722,37.47616841
시작스터디카페 잠실학원사거리점,삼전동 2-7,서울 송파구 백제고분로21길 35 2층,127.09135,37.50682826
에스랩스터디카페 강남3호점,역삼동 831-25,서울 강남구 강남대로78길 14 신화빌딩 3층,127.030554,37.49489937
포텐스터디카페 강남점,서초동 1308-10,서울 서초구 서초대로77길 37 월드상가 9층 902호,127.0251041,37.50099436
조이,노량진동 148-57,서울 동작구 만양로18길 15,126.9452109,37.51318618
타임유스터디카페 석계역점,월계동 493-1,서울 노원구 화랑로 321 건안빌딩 6층,127.0634973,37.61467775
잇올스파르타 신림센터 성인고시전문관,신림동 1535-2,"서울 관악구 호암로24길 48 4,5층",126.9357749,37.46935787
프레쉬스터디카페 수유역점,번동 418-9,서울 강북구 도봉로 350 3층,127.026692,37.63856419
르하임스터디카페 신정네거리역점,신정동 1031-3,서울 양천구 중앙로 272 3층,126.8530485,37.52055656
공간샘스터디카페 봉천2호점,봉천동 888-12,서울 관악구 양녕로2가길 41 2층 201호,126.9472225,37.48530732
우행공스터디카페 당산점,당산동4가 32-11,서울 영등포구 국회대로37길 19 중앙빌딩 4층,126.9002645,37.52864013
어라운드스터디카페 금호점,금호동1가 1756,서울 성동구 금호로 90 MG 빌딩 4층,127.0257675,37.55141767
비에이블스터디카페 하계센터,하계동 256-12,서울 노원구 노원로 246 욱현하이브빌딩 6층,127.0741148,37.63967101
지니24스터디카페 연신내역점,갈현동 395-7,서울 은평구 통일로 863 유화프라자 7층,126.9200001,37.62003099
아그레라운지,역삼동 669-21,서울 강남구 테헤란로27길 23 3층,127.0374413,37.50282441
DCT스터디카페,홍익동 405,서울 성동구 무학로 24 2층,127.0303047,37.56627886
꽃다운파티룸 6호점,창천동 5-30,"서울 서대문구 명물길 50-9 3,4,5층",126.9394593,37.55877521
아인스스터디카페,신길동 115-30,서울 영등포구 도신로60길 10 2층,126.9170383,37.51097909
다옴 스터디카페,신월동 558-7,서울 양천구 신월로10길 16 삼성상가 2층 202호,126.8407132,37.51586531
작심스터디카페 서울고덕역점,명일동 48-13,서울 강동구 동남로71길 32 환타지아빌딩 6층,127.1545032,37.55200722
초심스터디카페,상계동 594-2,서울 노원구 상계로5길 31 3층,127.062999,37.65682755
위스터디카페,서초동 1302-35,서울 서초구 사평대로52길 13 지하1층,127.0226471,37.50256357
스테이스터디카페 목동점,신정동 900-20,서울 양천구 목동로 211 5층 501호,126.8638862,37.52728687
24시사계스터디카페 이수역점,사당동 91-129,서울 동작구 동작대로29나길 15 2층,126.9804092,37.48874566
더스터디 카페,관철동 7-16,서울 종로구 삼일대로15길 6,126.9871751,37.5689271
율곡스터디카페,대방동 389-12,서울 동작구 여의대방로 188-1 2층,126.9220383,37.50377971
무중력지대 영등포,당산동6가 305-5,서울 영등포구 당산로 235,126.9020897,37.53470926
생각,잠실동 234-7,서울 송파구 백제고분로 159 바위빌딩 5층,127.084651,37.50553658
그루스터디카페 노량진센터,노량진동 56-17,서울 동작구 장승배기로30길 6,126.9408984,37.5126478
비에이블스터디카페 중랑구청센터,신내동 613-81,서울 중랑구 봉화산로 209 2층,127.0960735,37.60744313
시작라이브러리,논현동 74-10,서울 강남구 도산대로30길 32 CMA빌딩 3층,127.0301065,37.51788817
기본스터디카페 금천시흥점,시흥동 264-14,서울 금천구 금하로 749 3층,126.9131589,37.45021671
그릿스터디카페,고덕동 217,서울 강동구 고덕로79길 29,127.1647257,37.55807722
위넌스터디카페 약수역점,신당동 340-66,서울 중구 다산로18길 7 3층,127.0123884,37.5570467
비에이블스터디카페 문래센터,문래동6가 5-2,서울 영등포구 선유로 59 8층,126.8890284,37.5192759
비에이블스터디카페 발산센터,등촌동 699-2,서울 강서구 공항대로41길 50 보고시티프라자 5층,126.8460971,37.55988978
공공장소스터디카페,화양동 495-17,서울 광진구 광나루로24길 14 2층,127.0762453,37.54565389
만권당스터디카페,도곡동 420-9,서울 강남구 남부순환로378길 18 3층,127.0460459,37.48515085
리얼스터디카페 이촌1호점,이촌동 300-15,서울 용산구 이촌로 280 지하 1층,126.9778692,37.51844993
슈퍼스타트 이대점,대현동 60-7,서울 서대문구 이화여대8길 3 연화프라자 지하1층,126.9460816,37.55886768
이제마스터디카페종로평창점,평창동 158-1,서울 종로구 평창문화로 75,126.9689413,37.606856
허슬버슬,역삼동 620-9,서울 강남구 강남대로98길 17 시티힐빌딩 3층,127.0279656,37.50098285
스터디엔카페독서실,장안동 330-1,서울 동대문구 답십리로 291-4,127.0730023,37.57270748
플랜스터디카페 청량리점,전농동 221-6,서울 동대문구 전농로23길 76 3층,127.0527333,37.5782026
로프트스터디카페,대치동 913-14,서울 강남구 삼성로 341 인애빌딩 지하1층,127.0589195,37.50189266
하이컴스터디카페 명일점,천호동 25-6,서울 강동구 양재대로 1609 3층,127.1434528,37.54927409
이룸,화양동 111-159,서울 광진구 능동로 177 3층,127.0734636,37.54649811
스터디카페36.5,성내동 439-15,서울 강동구 양재대로 1325,127.1346719,37.52481941
작심스터디카페 목5동1호점,목동 907,서울 양천구 목동서로 77 현대월드타워 3층,126.8779819,37.53596683
위넌스터디카페 방학역점,방학동 653-1,서울 도봉구 도봉로 727-1 금천빌딩 3층,127.0431705,37.66945779
초심스터디카페 대치은마점,대치동 316,"서울 강남구 삼성로 212 편의동 2층 212, 213호",127.0640314,37.49597231
화이트펜슬스터디카페 광장점,구의동 211-3,서울 광진구 아차산로65길 11 2층,127.0939274,37.54093144
에스랩스터디카페 강남2호점 2관,서초동 1303-16,서울 서초구 서초대로77길 62 강남역아이파크 3층,127.0239159,37.50272056
위넌스터디카페 목동역점,목동 808-7,서울 양천구 목동로 218 화창빌딩 3층,126.8643726,37.5279322
리움스터디카페,신림동 1641-22,서울 관악구 신림로 310 지하1층,126.9301927,37.48193994
셀독24스터디카페 천호점,천호동 450,"서울 강동구 천호대로 1065 L107,108호",127.1304646,37.53703538
비에이블스터디카페 관악성현센터,봉천동 899-4,서울 관악구 양녕로 43 지하 1층,126.9465796,37.48587095
던바이어스,동교동 178-13,서울 마포구 신촌로4길 5-18 2층 202호,126.9293514,37.55717782
타임유스터디카페 창동프리미엄점,창동 9-1,서울 도봉구 노해로 379 대성빌딩 4층,127.0502558,37.6524756
지니24스터디카페 신길점,신길동 232-17,서울 영등포구 신길로 166 3층,126.911202,37.50705001
비에이블스터디카페 은평갈현센터,갈현동 451-13,서울 은평구 갈현로 250 2층,126.9156302,37.61914364
링크스터디카페 길음점,길음동 1285-7,서울 성북구 길음로13길 24 뉴타운프라자상가 지하1층 B05호,127.0191555,37.60872964
위넌스터디카페 회기점,이문동 264-222,서울 동대문구 천장산로7길 10-1,127.0571496,37.59852929
제로스페이스 스터디카페,아현동 282-3,서울 마포구 마포대로21길 38 2층,126.9556714,37.55476382
르하임스터디카페 염창점,염창동 282-34,서울 강서구 공항대로75길 8 서린빌딩 2층,126.8739131,37.54744697
헤븐스터디카페 장위센터,장위동 316-3,서울 성북구 월계로40길 7 센트럴타운상가 5층,127.0483339,37.6229475
타임유스터디카페 창동점,창동 75-13,서울 도봉구 노해로65길 10 동순그린빌딩 4층,127.0466142,37.65184243
엘림스터디카페 신방화역점,마곡동 739-3,서울 강서구 마곡중앙5로 81 에스비타운 3층 309호,126.818664,37.5670965
지니24스터디카페 목동점,신정동 318-17,서울 양천구 목동서로 291 1동 2층 203호,126.8695515,37.52164329
그린스터디카페,상암동 1751,서울 마포구 월드컵북로 497 2층,126.8795653,37.58443001
이제마스터디카페 길음점,길음동 25-7,서울 성북구 도봉로 11 삼주빌딩 5층,127.0298533,37.61023206
작심스터디카페 서울신월점,신월동 49-10,서울 양천구 가로공원로 105 3층,126.8276303,37.53600814
비에이블스터디카페 선유도역센터,양평동5가 90-2,서울 영등포구 양평로24길 12 3층~4층,126.8933993,37.53929655
마스터플랜 석계역점,석관동 168-56,서울 성북구 화랑로42길 48 4층,127.0647458,37.61389104
작심스터디카페 서울상일동역점,고덕동 210-2,서울 강동구 고덕로83길 14 4층,127.1689281,37.55775183
복합공간 소소,신길동 449-3,서울 영등포구 영등포로86길 4,126.9233619,37.51273121
스터디카페엘로이 염창역점,목동 514,서울 양천구 공항대로 622 3층,126.873959,37.54659626
알씨디스페이스 공덕점,공덕동 222-2,"서울 마포구 마포대로11길 35 3,4층",126.9521588,37.54893546
에코플러스스터디카페 응암점,역촌동 43-2,서울 은평구 진흥로1길 3 2층,126.9186343,37.60076701
브릭핸즈 스터디카페,화양동 427-2,서울 광진구 능동로16길 50-7,127.0759659,37.54491002
위스터디카페,창동 333,서울 도봉구 노해로65길 7-18,127.0455009,37.65171042
망고모임공간,서초동 1317-11,서울 서초구 서초대로77길 9 누드죤빌딩 9층 902호,127.0262127,37.49858925
제이24 스터디카페,홍제동 139-4,서울 서대문구 통일로 406 2층 좌호,126.9476218,37.58593082
어라운드스터디카페 강남역삼점,역삼동 817-19,서울 강남구 테헤란로1길 28-8 3~5층,127.0281314,37.50028264
초심스터디카페 중계은행사거리점,중계동 366-5,서울 노원구 중계로 206 4층,127.0775259,37.65084309
위넌스터디카페 장안센터2호점,장안동 107-19,서울 동대문구 한천로 205 2층,127.0680878,37.57915715
작심스터디카페 노량진3호점,노량진동 37-6,서울 동작구 노량진로8길 55 2층,126.9385409,37.5123833
시작스터디카페신월점,신월동 442-4,서울 양천구 오목로 39,126.8417171,37.52209467
비에이블스터디카페 세곡센터,세곡동 590,서울 강남구 헌릉로569길 13 라온프라이빗시티강남 2층 205호,127.1000354,37.46679288
지니24스터디카페 은평신사점,신사동 40-1,서울 은평구 가좌로 321 백송빌딩 7층,126.9093302,37.59603346
스터디카페 공감,진관동 70-3,서울 은평구 진관3로 21 엘크루상가 건물 2층 201호,126.9188922,37.63948352
더공간스터디카페 노원점,상계동 354-3,서울 노원구 상계로 77 다나플라자 4층 2호,127.0635623,37.65673128
비에이블스터디카페 샤로수길센터,신림동 1518-19,서울 관악구 호암로24길 63 2층,126.9366431,37.46943925
플랜트24스터디 카페 노량진점,노량진동 112-3,서울 동작구 노량진로 161 지하1층,126.9439408,37.51403981
초심스터디카페 노량진역점,노량진동 148-5,서울 동작구 노량진로 184 2층,126.9461857,37.51331212
펜트하우스,상수동 93-111,서울 마포구 와우산로11길 9 4층,126.9224487,37.54882719
위넌스터디카페 대흥점,대흥동 161,서울 마포구 대흥로 100-1 1층,126.9430504,37.54865585
스터디엔카페 건대입구센터,자양동 550-1,서울 광진구 능동로 49 영지빌딩 4층,127.0683979,37.53577295
24시스터디카페 모멘토,송파동 147-2,서울 송파구 오금로 210 신화빌딩 302호,127.1168088,37.50742216
셀독24스터디카페 화곡점,화곡동 1031,서울 강서구 강서로 202 2층,126.8382824,37.54421599
오션스터디카페 신길점,신길동 4035-2,서울 영등포구 신풍로 92 2층 1호,126.9163575,37.49982365
지니24스터디카페 공덕점,공덕동 105-158,"서울 마포구 마포대로 182 5,6층",126.9554941,37.55032897
스터디카페세컨룸,장안동 337-22,서울 동대문구 장한로26길 42,127.0738408,37.5713699
스터디나우카페,대치동 920-23,서울 강남구 선릉로68길 19 1층,127.0531701,37.49942644
위넌스터디카페 이대점,대현동 27-33,서울 서대문구 신촌역로 22-8,126.9433538,37.55884583
하베르스터디카페,망원동 482-9,서울 마포구 월드컵로 111,126.9078828,37.55819538
하우스터디 압구정스터디카페,신사동 568-4,"서울 강남구 압구정로18길 17 삼윤빌딩 지하 1층, 3층",127.0249068,37.52391314
하우스터디 등촌스터디카페,등촌동 513-21,서울 강서구 등촌로 169 5층,126.8620077,37.54498158
공간샘스터디카페 목동점,신정동 294-58,서울 양천구 목동동로10길 14 성지빌딩 5층,126.871254,37.51892154
노력스터디카페,화곡동 343-6,서울 강서구 강서로 47-8 평인빌딩 2층,126.8458675,37.53202095
시작스터디카페 상일동점,상일동 192,"서울 강동구 구천면로 656 4,5층",127.1707904,37.55064541
셀독24스터디카페 신림역점,신림동 1640-44,서울 관악구 신림로 323 신광빌딩 3층,126.9295723,37.48321596
위넌스터디카페 뚝섬역점,성수동1가 22-5,서울 성동구 성수일로 39 4층,127.0492502,37.54424066
이제마스터디카페상도점,상도동 355-8,서울 동작구 상도로 122,126.933872,37.50131194
시작스터디카페 금천구청역점,독산동 1150,서울 금천구 벚꽃로 30 금천롯데캐슬골드파크2차 5층,126.8938558,37.45823621
지니24스터디카페 염창점,염창동 248-7,서울 강서구 양천로 677 4층,126.8719516,37.55137244
초심스터디카페 목동점,목동 923,서울 양천구 목동서로 213 세신프라자 2층,126.8706153,37.52801608
스터디캐슬 숭실대점,상도동 501-5,서울 동작구 상도로 379 2층,126.9549748,37.49527325
타임유스터디카페 노원1호점,상계동 763-7,서울 노원구 동일로 1343 동일프라자빌딩 7층,127.0620037,37.64849434
GSM테라스 홍대점,서교동 327-45,서울 마포구 와우산로29길 4-13 2층,126.9294179,37.55508207
하이레브,마곡동 365-19,서울 강서구 마곡서로 158 2층 203호,126.8254438,37.56808181
무중력지대도봉,창동 3,서울 도봉구 마들로11길 75,127.048744,37.6531636
비에이블스터디카페 목동남부지원센터,신정동 1018-1,서울 양천구 신월로 350 4층,126.8598974,37.52169103
플랜에이스터디카페 등촌센터,목동 602-15,서울 양천구 목동중앙북로7길 20 2층,126.8675807,37.54875162
플랜트스터디카페독서실,대치동 448,서울 강남구 삼성로 221,127.0617508,37.49670379
ENI 강남본점,역삼동 818-14,서울 강남구 강남대로94길 9,127.0280972,37.49948396
위넌스터디카페 중계점,중계동 366-15,서울 노원구 중계로18길 9 지하 1층,127.0777941,37.6511386
