건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균
종로 아인스빌, 숭인동 1392-1,4층,2020 8 25,"4,000/31",17.88,5.4,2013,13277.777777777776,29.16666666666667
세검정아트오피스텔, 홍지동 104-21,1층,2020 8 2,"10,000/30",48.45,14.7,2005,6802.721088435374,20.408163265306122
다성 이즈빌, 길동 387-4,2층,2020 8 11,"34,000/0",44.47,13.5,2018,21405.923044610572,18.304558374565744
솔목오피스텔, 길동 416-4,5층,2020 8 25,"10,000/0",31.44,9.5,2002,4855.368421052631,34.31578947368421
오앤하우스, 둔촌동 425-15,3층,2020 8 22,"19,000/0",24.95,7.5,2014,21130.803836686187,0.0
로뎀하우스(503-9), 암사동 503-9,3층,2020 8 7,"1,000/90",58.37,17.7,2011,959.1380896071474,28.737353829982922
마일스톤, 암사동 505-10,2층,2020 8 24,"1,000/70",20.56,6.2,2019,24544.177460768864,17.425319390386957
	(500-10)	, 암사동 500-10,4층,2020 8 29,"1,000/50",28.27,8.6,2005,1162.7906976744187,58.139534883720934
장원오피스텔, 성내동 81-12,4층,2020 8 4,"3,000/52",27.39,8.3,2017,7280.647063779593,47.31653888280395
아이퍼스트빌, 성내동 199-18,3층,2020 8 6,"15,200/0",22.76,6.9,2012,17927.53623188406,11.594202898550725
더존 예가, 성내동 46-22,4층,2020 8 22,"21,000/0",25.72,7.8,2017,22075.54820601522,17.54385964912281
더존캐슬, 천호동 167-156,4층,2020 8 1,"28,000/0",48.85,14.8,2016,18918.91891891892,0.0
1동(166-100), 천호동 166-100,8층,2020 8 6,"37,800/0",123.06,37.2,2003,9898.260658780964,19.800411066960955
힐탑프라자, 천호동 449-49,5층,2020 8 8,"8,000/0",20.48,6.2,1994,6729.699666295883,32.703003337041146
다성 이즈빌, 천호동 167-97,6층,2020 8 8,"24,000/0",38.46,11.6,2017,18515.998757378067,15.765765765765767
예건네스빌, 천호동 167-175,3층,2020 8 13,"26,000/0",37.87,11.5,2018,22608.695652173916,0.0
	(431-5)	, 천호동 431-5,9층,2020 8 18,"1,000/50",27.45,8.3,2004,2464.590148597791,51.34418073866832
다성 이즈빌, 천호동 169-6,2층,2020 8 18,"18,900/0",23.34,7.1,2018,24559.513946423645,0.0
엘림스퀘어II, 천호동 416-12,2층,2020 8 20,"15,750/0",22.32,6.8,2019,23161.76470588235,0.0
엘림스퀘어, 천호동 452-5,2층,2020 8 20,"17,800/0",20.64,6.2,2018,27161.562729242156,9.964127832847238
와이엔 오피스텔, 구의동 218-15,6층,2020 8 18,"12,000/0",26.83,8.1,2003,6051.506051506052,36.536536536536545
썬-타워빌딩, 구의동 75-1,6층,2020 8 29,"1,000/50",25.68,7.8,2007,1282.051282051282,64.1025641025641
광진트라팰리스, 자양동 854,2층,2020 8 26,"22,000/0",35.12,10.6,2006,21356.741667507486,0.0
아스하임, 화양동 17-16,5층,2020 8 4,"1,000/68",18.83,5.7,2016,1754.3859649122805,119.29824561403508
세종에버그린, 화양동 17-92,3층,2020 8 13,"24,000/0",33.71,10.2,2018,12189.54248366013,41.66666666666666
(111-88), 화양동 111-88,10층,2020 8 13,"6,000/45",15.27,4.6,2019,13043.478260869568,97.82608695652173
광진안틸리아, 화양동 20-5,5층,2020 8 22,"3,000/100",31.46,9.5,2020,9967.776584317939,77.4436090225564
광진 코지웰, 화양동 113-1,13층,2020 8 25,"1,000/70",23.31,7.1,2014,16288.692607623143,32.86384976525822
광진안틸리아, 화양동 20-8,6층,2020 8 28,"30,000/0",34.07,10.3,2020,29563.1067961165,0.0
리오파크 오피스텔, 하왕십리동 898-2,9층,2020 8 18,"7,000/30",24.07,7.3,2011,5982.361445778705,61.40747503321175
트레저힐스, 마장동 775-4,2층,2020 8 4,"22,000/0",24.65,7.5,2018,24627.25355719407,4.862745098039216
한스포레, 성수동1가 72-114,4층,2020 8 1,"3,000/70",19.75,6.0,2019,3065.4704482603383,122.46342208502155
서울숲오피스텔, 성수동1가 656-392,5층,2020 8 4,"26,500/0",49.16,14.9,2013,8415.973822164346,42.288557213930346
부라다리빙텔, 동소문동4가 75-2,8층,2020 8 24,"1,000/50",22.8,6.9,2003,1928.9954072562768,69.3452649974389
제이에스원-혜화, 삼선동1가 5,3층,2020 8 10,"2,000/60",20.51,6.2,2020,3435.0079323109467,98.96033844526706
웰유, 하월곡동 90-219,5층,2020 8 13,"2,000/55",18.02,5.5,2020,9457.036588184126,63.28183049494526
라움하우스 월곡, 하월곡동 90-713,6층,2020 8 14,"7,000/0",45.83,13.9,2020,5035.971223021583,21.58273381294964
HK팰리스, 하월곡동 90-1261,2층,2020 8 27,"28,300/0",65.59,19.8,2017,14356.490070775788,0.0
세교 예지안 9차, 가산동 235-15,5층,2020 8 4,"19,000/0",28.48,8.6,2020,22517.099863201092,0.0
여의도투웨니퍼스트, 영등포동1가 92-4,6층,2020 8 1,"27,000/0",42.31,12.8,2018,23659.060846560842,0.0
스페이스 오피스텔, 영등포동1가 76,4층,2020 8 4,"11,000/16",32.24,9.8,2006,9715.575885526623,34.921416842599115
필 오피스텔, 영등포동1가 55,10층,2020 8 8,"24,000/0",29.64,9.0,2012,16454.093170511085,28.493894165535952
여의도스퀘어, 영등포동1가 99,6층,2020 8 21,"15,000/0",22.44,6.8,2019,22058.823529411766,0.0
방배 마에스트로, 방배동 866-10,4층,2020 8 13,"1,000/79",19.86,6.0,2019,7222.222222222222,113.61111111111109
이스타빌, 양재동 3-14,3층,2020 8 20,"56,000/0",72.44,21.9,2005,15581.816270127369,24.34060322037972
서초미르, 양재동 402-5,3층,2020 8 26,"20,000/0",25.3,7.7,2016,24543.278237357186,0.0
트윈타워(275-4), 양재동 275-4,3층,2020 8 27,"16,000/0",24.07,7.3,1991,7739.336080012644,43.751626738336455
씨티21, 잠원동 76,4층,2020 8 29,"1,000/55",26.46,8.0,1988,16614.41332524346,13.790322580645162
아멜리아, 서초동 1303-7,12층,2020 8 4,"1,000/78",19.84,6.0,2019,1302.8375733855185,134.84018264840182
서초에스알타워, 서초동 1542-13,8층,2020 8 12,"3,000/70",28.69,8.7,2003,1503.094606542882,90.18567639257297
삼환바우스, 서초동 1677-11,3층,2020 8 19,"10,000/120",56.83,17.2,2006,10013.575728957621,38.69082752921733
	(1515-3)	, 서초동 1515-3,6층,2020 8 25,"1,000/70",25.75,7.8,2003,1875.1090179661608,87.03994418280134
서초쌍용플래티넘, 서초동 1445-13,5층,2020 8 28,"2,000/125",56.92,17.2,2006,14632.493555043438,26.31964196084992
서초오피스텔, 서초동 1302-1,5층,2020 8 31,500/40,22.11,6.7,1988,746.2686567164179,59.70149253731343
(877-29), 봉천동 877-29,1층,2020 8 1,"2,000/20",12.13,3.7,2005,3922.2148978246537,61.17336849044166
메카오피스텔, 봉천동 863-6,12층,2020 8 1,"5,000/30",19.0,5.7,2003,8771.929824561403,52.63157894736842
현교오피스텔, 봉천동 972-15,3층,2020 8 2,"8,000/4",23.76,7.2,2004,11111.111111111111,5.555555555555555
신도림팰러티움, 신도림동 412-3,16층,2020 8 4,"31,500/0",68.91,20.8,2006,14118.470000319317,0.0
도림두산베어스타워, 구로동 110-4,7층,2020 8 3,"1,000/50",43.22,13.1,1997,763.3587786259543,38.16793893129771
스위트팰리스오피스텔, 구로동 474-20,2층,2020 8 4,"1,000/45",24.36,7.4,2002,1351.3513513513512,60.81081081081081
하이빌골드타워, 구로동 512-2,5층,2020 8 7,"23,000/0",41.43,12.5,2019,18666.951566951568,0.0
대림오피스텔, 구로동 494-54,3층,2020 8 7,"10,000/0",27.88,8.4,2004,11157.592407592405,0.0
태영 오피스텔, 노량진동 56-11,7층,2020 8 8,"1,000/55",14.45,4.4,2015,4829.545454545452,109.37499999999999
이수오피스텔, 사당동 1007-29,6층,2020 8 8,"10,000/0",13.5,4.1,2002,17122.834124268848,20.13574660633484
리코하이빌, 사당동 182-2,2층,2020 8 10,"42,000/0",72.07,21.8,2017,19266.05504587156,0.0
에스엠벨리체, 녹번동 80-8,10층,2020 8 8,"3,000/75",39.76,12.0,2017,2500.0,62.5
로하스 오피스텔, 녹번동 176-6,4층,2020 8 12,"4,000/25",28.32,8.6,2006,3773.3065304391125,35.00820684949191
	(484-243)	, 불광동 484-243,2층,2020 8 5,"3,000/40",29.04,8.8,2009,2698.863636363637,35.98484848484849
디앤제이하우징, 불광동 281-20,5층,2020 8 19,"22,500/0",46.38,14.0,2016,15833.333333333332,0.0
이안 용산1차(11-29), 문배동 11-29,8층,2020 8 22,"1,000/75",30.04,9.1,2005,14534.334443836708,31.69907016060862
더 리버스 청담, 청담동 130-8,17층,2020 8 4,"80,000/0",45.09,13.6,2019,14762.44343891403,169.0610859728507
한국건설기술인회관(별관), 삼성동 65-2,4층,2020 8 5,"35,000/0",49.4,14.9,2016,25771.812080536914,0.0
씨티라이프 61, 삼성동 112-1,3층,2020 8 27,"8,500/0",29.27,8.9,2014,9550.561797752809,0.0
The Cubee, 잠실동 251-13,3층,2020 8 1,"15,750/0",25.45,7.7,2012,20773.73737373738,0.0
소미골드라인, 잠실동 251-11,4층,2020 8 10,"25,200/0",38.44,11.6,2017,21549.385828382696,0.0
(249-2), 잠실동 249-2,2층,2020 8 13,"29,000/0",33.39,10.1,2019,22880.22035286235,0.0
팍스빌딩, 잠실동 249,7층,2020 8 31,"1,000/69",18.82,5.7,2018,16669.266438528663,18.623481781376515
더샵스타리버, 신천동 11-8,6층,2020 8 24,"1,000/100",39.38,11.9,2006,21238.259458100976,15.278838808250574
잠실 푸르지오 월드마크, 신천동 11-4,6층,2020 8 25,"2,000/127",41.88,12.7,2013,1574.8031496062993,100.0
동광팰리스, 송파동 86-1,3층,2020 8 26,"19,000/0",19.8,6.0,2016,26666.66666666667,0.0
동은컴페니언오피스텔, 신설동 89-53,10층,2020 8 8,"1,000/50",31.8,9.6,2003,888.4803921568628,55.45343137254903
(81-79), 신설동 81-79,4층,2020 8 8,"3,000/40",19.51,5.9,2018,4636.091724825524,71.61847789963443
스테이 하이 오피스텔, 신설동 72-8,6층,2020 8 14,"1,000/80",22.57,6.8,2020,18518.45773969584,44.657988083183554
동대문 베네스트, 용두동 100-8,4층,2020 8 6,"18,000/0",22.86,6.9,2020,26086.95652173913,0.0
신설동역대우아이빌(236-1), 용두동 236-1,8층,2020 8 10,"12,000/0",27.63,8.4,2004,4265.873015873016,48.11507936507937
동의보감타워, 용두동 787,10층,2020 8 15,"3,000/50",36.02,10.9,2005,7476.600871096284,25.688073394495415
라임타워, 면목동 1094-1,2층,2020 8 1,"15,500/0",20.15,6.1,2019,25126.05646036624,6.345848757271285
성진쉐르빌, 면목동 634-43,4층,2020 8 20,"26,500/0",37.72,11.4,2020,11938.321587444396,35.662518118658475
중랑 지웰 에스테이트, 면목동 538,2층,2020 8 22,500/38,15.35,4.6,2013,1536.8146767427188,80.7061906069232
면목동스카이시티, 면목동 1110-13,4층,2020 8 31,"15,000/0",33.82,10.2,2017,14705.882352941178,0.0
힐링파크, 상봉동 86-25,5층,2020 8 9,"35,000/0",64.18,19.4,2020,18041.23711340206,0.0
동인씨엘로, 상봉동 102-14,4층,2020 8 14,"14,100/0",18.26,5.5,2018,25636.363636363636,0.0
YMS TOWER D동, 상봉동 102-32,5층,2020 8 17,"31,500/0",57.21,17.3,2018,18208.092485549132,0.0
M-시티, 상봉동 104-4,4층,2020 8 18,"25,000/0",45.01,13.6,2018,18382.352941176472,0.0
명가, 상봉동 87-28,3층,2020 8 24,"22,000/0",32.09,9.7,2020,21721.35750061766,0.0
대성쉐르빌, 상봉동 102-37,5층,2020 8 29,"16,000/18",32.12,9.7,2017,18141.959947861124,6.185567010309279
리더스, 상봉동 104-10,3층,2020 8 31,"17,000/0",13.53,4.1,2019,41463.41463414635,0.0
더샤이닝, 중화동 208-16,7층,2020 8 21,"3,500/40",16.71,5.1,2019,18341.225798495496,29.666111727709957
진성빌, 묵동 163-28,5층,2020 8 29,"20,000/0",42.73,12.9,2018,15503.875968992248,0.0
TRAUM VILLE 2, 망우동 506-14,3층,2020 8 17,"8,000/0",23.85,7.2,2012,11111.111111111111,0.0
	(506-8)	, 망우동 506-8,4층,2020 8 24,"3,000/25",17.64,5.3,2012,7547.169811320756,50.943396226415096
슈테리움 오피스텔, 대현동 90-22,9층,2020 8 8,"17,000/0",13.39,4.1,2019,29107.046070460692,49.796747967479675
이대프리젠#4, 대현동 37-24,6층,2020 8 25,"15,500/0",19.21,5.8,2018,26724.13793103449,0.0
브라운 힐, 연희동 100-15,2층,2020 8 6,"1,000/34",20.72,6.3,2002,1360.544217687075,64.85260770975059
대원쉐르빌11차, 창동 632-29,2층,2020 9 3,"28,900/0",56.91,17.2,2019,15818.945483965364,0.0
쌍문하이빌, 창동 659-21,7층,2020 9 17,"2,500/40",31.98,9.7,2004,2577.3195876288664,41.23711340206186
탑클래스, 창동 731-113,3층,2020 9 28,"17,000/0",41.23,12.5,2015,12480.0,0.0
퀸즈 포디엄, 신정동 972-6,7층,2020 9 11,"1,000/60",17.7,5.4,2020,13469.215969215962,58.766233766233775
제이월드빌, 신정동 318-17,15층,2020 9 12,"23,000/0",41.5,12.6,2004,14747.634310134312,11.410256410256409
운현궁 에스케이 허브, 경운동 89-4,9층,2020 9 29,"24,000/0",41.12,12.4,2005,11502.782507550926,30.61404933342452
주함해븐타워 3동, 연지동 111,5층,2020 9 22,60/38,23.37,7.1,2019,84.50704225352113,53.52112676056338
종로 웰라이프, 창신동 302-1,4층,2020 9 26,"3,000/60",24.94,7.5,2020,17201.04182945252,13.105691056910567
종로대우디오빌, 숭인동 310,6층,2020 9 12,"1,000/60",30.17,9.1,2004,4802.604802604803,49.81684981684982
엘리시앙오피스텔, 숭인동 200-33,9층,2020 9 25,"6,000/30",30.36,9.2,2005,4432.401399442073,49.04597506280537
이지마루 충무로, 충무로5가 36-19,7층,2020 9 11,"26,000/0",36.48,11.0,2020,24543.65079365079,0.0
성진오피스텔, 광희동2가 194-1,9층,2020 9 16,"7,000/10",22.8,6.9,2005,10144.927536231882,10.869565217391305
강동 디앤써밋, 길동 320-2,5층,2020 9 11,"21,000/0",29.99,9.1,2019,16659.669234420067,28.231900989376072
다성 이즈빌, 길동 388-7,4층,2020 9 14,"13,000/0",22.2,6.7,2015,12205.806176806876,6.756756756756755
노블레스, 길동 383-8,6층,2020 9 16,"1,000/75",40.55,12.3,2004,10378.556910569107,20.325203252032523
더존예가, 성내동 81-2,4층,2020 9 28,"18,300/0",22.4,6.8,2018,21280.49769777098,10.645120724346079
다성 이즈빌, 천호동 167-57,2층,2020 9 1,"23,500/0",26.09,7.9,2019,31434.995717140948,0.0
케이디천호, 천호동 167-147,2층,2020 9 4,"25,400/0",44.7,13.5,2015,16197.530864197532,0.0
어바니엘, 천호동 452-22,3층,2020 9 4,"1,000/57",18.06,5.5,2019,1692.5061431198194,103.20790969534394
아지(AZ)0213, 중곡동 648-14,7층,2020 9 2,"3,500/45",20.85,6.3,2015,4526.100196728381,81.0467027784515
아스하임, 구의동 252-100,4층,2020 9 1,"9,000/0",17.1,5.2,2014,17307.69230769231,0.0
(199-8), 구의동 199-8,6층,2020 9 19,"21,000/0",26.93,8.1,2017,5852.444862317105,76.25469338593612
아하바 하우스, 구의동 251-170,2층,2020 9 25,"23,625/0",29.9,9.0,2016,20310.693641618498,0.0
효성리버카운티, 광장동 108,3층,2020 9 19,500/53,27.8,8.4,2003,3459.121747662515,50.907159332710776
현대골든텔(102-0), 광장동 102,3층,2020 9 29,"1,000/45",26.73,8.1,1991,9300.411522633745,18.51851851851852
큐브스테이트, 자양동 680-12,5층,2020 9 5,"26,000/0",36.44,11.0,2018,25367.588932806324,0.0
더샵스타시티, 자양동 227-7,9층,2020 9 17,"40,000/390",196.48,59.4,2007,11411.66795815752,43.15587427541886
자양오피스텔(767-4), 자양동 767-4,7층,2020 9 17,"10,000/0",30.24,9.1,1999,6391.4580043612295,26.25868754901013
글로벌시티, 화양동 49-12,4층,2020 9 3,"2,000/50",20.61,6.2,2003,3225.806451612903,80.64516129032258
	(98-1)	, 화양동 98-1,6층,2020 9 17,"3,000/50",71.47,21.6,2013,1388.888888888889,23.14814814814815
	에피소드 1(Episode 1)	, 군자동 355-5,16층,2020 9 24,"1,000/72",25.8,7.8,2014,1282.051282051282,92.30769230769232
(473-1), 군자동 473-1,10층,2020 9 24,"2,000/65",18.1,5.5,2019,9581.818181818184,101.45454545454544
성원상떼뷰, 옥수동 475,9층,2020 9 29,"1,000/70",27.01,8.2,2004,6654.748487211899,55.30949606689062
EPISODE Seong Su 121, 성수동1가 26-3,4층,2020 9 3,"3,000/85",17.4,5.3,2019,3329.1001451378816,172.86828737300436
위더스 빌, 성수동1가 33-23,5층,2020 9 19,"25,200/0",43.41,13.1,2015,13753.24072652784,20.050125313283207
삼호오피스텔, 용답동 236-5,5층,2020 9 1,"6,500/0",26.25,7.9,1991,8227.848101265823,0.0
The Mark, 용답동 228-8,4층,2020 9 26,"25,000/0",33.25,10.1,2020,25125.453721842772,0.0
시티플레이스, 동소문동6가 3-1,7층,2020 9 18,"1,000/75",18.3,5.5,2015,1818.181818181818,136.36363636363637
	(132)	, 동선동4가 132,2층,2020 9 26,"6,000/0",55.2,16.7,2012,3592.8143712574856,0.0
수산리빙텔, 안암동2가 154-1,6층,2020 9 3,"1,000/50",25.2,7.6,2002,1315.7894736842106,65.78947368421053
(218-11), 장위동 218-11,3층,2020 9 29,"15,750/0",27.32,8.3,2018,18975.903614457828,0.0
이지크라운, 가산동 535-156,2층,2020 9 5,"26,000/0",32.05,9.7,2019,22269.082578360907,5.539313740575473
영풍타운, 가산동 149-38,6층,2020 9 18,"18,900/0",21.33,6.5,2019,29076.923076923078,0.0
솔리스타, 공덕동 30-10,7층,2020 9 11,"1,000/60",18.79,5.7,2018,9774.436090225561,76.69172932330827
YD레지던스, 공덕동 31-1,16층,2020 9 17,"19,000/0",24.54,7.4,2013,23758.914284323415,0.0
마포 신영 지웰, 공덕동 461,10층,2020 9 21,"42,000/0",53.16,16.1,2004,17960.998628700487,28.409090909090903
메트로디오빌, 신공덕동 167,14층,2020 9 1,"10,000/48",26.74,8.1,2005,12345.67901234568,59.25925925925927
	(618-22)	, 영등포동 618-22,4층,2020 9 24,"10,000/0",23.21,7.0,1995,7077.922077922077,24.653312788906007
방배오피스텔, 방배동 980-32,4층,2020 9 19,"14,000/0",35.2,10.6,1988,13207.547169811322,0.0
롯데캐슬헤론, 방배동 754-1,2층,2020 9 25,"27,300/0",54.65,16.5,2006,15036.408823642867,12.82051282051282
멤버스 뷰, 방배동 477-1,8층,2020 9 28,"15,000/0",26.8,8.1,2005,9876.543209876543,37.03703703703704
트윈타워(275-3), 양재동 275-3,10층,2020 9 25,"13,000/0",24.07,7.3,1991,8699.279700273211,31.48304048399806
신사샤르망에스, 잠원동 15-4,12층,2020 9 7,"15,000/0",20.46,6.2,2008,8118.279569892474,78.49462365591398
크레신타워-Ⅰ, 잠원동 8-24,7층,2020 9 7,"1,000/85",31.4,9.5,2004,1052.6315789473686,88.94736842105262
송현 나이스빌, 서초동 1492-8,4층,2020 9 18,"5,000/190",74.62,22.6,2003,2212.3893805309735,68.14159292035399
스위트서초, 서초동 1601-6,3층,2020 9 21,"28,000/0",36.74,11.1,2018,25225.225225225226,0.0
(43-6), 봉천동 43-6,2층,2020 9 1,"29,000/0",55.81,16.9,2017,7249.337997319299,32.25424172088005
하늘채 오피스텔, 봉천동 877-8,3층,2020 9 3,"13,000/0",13.02,3.9,2004,33333.333333333336,0.0
우진체리쉬, 구로동 97-10,3층,2020 9 1,"1,000/47",28.5,8.6,2005,1920.6810631229237,49.64700996677741
(39-9), 노량진동 39-9,7층,2020 9 3,"1,000/55",16.6,5.0,2017,1589.4736842105262,95.31578947368422
	(394-5)	, 대방동 394-5,2층,2020 9 29,"9,500/0",22.65,6.9,2003,13768.115942028984,0.0
대경아르체, 녹번동 176-3,4층,2020 9 7,"20,000/0",42.38,12.8,2015,15414.468628054532,0.0
녹번동오피스텔, 녹번동 35-75,6층,2020 9 12,"1,000/55",35.42,10.7,2001,934.5794392523363,51.40186915887852
불광 하이츠, 불광동 239-4,3층,2020 9 21,"22,000/0",54.71,16.5,2016,13333.333333333332,0.0
디앤제이하우징, 불광동 305-1,6층,2020 9 23,"21,000/0",36.5,11.0,2017,17676.00820232399,0.0
타디스주상복합, 불광동 281-61,6층,2020 9 24,"22,000/0",27.4,8.3,2019,26506.02409638554,0.0
워너빌, 구산동 3-8,4층,2020 9 1,"17,000/0",48.03,14.5,2015,11724.137931034484,0.0
보성리엔빌, 구산동 2-5,2층,2020 9 3,"16,500/0",37.12,11.2,2010,14732.142857142859,0.0
스타타운, 대조동 186-10,7층,2020 9 5,"7,000/60",34.53,10.4,2018,6730.7692307692305,57.69230769230769
미래하임, 대조동 172-132,5층,2020 9 19,"27,300/0",65.97,20.0,2014,13050.0,0.0
위산 엘리시움, 대조동 179-30,3층,2020 9 24,"1,000/60",19.72,6.0,2018,19430.107526881715,19.35483870967742
연신엘피스, 대조동 186-3,6층,2020 9 28,"18,000/0",19.12,5.8,2019,19964.112966141365,43.34356200481962
	(599-4)	, 응암동 599-4,7층,2020 9 4,"1,000/47",17.39,5.3,2011,1415.0943396226417,82.0754716981132
현대아트빌, 응암동 84-30,3층,2020 9 5,"31,500/0",68.06,20.6,2015,15291.26213592233,0.0
벽계화이트파크, 응암동 111-18,2층,2020 9 11,"28,000/0",81.0,24.5,2008,11428.57142857143,0.0
청수Ⅱ빌딩, 응암동 21-3,6층,2020 9 15,"9,500/0",17.5,5.3,2010,13886.792452830188,12.075471698113208
삼영N캐슬, 응암동 110-38,3층,2020 9 24,"29,000/0",59.95,18.1,2016,16022.09944751381,0.0
아우르미, 응암동 125-11,7층,2020 9 30,"32,900/0",57.45,17.4,2019,18232.758620689656,0.0
거장메카, 역촌동 42-8,7층,2020 9 1,"16,000/0",16.53,5.0,2018,32000.0,0.0
SM 벨리체, 역촌동 2-38,3층,2020 9 17,"47,000/0",84.8,25.7,2020,18727.302204928666,0.0
	(36-30)	, 역촌동 36-30,7층,2020 9 22,500/45,21.56,6.5,2010,769.2307692307692,69.23076923076923
	(23-22)	, 신사동 23-22,1층,2020 9 17,"8,000/0",31.15,9.4,2002,8510.63829787234,0.0
정원 TOP 오피스텔, 신사동 21-12,3층,2020 9 21,"2,000/45",19.8,6.0,2003,3333.333333333333,75.0
신사동 23-48, 신사동 23-48,4층,2020 9 26,"10,000/0",26.04,7.9,2002,12658.227848101265,0.0
e테크밸리, 원효로3가 51-37,12층,2020 9 23,"15,000/0",36.0,10.9,2003,10392.30361174279,13.043478260869566
용산아크로타워, 문배동 24-21,3층,2020 9 14,"29,000/0",35.6,10.8,2007,21123.42164628491,16.93048330979366
이안 용산1차, 문배동 7-6,5층,2020 9 29,"21,500/0",30.04,9.1,2005,22518.58435681965,0.0
성강에코텔, 염창동 264-35,3층,2020 9 12,"14,280/0",20.46,6.2,2011,14575.427249562554,8.260415306255712
신일유토빌, 역삼동 735-11,5층,2020 9 8,"1,000/65",32.99,10.0,2003,5510.75691579124,46.578947368421055
메이플라워멤버스빌오피스텔, 역삼동 736-22,12층,2020 9 24,"10,000/25",20.1,6.1,2006,3119.7982345523324,77.30138713745272
에스케이허브 오피스텔, 역삼동 708-26,11층,2020 9 24,"3,500/65",27.83,8.4,2004,12267.740429505136,42.658730158730165
강남웅진베어스빌, 역삼동 838-10,6층,2020 9 28,"2,000/90",24.25,7.3,2019,28033.432628775667,30.55661522455349
경원오피스텔, 청담동 5,11층,2020 9 25,"13,000/0",22.77,6.9,1991,18840.579710144928,0.0
선릉대림아크로텔, 삼성동 140-3,2층,2020 9 10,"29,000/0",35.69,10.8,2004,22229.18407128934,10.582010582010582
대치동 대우아이빌 명문가, 대치동 891-23,6층,2020 9 1,"1,000/80",33.06,10.0,2004,1000.0,77.5
(336-16), 잠실동 336-16,5층,2020 9 11,"31,000/0",35.12,10.6,2020,31335.82285115304,0.0
도균빌딩, 공릉동 684-16,3층,2020 9 12,"12,000/0",21.81,6.6,2016,18641.062552842046,3.4512510785159622
큐비스트빌딩, 상계동 341-5,5층,2020 9 4,"1,000/55",23.42,7.1,2013,1408.4507042253522,77.46478873239437
수락윈디하이츠, 상계동 1117-19,3층,2020 9 17,"13,600/0",49.95,15.1,2012,9470.19867549669,0.0
효성 인텔리안 오피스텔, 수유동 230-7,14층,2020 9 25,"1,000/50",30.49,9.2,2005,2833.5326715262963,44.75961800818791
	(89-38)	, 신설동 89-38,7층,2020 9 10,500/50,24.71,7.5,2012,666.6666666666667,66.66666666666667
삼영 오피스텔, 용두동 740-10,3층,2020 9 2,"7,350/0",19.78,6.0,2002,12250.0,0.0
(130-12), 용두동 130-12,4층,2020 9 3,"10,000/0",17.28,5.2,2017,19076.923076923078,0.0
에이플러스빌, 용두동 40-35,7층,2020 9 7,"13,500/0",28.9,8.7,2011,9885.237350026086,28.133038332164123
한방천하-용두동 포스빌, 용두동 788,14층,2020 9 9,"16,000/0",39.02,11.8,2006,12065.007509118213,0.0
창보리버리치, 용두동 255-58,12층,2020 9 11,"1,000/65",20.46,6.2,2019,14535.104364326377,50.284629981024665
두산베어스타워, 용두동 138-41,7층,2020 9 18,"11,000/0",36.65,11.1,1998,10014.594335715026,0.0
다원빌, 면목동 90-27,3층,2020 9 10,"38,000/0",59.8,18.1,2019,20994.475138121546,0.0
어반휴6차, 면목동 90-64,3층,2020 9 13,"35,000/0",41.59,12.6,2020,25740.840862563706,11.363636363636363
예인플레이스, 면목동 604-21,4층,2020 9 24,"35,500/0",51.29,15.5,2020,22132.459284411743,0.0
더클래스, 상봉동 85-4,5층,2020 9 9,"24,800/0",41.83,12.7,2019,19527.559055118112,0.0
예지다움, 상봉동 128-33,2층,2020 9 10,"18,000/0",29.84,9.0,2018,8666.666666666668,53.33333333333334
(113-28), 상봉동 113-28,4층,2020 9 12,"8,900/0",13.07,4.0,2012,22250.0,0.0
수령골든팰리스, 상봉동 129-1,4층,2020 9 17,"19,000/0",43.95,13.3,2017,15991.641337386018,0.0
동일캐슬, 상봉동 107-31,5층,2020 9 17,"20,000/0",25.56,7.7,2020,27987.012987012986,0.0
제이타운Ⅲ, 상봉동 102-5,6층,2020 9 24,"12,000/0",24.22,7.3,2017,10017.123287671237,32.534246575342465
성은오피스텔, 상봉동 101-29,4층,2020 9 24,"7,000/0",17.6,5.3,2004,12589.650226194417,0.0
로젠하임, 상봉동 116-17,5층,2020 9 26,"15,000/0",16.58,5.0,2019,26028.877005347596,8.088235294117647
리브가 상봉, 상봉동 102-21,7층,2020 9 28,"24,100/0",55.86,16.9,2018,17132.713440405747,0.0
상봉스카이타워, 상봉동 105-41,4층,2020 9 30,"13,650/0",22.18,6.7,2018,20373.134328358206,0.0
중화동 범양프레체, 중화동 208-4,7층,2020 9 26,"10,500/0",22.21,6.7,2012,8374.792703150912,38.971807628524054
로프트원 태릉입구역, 묵동 169-12,3층,2020 9 26,"1,000/51",19.41,5.9,2020,5728.185812931577,75.47080979284371
	(174-32)	, 묵동 174-32,2층,2020 9 29,"1,000/37",21.42,6.5,2003,3072.904107386866,44.96704444980307
나래오피스텔, 망우동 508-32,1층,2020 9 14,500/30,20.4,6.2,2003,806.4516129032257,48.38709677419355
망우동 YMS 캐슬, 망우동 506-15,11층,2020 9 28,"17,000/0",18.45,5.6,2020,30387.896825396827,0.0
금강리빙스텔, 신내동 646,4층,2020 9 28,"3,000/40",35.1,10.6,2003,4500.813962797898,31.532385044434363
이화인비따레오피스텔, 대현동 45-5,3층,2020 9 7,"4,000/50",28.4,8.6,2004,7238.015250121017,61.143221226050166
