건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균
	(340-123)	, 신당동 340-123,2층,2020 11 18,"14,000/0",22.08,6.7,2003,22792.691577010264,0.0
청계천 두산위브더제니스, 흥인동 13-1,18층,2020 11 17,"5,000/150",54.53,16.5,2014,17873.26353955781,34.69832610634359
유진빌딩, 무학동 7-1,5층,2020 11 11,"1,000/65",16.05,4.9,2019,8673.469387755102,107.65306122448978
다올노블리움A동, 황학동 1744,2층,2020 11 4,"23,000/0",44.8,13.6,2014,16911.764705882353,0.0
하늘드리움2차, 황학동 876,5층,2020 11 7,"24,500/0",38.31,11.6,2016,13523.706896551723,32.327586206896555
서희스타힐스, 명일동 48-7,6층,2020 11 21,"18,600/0",49.99,15.1,2012,8275.474025951828,29.421673930318768
아스테르 오피스텔, 길동 413-37,5층,2020 11 2,"13,650/0",18.83,5.7,2018,15563.456151691445,33.931737337310096
다성 이즈빌, 길동 387-2,5층,2020 11 7,"25,000/0",30.91,9.4,2019,24960.749196877692,7.253384912959381
청광플러스원큐브2차, 길동 457,3층,2020 11 19,"11,500/0",20.03,6.1,2013,14662.033737229749,16.393442622950822
메트로 아파텔, 길동 388-5,3층,2020 11 25,500/48,27.27,8.2,2004,10943.271506717014,19.512195121951223
암사오피스텔, 암사동 502-13,3층,2020 11 2,"1,000/50",28.24,8.5,2010,885.8543417366946,65.12605042016807
까사팔공육, 암사동 463-4,4층,2020 11 7,"1,000/60",20.33,6.1,2018,5620.608899297424,81.96721311475412
스카이블루오피스텔, 암사동 512-10,4층,2020 11 7,"7,350/0",20.01,6.1,2003,13952.159791896127,0.0
현운재, 암사동 503-24,3층,2020 11 14,"2,000/45",16.6,5.0,2017,3000.0,85.0
한강시티라이프, 암사동 441,5층,2020 11 18,"2,000/45",27.63,8.4,2003,5814.2269253380355,39.05790711346267
더존 예가 A, 성내동 46-23,3층,2020 11 14,"24,000/0",33.67,10.2,2017,28230.769230769227,0.0
(244-6), 성내동 244-6,4층,2020 11 26,"12,500/0",11.74,3.6,2017,29038.96937465615,13.157894736842106
쌍용플래티넘리버, 천호동 432-10,6층,2020 11 2,"17,000/0",34.2,10.3,2004,8387.546582328134,35.42708639796019
비전그린오피스텔, 천호동 452-21,3층,2020 11 4,"12,000/0",26.52,8.0,2004,11811.764705882357,21.66176470588235
대동피렌체리버, 천호동 442-34,13층,2020 11 5,"15,500/0",31.08,9.4,2004,4494.556001271597,44.611419058715654
	(287-5)	, 천호동 287-5,3층,2020 11 6,"1,000/35",16.94,5.1,2012,12370.766488413548,11.437908496732028
대우 한강 베네시티, 천호동 425-5,8층,2020 11 7,"1,000/90",40.4,12.2,2007,9910.895422270212,30.93791924348026
다성이즈빌, 천호동 167-2,3층,2020 11 10,"15,000/0",18.13,5.5,2016,13798.791283622744,36.93181818181818
에스아이팰리스, 천호동 167-73,7층,2020 11 11,"21,500/0",18.08,5.5,2020,39470.717961284,0.0
아뜰리에, 중곡동 341-3,4층,2020 11 24,"12,000/35",17.87,5.4,2018,11640.749271151655,85.5469749657529
비버리캐슬, 중곡동 41-33,6층,2020 11 27,"6,000/30",22.2,6.7,2004,10330.590380214382,22.699109494544082
노블레스 빌, 능동 255-18,2층,2020 11 17,"15,000/0",23.96,7.2,2003,19243.827160493827,0.0
(222-7), 능동 222-7,3층,2020 11 23,"10,000/35",31.74,9.6,2017,11731.150793650793,41.79067460317461
베스트 트레드빌, 구의동 243-2,12층,2020 11 2,"2,000/50",26.84,8.1,2004,6291.8583071088515,40.466392318244175
다성리버텔, 구의동 218-12,6층,2020 11 4,"10,000/40",33.97,10.3,2002,9708.73786407767,38.83495145631068
크레신타워3차, 구의동 246-14,9층,2020 11 5,"3,000/50",25.35,7.7,2006,8327.721661054995,44.87734487734487
동인 레반트 오피스텔, 하왕십리동 903-3,6층,2020 11 5,"4,000/50",27.54,8.3,2005,10469.106374881268,34.14434080824315
뉴센트빌, 홍익동 144,2층,2020 11 12,"35,000/0",31.37,9.5,2020,36842.10526315789,0.0
신한넥스텔, 도선동 14,14층,2020 11 2,500/45,19.63,5.9,1998,3114.6844952849624,58.930899608865694
한성아펠타워, 도선동 53,7층,2020 11 27,"24,000/0",23.58,7.1,2017,15881.545684362589,65.22210184182015
마장동청계아르테미스, 마장동 778-5,7층,2020 11 14,"27,000/0",54.72,16.6,2007,13798.627423529508,0.0
고운타워, 마장동 474-5,5층,2020 11 30,"10,000/0",23.1,7.0,2010,8457.820623060352,24.200913242009136
왕십리 큐브스테이트, 행당동 286-25,5층,2020 11 6,"16,800/0",16.53,5.0,2018,22442.267573696146,41.37596371882086
성동샤르망, 행당동 192-29,5층,2020 11 14,"3,000/50",24.84,7.5,2004,3067.5048018159605,70.34398463418894
뚝섬리치빌A동, 성수동1가 656-1041,2층,2020 11 4,"15,750/0",21.77,6.6,2017,23863.636363636364,0.0
성수동 뉴타운오피스텔, 성수동1가 72-69,6층,2020 11 13,"1,000/70",32.39,9.8,2003,13802.708428284468,18.337912087912088
휴아름 스튜디오, 성북동1가 35-22,7층,2020 11 20,"1,000/65",17.42,5.3,2015,2414.3955276030747,118.04682040531098
광남 제니텔, 삼선동5가 298-10,6층,2020 11 18,"2,000/85",51.09,15.5,2003,1962.5022009313736,56.56676968037415
동선아르텔, 동선동1가 85-66,5층,2020 11 2,"9,000/0",21.25,6.4,2002,12383.0525535071,12.587412587412587
엔젤오피스텔, 동선동3가 24,4층,2020 11 3,"7,500/7",25.56,7.7,2004,11994.744767808423,4.055739395047974
피아빌딩, 동선동3가 40-1,9층,2020 11 3,"13,000/0",29.67,9.0,2001,14444.444444444443,0.0
(114-1), 보문동2가 114-1,2층,2020 11 20,"1,500/40",17.55,5.3,2018,2830.1886792452833,75.47169811320755
	(335-16)	, 석관동 335-16,2층,2020 11 4,"7,000/0",21.44,6.5,2004,10307.692307692309,0.0
브룩스톤오피스텔, 석관동 135-2,4층,2020 11 16,"10,000/8",33.15,10.0,2003,11166.666666666668,7.75
DK빌딩, 공덕동 27-4,7층,2020 11 11,"1,000/85",25.49,7.7,2020,1099.8010998010998,95.73534573534573
백상프로포즈오피스텔, 공덕동 26-7,17층,2020 11 21,"27,300/0",46.88,14.2,2012,18676.943821992016,0.0
대성힐스오피스텔, 공덕동 26-4,16층,2020 11 24,"14,280/0",18.98,5.7,2016,20841.33782491568,11.978609625668447
팰리스페트라, 영등포동1가 24,5층,2020 11 6,"17,850/0",29.19,8.8,2017,21974.431818181816,0.0
SJ팰리스, 영등포동1가 79-2,4층,2020 11 11,"3,000/80",35.03,10.6,2017,3207.547169811321,70.75471698113208
페트라, 영등포동1가 22-1,6층,2020 11 20,"14,000/5",22.4,6.8,2015,22180.54130137461,5.8325024925224325
여의도광장, 영등포동1가 26-1,14층,2020 11 21,"16,000/0",16.47,5.0,2020,29389.104402091405,3.710575139146568
폴라리스오피스텔, 영등포동1가 27-1,7층,2020 11 24,"14,500/0",19.08,5.8,2003,22027.309718582797,13.106956979396116
메트로가든, 영등포동1가 75-4,3층,2020 11 26,"15,000/0",20.7,6.3,2013,23809.523809523813,0.0
미담, 영등포동2가 28-142,4층,2020 11 3,"21,520/0",38.72,11.7,2018,18393.162393162394,0.0
그린나래, 영등포동2가 28-118,5층,2020 11 4,"3,000/95",56.51,17.1,2014,1754.3859649122805,55.55555555555556
더메종315, 영등포동2가 315,3층,2020 11 9,"25,330/0",33.16,10.0,2019,25330.0,0.0
와이에이치빌리지, 영등포동2가 284-3,4층,2020 11 12,"22,500/0",34.48,10.4,2018,21634.615384615387,0.0
범영오피스텔, 영등포동2가 29-72,7층,2020 11 18,"17,000/0",30.0,9.1,2012,19824.530308401278,0.0
와이에이치빌리지, 영등포동2가 94-319,7층,2020 11 20,"20,000/0",16.67,5.0,2020,40000.0,0.0
루브르하우스, 영등포동2가 284-4,2층,2020 11 24,"20,000/0",33.46,10.1,2018,19801.980198019803,0.0
더 위일 중마루, 영등포동2가 28-116,2층,2020 11 26,"17,000/0",18.68,5.7,2018,30366.826156299838,0.0
투프레이즈오피스텔, 영등포동2가 28-140,3층,2020 11 27,"11,000/0",18.37,5.6,2003,18258.928571428572,0.0
여의도 디앤써밋, 영등포동2가 94-154,6층,2020 11 27,"3,000/60",19.6,5.9,2019,2824.858757062147,114.68926553672317
(28-114), 영등포동2가 28-114,6층,2020 11 30,"28,000/10",34.9,10.6,2020,26322.038249261972,6.546014632268001
소담더블린, 영등포동3가 1-9,10층,2020 11 23,"10,000/0",15.58,4.7,2018,8672.19135873616,60.22029613578909
에쉐르아이 시네마 쇼핑몰, 영등포동3가 9-13,13층,2020 11 24,"14,000/0",28.63,8.7,2005,16091.954022988506,0.0
더-위일 신세계, 영등포동3가 17-3,6층,2020 11 25,"17,000/0",17.66,5.3,2020,32075.47169811321,0.0
WD스퀘어, 영등포동3가 20,13층,2020 11 30,"2,000/65",16.83,5.1,2020,19299.636412583284,51.305170185913965
영등포 점프밀라노, 영등포동3가 7,15층,2020 11 30,"1,000/60",37.05,11.2,2005,11482.94930875576,10.714285714285715
지울빌딩, 영등포동4가 117-5,5층,2020 11 16,"20,000/0",25.16,7.6,2017,26315.789473684214,0.0
영등포 센트럴 푸르지오 시티, 영등포동4가 443,10층,2020 11 24,"21,000/0",29.75,9.0,2013,10802.096266652985,43.93726591760299
글로벌엠제이, 영등포동4가 147-5,6층,2020 11 26,"32,000/0",31.24,9.5,2020,33684.21052631579,0.0
스퀘어뷰, 영등포동4가 117-7,3층,2020 11 26,"17,650/0",22.08,6.7,2016,26343.283582089553,0.0
양우화인텔, 영등포동6가 3-2,7층,2020 11 5,"12,000/0",23.77,7.2,1999,16666.666666666664,0.0
부자빌딩, 영등포동6가 22-1,10층,2020 11 18,"16,000/0",17.77,5.4,2016,30864.1975308642,0.0
더하우스, 영등포동6가 92,2층,2020 11 20,"27,000/0",27.6,8.3,2017,32530.120481927705,0.0
블리스 다임빌, 영등포동7가 91-2,4층,2020 11 2,"26,250/0",22.12,6.7,2018,39179.10447761194,0.0
방배 노블루체 서리풀, 방배동 426-1,8층,2020 11 9,"38,000/0",29.98,9.1,2020,28585.160067284338,43.258831492083836
강임하이빌, 방배동 476-1,7층,2020 11 16,"17,000/0",25.44,7.7,2002,12146.676852559209,40.48892284186402
반포스테이2차, 방배동 751-9,3층,2020 11 18,"28,000/0",23.09,7.0,2019,38526.02796264767,7.996698137543207
양재동 오피스텔, 양재동 208-8,5층,2020 11 7,"3,000/65",37.38,11.3,2001,2654.867256637168,57.52212389380531
	(728)	, 우면동 728,5층,2020 11 19,500/45,13.86,4.2,2013,3084.3369324473974,98.73627260981914
미라쉘, 우면동 765,6층,2020 11 30,"19,100/0",27.25,8.2,2015,12319.887386872226,43.87161935213549
강남역 롯데골드로즈, 서초동 1330-6,8층,2020 11 4,"1,000/75",33.23,10.1,2004,5645.378917591007,56.046210824089904
대우도씨에빛2, 서초동 1328-11,9층,2020 11 6,"2,000/105",38.81,11.7,2005,19322.024335147693,24.216524216524217
대우도씨에빛, 서초동 1328-7,18층,2020 11 9,"25,000/0",40.45,12.2,2003,16195.532331382066,20.474137931034484
강남태영데시앙루브, 서초동 1303-35,10층,2020 11 12,"1,000/80",28.05,8.5,2005,10301.841948900772,54.117647058823536
서초 리슈빌, 서초동 1589-10,3층,2020 11 12,"3,000/53",19.61,5.9,2015,13362.894677985549,55.400293668621224
더샾서초, 서초동 1445-14,11층,2020 11 21,"34,000/0",38.94,11.8,2006,11685.109959378067,52.892561983471076
그린빌오피스텔, 서초동 1601-2,4층,2020 11 21,"8,500/9",24.15,7.3,1999,14506.934399727728,3.5225048923679063
서초동 대우디오빌프라임, 서초동 1337-22,7층,2020 11 23,"47,000/0",60.03,18.2,2005,17934.33776352325,37.62949023080755
코업레지던스/서초동, 서초동 1679-1,2층,2020 11 26,"7,000/40",24.16,7.3,2004,13201.420598680872,54.337899543379
서초대우디오빌, 서초동 1355-17,6층,2020 11 27,"29,400/0",45.17,13.7,2004,10269.461989031093,42.88845166455661
덕산스테이트, 봉천동 866-6,5층,2020 11 2,"17,000/0",19.14,5.8,2017,10960.591133004926,71.42857142857143
	(1687-11)	, 봉천동 1687-11,4층,2020 11 3,"8,000/0",13.12,4.0,2002,20000.0,0.0
신원메트로빌, 봉천동 870-13,3층,2020 11 3,"21,000/0",36.93,11.2,2006,10641.361256544504,27.329842931937172
	(957-45)	, 봉천동 957-45,2층,2020 11 4,"9,000/0",18.9,5.7,2003,15521.855486173059,0.0
리츠오피스텔, 봉천동 875-3,3층,2020 11 4,"16,000/0",15.69,4.7,2019,34042.55319148936,0.0
더품, 봉천동 896-20,3층,2020 11 5,"26,000/0",33.1,10.0,2020,33917.5234936429,5.555555555555555
우남네오폴리스, 봉천동 1597-1,6층,2020 11 6,"4,000/39",19.8,6.0,2005,6904.761904761905,64.04761904761905
	(1564-1)	, 봉천동 1564-1,2층,2020 11 7,"6,000/20",17.5,5.3,2004,11320.754716981133,37.735849056603776
(877-23), 봉천동 877-23,2층,2020 11 7,"18,000/0",15.37,4.6,2017,39130.4347826087,0.0
메이플하우스, 봉천동 876-3,5층,2020 11 7,"3,000/60",17.54,5.3,2017,5660.377358490567,113.20754716981133
YK타워, 봉천동 912-14,12층,2020 11 8,"19,000/0",14.99,4.5,2019,42222.222222222226,0.0
프라비다1, 봉천동 869-3,12층,2020 11 10,"2,000/56",18.22,5.5,2012,2272.7272727272725,107.27272727272727
라온2, 봉천동 868-25,4층,2020 11 11,"5,000/55",21.5,6.5,2019,10520.277973694123,81.5206647504784
예림오피스텔, 봉천동 883-3,5층,2020 11 12,"3,000/30",18.81,5.7,2004,5263.157894736842,52.63157894736842
(851-10), 봉천동 851-10,7층,2020 11 12,"15,000/0",16.19,4.9,2018,26736.027744431103,28.472722422302255
센트럴 포인트, 봉천동 893-27,5층,2020 11 13,"1,000/65",16.45,5.0,2019,21925.92592592593,48.88888888888889
이아오피스텔, 봉천동 881-2,3층,2020 11 14,"1,000/38",16.5,5.0,2003,9200.0,61.6
마이죤, 봉천동 876-16,3층,2020 11 14,"3,500/27",19.8,6.0,2004,4166.666666666667,56.111111111111114
	(1594-2)	, 봉천동 1594-2,6층,2020 11 14,"23,000/0",25.62,7.8,2005,21323.312702623047,0.0
(854-4), 봉천동 854-4,11층,2020 11 14,"19,000/0",22.45,6.8,2017,30835.99637037914,0.0
제일캠퍼스텔, 봉천동 1566-10,5층,2020 11 15,"13,000/0",15.84,4.8,1998,27672.101449275364,0.0
청룡오피스텔, 봉천동 921-6,8층,2020 11 15,"13,000/0",13.2,4.0,2005,19330.07399577167,11.363636363636363
미래오피스텔, 봉천동 874-22,5층,2020 11 16,"5,000/30",19.8,6.0,2003,9790.189125295507,34.691489361702125
스마일타운, 봉천동 882-3,3층,2020 11 16,"1,000/62",17.7,5.4,2019,4702.581369248036,104.56416011971568
CJ오피스텔, 봉천동 881-26,8층,2020 11 17,"1,000/57",17.12,5.2,2017,4442.700156985871,105.07064364207221
수아주 서울대, 봉천동 1599-3,7층,2020 11 17,"3,000/55",17.98,5.4,2020,13756.613756613753,75.83774250440918
청룡2오피스텔, 봉천동 881-30,7층,2020 11 17,"18,000/0",26.88,8.1,2004,8387.799564270152,58.82352941176471
씨티 빌, 봉천동 875-5,8층,2020 11 17,500/50,17.82,5.4,2002,1342.5925925925926,84.87654320987653
다온쉐르빌, 구로동 1132-29,2층,2020 11 5,"16,000/4",32.85,9.9,2016,16161.616161616163,4.040404040404041
태형팰리스, 구로동 109-1,10층,2020 11 13,"28,900/0",29.98,9.1,2020,32637.36263736264,0.0
신동아미래지움오피스텔, 구로동 474-1,7층,2020 11 20,"29,000/0",81.21,24.6,2004,11406.025824964134,5.8498537536561575
스타팰리스(603-9), 구로동 603-9,9층,2020 11 25,"14,700/0",37.22,11.3,2003,10616.378704874276,19.523809523809526
예성유토피아(187-4), 구로동 187-4,9층,2020 11 25,"2,000/80",38.6,11.7,2005,5384.615384615386,50.62458908612754
신도림 로제리움, 구로동 43-1,8층,2020 11 28,"1,000/40",20.09,6.1,2012,7310.589277802395,53.167922020381056
하나세인스톤3차, 구로동 46-4,11층,2020 11 30,"3,000/47",25.67,7.8,2011,11193.293885601575,28.303747534516766
순영웰라이빌1차, 구로동 106-10,3층,2020 11 30,"11,000/0",27.76,8.4,2003,9048.73724993077,16.10305958132045
하나세인스톤1차, 구로동 110-8,3층,2020 11 30,"16,500/0",27.86,8.4,2011,12812.846068660017,20.487264673311184
삼부르네상스파크빌, 가리봉동 137-4,7층,2020 11 24,"1,000/55",23.66,7.2,2006,11222.083333333336,11.574074074074074
홈런오피스텔, 고척동 76-4,6층,2020 11 13,"9,000/0",26.91,8.1,2003,9327.846364883402,13.717421124828533
대림리더스오피스텔, 고척동 76-183,8층,2020 11 26,"8,400/0",17.67,5.3,2014,14152.466448063933,16.473149492017416
진오피스텔, 개봉동 403-18,5층,2020 11 26,"7,000/41",19.05,5.8,2012,9482.758620689654,37.06896551724138
우분투포레스트, 개봉동 70-16,14층,2020 11 27,"3,000/55",26.78,8.1,2020,2306.9104244227574,75.10655355528505
오류동역솔리스타, 오류동 75-2,2층,2020 11 3,"8,000/0",19.09,5.8,2016,6344.827586206897,42.413793103448285
락스테이, 오류동 6-59,3층,2020 11 15,"21,500/0",29.97,9.1,2018,16556.776556776556,11.446886446886449
현대 썬앤빌 구로, 오류동 34-13,2층,2020 11 25,"9,800/0",16.42,5.0,2014,5387.096774193549,52.12903225806451
글로리로뎀큐, 오류동 6-16,6층,2020 11 25,"12,500/0",16.41,5.0,2019,23773.809523809523,0.0
포스시티, 오류동 51-31,5층,2020 11 25,"2,000/35",19.24,5.8,2014,5040.693938744915,51.29578068108803
칸타빌레5차, 오류동 59-20,5층,2020 11 26,"1,000/60",21.47,6.5,2019,8721.678321678322,52.13986013986013
(47-24), 오류동 47-24,15층,2020 11 27,"14,000/0",20.97,6.3,2017,8327.230617178104,49.02654234987318
프리가, 오류동 55-16,4층,2020 11 28,500/50,20.73,6.3,2013,3762.492651381541,53.968253968253975
아크로펠리스, 오류동 46-2,11층,2020 11 28,500/42,18.0,5.4,2004,4855.52334176187,54.01172052548197
칸타빌레, 오류동 47-31,10층,2020 11 28,"14,000/0",29.7,9.0,2013,14183.84648960817,11.320775834088796
아델리아, 오류동 55-19,5층,2020 11 30,"13,000/0",22.01,6.7,2019,10517.460302908064,37.84196340166489
예성 라온팰리스, 오류동 33-33,17층,2020 11 30,"28,000/0",69.93,21.2,2007,9372.532072203629,11.838293914429975
이좋은집, 오류동 46-1,6층,2020 11 30,"2,000/50",34.07,10.3,2005,3156.6934781480654,46.15928782592515
노량진큐브스테이트, 노량진동 267-6,8층,2020 11 17,"22,000/0",22.39,6.8,2020,28625.76064908722,12.170385395537526
그린시티, 상도동 183-28,3층,2020 11 25,"9,450/0",13.5,4.1,2018,17741.233472940796,36.19939229695327
상도 프라이드 522, 상도1동 522,9층,2020 11 30,"3,000/80",21.72,6.6,2020,4545.454545454546,121.21212121212122
	(1007-19)	, 사당동 1007-19,3층,2020 11 9,"17,325/0",32.7,9.9,2002,9260.204081632653,24.489795918367342
더원캐슬, 사당동 1049-8,2층,2020 11 28,"33,000/0",43.15,13.1,2020,23718.285577313116,12.690378729210458
샹그리라, 녹번동 83-58,3층,2020 11 22,"15,000/0",45.21,13.7,2011,10948.905109489051,0.0
샹그리라, 불광동 281-49,4층,2020 11 20,"20,000/0",29.73,9.0,2018,20202.020202020205,0.0
	(281-37)	, 불광동 281-37,6층,2020 11 27,"1,000/50",46.89,14.2,2011,704.2253521126761,35.21126760563381
씨케이 리츠빌, 갈현동 456-14,2층,2020 11 12,"4,000/21",21.68,6.6,2003,7456.4174564174555,17.713817713817715
힐튼렉스빌, 구산동 3-24,2층,2020 11 11,"14,000/1",41.71,12.6,2011,11481.481481481482,0.26455026455026454
뉴아름빌, 구산동 3-3,2층,2020 11 17,"23,500/0",55.69,16.8,2015,13809.523809523813,0.0
서원피렌체, 대조동 59-46,5층,2020 11 2,"20,600/0",35.44,10.7,2019,18971.96261682243,0.0
엠케이뷰오피스텔, 대조동 15-127,2층,2020 11 9,"17,000/0",15.95,4.8,2020,36388.76556047812,0.0
동양빌, 대조동 29-15,4층,2020 11 10,"5,000/20",26.73,8.1,2011,8197.530864197532,12.34567901234568
도원빌딩, 대조동 197-20,4층,2020 11 18,"14,500/0",34.23,10.4,2002,13942.307692307693,0.0
경인에버빌, 대조동 197-16,6층,2020 11 19,"30,000/0",42.87,13.0,2020,21564.293915040183,0.0
갈월동 에이트리움, 갈월동 101-49,20층,2020 11 21,"19,950/0",31.1,9.4,2004,11791.355310472401,25.23769941849842
센트레빌아스테리움서울, 동자동 45,12층,2020 11 19,"55,000/0",72.58,22.0,2013,10835.539225369732,51.55861088064477
서울역풍림아이원플러스, 서계동 219-17,14층,2020 11 20,"28,000/0",36.64,11.1,2004,10992.525398758115,40.829386975431596
용산씨제이나인파크, 문배동 24-6,10층,2020 11 15,"50,000/0",68.41,20.7,2007,22524.58465467082,3.061849357011635
삼라마이다스빌, 문배동 40-19,7층,2020 11 18,"24,000/0",38.63,11.7,2004,14816.756824187167,24.130144365438486
용산파크자이, 한강로1가 50-1,10층,2020 11 13,"23,000/0",28.46,8.6,2005,22061.05478293405,12.005888530004105
한강로벽산메가트리움, 한강로2가 2-8,5층,2020 11 7,"22,000/0",30.35,9.2,2005,21732.48049794967,11.21831412977562
아스테리움 용산, 한강로2가 419,28층,2020 11 23,"50,000/0",49.66,15.0,2012,30164.827078734364,0.0
한강현대하이엘, 한강로2가 2-36,12층,2020 11 26,"21,000/0",40.28,12.2,2005,14491.48254701092,11.520507938556861
한남파크뷰, 이태원동 130-11,4층,2020 11 6,"30,000/0",32.55,9.8,2020,30612.24489795918,0.0
원호엘리시온 오피스텔, 염창동 267-20,6층,2020 11 2,"5,000/52",37.63,11.4,2003,8889.0608875129,24.286205710354317
시원트레벨(266-8), 염창동 266-8,7층,2020 11 4,"25,000/0",56.8,17.2,2003,12710.505212510025,0.0
노블레르, 염창동 264-26,5층,2020 11 4,"23,000/0",27.72,8.4,2019,24903.273809523816,7.5892857142857135
리젠펠리스오피스텔, 염창동 253-2,4층,2020 11 5,"12,500/0",27.49,8.3,2014,14872.741167979042,0.0
대명투웨니퍼스트, 염창동 283-3,7층,2020 11 13,"14,000/0",15.04,4.5,2012,17437.499999999993,54.513888888888886
진영리버타운, 염창동 65,3층,2020 11 20,"29,100/0",34.23,10.4,2019,27385.520361990948,0.0
맥시하우스, 염창동 241-11,6층,2020 11 25,"14,000/0",15.6,4.7,2018,18947.368421052626,44.12094064949607
시원트레벨(266-4), 염창동 266-4,3층,2020 11 27,"26,250/0",85.83,26.0,2002,11987.179487179488,0.0
킹덤하이너스, 등촌동 656-41,10층,2020 11 14,"22,500/2",39.72,12.0,2018,20549.1908884766,0.2777777777777778
ACE A-ZONE, 등촌동 639-8,9층,2020 11 15,"24,000/0",59.04,17.9,2005,8395.142354252705,19.409013974130062
	(636-1)	, 등촌동 636-1,4층,2020 11 17,"2,000/47",30.24,9.1,1997,2747.252747252747,47.80219780219781
등촌동성원상떼뷰오피스텔, 등촌동 673-6,8층,2020 11 20,"1,000/57",38.98,11.8,2003,6081.604591207361,27.156653582376407
한울팰리스, 등촌동 510-2,2층,2020 11 23,"22,000/0",39.6,12.0,2017,19747.47474747475,0.0
한빛어반뉴스토리, 등촌동 656-37,17층,2020 11 28,"7,000/54",27.31,8.3,2017,17107.58425406696,33.882997427498005
청담라인씨티, 화곡동 920-17,2층,2020 11 2,"12,000/22",29.8,9.0,2018,11851.851851851852,25.185185185185187
에이탑오피스텔, 화곡동 70-5,3층,2020 11 11,"3,000/40",30.0,9.1,2003,3296.703296703297,43.956043956043956
세교예지안2차, 화곡동 925-11,4층,2020 11 12,"11,500/0",27.58,8.3,2013,13825.301204819276,0.0
(899-19), 화곡동 899-19,4층,2020 11 12,"3,000/60",31.45,9.5,2019,3157.894736842105,63.15789473684211
화곡투웨니퍼스트, 화곡동 105-378,9층,2020 11 13,"2,000/75",28.45,8.6,2018,1627.906976744186,83.72093023255813
	(24-104)	, 화곡동 24-104,3층,2020 11 14,"10,000/0",27.18,8.2,2002,12195.121951219515,0.0
아덴하임, 화곡동 24-92,15층,2020 11 14,"18,000/0",26.63,8.1,2020,17253.433208489387,15.730337078651683
삼성다빈치, 화곡동 917-14,2층,2020 11 15,500/50,18.9,5.7,2015,1315.7894736842104,83.33333333333331
	(925-3)	, 화곡동 925-3,2층,2020 11 18,500/45,19.12,5.8,2013,9597.701149425287,38.793103448275865
스위트132드림하우스, 화곡동 900-32,3층,2020 11 18,"12,500/0",18.6,5.6,2013,22588.443396226416,0.0
아델스하임, 화곡동 925-22,5층,2020 11 21,"1,000/60",25.94,7.8,2020,7905.982905982905,51.282051282051285
화성오피스텔(29-46), 화곡동 29-46,6층,2020 11 23,500/46,26.95,8.2,2003,6402.439024390245,28.04878048780488
동인오피스텔, 화곡동 29-39,2층,2020 11 24,"8,000/0",23.92,7.2,2002,12222.222222222223,0.0
천우네오젠 9차 및 오피스텔, 화곡동 916-6,7층,2020 11 25,"13,000/0",23.0,7.0,2009,17410.714285714283,0.0
청솔펠리스, 화곡동 920-16,3층,2020 11 30,"1,000/50",19.92,6.0,2012,1666.6666666666665,83.33333333333334
마곡파크뷰에이동, 가양동 275-1,7층,2020 11 14,"20,600/0",28.89,8.7,2017,23678.160919540234,0.0
다솔씨티하임, 가양동 250-2,3층,2020 11 16,"23,100/0",27.72,8.4,2018,25902.22575516693,0.0
더스위트캐슬, 역삼동 603-5,13층,2020 11 5,"1,000/100",20.61,6.2,2015,1612.9032258064515,153.2258064516129
루트원 레지던스, 역삼동 703-7,6층,2020 11 9,"18,740/0",18.92,5.7,2012,24870.141552849305,23.65458153878035
선릉역 우정에쉐르 멤버스, 역삼동 708-31,2층,2020 11 10,"19,000/0",33.33,10.1,2004,9815.776659633177,45.08196721311475
K타워 오피스텔, 역삼동 703-6,6층,2020 11 10,"21,500/0",21.26,6.4,2014,23102.678571428572,33.482142857142854
대우디오빌플러스, 역삼동 824-25,10층,2020 11 20,"25,000/0",38.96,11.8,2004,14191.417492804603,23.305084745762702
엘지역삼에클라트, 역삼동 736-24,8층,2020 11 25,"1,000/65",28.64,8.7,2004,17024.382211698787,17.099090686764935
네스빌, 역삼동 830-41,2층,2020 11 27,"15,500/0",24.0,7.3,2004,12330.550799086757,41.3931697108067
신논현 마에스트로, 역삼동 603-7,8층,2020 11 28,"1,000/70",20.35,6.2,2013,20579.11568409344,37.12458286985539
디오빌, 개포동 1236-4,4층,2020 11 2,"1,000/50",24.67,7.5,2005,2555.8069381598793,69.34389140271493
메트하임, 개포동 186-13,14층,2020 11 16,"24,000/0",22.0,6.7,2018,14813.415008093789,84.38148483573534
(1237-3), 개포동 1237-3,3층,2020 11 17,"5,000/70",29.95,9.1,2020,3570.5142745614003,81.97021939794931
하우징허브럭스, 개포동 1229-10,2층,2020 11 21,"40,000/0",59.77,18.1,2017,24133.945130347547,0.0
삼성 리치빌, 삼성동 52-9,1층,2020 11 23,"1,000/100",35.4,10.7,2003,963.9784613480225,76.53029646592807
(250-7), 잠실동 250-7,3층,2020 11 19,"27,300/0",37.26,11.3,2019,24159.29203539823,0.0
(383-19), 월계동 383-19,5층,2020 11 18,"1,000/45",15.15,4.6,2018,2569.0131124913723,107.38205031683295
스테이션빌 빌딩, 공릉동 383-7,5층,2020 11 4,"1,000/50",25.65,7.8,2004,1282.051282051282,64.1025641025641
엘네스트빌 오피스텔, 공릉동 653-5,5층,2020 11 14,500/45,22.8,6.9,2003,4615.28326745718,39.405797101449274
