건물명,주소,입력주소,경도,위도
퍼스티안,방학동 705-17,서울시  방학동 705-17,127.043887,37.667469
태솔에버빌,방학동 712-5,서울시  방학동 712-5,127.046094,37.662396
브라운스톤방학아파트,방학동 713,서울시  방학동 713,127.045003,37.663505
우암쎈스뷰아파트,방학동 713-12,서울시  방학동 713-12,127.045577,37.663843
금광포란재아파트,방학동 714-1,서울시  방학동 714-1,127.045158,37.664677
방학동삼성래미안2,방학동 715-12,서울시  방학동 715-12,127.045744,37.664997
방학E.S.A3아파트,방학동 716-1,서울시  방학동 716-1,127.044877,37.666315
방학E.S.A2아파트,방학동 716-5,서울시  방학동 716-5,127.045445,37.666202
방학 지음재힐스,방학동 717-2,서울시  방학동 717-2,127.044817,37.667441
방학E.S.A1아파트,방학동 718-7,서울시  방학동 718-7,127.045846,37.668512
대상타운현대아파트,방학동 720-1,서울시  방학동 720-1,127.048123,37.665053
방학동삼성래미안1,방학동 720-18,서울시  방학동 720-18,127.047192,37.666973
극동아파트,방학동 730,서울시  방학동 730,127.026788,37.664428
한화/성원아파트,방학동 731,서울시  방학동 731,127.031634,37.661387
신동아아파트4,방학동 732,서울시  방학동 732,127.029917,37.662634
청구아파트,방학동 734,서울시  방학동 734,127.026154,37.657467
성원아파트,방학동 735,서울시  방학동 735,127.035848,37.661565
신동아타워아파트,방학동 736,서울시  방학동 736,127.028847,37.662166
신동아아파트5,방학동 738,서울시  방학동 738,127.028481,37.663253
효성하이타운아파트,방학동 739,서울시  방학동 739,127.032972,37.661334
동양크레오아파트,방학동 740,서울시  방학동 740,127.030245,37.664475
성진파크뷰 아파트,방학동 741,서울시  방학동 741,127.035391,37.660958
한림리첸빌101동,방화동 168-38,서울시  방화동 168-38,126.818256,37.573061
양진마니아,방화동 182-44,서울시  방화동 182-44,126.818651,37.571687
길훈,방화동 201-1,서울시  방화동 201-1,126.822228,37.568821
마곡나루경남아파트,방화동 207-5,서울시  방화동 207-5,126.822058,37.568126
한미(286-1),방화동 286-1,서울시  방화동 286-1,126.8152,37.573751
노블하이츠,방화동 493-10,서울시  방화동 493-10,126.807182,37.573905
지니스힐,방화동 537-1,서울시  방화동 537-1,126.808019,37.57185
방화3차우림필유,방화동 546-1,서울시  방화동 546-1,126.80836,37.568222
한오,방화동 547-11,서울시  방화동 547-11,126.808416,37.568971
한진로즈힐,방화동 579,서울시  방화동 579,126.813666,37.57124
성옥,방화동 583-23,서울시  방화동 583-23,126.809889,37.569562
삼미,방화동 585-4,서울시  방화동 585-4,126.808396,37.567385
통일102동(597-24),방화동 597-24,서울시  방화동 597-24,126.812003,37.56834
세왕,방화동 608-97,서울시  방화동 608-97,126.815453,37.564888
원미,방화동 614-11,서울시  방화동 614-11,126.808879,37.564777
형제,방화동 615-103,서울시  방화동 615-103,126.807944,37.565876
Air Palace(619-7),방화동 619-7,서울시  방화동 619-7,126.80752,37.5627
현대,방화동 793,서울시  방화동 793,126.814429,37.570275
신동아,방화동 796,서울시  방화동 796,126.81619,37.569851
진로,방화동 804,서울시  방화동 804,126.808411,37.577116
방화5,방화동 814,서울시  방화동 814,126.81048,37.577236
방화6단지,방화동 816,서울시  방화동 816,126.81095,37.578313
동성,방화동 817,서울시  방화동 817,126.812209,37.579578
개화,방화동 819,서울시  방화동 819,126.812655,37.580736
방화4단지,방화동 831,서울시  방화동 831,126.814675,37.576837
청솔,방화동 832,서울시  방화동 832,126.812939,37.575711
방화그린,방화동 839,서울시  방화동 839,126.819172,37.574575
장미,방화동 841,서울시  방화동 841,126.817492,37.574135
방화12도시개발공사,방화동 852,서울시  방화동 852,126.806748,37.570621
마곡삼성아파트,방화동 857,서울시  방화동 857,126.822087,37.572045
삼성꽃마을,방화동 858,서울시  방화동 858,126.813188,37.572091
마곡청구아파트,방화동 859,서울시  방화동 859,126.821461,37.572985
마곡서광(치현마을),방화동 860,서울시  방화동 860,126.819244,37.579315
홍익,방화동 861,서울시  방화동 861,126.808301,37.573313
한숲마을대림,방화동 862,서울시  방화동 862,126.817546,37.577127
마곡현대아파트,방화동 863,서울시  방화동 863,126.819571,37.572957
청성,방화동 866,서울시  방화동 866,126.811967,37.57416
길성그랑프리텔,방화동 867,서울시  방화동 867,126.816268,37.569185
신안네트빌1단지,방화동 868,서울시  방화동 868,126.80997,37.570861
신안네트빌2단지,방화동 869,서울시  방화동 869,126.809528,37.570189
동부센트레빌,방화동 870,서울시  방화동 870,126.805984,37.5731
방신서광,방화동 871,서울시  방화동 871,126.810723,37.571958
대망드림힐,방화동 872,서울시  방화동 872,126.814967,37.570587
우림루미아트,방화동 873,서울시  방화동 873,126.814994,37.571731
대림e-편한세상,방화동 874,서울시  방화동 874,126.808105,37.570031
방화동동부센트레빌(875번지),방화동 875,서울시  방화동 875,126.814884,37.574415
마곡우림필유아파트,방화동 876,서울시  방화동 876,126.821277,37.571713
청성(877-0),방화동 877,서울시  방화동 877,126.812,37.566358
월드메르디앙 101동,방화동 878,서울시  방화동 878,126.809168,37.575033
"월드메르디앙 201동,202동",방화동 879,서울시  방화동 879,126.810217,37.574584
치현마을동일스위트리버,방화동 880,서울시  방화동 880,126.815781,37.579236
보람,방화동 881,서울시  방화동 881,126.812232,37.574596
마곡보타닉경남아너스빌,방화동 883,서울시  방화동 883,126.818632,37.572191
마곡 태승훼미리아파트,방화동 884,서울시  방화동 884,126.819949,37.571195
방화동2차태승훼미리,방화동 885,서울시  방화동 885,126.807963,37.568957
개화산경남아너스빌,방화동 887,서울시  방화동 887,126.808788,37.571894
마곡경남아너스빌,방화동 888,서울시  방화동 888,126.820587,37.570228
방화3차태승훼미리,방화동 889,서울시  방화동 889,126.808478,37.567899
마곡푸르지오,방화동 890,서울시  방화동 890,126.821701,37.569969
태승훼미리4차,방화동 891,서울시  방화동 891,126.809354,37.571873
마곡승윤노블리안아파트,방화동 892,서울시  방화동 892,126.817547,37.571369
동부강서센트레빌3차(893-0),방화동 893,서울시  방화동 893,126.816,37.571804
동부강서센트레빌3차(894-0),방화동 894,서울시  방화동 894,126.815987,37.5712
동일스위트리버2차,방화동 895,서울시  방화동 895,126.816162,37.578753
마곡일성트루엘,방화동 897,서울시  방화동 897,126.822102,37.571081
경동팰리스힐,방화동 898,서울시  방화동 898,126.809511,37.571261
새로나음,방화동 899,서울시  방화동 899,126.811104,37.574323
방화메이빌,방화동 902,서울시  방화동 902,126.813987,37.579578
신세계아파트,방화동 903,서울시  방화동 903,126.809152,37.571096
번동한양아파트,번동 133-1,서울시  번동 133-1,127.040931,37.626773
번동솔그린,번동 136,서울시  번동 136,127.039478,37.62613
한솔솔파크,번동 138,서울시  번동 138,127.038955,37.627126
해모로아파트,번동 139,서울시  번동 139,127.037424,37.626375
훼밀리힐,번동 148-490,서울시  번동 148-490,127.037006,37.624488
현대(148-494),번동 148-494,서울시  번동 148-494,127.037533,37.624952
완성,번동 148-496,서울시  번동 148-496,127.036876,37.624956
장원(101),번동 148-500,서울시  번동 148-500,127.037607,37.624502
기산그린,번동 191,서울시  번동 191,127.043642,37.627353
신원,번동 204,서울시  번동 204,127.043085,37.625727
주공4단지,번동 234,서울시  번동 234,127.039304,37.630778
주공3단지,번동 237,서울시  번동 237,127.041661,37.629013
주공2단지,번동 241,서울시  번동 241,127.045467,37.626422
주공1단지,번동 242,서울시  번동 242,127.047349,37.624536
수유역두산위브1,번동 410,서울시  번동 410,127.031976,37.63589
수유역두산위브2,번동 411,서울시  번동 411,127.030924,37.635728
효성인텔리안,번동 418-3,서울시  번동 418-3,127.027012,37.638616
파크에비뉴,번동 446-57,서울시  번동 446-57,127.025116,37.636311
쌍용,번동 459-110,서울시  번동 459-110,127.032258,37.63774
다우(459-63),번동 459-63,서울시  번동 459-63,127.031034,37.63864
드래곤타워,번동 460-67,서울시  번동 460-67,127.031414,37.637273
백운,번동 461-1,서울시  번동 461-1,127.030493,37.638437
삼성,번동 470-1,서울시  번동 470-1,127.031961,37.641413
번동금호어울림,번동 656,서울시  번동 656,127.035906,37.630787
동문,번동 657,서울시  번동 657,127.038193,37.623858
한진,번동 658,서울시  번동 658,127.044289,37.624611
오동공원현대,번동 760,서울시  번동 760,127.035478,37.631432
센트로힐,번동 761,서울시  번동 761,127.036128,37.634582
리버빌(삼성),보광동 151,서울시  보광동 151,127.000919,37.524173
주미,보광동 260-6,서울시  보광동 260-6,126.999556,37.527928
카사빌라,보광동 35-5,서울시  보광동 35-5,127.003565,37.526791
신동아1,보광동 448,서울시  보광동 448,127.001848,37.525785
광남캐스빌,보문동2가 6-5,서울시  보문동2가 6-5,127.017493,37.58707
현대I-PARK,보문동3가 2,서울시  보문동3가 2,127.016618,37.585603
이편한세상보문(임대),보문동3가 229,서울시  보문동3가 229,127.017447,37.583672
이편한세상 보문,보문동3가 230,서울시  보문동3가 230,127.01583,37.582677
보문하우스토리,보문동4가 116,서울시  보문동4가 116,127.020894,37.584116
아남,보문동6가 36-2,서울시  보문동6가 36-2,127.017254,37.581094
보문파크뷰자이,보문동6가 458,서울시  보문동6가 458,127.018375,37.580247
극동강변,본동 148-2,서울시  본동 148-2,126.951794,37.511493
한강쌍용,본동 150,서울시  본동 150,126.952915,37.512161
신동아,본동 481,서울시  본동 481,126.951638,37.50969
유원강변,본동 482,서울시  본동 482,126.950681,37.514997
경동윈츠리버,본동 484,서울시  본동 484,126.954386,37.509705
한신휴플러스,본동 487,서울시  본동 487,126.949715,37.508889
한신휴플러스(임대),본동 488,서울시  본동 488,126.950973,37.508702
본동에스에이치빌(임대),본동 490,서울시  본동 490,126.949688,37.510799
삼성래미안,본동 492,서울시  본동 492,126.950097,37.509901
래미안트윈파크,본동 494,서울시  본동 494,126.950671,37.514114
현대(관악),봉천동 1000,서울시  봉천동 1000,126.959358,37.492125
더갤러리테라스,봉천동 100-20,서울시  봉천동 100-20,126.959273,37.481969
일두(1021),봉천동 1021,서울시  봉천동 1021,126.954689,37.488831
관악미래가,봉천동 148-129,서울시  봉천동 148-129,126.963697,37.479278
경원로얄시티,봉천동 148-139,서울시  봉천동 148-139,126.963712,37.479008
해바라기,봉천동 1500,서울시  봉천동 1500,126.928903,37.493087
신양,봉천동 1511-29,서울시  봉천동 1511-29,126.934347,37.489568
금강아미움(101동),봉천동 1522-28,서울시  봉천동 1522-28,126.940255,37.48198
금강아미움(102동),봉천동 1522-29,서울시  봉천동 1522-29,126.94055,37.481875
금강아미움(103동),봉천동 1522-30,서울시  봉천동 1522-30,126.940846,37.481769
금강아미움(106동),봉천동 1522-31,서울시  봉천동 1522-31,126.940714,37.481516
금강아미움(105동),봉천동 1522-32,서울시  봉천동 1522-32,126.940418,37.48163
금강아미움(104동),봉천동 1522-33,서울시  봉천동 1522-33,126.940111,37.481736
대경,봉천동 1531-34,서울시  봉천동 1531-34,126.938461,37.480919
무학,봉천동 1531-39,서울시  봉천동 1531-39,126.938706,37.481164
e편한세상 서울대입구2차,봉천동 1544-1,서울시  봉천동 1544-1,126.942097,37.478798
서울대입구아이원 (1560-61),봉천동 1560-61,서울시  봉천동 1560-61,126.944988,37.478301
서울대입구아이원(1560-62),봉천동 1560-62,서울시  봉천동 1560-62,126.946097,37.478194
서울대입구한양아이클래스,봉천동 1568-1,서울시  봉천동 1568-1,126.950335,37.479115
생모리츠타운,봉천동 1574-1,서울시  봉천동 1574-1,126.947671,37.478821
서울대입구삼성,봉천동 1591-2,서울시  봉천동 1591-2,126.952141,37.476103
캠브리지하우스,봉천동 1592-16,서울시  봉천동 1592-16,126.952356,37.475321
로얄클래스,봉천동 1593-14,서울시  봉천동 1593-14,126.952427,37.474241
하이캐슬102동,봉천동 1595-12,서울시  봉천동 1595-12,126.953563,37.474656
하이캐슬101동,봉천동 1595-14,서울시  봉천동 1595-14,126.953457,37.47498
아가토스9,봉천동 1595-7,서울시  봉천동 1595-7,126.953152,37.474941
뉴그린아파트,봉천동 1598-49,서울시  봉천동 1598-49,126.953136,37.478509
수아주서울대,봉천동 1599-3,서울시  봉천동 1599-3,126.953519,37.479476
신성새실마을101동,봉천동 1605-1,서울시  봉천동 1605-1,126.95362,37.477873
신성새실마을102동,봉천동 1605-39,서울시  봉천동 1605-39,126.953792,37.477722
신성새실마을103동,봉천동 1605-40,서울시  봉천동 1605-40,126.953661,37.477351
골드하임,봉천동 1606-9,서울시  봉천동 1606-9,126.953459,37.476421
푸르빌3차,봉천동 1608-23,서울시  봉천동 1608-23,126.954335,37.476078
반석블레스빌,봉천동 1615-17,서울시  봉천동 1615-17,126.954722,37.475856
새진3차,봉천동 1618-27,서울시  봉천동 1618-27,126.956097,37.476976
새진(1619-27),봉천동 1619-27,서울시  봉천동 1619-27,126.956471,37.477727
동아타운,봉천동 1629-2,서울시  봉천동 1629-2,126.96122,37.476895
동원낙성대,봉천동 1630-7,서울시  봉천동 1630-7,126.962087,37.476344
휴먼아파트 B,봉천동 1644-31,서울시  봉천동 1644-31,126.968709,37.474141
새진 (1653-10),봉천동 1653-10,서울시  봉천동 1653-10,126.97026,37.474785
미래,봉천동 1654-14,서울시  봉천동 1654-14,126.96985,37.474998
노들리안3,봉천동 1667-13,서울시  봉천동 1667-13,126.954521,37.482188
탑,봉천동 1672-10,서울시  봉천동 1672-10,126.958051,37.480408
낙성대에메랄드,봉천동 1690-158,서울시  봉천동 1690-158,126.966931,37.47599
