건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균
주풍그린빌, 길동 323-1,5층,2020 10 23,"    40,000/         0",224.47,67.9,1996,5891.016200294551,0.0
형인허브빌아파트, 길동 100,2층,2020 10 25,"    39,900/         0",83.27,25.2,2005,13603.652706062345,3.9682539682539684
에스엠이로빌, 길동 358-1,2층,2020 10 26,"    20,000/        50",84.98,25.7,2004,7782.101167315176,19.455252918287936
신암가온, 길동 414-6,4층,2020 10 26,"    24,000/         0",56.7,17.2,2002,14050.387596899227,0.0
도고하임, 길동 413-54,18층,2020 10 27,"     1,000/        63",18.81,5.7,2014,8636.026686434396,71.09518710704775
다성이즈빌(324-6), 길동 324-6,5층,2020 10 28,"    40,000/         0",84.93,25.7,2005,15564.202334630352,0.0
이스트드림힐, 길동 385-4,12층,2020 10 29,"    63,000/         0",80.17,24.3,2003,14717.56044238683,16.1474408436214
장인이즈빌, 길동 475,11층,2020 10 31,"    35,000/        55",82.91799999999999,25.1,2004,10602.61982373536,11.849571411324398
하이브, 길동 456-2,5층,2020 10 31,"    35,000/         0",84.94,25.7,2006,15953.30739299611,3.8910505836575875
청원파크빌, 둔촌동 90,3층,2020 10 10,"    30,000/        40",84.78,25.6,2003,17251.337548638134,3.90625
아인리베, 둔촌동 488,5층,2020 10 14,"    41,000/         0",83.5,25.3,2005,17167.999751019266,0.0
노바, 둔촌동 61-9,1층,2020 10 21,"    36,750/         0",77.34,23.4,2002,13408.119658119658,0.0
동아, 둔촌동 94-16,7층,2020 10 23,"    33,000/         0",54.22,16.4,1992,15100.371213813825,6.8493150684931505
광남캐스빌101동, 둔촌동 435-7,7층,2020 10 24,"    60,000/         0",83.97,25.4,2004,21653.543307086617,0.0
찬솔, 둔촌동 46-20,4층,2020 10 26,"    40,000/         0",83.39,25.2,2007,16039.690965820135,6.587615283267457
성원, 둔촌동 613,3층,2020 10 31,"    29,000/         0",59.22,17.9,1995,16934.081482864643,0.0
다성이즈빌, 암사동 459-1,6층,2020 10 16,"    40,000/         0",53.23,16.1,2016,24955.38518289582,3.2102728731942207
대송, 암사동 440-4,6층,2020 10 24,"    18,900/         0",70.6,21.4,2003,7302.7306550914645,22.511848341232227
중명, 성내동 434-4,5층,2020 10 7,"    38,000/         0",89.4,27.0,1999,13093.388835225107,8.287292817679557
센츄럴(438-2), 성내동 438-2,4층,2020 10 7,"    29,900/         0",79.48,24.0,2000,13582.107843137255,0.0
한솔애리즈601동, 성내동 199-19,12층,2020 10 10,"    35,000/        30",72.24,21.9,2005,15981.735159817354,13.698630136986303
둔촌역청구, 성내동 419-1,11층,2020 10 12,"    45,000/         0",59.87,18.1,1999,18547.43068842215,4.012421981927754
태천해오름(412-1), 성내동 412-1,7층,2020 10 12,"    43,000/         0",80.86,24.5,2002,12220.07709283249,9.22266139657444
광남캐스빌(448-5), 성내동 448-5,8층,2020 10 14,"    55,000/         0",84.48,25.6,2001,21484.375,0.0
현대상가, 성내동 383-11,6층,2020 10 14,"    32,220/        30",111.0,33.6,1993,10800.229449321629,4.4642857142857135
한솔브리즈(199-4), 성내동 199-4,5층,2020 10 15,"    40,000/         0",84.52,25.6,2004,12570.3125,10.15625
광남캐스빌(443-26), 성내동 443-26,4층,2020 10 15,"    30,000/        40",62.43,18.9,2009,18642.50141630204,3.023431594860167
해가든(454-1), 성내동 454-1,4층,2020 10 17,"    54,000/         0",82.97,25.1,2005,21513.94422310757,0.0
성내동대성, 성내동 51,9층,2020 10 17,"    62,000/         0",84.98,25.7,2003,17604.484405698753,8.523366339096214
센츄럴(438-6), 성내동 438-6,2층,2020 10 21,"    32,000/         0",81.57,24.7,2000,13967.611336032389,0.0
동원, 성내동 457-4,3층,2020 10 24,"    54,000/         0",84.66,25.6,2002,14160.15625,14.6484375
광남캐스빌3, 성내동 602,1층,2020 10 27,"    34,000/         0",83.19,25.2,2004,14973.782238356227,0.0
중앙하이츠, 성내동 410-2,1층,2020 10 28,"    50,000/         0",84.95,25.7,2001,18203.99528464678,0.0
천호네스빌, 천호동 170-2,4층,2020 10 6,"    21,000/         0",46.01,13.9,2003,9354.880458853931,24.56636632441619
강변그대가갤럭시, 천호동 570,9층,2020 10 7,"    58,000/        65",84.99,25.7,2009,20178.27364408799,6.809338521400779
천호2차우림루미아트, 천호동 50,8층,2020 10 8,"    28,000/        60",84.7,25.6,2004,10937.5,23.4375
브라운스톤 암사아파트, 천호동 288-29,7층,2020 10 14,"    47,000/        20",84.97,25.7,2005,18193.440800444692,5.00277932184547
삼익아파트, 천호동 288-5,10층,2020 10 15,"    25,000/       100",114.49,34.6,1997,14463.818999225476,9.490197901706601
평대미진아파트, 천호동 22-17,4층,2020 10 15,"    17,000/        70",84.14,25.5,2003,8758.169934640522,16.99346405228758
천호1차우림루미아트, 천호동 47-24,7층,2020 10 23,"    36,000/         0",69.62,21.1,2004,16131.602201309406,0.0
집앤사스윗사이드아파트, 천호동 328-1,6층,2020 10 27,"    18,400/         0",14.02,4.2,2019,43078.62679955702,0.0
시티빌아파트, 천호동 287-16,3층,2020 10 30,"    33,000/         0",83.29,25.2,2006,10344.789890244436,13.774104683195594
성원, 중곡동 681,18층,2020 10 10,"    45,000/         0",84.98,25.7,1998,15744.064893838095,0.0
중곡1단지, 중곡동 191-77,1층,2020 10 13,"    15,000/         0",57.88,17.5,1976,5785.714285714285,13.038548752834467
삼성로얄3, 중곡동 109-2,5층,2020 10 15,"    35,500/         0",77.22,23.4,2002,15170.940170940172,0.0
삼보글로벌102동, 중곡동 647-2,4층,2020 10 16,"    40,000/         0",80.5,24.4,2003,16393.44262295082,0.0
중곡2단지, 중곡동 190-26,3층,2020 10 27,"     2,000/        74",55.9,16.9,1976,7712.647928994084,13.609467455621303
삼보글로벌101동, 중곡동 647-1,3층,2020 10 29,"    39,500/         0",78.84,23.8,2003,17331.93277310924,0.0
광진해모로리버뷰, 구의동 547-7,4층,2020 10 13,"    73,500/         0",135.5,41.0,2009,19527.09689191655,0.0
아차산한라아파트, 구의동 662,1층,2020 10 15,"    45,000/         0",80.55,24.4,2009,16486.956804579757,8.196721311475411
파크타운, 구의동 665,7층,2020 10 16,"    42,000/         0",59.6,18.0,2015,22385.555555555555,0.0
구의현대6단지, 구의동 610,11층,2020 10 24,"    50,400/         0",84.92,25.7,1994,17348.28955901427,15.045395590142673
현대13차폴라트리움, 구의동 199-23,4층,2020 10 26,"    90,000/         0",154.92,46.9,2006,20896.31403274931,3.7798022872649732
주성힐스톤, 구의동 664,2층,2020 10 26,"    15,000/        90",70.96,21.5,2014,15116.279069767443,20.930232558139537
욱현(208-1), 구의동 208-1,4층,2020 10 31,"    31,500/         0",71.99,21.8,2001,13987.065724169046,0.0
유진스웰, 광장동 121,15층,2020 10 14,"   150,000/         0",142.431,43.1,2011,22928.435194912447,0.0
연세리버빌6차, 광장동 184-1,1층,2020 10 15,"    40,000/       180",174.83,52.9,1997,7561.436672967864,34.02646502835539
광장동현대Ⅰ빌라트, 광장동 350-1,6층,2020 10 17,"    82,000/         0",163.79,49.5,2002,16565.656565656565,0.0
워크힐팰리스, 광장동 125,8층,2020 10 27,"    54,500/         0",100.67,30.5,2005,17131.147540983606,0.0
워커힐푸르지오, 광장동 148-4,9층,2020 10 30,"    47,000/         0",69.0,20.9,1987,19656.20697621663,12.49828819571124
파라다이스리버빌, 자양동 690-58,4층,2020 10 1,"    72,000/         0",185.04,56.0,2001,12857.142857142859,0.0
대종리버빌, 자양동 553-314,5층,2020 10 9,"    48,000/         0",112.51,34.0,2003,14117.64705882353,0.0
광진하우스토리한강, 자양동 813,9층,2020 10 14,"   110,000/         0",141.54,42.8,2008,17256.42461246923,13.532518130046018
이튼타워리버2차, 자양동 507-6,10층,2020 10 16,"    10,000/       184",84.96,25.7,2006,21091.21676394293,21.6981801232166
대보, 자양동 798-4,4층,2020 10 17,"    46,500/         0",81.46,24.6,2003,13888.888888888887,0.0
삼성홈타운, 자양동 770-2,2층,2020 10 26,"    10,000/         0",77.82,23.5,2007,3290.4502721425033,19.767441860465116
자양9차현대홈타운, 자양동 790,1층,2020 10 30,"    72,000/         0",82.56,25.0,2002,20023.605959258133,16.400000000000002
브라운스톤, 화양동 21-2,13층,2020 10 11,"    36,000/         0",58.24,17.6,2006,20670.858329487768,0.0
왕십리 지웰, 하왕십리동 1064,8층,2020 10 9,"    52,500/         0",84.98100000000001,25.7,2009,20525.291828793775,0.0
삼성홈타운, 마장동 834,6층,2020 10 30,"     4,000/        50",15.77,4.8,2015,16072.525846641889,78.63791998224842
벽산, 사근동 314,3층,2020 10 9,"    40,000/         0",59.84,18.1,2000,12211.019627233054,14.489326482791236
극동옥정, 옥수동 557,1층,2020 10 18,"    34,000/         0",59.34,18.0,1998,14740.624885204117,14.914492962482587
신장미, 성수동1가 656-421,4층,2020 10 20,"     5,000/        60",53.87,16.3,1983,10457.039634633129,7.1881159259362075
우방, 성수동1가 705,2층,2020 10 30,"    58,000/         0",84.96,25.7,1997,20885.891022077794,0.0
갤러리아 포레, 성수동1가 685-696,16층,2020 10 30,"   250,000/         0",170.98,51.7,2011,48252.5562078393,0.0
금호타운2, 성수동2가 832,3층,2020 10 21,"    50,000/         0",59.94,18.1,1997,21070.97322566936,3.3999150021249465
우방2, 성수동2가 286,15층,2020 10 31,"    39,900/         0",59.82,18.1,1999,20203.369590239414,2.6940895488029466
동관아트빌, 안암동3가 42-1,4층,2020 10 9,"     2,000/       125",89.56,27.1,2004,738.0073800738007,46.125461254612546
동일스카이, 정릉동 800-95,4층,2020 10 2,"    20,000/         0",82.69,25.0,2010,8000.0,0.0
우정에쉐르, 정릉동 1033,11층,2020 10 17,"    52,000/         0",84.92,25.7,2009,13858.499317090067,5.558193874047418
신아, 길음동 1076,3층,2020 10 26,"     1,000/        50",81.22,24.6,1975,406.5040650406504,20.325203252032516
"래미안종암3차(임대111동,112동,134-1)", 종암동 134-1,12층,2020 10 22,"     7,677/         0",40.87,12.4,2011,3933.9275909402877,13.12971859986273
성북힐스테이트(102동), 하월곡동 88-957,8층,2020 10 14,"    60,000/         0",114.68,34.7,2007,16342.462105724337,0.0
월곡두산위브(임대), 하월곡동 222-1,8층,2020 10 26,"     3,111/         6",30.057,9.1,2003,3418.6813186813188,6.593406593406595
우남푸르미아, 상월곡동 55-56,9층,2020 10 6,"    25,000/         0",59.64,18.0,1994,13985.543536324787,3.2407407407407405
그린빌아파트, 장위동 314,2층,2020 10 7,"    24,000/         0",84.69,25.6,2002,12500.0,0.0
삼익아파트, 장위동 60-1,9층,2020 10 9,"    35,000/         0",80.32,24.3,2006,10913.889603007432,0.0
H하우스 장위, 장위동 50-46,7층,2020 10 16,"     1,500/        69",33.0366,10.0,2020,4594.741858095895,50.822381609648694
우방아파트, 장위동 312,18층,2020 10 26,"    45,000/         0",114.73,34.7,2001,11311.60660581871,6.445672191528544
꿈의숲아이파크, 장위동 189-3,5층,2020 10 29,"    62,000/         0",84.47,25.6,2020,24218.75,0.0
중앙하이츠, 석관동 110-2,13층,2020 10 14,"    33,000/         0",59.79,18.1,1994,13832.756483292844,1.5346838551258437
상진지오벨리B, 독산동 1017-24,6층,2020 10 26,"    25,000/         0",66.5,20.1,2004,7545.1654195864185,6.631299734748009
e편한세상 독산 더타워, 독산동 1007-13,36층,2020 10 28,"     7,000/       160",78.5532,23.8,2019,16054.09143115234,15.95395258641985
독산오르페움타워, 독산동 989,7층,2020 10 29,"    28,000/         0",40.074,12.1,2020,22177.9195463406,0.0
독산현대, 독산동 293-10,1층,2020 10 31,"    35,000/         0",58.72,17.8,1999,14522.360882888483,1.601123595505618
예일, 시흥동 920-35,5층,2020 10 8,"    25,000/         0",80.26,24.3,2004,10104.35038212816,0.0
대도훼미리, 시흥동 989-11,5층,2020 10 17,"    17,000/         0",54.18,16.4,1991,9372.870963346506,0.0
시흥(817-29), 시흥동 817-29,5층,2020 10 18,"     9,000/         0",39.83,12.0,1975,6333.333333333334,0.0
쉼터빌리지, 시흥동 558-17,4층,2020 10 22,"    18,000/         0",76.62,23.2,2001,7758.620689655172,0.0
현대(209), 시흥동 209,1층,2020 10 23,"    30,000/         0",82.53,25.0,1996,11279.609279609282,0.0
