건물명,주소,경도,위도
아트빌딩, 성수동1가 685-308,127.0426822,37.54814897
성수 그린빌, 성수동1가 685-54,127.0435846,37.54792095
한스포레, 성수동1가 72-114,127.0487714,37.54077009
성수동 뉴타운오피스텔, 성수동1가 72-69,127.0490445,37.54170705
청재오피스텔, 성수동1가 72-71,127.0492132,37.54138955
B동, 성수동2가 255-7,127.0607605,37.54005077
성수동램킨중흥S클래스오피스텔, 성수동2가 277-101,127.0613784,37.54465419
성수아카데미타워, 성수동2가 277-17,127.0578211,37.54518683
성원상떼뷰오피스텔, 성수동2가 277-37,127.0625129,37.54369114
성수동 아스테리아, 성수동2가 278-29,127.0611681,37.54642485
(299-134), 성수동2가 299-134,127.0528963,37.5497294
테라타워, 성수동2가 299-242,127.055081,37.54800467
송정동센스빌오피스텔, 송정동 81-16,127.0563568,37.54968353
"	(17-6)	", 송파동 17-6,127.1074762,37.50650927
한솔파크빌, 송파동 18-10,127.1080659,37.50652041
상아빌리지, 송파동 18-9,127.107935,37.50643046
현대레이크빌, 송파동 31-2,127.1069854,37.51071439
(58-14), 송파동 58-14,127.1078578,37.51128945
트윈레이크팰리스빌, 송파동 58-15,127.1076064,37.51109191
나루빌, 송파동 85-5,127.1082423,37.50493308
동광팰리스, 송파동 86-1,127.1093477,37.50544941
두산위브파빌리온, 수송동 58,126.9818284,37.57255789
두온오피스텔, 수유동 223-1,127.0230702,37.63889579
효성 인텔리안 오피스텔, 수유동 230-7,127.0234355,37.63644592
(274-5), 수유동 274-5,127.0147954,37.64762067
쏠라리움타워, 수유동 45-1,127.0227024,37.63590127
제네스타워, 수유동 48-1,127.0228659,37.63439756
수유프리미어엠, 수유동 48-8,127.0221738,37.63433561
씨엘블루, 수유동 50-17,127.0218409,37.63341761
태솔캡슬, 수유동 50-20,127.0219164,37.63274697
연승카운티, 수유동 50-30,127.021605,37.63313994
삼성쉐르빌, 수유동 50-31,127.0220314,37.63212558
한원힐트리움 수유 아파트, 수유동 738,127.0238698,37.64456473
수유동이테크밸리오피스텔, 수유동 95-7,127.0228373,37.63377747
덕수궁롯데캐슬, 순화동 217,126.9703537,37.56358693
경일오피스텔, 숭인동 1367,127.0229505,37.5748871
동양파라빌, 숭인동 1388,127.0228539,37.57401358
"	(1392)	", 숭인동 1392,127.0227196,37.57371691
종로 아인스빌, 숭인동 1392-1,127.0227243,37.57356439
아이비씨 호텔 앤 오피스텔, 숭인동 1396,127.0228806,37.57328205
버넷하임1, 숭인동 1421,127.0223676,37.57374606
종로 동광모닝스카이, 숭인동 1421-1,127.0223773,37.57344425
숭인한양LEEPS, 숭인동 1421-2,127.0223706,37.57361828
그레이스탑, 숭인동 178-94,127.0202647,37.57510892
엘리시앙오피스텔, 숭인동 200-33,127.019894,37.57396405
종로유케이201, 숭인동 201-11,127.0213077,37.5738384
아폴리움 오피스텔, 숭인동 201-7,127.0214925,37.57395254
종로 중흥 S클래스, 숭인동 202-3,127.0216876,37.57354579
블루카운티 숭인Ⅰ, 숭인동 217-16,127.0196456,37.57284785
케이디오피스텔, 숭인동 217-26,127.019461,37.57320091
블루빌, 숭인동 243,127.0174973,37.57260379
삼전솔하임2차, 숭인동 296-19,127.0167283,37.5724091
종로대우디오빌, 숭인동 310,127.0161039,37.57283567
디세븐, 숭인동 313-12,127.0162506,37.57232755
(317-29), 숭인동 317-29,127.0167211,37.57203357
"	(317-35)	", 숭인동 317-35,127.0164955,37.57186519
헤스티아, 숭인동 317-48,127.0165126,37.57146345
삼전솔하임4차, 숭인동 318-2,127.0167137,37.5713361
우영빌딩, 숭인동 72-83,127.0180793,37.57398382
롯데캐슬 천지인, 숭인동 76,127.0162463,37.57384669
(113-4), 시흥동 113-4,126.8973761,37.45853847
센트로힐, 시흥동 118-87,126.8982001,37.45427677
시흥 사거리 와이즈 플레이스, 시흥동 882-61,126.9009957,37.45502696
금천리메인시티, 시흥동 883-11,126.9013144,37.45390986
백운매트로엔, 시흥동 935-1,126.9041834,37.44855932
그린하이클라스빌, 시흥동 989-10,126.9007833,37.44923593
산들파크빌2, 시흥동 992-63,126.8993074,37.4525996
산들파크빌7, 시흥동 992-67,126.8995031,37.45239236
해담채, 시흥동 994-1,126.9001154,37.45427823
., 시흥동 995-34,126.8981756,37.45353644
HEY NEST, 시흥동 998-10,126.8983422,37.45404813
지엠씨타워, 시흥동 998-12,126.8986296,37.45416962
나인팰리스, 시흥동 998-5,126.8980153,37.45411248
공덕프로포즈Ⅱ, 신공덕동 15-80,126.9550243,37.54502097
메트로디오빌, 신공덕동 167,126.9528682,37.54348955
블루마리오피스텔, 신공덕동 3-3,126.9570316,37.54679883
상원빌딩, 신내동 492-4,127.1002148,37.60140468
엘리어트하우스, 신내동 644,127.0944438,37.61548399
금강리빙스텔, 신내동 646,127.0928724,37.61633105
디아뜨갤러리, 신내동 648,127.091338,37.61699424
은수빌딩, 신당동 120-1,127.0180078,37.56530945
신당역솔하임, 신당동 140-23,127.0212199,37.56538243
아리스타 에스디, 신당동 160-1,127.0223765,37.56516974
신당아르브, 신당동 160-5,127.0233238,37.56497459
승리빌딩, 신당동 309-45,127.013152,37.55963289
"	(340-123)	", 신당동 340-123,127.0122619,37.55604809
"	(340-73)	", 신당동 340-73,127.0126992,37.55790022
JK오피스텔, 신당동 353-22,127.0076747,37.55138918
남산더힐A동, 신당동 420-17,127.0098392,37.55674631
남산더힐B동, 신당동 420-23,127.009942,37.55657852
(420-9), 신당동 420-9,127.0097619,37.55697068
대현프리몰, 신당동 421-1,127.0094593,37.55698283
디앤씨타워, 신대방동 342-15,126.9281845,37.49700207
신라스테이해링턴타워, 신대방동 698,126.9044377,37.4855749
동작상떼빌, 신대방동 719,126.9067442,37.48758713
신도림삼성쉐르빌 1, 신도림동 271-25,126.8814098,37.51432624
콜카빌, 신도림동 271-41,126.8807358,37.51378541
골든애비뉴, 신도림동 276-32,126.8807609,37.51334557
신도림1차푸르지오, 신도림동 337,126.8877987,37.50944906
신도림월드메르디앙오피스텔, 신도림동 387-3,126.8821212,37.50961413
신도림팰러티움, 신도림동 412-3,126.881869,37.50396919
신도림 에스케이뷰, 신도림동 432-1,126.8864947,37.50705476
신도림3차푸르지오, 신도림동 435-10,126.8841286,37.50683055
신도림 큐브스테이트, 신도림동 436-7,126.8837788,37.50642042
디팰리스, 신문로2가 171,126.9735744,37.56999031
보성리엔빌, 신사동 17-7,126.9098845,37.59875656
명진하이빌, 신사동 20-29,126.9106153,37.59839741
정원 TOP 오피스텔, 신사동 21-12,126.9133685,37.59831104
"	(23-22)	", 신사동 23-22,126.9150603,37.59855668
신사동 23-48, 신사동 23-48,126.9149838,37.59810482
포레스트힐시티, 신설동 100-26,127.0263801,37.57127066
청광플러스원청계오피스텔, 신설동 109-8,127.0247666,37.57174646
드림빌리지 오피스텔, 신설동 117-14,127.023597,37.57348383
신설동 지웰홈스, 신설동 117-9,127.0236093,37.57318847
스테이 하이 오피스텔, 신설동 72-8,127.0254869,37.57741154
(81-79), 신설동 81-79,127.0234592,37.5764823
"	(89-29)	", 신설동 89-29,127.0257014,37.57698479
"	(89-38)	", 신설동 89-38,127.0256301,37.57715302
동은컴페니언오피스텔, 신설동 89-53,127.0264431,37.5768709
동광동대문베르빌, 신설동 97-8,127.026302,37.57458299
신설동주상복합, 신설동 98-49,127.0256095,37.57574512
그라비스, 신월동 131-2,126.8316236,37.53161995
에이엔타워, 신월동 145-6,126.8295476,37.53513183
신목동샤르망오피스텔, 신월동 235-7,126.8388788,37.52853016
로빈시그니쳐, 신월동 474-12,126.8496934,37.52566461
오진오피스텔, 신월동 506-8,126.8483631,37.52330383
"	(545-2)	", 신월동 545-2,126.8407953,37.51778987
(547-3), 신월동 547-3,126.839493,37.51840338
세아쎄닛빌, 신월동 547-5,126.8394721,37.51823387
골든캐슬, 신월동 96-5,126.8310137,37.53595766
에비앙빌딩, 신정동 1029-14,126.8553956,37.52114382
양지, 신정동 1148-9,126.853826,37.51724039
명진오피스텔, 신정동 1192-16,126.8499714,37.52190521
"	(1192-3)	", 신정동 1192-3,126.8505383,37.52206816
신정동대우미래사랑5차, 신정동 1290-4,126.8432507,37.5098046
목동대림아크로텔, 신정동 318-1,126.8694343,37.52243373
제이월드빌, 신정동 318-17,126.8695496,37.52179469
동문비젼오피스텔, 신정동 318-6,126.8690847,37.52152211
우림필유, 신정동 319,126.8690484,37.5209034
헤리티지, 신정동 319-17,126.8691844,37.51913208
헤리티지Ⅱ, 신정동 319-18,126.869278,37.51948009
이스타빌 3차, 신정동 323-9,126.8620545,37.51642268
목동2차아크로텔, 신정동 324,126.8591054,37.51524495
"	(903-27)	", 신정동 903-27,126.8604849,37.52586013
클레버 타워, 신정동 944-3,126.8522252,37.52410399
천우비지움오피스텔, 신정동 953-5,126.8584276,37.52512893
문화트윈타워, 신정동 971-1,126.8519262,37.52282091
리더스파크빌, 신정동 971-24,126.8519889,37.52270282
퀸즈 포디엄, 신정동 972-6,126.8529196,37.52146833
하나목동아이파크 뷰, 신정동 973-40,126.8530775,37.52193742
잠실 푸르지오 월드마크, 신천동 11-4,127.1035654,37.51744225
더샵스타리버, 신천동 11-8,127.1043935,37.517983
대원쉐르빌, 쌍문동 601,127.03925,37.65743845
"	(639-3)	", 쌍문동 639-3,127.0382838,37.65669011
"	(669-3)	", 쌍문동 669-3,127.0377979,37.6556338
happy house, 쌍문동 669-4,127.0377399,37.6555362
백경타운, 쌍문동 88-4,127.0353174,37.65047281
(327-10), 아현동 327-10,126.9546679,37.55668294
"	(331-22)	", 아현동 331-22,126.9542477,37.55688324
트렌빌, 아현동 331-29,126.953651,37.55684523
우리家, 아현동 353-4,126.9505821,37.55680419
고려아카데미텔, 아현동 437-3,126.9561806,37.55133916
아현 라온빌, 아현동 709,126.96051,37.55768606
효성인텔리안, 아현동 733,126.956801,37.5524864
마포 에스케이 허브 블루, 아현동 737,126.9565177,37.55199734
"	(119-9)	", 안암동2가 119-9,127.0244444,37.58664012
수산리빙텔, 안암동2가 154-1,127.0226562,37.58617256
한강시티라이프, 암사동 441,127.1297311,37.55537511
까사팔공육, 암사동 463-4,127.1288305,37.55291436
"	(500-10)	", 암사동 500-10,127.1287529,37.55202138
"	(500-9)	", 암사동 500-9,127.1287045,37.55188898
강동리시온, 암사동 501-19,127.1285559,37.55014778
서울오피스텔, 암사동 501-21,127.1285678,37.55081426
와이엔오피스텔, 암사동 501-8,127.1283635,37.55092696
암사오피스텔, 암사동 502-13,127.1273744,37.55114017
서일빌딩, 암사동 502-3,127.1269188,37.55095237
현운재, 암사동 503-24,127.1276968,37.55203757
(503-5), 암사동 503-5,127.1273625,37.55222928
로뎀하우스(503-9), 암사동 503-9,127.1272919,37.5515272
마일스톤, 암사동 505-10,127.1286915,37.55417693
스카이블루오피스텔, 암사동 512-10,127.1267273,37.54997023
에벤에셀나래하우스, 암사동 513-39,127.1260451,37.5482896
명성오피스텔, 암사동 513-8,127.1260838,37.54876048
양재동 오피스텔, 양재동 208-8,127.0344854,37.46544456
트윈타워(275-3), 양재동 275-3,127.0442778,37.47659155
트윈타워(275-4), 양재동 275-4,127.0439557,37.47688959
이스타빌, 양재동 3-14,127.0420638,37.48289534
서초미르, 양재동 402-5,127.050336,37.47171767
더스위트캐슬, 역삼동 603-5,127.0297064,37.50575437
신논현 마에스트로, 역삼동 603-7,127.0300942,37.50593318
강남 IBC 오피스텔, 역삼동 648-1,127.0310723,37.49976357
"	(677-4)	", 역삼동 677-4,127.0400935,37.5032581
리에바움 오피스텔, 역삼동 703,127.0441228,37.50461289
K타워 오피스텔, 역삼동 703-6,127.0443413,37.5045279
루트원 레지던스, 역삼동 703-7,127.0446357,37.50453117
우림루미아트1, 역삼동 706-11,127.0437263,37.50219738
좋은사람좋은집, 역삼동 706-12,127.0438955,37.50224584
능현오피스텔, 역삼동 708-16,127.0478217,37.50342913
금천빌딩, 역삼동 708-20,127.0479521,37.503139
에스케이허브 오피스텔, 역삼동 708-26,127.0490609,37.50354901
선릉역 우정에쉐르 멤버스, 역삼동 708-31,127.0483367,37.50311993
빌딩-에벤에셀, 역삼동 718-27,127.039666,37.50065688
역삼역센트럴푸르지오시티, 역삼동 719-24,127.0406443,37.50087535
amco square 720, 역삼동 720-22,127.041932,37.50133904
신일유토빌, 역삼동 735-11,127.0334808,37.49883406
(735-15), 역삼동 735-15,127.0334822,37.4985279
역삼 푸르지오 시티, 역삼동 735-17,127.0336435,37.49817678
메이플라워멤버스빌오피스텔, 역삼동 736-22,127.0347453,37.49874586
엘지역삼에클라트, 역삼동 736-24,127.035037,37.49854877
삼환 아르누보, 역삼동 769-1,127.039836,37.49583031
역삼 이스타빌, 역삼동 787-7,127.0431276,37.49375334
강남역두산위브센티움, 역삼동 823-26,127.0329321,37.4986518
크레신 타워Ⅱ, 역삼동 823-3,127.0316958,37.49842543
강남역 우정에쉐르, 역삼동 823-7,127.0322656,37.49840487
메가시티오피스텔, 역삼동 824-12,127.0302319,37.49739492
예성I라이프, 역삼동 824-13,127.030309,37.49757807
대우디오빌플러스, 역삼동 824-25,127.0310723,37.49758925
강남역투웨니퍼스트102동, 역삼동 824-49,127.0306271,37.4974464
강남역투웨니퍼스트101동, 역삼동 824-9,127.0305824,37.49753958
강남역 센트럴 푸르지오 시티, 역삼동 825-20,127.029294,37.49772711
강남역 효성해링턴 타워 더퍼스트, 역삼동 825-24,127.0297204,37.49700866
네스빌, 역삼동 830-41,127.0325306,37.49532564
역삼SK허브블루, 역삼동 831-40,127.0313101,37.49407388
에스케이허브젠, 역삼동 831-45,127.0310126,37.49366553
BIEL 106, 역삼동 832-16,127.0309379,37.49296512
강남역 쉐르빌, 역삼동 832-3,127.0307075,37.49235853
성우스타우스오피스텔, 역삼동 832-33,127.0320373,37.49239671
강남역 와이즈 플레이스, 역삼동 837-13,127.0318379,37.49172925
강남역 서희스타힐스 오피스텔, 역삼동 837-18,127.0325246,37.49137305
강남웅진베어스빌, 역삼동 838-10,127.0328412,37.49018594
SM 벨리체, 역촌동 2-38,126.9197627,37.60928816
"	(36-30)	", 역촌동 36-30,126.9162957,37.60190049
캐시아, 역촌동 41-17,126.9188246,37.601728
파크원, 역촌동 41-25,126.9194152,37.60191987
거장메카, 역촌동 42-8,126.919281,37.60076903
동인에버빌, 역촌동 43-62,126.9180964,37.60070428
해창위너스빌, 역촌동 43-68,126.9180087,37.60046956
대상오피스텔, 역촌동 8-15,126.9161231,37.60881906
삼성캐스빌, 역촌동 85-9,126.9153728,37.60050244
대보마로니에텔, 연건동 206,127.0004312,37.57618652
세레피아텔, 연건동 317,126.9999414,37.57617692
주함해븐타워 3동, 연지동 111,126.9992036,37.57439348
아르젠종로, 연지동 163-3,126.9987372,37.573241
리베르떼_연지, 연지동 222,127.0002671,37.57273078
로얄파크뷰, 연지동 238-5,127.00037,37.57251374
브라운 힐, 연희동 100-15,126.9295571,37.5720352
라이온스톤, 연희동 103-6,126.9292418,37.57240877
스페이스엠, 연희동 103-7,126.9291249,37.5725446
오벨리스크, 연희동 121-4,126.9299697,37.57090585
정연 지오빌, 연희동 122-3,126.9309479,37.56964182
"	(136-7)	", 연희동 136-7,126.9313703,37.56698591
연희미다스파크, 연희동 142-21,126.9353319,37.57802922
"	(188-3)	", 연희동 188-3,126.9303935,37.56661944
"	(188-57)	", 연희동 188-57,126.9303044,37.56649795
(193-9), 연희동 193-9,126.9287274,37.56554945
브라운스톤 연희, 연희동 194-30,126.9301258,37.56522738
연희소프트빌, 연희동 212-2,126.9288957,37.56375115
연희체스트빌, 연희동 218-1,126.9285019,37.56422131
THE연희힐, 연희동 218-11,126.9281891,37.56462768
(218-11), 연희동 218-11,126.9281891,37.56462768
현대싱그런, 연희동 340-27,126.9317258,37.56386514
"	(413-126)	", 연희동 413-126,126.9248005,37.56664596
"	(446-270)	", 연희동 446-270,126.920175,37.56716031
시아 루비움, 연희동 78-4,126.9350943,37.57326375
파라다이스텔에스비, 연희동 80-7,126.9348249,37.57122026
맥시하우스, 염창동 241-11,126.865652,37.55588107
등촌노블레르, 염창동 242-5,126.8671308,37.55552278
GF오피스텔, 염창동 250-5,126.874938,37.55021452
현진파크뷰, 염창동 252,126.8753419,37.55001407
리젠펠리스오피스텔, 염창동 253-2,126.8762816,37.55009348
그린뷰, 염창동 261-12,126.8768405,37.54826566
염창투웨니퍼스트, 염창동 262,126.8762876,37.54881862
동남빌리지, 염창동 263-20,126.8748112,37.54869826
노블레르, 염창동 264-26,126.8717648,37.54965952
성강에코텔, 염창동 264-35,126.8715518,37.55034691
한빛어반뉴스토리, 염창동 266-12,126.8701287,37.55073126
시원트레벨(266-18), 염창동 266-18,126.870711,37.55071824
시원트레벨(266-4), 염창동 266-4,126.8706317,37.55094413
시원트레벨(266-8), 염창동 266-8,126.8705251,37.55082191
서경팰리스, 염창동 267-10,126.8696952,37.55137286
원호엘리시온 오피스텔, 염창동 267-20,126.8681652,37.5517943
팔레시움, 염창동 283-2,126.8775023,37.547808
대명투웨니퍼스트, 염창동 283-3,126.8775105,37.54751062
아네스트염창, 염창동 310,126.8715679,37.5481855
진영리버타운, 염창동 65,126.869965,37.55638725
"	(618-22)	", 영등포동 618-22,126.9084111,37.51429736
여의도씨티아이, 영등포동1가 113-1,126.910729,37.51751202
소미여의도골드라인, 영등포동1가 118,126.9112699,37.51754844
여의도리슈빌DS, 영등포동1가 121-5,126.9117098,37.51720357
신한헤스티아, 영등포동1가 127,126.9106435,37.51715865
대승프린스텔, 영등포동1가 20-1,126.9157897,37.51781797
페트라, 영등포동1가 22-1,126.9154445,37.5178997
팰리스페트라, 영등포동1가 24,126.9155886,37.5177954
여의도광장, 영등포동1가 26-1,126.915222,37.51798806
폴라리스오피스텔, 영등포동1가 27-1,126.9150017,37.51811083
금반석 시티빌 8차, 영등포동1가 27-3,126.9149072,37.51814797
지엘 리베라움, 영등포동1가 28,126.9146483,37.51825204
여의도의아침, 영등포동1가 29,126.9143698,37.51831335
파크빌, 영등포동1가 31-6,126.9146798,37.51802003
필 오피스텔, 영등포동1가 55,126.913116,37.51732371
메트로가든, 영등포동1가 75-4,126.9134813,37.51775258
스페이스 오피스텔, 영등포동1가 76,126.9137818,37.51763865
SJ팰리스, 영등포동1가 79-2,126.9134355,37.5182768
여의도 명남 더블레스, 영등포동1가 79-3,126.9137126,37.51821606
여의도투웨니퍼스트, 영등포동1가 92-4,126.9131496,37.51831299
여의도더리브스타일, 영등포동1가 94-2,126.9131374,37.51775375
여의도스퀘어, 영등포동1가 99,126.9116682,37.51746745
(28-114), 영등포동2가 28-114,126.911482,37.52081704
더 위일 중마루, 영등포동2가 28-116,126.9111379,37.5205831
그린나래, 영등포동2가 28-118,126.911442,37.52047208
투프레이즈오피스텔, 영등포동2가 28-140,126.9102592,37.52177362
미담, 영등포동2가 28-142,126.9109635,37.5208853
와이에이치빌리지, 영등포동2가 284-3,126.909203,37.52065341
루브르하우스, 영등포동2가 284-4,126.9090177,37.52073021
범영오피스텔, 영등포동2가 29-72,126.9098995,37.52227877
더메종315, 영등포동2가 315,126.9089402,37.51997651
여의도 디앤써밋, 영등포동2가 94-154,126.9121659,37.52077206
와이에이치빌리지, 영등포동2가 94-319,126.9119681,37.52096985
더-위일 신세계, 영등포동3가 17-3,126.90741,37.51854762
소담더블린, 영등포동3가 1-9,126.9106725,37.51853089
WD스퀘어, 영등포동3가 20,126.9072847,37.51746849
영등포 점프밀라노, 영등포동3가 7,126.9055524,37.51907726
에쉐르아이 시네마 쇼핑몰, 영등포동3가 9-13,126.9064409,37.51768857
지울빌딩, 영등포동4가 117-5,126.9025964,37.51902448
스퀘어뷰, 영등포동4가 117-7,126.9024943,37.51888153
글로벌엠제이, 영등포동4가 147-5,126.9026599,37.51992982
영등포 센트럴 푸르지오 시티, 영등포동4가 443,126.9019622,37.51796603
부자빌딩, 영등포동6가 22-1,126.9047141,37.52242309
양우화인텔, 영등포동6가 3-2,126.9043127,37.52089475
더하우스, 영등포동6가 92,126.9018014,37.52090508
블리스 다임빌, 영등포동7가 91-2,126.9071825,37.52498637
"	(134-1)	", 오류동 134-1,126.8409289,37.49242181
예성라온팰리스, 오류동 33-1,126.8469293,37.49707065
예성 라온팰리스, 오류동 33-33,126.8472879,37.49733714
현대 썬앤빌 구로, 오류동 34-13,126.8447741,37.49703641
이좋은집, 오류동 46-1,126.8420318,37.49485707
아크로펠리스, 오류동 46-2,126.8419135,37.49460192
(47-24), 오류동 47-24,126.8413539,37.49442134
칸타빌레, 오류동 47-31,126.841341,37.49462282
포스시티, 오류동 51-31,126.8433479,37.49541004
프리가, 오류동 55-16,126.8450582,37.49587042
아델리아, 오류동 55-19,126.8443649,37.49563271
원타워3차, 오류동 58-1,126.8454237,37.49638377
칸타빌레5차, 오류동 59-20,126.8457585,37.49665269
글로리로뎀큐, 오류동 6-16,126.8403211,37.4951771
락스테이, 오류동 6-59,126.8398738,37.49500764
루체비스타, 오류동 6-63,126.8405482,37.49522549
다숲, 오류동 68-6,126.841893,37.49287841
삼백리치빌, 오류동 73-6,126.8408203,37.49295494
오류동역솔리스타, 오류동 75-2,126.8407918,37.49397065
해츠빌, 오류동 76-2,126.8405194,37.49399752
힐파빌리온, 오류동 9-9,126.8412761,37.4956658
오렌지카운티을지로, 오장동 145-1,127.0014087,37.56523799
코발트팰리스, 오장동 90-24,126.9998982,37.56409799
정석그라시아, 오장동 90-8,126.9996136,37.56426231
성원상떼뷰, 옥수동 475,127.0117444,37.5406127
The Mark, 용답동 228-8,127.0604645,37.5614289
어반 오피스텔, 용답동 229-10,127.0620238,37.56120561
용답동 큐브스테이트, 용답동 229-11,127.0615984,37.5612665
신창비바패밀리, 용답동 232-1,127.0633753,37.56128894
(233-8), 용답동 233-8,127.0656046,37.56069724
삼호오피스텔, 용답동 236-5,127.0690788,37.56020148
서희스타힐스리버파크, 용답동 238-12,127.0694933,37.55972443
오르세오피스텔, 용답동 238-2,127.0681075,37.5596191
랜드마크타워1, 용두동 100-1,127.0339536,37.57780608
동대문 베네스트, 용두동 100-8,126.8329463,37.53465869
동대문한양아이클래스, 용두동 112-8,127.0313773,37.57772867
(130-12), 용두동 130-12,127.0310503,37.57816961
바인르미에르, 용두동 130-4,127.0312494,37.57822671
두산베어스타워, 용두동 138-41,127.0323425,37.57857186
신설동역대우아이빌(236-1), 용두동 236-1,127.029463,37.57719622
신설동역대우아이빌(236-4), 용두동 236-4,127.0289718,37.57695784
청계 한양아이클래스, 용두동 255-49,127.0284558,37.57071915
창보리버리치, 용두동 255-58,127.0306907,37.57024275
청계 다우아트리체, 용두동 255-71,127.0327046,37.57082459
에이플러스빌, 용두동 40-35,127.0377067,37.57503738
삼영 오피스텔, 용두동 740-10,127.0294696,37.58144367
동의보감타워, 용두동 787,127.0376954,37.57780837
한방천하-용두동 포스빌, 용두동 788,127.0368805,37.57780605
용문 하이오피스텔, 용문동 10-4,126.9611563,37.53671837
"	(728)	", 우면동 728,127.0250898,37.46357416
서초 디벨리움 오피스텔, 우면동 755,127.0153731,37.45676743
주건축물제1동, 우면동 759,127.0156857,37.45720943
미라쉘, 우면동 765,127.0159132,37.45645804
서초리슈빌S글로벌, 우면동 787,127.0244888,37.45972524
코윈 팔레스뷰 오피스텔, 원남동 95,126.9976854,37.57551009
디아뜨 센트럴, 원효로1가 112-4,126.9646018,37.53959204
용산1차휴먼타운, 원효로1가 120-20,126.9562234,37.53323991
용산2차휴먼타운, 원효로1가 120-22,126.956115,37.53330072
하람 휴, 원효로1가 28-10,126.9651839,37.53962809
용산파크뷰, 원효로1가 46-3,126.9660947,37.5401442
아인하우스, 원효로3가 277-36,126.9578008,37.53515912
e테크밸리, 원효로3가 51-37,126.9658439,37.54002666
카펠라오피스텔, 월계동 366-3,127.0602575,37.6251117
모두스타빌, 월계동 379-17,127.0606618,37.62346843
(383-19), 월계동 383-19,127.0596225,37.62275091
을지 웰 라이프, 을지로4가 187-9,126.9834819,37.56498274
정건벨라지오오피스텔, 을지로5가 20-1,126.9951997,37.56526619
삼성골드캐슬, 을지로5가 273-2,127.0021591,37.56620727
삼성파크빌, 을지로5가 39-1,126.9944949,37.56484639
대성을지로오피스텔, 을지로5가 77-2,127.0021591,37.56620727
파인빌딩, 응암동 103-20,126.9215025,37.59888593
래디앙, 응암동 109-12,126.9211861,37.59937453
동인에버빌, 응암동 109-15,126.9208865,37.59931929
웨스트원 응암, 응암동 109-2,126.9217611,37.6000532
위산 일리온시티, 응암동 110-1,126.92068,37.59988518
신아굿모닝빌, 응암동 110-27,126.9202215,37.59937357
삼영N캐슬, 응암동 110-38,126.9196473,37.59924626
송원하이본, 응암동 111-1,126.918886,37.59945487
아름빌, 응암동 111-12,126.918268,37.59901993
하나테크빌, 응암동 111-13,126.9182129,37.59937681
백명TRENDY, 응암동 111-14,126.9177611,37.5992084
벽계화이트파크, 응암동 111-18,126.918134,37.59897911
대신텔, 응암동 111-57,126.9185966,37.59898646
백명 TRENDY, 응암동 111-61,126.9176903,37.59929733
네오라이프, 응암동 113-23,126.916453,37.59749831
대원아크로빌, 응암동 113-9,126.9167902,37.59809911
예지타운, 응암동 115-18,126.9192475,37.59881375
연일오피스텔, 응암동 115-31,126.9197338,37.59892086
미성드림투유, 응암동 116-15,126.9200128,37.59840081
"	(116-20)	", 응암동 116-20,126.9199202,37.59826727
첼라 오피스텔(117-39), 응암동 117-39,126.9186207,37.59646499
O.K 팰리스, 응암동 118-39,126.9175503,37.5973103
"	(118-49)	", 응암동 118-49,126.9172722,37.59699295
"	(120-14)	", 응암동 120-14,126.9176714,37.59629033
거성리젠시, 응암동 121-52,126.9170669,37.5962686
"	(122-6)	", 응암동 122-6,126.9162139,37.59658702
세영갤러리, 응암동 124-37,126.9176634,37.59469667
아우르미, 응암동 125-11,126.916811,37.59430595
거성리젠시, 응암동 126-10,126.9161132,37.59459517
디우 아르떼, 응암동 126-47,126.9166444,37.59450408
"	(20-2)	", 응암동 20-2,126.9357917,37.60016447
청수Ⅱ빌딩, 응암동 21-3,126.9358855,37.60002541
이레오피스텔, 응암동 30-1,126.9365177,37.599238
디우아르떼빌, 응암동 353-10,126.9182324,37.59031357
디우아르떼빌, 응암동 354-3,126.9180472,37.59046685
동인에버빌, 응암동 366-6,126.9185085,37.59105698
"	(427-113)	", 응암동 427-113,126.9186486,37.59452335
응암하이빌, 응암동 427-42,126.9188851,37.59502161
위산렉스빌, 응암동 589-9,126.9160432,37.59058787
"	(599-4)	", 응암동 599-4,126.916316,37.58906387
뉴캐슬, 응암동 601-24,126.9173125,37.58875532
"	(678-3)	", 응암동 678-3,126.9218972,37.58614062
현대아트빌, 응암동 84-30,126.9260084,37.60209474
한성벨라트리, 응암동 85-14,126.9249911,37.60177211
건우캐스텔, 응암동 88-29,126.9215441,37.60098504
응암아네스트, 응암동 88-8,126.9215347,37.60052109
캐스텔가든, 응암동 89-1,126.9212344,37.60135954
힐 오피스텔, 응암동 89-30,126.9210601,37.60080172
CJ드림시티(91-7), 응암동 91-7,126.9178155,37.59971219
CJ드림시티(91-8), 응암동 91-8,126.9172249,37.59954772
해들목휴먼빌, 응암동 96-35,126.9255781,37.60044778
바비엥-2, 의주로1가 25-10,126.9704135,37.55934419
한남파크뷰, 이태원동 130-11,126.9937318,37.53353451
(33-6), 익선동 33-6,126.9887253,37.5749463
BIZ-WELL 종로 오피스텔, 익선동 34,126.9886527,37.57440679
효성주얼리시티, 인의동 48-2,126.9987177,37.57155753
건대 메이저 캐슬, 자양동 219-24,127.0811376,37.53659605
제이 타워, 자양동 219-8,127.0821793,37.5365487
"	(224-12)	", 자양동 224-12,127.0782921,37.53809021
더샵스타시티, 자양동 227-7,127.0725908,37.53781043
제이원하이텔, 자양동 608-21,127.075852,37.53269957
