주택종류,소재지번,도로명,건물명,층,전용면적(㎡),계약년월,계약일,거래금액(만원),건축년도
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,14,20.62,202006,16,"        13,000",2015
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,19,23.85,202007,1,"        14,000",2015
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,6,39.71,202007,6,"        27,500",2015
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,10,39.71,202007,14,"        27,500",2015
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,13,23.85,202007,27,"        15,500",2015
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,17,39.71,202009,22,"        31,000",2015
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,20,20.62,202011,10,"        13,200",2015
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,8,20.62,202011,28,"        13,000",2015
오피스텔,서울특별시 동대문구 답십리동497-23,천호대로 257,청계 푸르지오시티,17,23.85,202012,19,"        15,000",2015
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,13,41.87,202001,14,"        18,850",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,14,31.86,202001,14,"        15,000",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,10,34.41,202001,23,"        15,500",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,6,34.41,202002,5,"        15,900",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,8,41.87,202007,10,"        19,000",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,3,28.25,202008,10,"        14,300",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,12,31.86,202008,29,"        15,000",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,5,41.87,202009,11,"        17,400",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,4,31.86,202010,17,"        14,550",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,10,31.86,202011,28,"        15,300",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,6,31.86,202012,1,"        14,950",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,8,31.86,202012,4,"        15,000",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,3,41.87,202012,9,"        18,300",2006
오피스텔,서울특별시 동대문구 답십리동999,천호대로 241,청계벽산메가트리움,5,34.41,202012,12,"        15,000",2006
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,3,22.14,202001,29,"        19,200",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,6,22.14,202002,1,"        19,000",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,5,22.14,202002,15,"        17,800",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,2,22.14,202003,10,"        19,500",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,5,29.93,202007,4,"        26,000",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,12,22.14,202007,20,"        19,750",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,4,22.14,202009,4,"        18,000",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,3,22.14,202010,21,"        18,000",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,7,29.93,202010,30,"        27,000",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,12,29.93,202011,22,"        29,700",2019
오피스텔,서울특별시 동대문구 답십리동530-17,황물로 168,한성아펠시티,8,22.14,202012,3,"        18,200",2019
오피스텔,서울특별시 동대문구 답십리동494-1,천호대로 289,한일노벨리아,10,19.05,202002,21,"        14,100",2016
오피스텔,서울특별시 동대문구 답십리동494-1,천호대로 289,한일노벨리아,9,19.05,202005,16,"        12,300",2016
오피스텔,서울특별시 동대문구 답십리동494-1,천호대로 289,한일노벨리아,5,19.05,202011,28,"        11,500",2016
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,9,28.31,202001,30,"        15,600",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,9,28.31,202002,8,"        16,500",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,11,28.31,202004,10,"        15,800",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,10,28.31,202004,14,"        14,900",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,8,29.48,202005,9,"        17,500",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,11,28.31,202006,5,"        14,200",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,6,28.31,202006,11,"        16,000",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,12,29.48,202009,6,"        14,600",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,12,29.48,202009,12,"        15,900",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,9,29.48,202010,27,"        15,500",2004
오피스텔,서울특별시 동대문구 신설동97-8,천호대로 23,동광동대문베르빌,7,29.48,202011,27,"        16,300",2004
오피스텔,서울특별시 동대문구 신설동89-53,왕산로 27,동은컴페니언오피스텔,7,31.8,202002,15,"        11,000",2003
오피스텔,서울특별시 동대문구 신설동89-53,왕산로 27,동은컴페니언오피스텔,9,22.44,202002,15,"         9,000",2003
오피스텔,서울특별시 동대문구 신설동89-53,왕산로 27,동은컴페니언오피스텔,9,22.44,202002,25,"        10,100",2003
오피스텔,서울특별시 동대문구 신설동89-53,왕산로 27,동은컴페니언오피스텔,10,31.8,202005,28,"        13,000",2003
오피스텔,서울특별시 동대문구 신설동89-53,왕산로 27,동은컴페니언오피스텔,10,22.44,202007,15,"        10,000",2003
오피스텔,서울특별시 동대문구 신설동89-53,왕산로 27,동은컴페니언오피스텔,8,22.44,202010,13,"        10,100",2003
오피스텔,서울특별시 동대문구 신설동89-53,왕산로 27,동은컴페니언오피스텔,9,22.44,202012,11,"        10,400",2003
오피스텔,서울특별시 동대문구 신설동117-14,난계로 246,드림빌리지 오피스텔,11,33.12,202003,16,"        16,000",2004
오피스텔,서울특별시 동대문구 신설동117-14,난계로 246,드림빌리지 오피스텔,3,33.12,202004,9,"        16,000",2004
오피스텔,서울특별시 동대문구 신설동117-14,난계로 246,드림빌리지 오피스텔,10,29.37,202009,21,"        15,200",2004
오피스텔,서울특별시 동대문구 신설동72-8,한빛로 20,스테이 하이 오피스텔,9,25.23,202004,10,"        29,500",2020
오피스텔,서울특별시 동대문구 신설동72-8,한빛로 20,스테이 하이 오피스텔,5,27.56,202009,10,"        29,500",2020
오피스텔,서울특별시 동대문구 신설동109-13,청계천로 417,청계천 대성 스카이렉스1,5,59.78,202011,23,"        43,500",2007
오피스텔,서울특별시 동대문구 신설동100-26,청계천로 443,포레스트힐시티,2,19.2,202001,29,"        14,300",2018
오피스텔,서울특별시 동대문구 신설동100-26,청계천로 443,포레스트힐시티,2,19.2,202002,1,"        14,300",2018
오피스텔,서울특별시 동대문구 신설동100-26,청계천로 443,포레스트힐시티,11,17.96,202002,8,"        14,500",2018
오피스텔,서울특별시 동대문구 신설동100-26,청계천로 443,포레스트힐시티,2,18.53,202005,5,"        16,000",2018
오피스텔,서울특별시 동대문구 신설동100-26,청계천로 443,포레스트힐시티,5,17.96,202007,2,"        14,500",2018
오피스텔,서울특별시 동대문구 신설동100-26,청계천로 443,포레스트힐시티,3,17.96,202008,6,"        15,000",2018
오피스텔,서울특별시 동대문구 용두동104-34,왕산로22길 16,가우디캐슬,2,41.81,202002,4,"        25,800",2019
오피스텔,서울특별시 동대문구 용두동104-34,왕산로22길 16,가우디캐슬,4,15.63,202002,8,"        11,800",2019
오피스텔,서울특별시 동대문구 용두동104-34,왕산로22길 16,가우디캐슬,3,41.81,202002,13,"        25,800",2019
오피스텔,서울특별시 동대문구 용두동104-34,왕산로22길 16,가우디캐슬,4,15.63,202003,24,"        11,800",2019
오피스텔,서울특별시 동대문구 용두동104-34,왕산로22길 16,가우디캐슬,3,41.81,202007,27,"        25,800",2019
오피스텔,서울특별시 동대문구 용두동104-34,왕산로22길 16,가우디캐슬,2,15.63,202010,15,"         9,800",2019
오피스텔,서울특별시 동대문구 용두동100-8,왕산로 92,동대문 베네스트,12,44.59,202007,14,"        41,291",2020
오피스텔,서울특별시 동대문구 용두동100-8,왕산로 92,동대문 베네스트,13,22.86,202008,1,"        26,457",2020
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,10,23.47,202001,4,"        19,000",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,9,23.47,202001,12,"        19,000",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,14,23.47,202001,16,"        19,000",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,19,23.47,202003,20,"        19,400",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,19,23.47,202004,27,"        19,000",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,20,23.47,202005,1,"        18,750",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,4,23.47,202005,9,"        17,300",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,15,23.47,202005,15,"        18,700",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,10,23.47,202006,12,"        18,400",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,4,23.47,202007,6,"        18,100",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,12,23.47,202007,6,"        18,400",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,22,23.47,202007,11,"        19,000",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,3,23.47,202007,14,"        18,500",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,15,23.47,202007,15,"        18,900",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,17,23.47,202007,22,"        19,400",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,22,23.47,202009,7,"        19,500",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,11,23.47,202009,18,"        19,000",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,18,23.47,202009,24,"        18,900",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,8,23.47,202010,16,"        18,900",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,6,23.47,202010,17,"        18,000",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,20,23.47,202012,1,"        19,000",
오피스텔,서울특별시 동대문구 용두동104-3, ,동대문 푸르지오시티,5,23.47,202012,17,"        19,000",
오피스텔,서울특별시 동대문구 용두동112-8,왕산로 72,동대문한양아이클래스,15,18.48,202002,3,"        12,400",2014
오피스텔,서울특별시 동대문구 용두동112-8,왕산로 72,동대문한양아이클래스,16,18.48,202003,28,"        12,000",2014
오피스텔,서울특별시 동대문구 용두동112-8,왕산로 72,동대문한양아이클래스,10,18.48,202004,1,"        12,500",2014
오피스텔,서울특별시 동대문구 용두동112-8,왕산로 72,동대문한양아이클래스,11,22.2,202004,27,"        13,500",2014
오피스텔,서울특별시 동대문구 용두동112-8,왕산로 72,동대문한양아이클래스,15,18.48,202006,24,"        12,200",2014
오피스텔,서울특별시 동대문구 용두동112-8,왕산로 72,동대문한양아이클래스,13,22.2,202007,28,"        14,000",2014
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,12,36.02,202001,6,"        15,750",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,16,36.02,202001,13,"        16,500",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,11,36.02,202001,18,"        16,400",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,10,46.96,202001,20,"        19,500",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,12,36.02,202002,19,"        15,800",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,12,36.02,202004,1,"        16,200",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,15,36.02,202006,12,"        16,300",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,10,36.02,202006,15,"        16,400",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,14,36.02,202006,22,"        16,600",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,10,36.02,202007,11,"        16,400",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,11,36.02,202007,14,"        16,400",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,15,36.02,202008,4,"        16,300",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,17,72.48,202008,25,"        28,500",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,15,36.02,202010,14,"        16,000",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,14,36.02,202011,2,"        16,500",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,18,72.48,202011,6,"        30,000",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,17,72.48,202011,14,"        30,000",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,18,72.48,202011,17,"        30,000",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,10,36.02,202011,22,"        15,300",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,15,36.02,202012,4,"        16,400",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,12,36.02,202012,22,"        16,400",2005
오피스텔,서울특별시 동대문구 용두동787,왕산로 128,동의보감타워,11,32.83,202012,23,"        15,300",2005
오피스텔,서울특별시 동대문구 용두동138-41,왕산로 81,두산베어스타워,8,26.03,202005,1,"         9,700",1998
오피스텔,서울특별시 동대문구 용두동138-41,왕산로 81,두산베어스타워,8,23.79,202007,3,"        10,600",1998
오피스텔,서울특별시 동대문구 용두동138-41,왕산로 81,두산베어스타워,7,63.7,202007,13,"        19,000",1998
오피스텔,서울특별시 동대문구 용두동100-1,천호대로25길 81,랜드마크타워1,8,28.9,202002,21,"        14,000",2004
오피스텔,서울특별시 동대문구 용두동100-1,천호대로25길 81,랜드마크타워1,13,28.9,202004,29,"        13,400",2004
오피스텔,서울특별시 동대문구 용두동100-1,천호대로25길 81,랜드마크타워1,10,28.9,202007,22,"        13,500",2004
오피스텔,서울특별시 동대문구 용두동100-1,천호대로25길 81,랜드마크타워1,10,30.47,202007,29,"        14,300",2004
오피스텔,서울특별시 동대문구 용두동236-1,왕산로 52,신설동역대우아이빌(236-1),6,30.29,202002,19,"        14,300",2004
오피스텔,서울특별시 동대문구 용두동236-1,왕산로 52,신설동역대우아이빌(236-1),15,27.63,202004,18,"        13,000",2004
오피스텔,서울특별시 동대문구 용두동236-1,왕산로 52,신설동역대우아이빌(236-1),12,27.63,202005,8,"        13,000",2004
오피스텔,서울특별시 동대문구 용두동236-1,왕산로 52,신설동역대우아이빌(236-1),7,30.29,202005,25,"        14,400",2004
오피스텔,서울특별시 동대문구 용두동236-1,왕산로 52,신설동역대우아이빌(236-1),3,30.29,202006,4,"        12,900",2004
오피스텔,서울특별시 동대문구 용두동236-1,왕산로 52,신설동역대우아이빌(236-1),9,30.29,202007,9,"        15,300",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),15,27.63,202002,11,"        13,500",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),10,27.63,202003,24,"        13,200",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),14,30.29,202005,4,"        14,900",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),11,30.29,202005,14,"        14,900",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),2,30.29,202005,24,"        13,400",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),8,27.63,202006,16,"        12,300",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),11,27.63,202006,25,"        11,700",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),14,30.29,202007,6,"        15,000",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),6,30.29,202007,15,"        14,800",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),14,30.29,202008,27,"        15,000",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),10,27.63,202009,10,"        12,800",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),7,27.63,202009,19,"        12,900",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),8,30.29,202011,16,"        14,300",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),2,30.29,202011,25,"        13,700",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),8,30.29,202011,27,"        14,300",2004
오피스텔,서울특별시 동대문구 용두동236-4,왕산로 52,신설동역대우아이빌(236-4),11,30.29,202012,29,"        15,000",2004
오피스텔,서울특별시 동대문구 용두동40-35,고산자로 397,에이플러스빌,7,23.5,202001,9,"        12,300",2011
오피스텔,서울특별시 동대문구 용두동40-35,고산자로 397,에이플러스빌,6,28.9,202002,26,"        15,000",2011
오피스텔,서울특별시 동대문구 용두동40-35,고산자로 397,에이플러스빌,2,23.5,202009,8,"        13,500",2011
오피스텔,서울특별시 동대문구 용두동40-35,고산자로 397,에이플러스빌,6,28.9,202009,26,"        14,000",2011
오피스텔,서울특별시 동대문구 용두동40-35,고산자로 397,에이플러스빌,3,23.5,202012,4,"        12,000",2011
오피스텔,서울특별시 동대문구 용두동40-35,고산자로 397,에이플러스빌,6,23.5,202012,19,"        12,300",2011
오피스텔,서울특별시 동대문구 용두동255-58, ,창보리버리치,11,20.46,202005,9,"        20,700",2019
오피스텔,서울특별시 동대문구 용두동255-71,청계천로 505,청계 다우아트리체,13,17.23,202001,28,"        20,500",2019
오피스텔,서울특별시 동대문구 용두동255-71,청계천로 505,청계 다우아트리체,16,23.7,202003,30,"        25,700",2019
오피스텔,서울특별시 동대문구 용두동255-71,청계천로 505,청계 다우아트리체,13,16.99,202004,18,"        18,200",2019
오피스텔,서울특별시 동대문구 용두동255-71,청계천로 505,청계 다우아트리체,16,23.1,202004,28,"        25,900",2019
오피스텔,서울특별시 동대문구 용두동255-49, ,청계 한양아이클래스,2,18.35,202002,29,"        17,500",2019
오피스텔,서울특별시 동대문구 용두동255-49, ,청계 한양아이클래스,7,18.35,202003,12,"        17,700",2019
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,10,39.02,202002,7,"        18,000",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,15,26.57,202002,8,"        12,100",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,9,45.32,202002,15,"        20,500",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,9,39.02,202004,18,"        17,500",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,10,39.02,202005,19,"        18,000",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,11,45.32,202006,13,"        20,000",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,13,26.57,202006,19,"        12,200",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,14,39.02,202007,24,"        17,300",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,12,51.88,202007,30,"        24,500",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,16,39.02,202008,6,"        17,500",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,11,39.02,202009,11,"        17,900",2006
오피스텔,서울특별시 동대문구 용두동788,왕산로 122,한방천하-용두동 포스빌,11,27.85,202011,4,"        11,900",2006
오피스텔,서울특별시 동대문구 이문동256-2,이문로 190,(256-2),8,17.6,202004,18,"         9,500",2013
오피스텔,서울특별시 동대문구 이문동255-188,이문로 164,C&J오피스텔,5,31,202006,1,"        20,000",2005
오피스텔,서울특별시 동대문구 이문동255-188,이문로 164,C&J오피스텔,6,31,202006,24,"        21,200",2005
오피스텔,서울특별시 동대문구 이문동325-20,이문로 86,민족통일 대통령 리빙텔,9,22.14,202003,1,"        14,900",2004
오피스텔,서울특별시 동대문구 이문동327-7,이문로 89,세진빌딩,3,16.05,202006,24,"        13,000",2020
오피스텔,서울특별시 동대문구 이문동327-7,이문로 89,세진빌딩,3,16.05,202006,24,"        13,000",2020
오피스텔,서울특별시 동대문구 이문동327-7,이문로 89,세진빌딩,3,16.05,202006,24,"        13,000",2020
오피스텔,서울특별시 동대문구 이문동327-7,이문로 89,세진빌딩,3,16.05,202006,24,"        13,000",2020
오피스텔,서울특별시 동대문구 이문동327-7,이문로 89,세진빌딩,3,16.86,202011,3,"        15,660",2020
오피스텔,서울특별시 동대문구 이문동327-7,이문로 89,세진빌딩,3,25.33,202011,3,"        23,580",2020
오피스텔,서울특별시 동대문구 이문동220-8,신이문로 39-9,스위트빌,10,49.61,202007,11,"        27,900",2017
오피스텔,서울특별시 동대문구 이문동288-28,휘경로 5-5,오피스55,7,17.2,202008,25,"        15,000",2013
오피스텔,서울특별시 동대문구 이문동288-28,휘경로 5-5,오피스55,5,16.81,202009,9,"        13,000",2013
오피스텔,서울특별시 동대문구 이문동288-28,휘경로 5-5,오피스55,6,17.2,202009,9,"        13,000",2013
오피스텔,서울특별시 동대문구 이문동255-182,이문로 156,이문동오피스텔,13,21.6,202002,3,"         9,600",2006
오피스텔,서울특별시 동대문구 이문동255-182,이문로 156,이문동오피스텔,11,21.6,202005,27,"         8,700",2006
오피스텔,서울특별시 동대문구 이문동291-35,이문로 127,이문스카이뷰,6,34.62,202007,8,"        33,446",2020
오피스텔,서울특별시 동대문구 장안동306-3,장한로 147,	(306-3)	,9,26.05,202003,13,"         8,000",2002
오피스텔,서울특별시 동대문구 장안동306-3,장한로 147,	(306-3)	,8,26.05,202007,10,"         8,200",2002
오피스텔,서울특별시 동대문구 장안동346-9,장한로22길 20-20,	(346-9)	,2,23.01,202012,9,"        11,500",2010
오피스텔,서울특별시 동대문구 장안동381-3,한천로24길 74-8,	(381-3)	,3,37.24,202007,10,"        13,700",2009
오피스텔,서울특별시 동대문구 장안동381-3,한천로24길 74-8,	(381-3)	,3,46.64,202011,16,"        14,000",2009
오피스텔,서울특별시 동대문구 장안동466-9,천호대로 451,	(466-9)	,4,31.8,202002,12,"         7,500",1999
오피스텔,서울특별시 동대문구 장안동466-9,천호대로 451,	(466-9)	,9,35,202003,18,"        10,000",1999
오피스텔,서울특별시 동대문구 장안동466-9,천호대로 451,	(466-9)	,9,35,202005,30,"        10,300",1999
오피스텔,서울특별시 동대문구 장안동466-9,천호대로 451,	(466-9)	,6,31.8,202011,27,"         8,400",1999
오피스텔,서울특별시 동대문구 장안동466-9,천호대로 451,	(466-9)	,10,15.61,202012,30,"         5,700",1999
오피스텔,서울특별시 동대문구 장안동295-3,장한로27길 25,공감대 오피스텔,4,46.64,202008,24,"        18,000",2004
오피스텔,서울특별시 동대문구 장안동295-3,장한로27길 25,공감대 오피스텔,3,84.28,202009,22,"        28,000",2004
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,45.88,202004,29,"        12,814",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,29.64,202004,29,"         8,277",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,22.94,202004,29,"         4,701",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,29.23,202004,29,"         5,988",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,29.76,202004,29,"         8,313",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,47.2,202004,29,"         9,671",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,48.41,202004,29,"         9,919",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,5,29.23,202004,29,"         5,988",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,5,22.94,202004,29,"         4,701",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,5,48.41,202004,29,"         9,919",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,6,36.2,202004,29,"         7,533",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,6,27.07,202004,29,"         5,632",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,7,29.23,202004,29,"         6,168",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,5,47.2,202004,29,"         9,671",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,6,29.23,202004,29,"         6,081",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,6,22.94,202004,29,"         4,773",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,7,22.94,202004,29,"         4,841",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,7,43.54,202004,29,"         9,190",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,29.52,202004,29,"         8,247",2005
오피스텔,서울특별시 동대문구 장안동384-1,답십리로68길 31,공감대6차,4,27.12,202004,29,"         7,575",2005
오피스텔,서울특별시 동대문구 장안동415-10,천호대로 385,글로벌팰리스,9,31.71,202001,4,"        25,200",2019
오피스텔,서울특별시 동대문구 장안동415-10,천호대로 385,글로벌팰리스,7,31.52,202001,5,"        25,200",2019
오피스텔,서울특별시 동대문구 장안동415-10,천호대로 385,글로벌팰리스,7,33.4,202002,2,"        26,200",2019
