주택종류,소재지번,도로명,건물명,층,전용면적(㎡),계약년월,계약일,거래금액(만원),건축년도
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,9,31.91,202001,14,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,18,32.44,202002,12,"        20,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,11,32.44,202002,14,"        23,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,6,32.86,202002,18,"        20,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,19,32.44,202002,26,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,7,32.44,202003,14,"        19,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,20,32.44,202003,14,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,16,34.39,202003,18,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,14,31.91,202003,26,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,16,32.44,202004,6,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,17,31.91,202004,7,"        21,300",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,19,32.44,202005,12,"        21,900",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,10,32.44,202005,14,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,22,32.86,202006,2,"        21,800",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,8,31.91,202006,13,"        22,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,25,32.44,202006,19,"        21,800",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,6,32.44,202007,4,"        21,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,10,31.91,202007,18,"        20,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,19,31.91,202007,18,"        23,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,7,32.44,202007,29,"        22,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,21,32.44,202007,30,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,19,31.91,202007,30,"        22,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,25,32.44,202008,12,"        23,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,23,31.91,202008,14,"        23,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,15,31.91,202010,7,"        22,500",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,5,31.91,202010,16,"        20,800",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,12,32.44,202010,16,"        22,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,21,32.44,202011,6,"        20,000",1997
오피스텔,서울특별시 강남구 개포동13-3,개포로 623,대청타워,11,31.91,202012,21,"        20,000",1997
오피스텔,서울특별시 강남구 개포동186-13,개포로 504,메트하임,9,22,202011,21,"        35,100",2018
오피스텔,서울특별시 강남구 개포동186-13,개포로 504,메트하임,13,22,202012,1,"        37,000",2018
오피스텔,서울특별시 강남구 논현동96,도산대로46길 11,	(96)	,2,40.7,202002,27,"        32,000",1987
오피스텔,서울특별시 강남구 논현동96,도산대로46길 11,	(96)	,8,22.05,202005,13,"        15,300",1987
오피스텔,서울특별시 강남구 논현동96,도산대로46길 11,	(96)	,4,22.05,202006,2,"        13,500",1987
오피스텔,서울특별시 강남구 논현동96,도산대로46길 11,	(96)	,5,22.05,202007,20,"        13,000",1987
오피스텔,서울특별시 강남구 논현동96,도산대로46길 11,	(96)	,3,22.05,202009,22,"        16,000",1987
오피스텔,서울특별시 강남구 논현동96,도산대로46길 11,	(96)	,8,22.05,202012,21,"        14,500",1987
오피스텔,서울특별시 강남구 논현동96,도산대로46길 11,	(96)	,8,22.05,202012,21,"        14,500",1987
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,12,52.24,202003,16,"        49,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,10,38.75,202004,12,"        35,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,8,38.75,202005,15,"        34,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,14,38.75,202006,16,"        36,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,5,38.75,202006,16,"        32,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,15,69.32,202006,22,"        68,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,13,69.32,202007,22,"        69,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,12,38.75,202008,7,"        36,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,7,34.57,202008,25,"        34,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,15,69.32,202008,27,"        70,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,6,38.75,202010,7,"        33,700",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,5,34.57,202010,29,"        33,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,5,34.57,202011,18,"        35,000",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,12,69.32,202012,8,"        64,100",2005
오피스텔,서울특별시 강남구 논현동241-3,학동로 342,강남구청역 에스케이 허브 블루,11,38.75,202012,22,"        33,000",2005
오피스텔,서울특별시 강남구 논현동241-1,학동로 338,강남파라곤,17,55.21,202003,13,"        74,000",2007
오피스텔,서울특별시 강남구 논현동241-1,학동로 338,강남파라곤,13,58.28,202007,7,"        77,500",2007
오피스텔,서울특별시 강남구 논현동241-1,학동로 338,강남파라곤,11,55.21,202008,13,"        54,000",2007
오피스텔,서울특별시 강남구 논현동241-1,학동로 338,강남파라곤,13,75.94,202009,28,"        98,000",2007
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,6,32.8,202001,8,"        15,300",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,7,32.8,202003,17,"        15,500",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,4,65.6,202005,12,"        32,000",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,3,64.78,202005,14,"        36,000",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,15,32.8,202005,18,"        15,800",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,12,40.8,202005,27,"        19,700",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,18,40.8,202006,17,"        22,200",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,6,32.8,202006,30,"        16,100",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,6,32.8,202008,21,"        16,300",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,12,22.55,202009,2,"        11,500",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,5,22.55,202009,18,"        11,500",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,8,32.8,202010,8,"        17,000",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,5,32.8,202010,13,"        16,200",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,3,64.78,202010,29,"        33,500",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,11,22.55,202011,18,"        11,500",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,4,40.8,202011,19,"        18,400",1991
오피스텔,서울특별시 강남구 논현동203-1,봉은사로 129,거평타운오피스텔,10,32.8,202012,29,"        15,200",1991
오피스텔,서울특별시 강남구 논현동225-6,언주로 615,논현 아이파크,6,27.56,202009,4,"        51,250",2020
오피스텔,서울특별시 강남구 논현동225-6,언주로 615,논현 아이파크,14,27.56,202010,6,"        45,000",2020
오피스텔,서울특별시 강남구 논현동225-6,언주로 615,논현 아이파크,4,26.72,202010,10,"        48,300",2020
오피스텔,서울특별시 강남구 논현동225-6,언주로 615,논현 아이파크,13,27.56,202010,27,"        42,803",2020
오피스텔,서울특별시 강남구 논현동225-6,언주로 615,논현 아이파크,3,26.72,202010,29,"        46,300",2020
오피스텔,서울특별시 강남구 논현동225-6,언주로 615,논현 아이파크,5,27.56,202011,5,"        50,000",2020
오피스텔,서울특별시 강남구 논현동225-6,언주로 615,논현 아이파크,16,27.56,202011,26,"        40,150",2020
오피스텔,서울특별시 강남구 논현동225-6,언주로 615,논현 아이파크,7,34.06,202012,4,"        59,500",2020
오피스텔,서울특별시 강남구 논현동152-5,논현로 641,논현동대우아이빌 힐타운,6,45.26,202007,9,"        30,350",2003
오피스텔,서울특별시 강남구 논현동202-10,봉은사로 123,리체힐 신논현 오피스텔A동,14,22.43,202011,18,"        31,800",2018
오피스텔,서울특별시 강남구 논현동242-21,선릉로129길 3-6,삼아프라자,7,24.84,202006,3,"        17,000",2000
오피스텔,서울특별시 강남구 논현동209,학동로 224,삼환 아르누보 3,7,22.09,202003,23,"        22,000",2005
오피스텔,서울특별시 강남구 논현동209,학동로 224,삼환 아르누보 3,6,22.09,202009,23,"        22,100",2005
오피스텔,서울특별시 강남구 논현동209,학동로 224,삼환 아르누보 3,6,22.09,202011,17,"        21,000",2005
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,6,26.91,202001,2,"        20,900",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,15,33.54,202002,12,"        28,400",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,5,26.91,202002,13,"        21,300",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,3,26.91,202002,14,"        20,900",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,4,69.68,202002,18,"        47,200",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,3,26.91,202003,18,"        21,800",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,3,26.91,202003,18,"        21,800",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,14,40.56,202003,23,"        31,400",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,14,40.56,202004,8,"        31,400",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,4,33.54,202005,6,"        25,500",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,6,26.91,202005,25,"        21,800",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,3,26.91,202007,27,"        21,800",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,10,33.54,202008,8,"        28,000",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,8,33.54,202008,19,"        28,000",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,7,40.56,202008,31,"        30,000",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,12,33.54,202010,23,"        26,500",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,8,26.91,202010,26,"        23,000",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,15,40.56,202011,11,"        31,200",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,15,26.91,202011,13,"        21,800",2003
오피스텔,서울특별시 강남구 논현동6-21,도산대로 158,세양 APEX-TOWER,12,26.91,202012,16,"        21,800",2003
오피스텔,서울특별시 강남구 논현동277-36,봉은사로 307,이안 논현,15,115,202001,7,"        82,000",2006
오피스텔,서울특별시 강남구 논현동277-36,봉은사로 307,이안 논현,9,115,202002,11,"        85,000",2006
오피스텔,서울특별시 강남구 논현동277-36,봉은사로 307,이안 논현,5,87.89,202004,28,"        77,000",2006
오피스텔,서울특별시 강남구 논현동277-36,봉은사로 307,이안 논현,8,87.89,202006,3,"        80,000",2006
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,7,13.96,202001,16,"        15,700",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,2,13.96,202001,18,"        15,500",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,3,13.96,202002,8,"        15,500",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,9,13.96,202002,21,"        15,250",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,8,13.96,202003,16,"        15,000",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,5,13.96,202005,12,"        14,800",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,9,13.96,202006,22,"        15,700",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,9,13.96,202007,13,"        16,000",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,2,13.96,202011,14,"        15,000",2004
오피스텔,서울특별시 강남구 대치동945-29,테헤란로92길 13,CO-OP Residence/삼성역,8,13.96,202012,25,"        14,000",2004
오피스텔,서울특별시 강남구 대치동622-1,남부순환로 2927,대치 클래시아,11,30.22,202009,4,"        62,700",2015
오피스텔,서울특별시 강남구 대치동622-1,남부순환로 2927,대치 클래시아,6,20.8,202012,8,"        49,500",2015
오피스텔,서울특별시 강남구 대치동622-1,남부순환로 2927,대치 클래시아,11,30.22,202012,10,"        64,000",2015
오피스텔,서울특별시 강남구 대치동622-1,남부순환로 2927,대치 클래시아,7,30.22,202012,17,"        65,000",2015
오피스텔,서울특별시 강남구 대치동944-21,영동대로85길 34,대치2차 아이파크,4,22.18,202005,20,"        37,100",
오피스텔,서울특별시 강남구 대치동944-21,영동대로85길 34,대치2차 아이파크,4,22.18,202007,7,"        37,800",
오피스텔,서울특별시 강남구 대치동944-21,영동대로85길 34,대치2차 아이파크,5,31.76,202008,2,"        61,000",
오피스텔,서울특별시 강남구 대치동944-21,영동대로85길 34,대치2차 아이파크,8,21.5,202008,7,"        39,000",
오피스텔,서울특별시 강남구 대치동944-21,영동대로85길 34,대치2차 아이파크,8,22.18,202011,28,"        40,500",
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,4,22.39,202003,21,"        40,500",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,15,70.01,202004,28,"       144,330",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,4,22.39,202004,28,"        34,110",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,15,70.01,202004,28,"       144,330",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,15,46.2,202004,28,"        83,810",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,15,54.62,202004,28,"       103,050",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,15,84.67,202004,28,"       207,380",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,14,22.39,202006,28,"        46,000",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,8,21.46,202006,29,"        32,510",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,6,22.39,202007,9,"        36,300",2019
오피스텔,서울특별시 강남구 대치동945-20,영동대로85길 20,대치3차 아이파크 오피스텔,14,22.28,202007,28,"        35,530",2019
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,4,33.06,202002,1,"        24,500",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,4,34.2,202002,12,"        24,800",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,6,34.2,202002,17,"        25,500",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,3,33.06,202004,24,"        25,500",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,5,35.72,202006,8,"        25,000",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,2,33.06,202006,11,"        24,500",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,5,34.2,202008,21,"        23,900",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,3,34.2,202010,29,"        24,400",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,3,33.06,202011,5,"        24,300",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,4,33.06,202012,21,"        23,800",2004
오피스텔,서울특별시 강남구 대치동891-23,선릉로90길 56,대치동 대우아이빌 명문가,3,33.06,202012,28,"        23,900",2004
오피스텔,서울특별시 강남구 대치동891-26,삼성로85길 42,대치동대우아이빌멤버스,3,25.7,202001,20,"        24,000",2003
오피스텔,서울특별시 강남구 대치동891-26,삼성로85길 42,대치동대우아이빌멤버스,2,35.43,202002,19,"        27,000",2003
오피스텔,서울특별시 강남구 대치동891-38,선릉로90길 68,대치트레비스타 101동,7,18.45,202007,13,"        26,699",2020
오피스텔,서울특별시 강남구 대치동891-38,선릉로90길 68,대치트레비스타 101동,5,18.45,202007,15,"        27,000",2020
오피스텔,서울특별시 강남구 대치동891-38,선릉로90길 68,대치트레비스타 101동,10,18.45,202007,30,"        26,973",2020
오피스텔,서울특별시 강남구 대치동891-63,선릉로90길 66,대치트레비스타 102동,11,18.45,202004,22,"        30,850",2020
오피스텔,서울특별시 강남구 대치동891-63,선릉로90길 66,대치트레비스타 102동,2,18.45,202007,27,"        25,300",2020
오피스텔,서울특별시 강남구 대치동891-63,선릉로90길 66,대치트레비스타 102동,9,18.45,202007,28,"        30,300",2020
오피스텔,서울특별시 강남구 대치동889-56,테헤란로64길 14,더 나인 오피스텔,14,29.97,202006,5,"        19,800",2004
오피스텔,서울특별시 강남구 대치동889-56,테헤란로64길 14,더 나인 오피스텔,5,29.97,202007,20,"        19,000",2004
오피스텔,서울특별시 강남구 대치동889-56,테헤란로64길 14,더 나인 오피스텔,9,29.97,202007,22,"        19,800",2004
오피스텔,서울특별시 강남구 대치동889-56,테헤란로64길 14,더 나인 오피스텔,15,29.97,202007,23,"        20,000",2004
오피스텔,서울특별시 강남구 대치동889-56,테헤란로64길 14,더 나인 오피스텔,5,29.97,202011,3,"        18,400",2004
오피스텔,서울특별시 강남구 대치동889-56,테헤란로64길 14,더 나인 오피스텔,11,32.7,202011,24,"        19,500",2004
오피스텔,서울특별시 강남구 대치동938,도곡로 405,삼환 아르누보2,5,27.83,202007,10,"        40,000",2004
오피스텔,서울특별시 강남구 대치동938,도곡로 405,삼환 아르누보2,7,26.42,202011,18,"        38,500",2004
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),14,35.7,202001,2,"        23,300",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),7,64.8,202003,3,"        45,300",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),7,35.7,202003,27,"        23,400",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),13,34.94,202004,10,"        24,500",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),6,35.7,202004,10,"        23,400",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),6,34.94,202006,5,"        23,300",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),10,47.6,202007,20,"        33,300",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),9,35.7,202011,12,"        25,700",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),18,35.7,202012,1,"        25,300",1990
오피스텔,서울특별시 강남구 대치동889-5,테헤란로 406,샹제리제센터(889-5),12,35.7,202012,22,"        25,000",1990
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,8,34.32,202001,7,"        24,300",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,6,34.32,202001,10,"        25,000",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,11,34.32,202001,13,"        25,000",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,15,44.46,202001,16,"        36,500",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,14,34.32,202001,16,"        24,000",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,13,44.46,202002,18,"        36,000",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,21,45.63,202002,20,"        39,500",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,20,29.25,202003,20,"        24,700",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,12,39,202003,20,"        28,500",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,20,36.66,202005,6,"        28,500",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,15,44.46,202005,15,"        36,500",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,7,44.46,202006,6,"        35,000",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,12,44.46,202006,9,"        36,000",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,11,39,202007,9,"        27,900",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,18,39.16,202008,5,"        29,400",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,8,34.32,202008,14,"        26,400",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,7,39,202008,25,"        28,200",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,18,44.46,202011,3,"        37,000",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,18,34.32,202011,23,"        24,500",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,10,44.46,202012,10,"        37,900",2004
오피스텔,서울특별시 강남구 대치동890-59,선릉로86길 31,선릉역 롯데골드로즈2,14,44.46,202012,24,"        38,000",2004
오피스텔,서울특별시 강남구 대치동889-53,테헤란로64길 8,선릉역 롯데골드로즈오피스텔,16,32,202001,8,"        21,900",2003
오피스텔,서울특별시 강남구 대치동889-53,테헤란로64길 8,선릉역 롯데골드로즈오피스텔,5,32,202001,10,"        21,000",2003
오피스텔,서울특별시 강남구 대치동889-53,테헤란로64길 8,선릉역 롯데골드로즈오피스텔,11,32,202003,4,"        22,500",2003
오피스텔,서울특별시 강남구 대치동889-53,테헤란로64길 8,선릉역 롯데골드로즈오피스텔,10,32,202007,9,"        19,400",2003
오피스텔,서울특별시 강남구 대치동889-53,테헤란로64길 8,선릉역 롯데골드로즈오피스텔,8,32,202007,16,"        19,800",2003
오피스텔,서울특별시 강남구 대치동889-53,테헤란로64길 8,선릉역 롯데골드로즈오피스텔,2,32,202007,30,"        19,800",2003
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,4,33.02,202001,15,"        27,000",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,6,24.15,202002,5,"        20,000",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,4,30.1,202002,8,"        24,000",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,7,30.1,202003,31,"        22,000",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,7,50.83,202006,1,"        36,000",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,4,30.1,202006,29,"        22,000",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,5,33.02,202007,7,"        26,400",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,6,30.1,202007,17,"        21,500",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,2,33.02,202008,27,"        24,400",2004
오피스텔,서울특별시 강남구 대치동890-49,테헤란로64길 9,선릉역대우아이빌,3,30.1,202010,20,"        19,500",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,16,27.09,202001,2,"        24,500",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,20,26.73,202001,6,"        25,000",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,23,30.11,202001,9,"        25,500",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,12,26.19,202001,10,"        24,700",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,14,30.11,202001,14,"        27,500",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,5,30.11,202001,17,"        25,000",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,19,30.11,202002,18,"        27,300",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,6,37.25,202005,13,"        39,000",2004
오피스텔,서울특별시 강남구 대치동943-24,테헤란로88길 10,신안메트로칸,6,26.73,202005,19,"        24,000",2004
