건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균,건물형태,보증금평가,월세평가,경도,위도
베스젠빌,역삼동 633,4층,2020 8 11,       660/       330,112.67,34.1,2003,193.54838709677415,96.77419354838707,아파트,적정보증금,고월세,127.030452,37.502749
그린아파트,가락동 1-7,10층,2020 8 21,"    10,000/        80",55.62,16.8,1996,5952.380952380952,47.61904761904761,아파트,적정보증금,고월세,127.123691,37.503739
매그놀리아(1차),오금동 81-2,4층,2020 8 8,"    15,000/       100",80.09,24.2,2003,6198.347107438018,41.32231404958678,아파트,적정보증금,고월세,127.13255,37.506426
월드빌라(311-10),미아동 311-10,3층,2020 8 25,"     3,000/        60",48.1,14.6,2002,2054.7945205479455,41.09589041095891,아파트,적정보증금,고월세,127.024702,37.622919
레지던스 '아침',상봉동 136-65,5층,2020 8 17,"     3,000/        60",24.12,7.3,2013,2539.4536569734837,84.70720179444044,아파트,적정보증금,고월세,127.0732,37.591665
현대,망우동 508-17,4층,2020 8 26,"     2,000/        60",51.69,15.6,2002,1282.051282051282,38.46153846153846,아파트,적정보증금,고월세,127.09458899999998,37.596408000000004
건양하늘터,명륜1가 23,3층,2020 9 30,"    10,000/       140",84.78,25.6,2006,3906.25,54.6875,아파트,적정보증금,고월세,126.997825,37.587932
파크원빌,장충동2가 211,9층,2020 9 19,"     1,000/        60",13.12,4.0,2011,2372.1165603526033,144.1328337850906,아파트,적정보증금,고월세,127.00451100000001,37.560308
브라운스톤(355-0),중림동 355,26층,2020 9 28,"    30,000/       110",84.87799999999999,25.7,2006,8364.66576312683,42.46819394045381,아파트,적정보증금,고월세,126.968101,37.561014
휴아름 스튜디오,성북동1가 35-22,14층,2020 9 13,"     1,000/        60",13.28,4.0,2015,2469.512195121951,151.21951219512198,아파트,적정보증금,고월세,127.00543529999999,37.58842274
계명,당산동 121-19,3층,2020 9 8,"     3,000/        75",59.3,17.9,2002,1675.9776536312854,41.89944134078212,아파트,적정보증금,고월세,126.907214,37.527939
프리가,당산동 121-209,12층,2020 9 24,"     3,000/        35",12.73,3.9,2013,6171.735241502684,91.38342277877159,아파트,적정보증금,고월세,126.90720800000001,37.529912
힐스나인빌리지,방배동 799-5,3층,2020 9 2,"    20,000/       400",152.54,46.1,2012,4338.394793926247,86.76789587852495,아파트,적정보증금,고월세,126.99726299999999,37.493029
관전G타워,봉천동 867-14,17층,2020 9 16,"    10,000/        50",29.71,9.0,2019,9722.222222222224,76.94444444444444,아파트,적정보증금,고월세,126.95051399999998,37.480098
관전G타워,봉천동 867-14,17층,2020 9 16,"    10,000/        50",29.71,9.0,2019,9722.222222222224,76.94444444444444,아파트,적정보증금,고월세,126.95051399999998,37.480098
캠팩트클래식홈,동빙고동 1-7,4층,2020 9 22,"     2,000/       370",158.92,48.1,2003,415.8004158004158,76.92307692307692,아파트,적정보증금,고월세,126.99665,37.526109999999996
태승,화곡동 887-11,5층,2020 9 7,"     3,000/        85",77.5,23.4,2003,1282.051282051282,36.32478632478633,아파트,적정보증금,고월세,126.851526,37.528861
드림하우스(29-47),화곡동 29-47,6층,2020 9 12,"     2,000/        50",25.97300000000001,7.9,2014,2462.1796850879896,61.55449212719976,아파트,적정보증금,고월세,126.84775,37.546286
세교예지안2차,화곡동 925-11,5층,2020 9 22,"     1,000/        55",18.83,5.7,2013,4385.964912280701,78.94736842105263,아파트,적정보증금,고월세,126.842565,37.529602000000004
세교예지안2차,화곡동 925-11,5층,2020 9 22,"     1,000/        55",18.83,5.7,2013,4385.964912280701,78.94736842105263,아파트,적정보증금,고월세,126.842565,37.529602000000004
디아인스(899-19),화곡동 899-19,5층,2020 9 25,"     1,000/        70",20.685,6.3,2019,2116.402116402117,117.72486772486772,아파트,적정보증금,고월세,126.84621000000001,37.530242
디아인스(899-19),화곡동 899-19,5층,2020 9 25,"     1,000/        70",20.685,6.3,2019,2116.402116402117,117.72486772486772,아파트,적정보증금,고월세,126.84621000000001,37.530242
노블하이츠,방화동 493-10,6층,2020 9 8,"     1,000/        50",27.35,8.3,2013,1204.8192771084334,60.240963855421676,아파트,적정보증금,고월세,126.80718200000001,37.573904999999996
예지향,역삼동 728-52,3층,2020 9 12,"     5,000/       210",84.93,25.7,2003,1945.525291828794,81.71206225680933,아파트,적정보증금,고월세,127.04138200000001,37.497928
현대한강빌라,청담동 106,7층,2020 9 7,"    10,000/       520",136.26,41.2,1992,2427.184466019417,126.2135922330097,아파트,적정보증금,고월세,127.05011599999999,37.527994
우림루미아트,삼성동 75-3,6층,2020 9 19,"   110,000/         0",127.18,38.5,2005,8630.323165206886,63.42494714587738,아파트,적정보증금,고월세,127.054074,37.513834
학동,논현동 217-34,4층,2020 9 3,"    10,000/       250",107.86,32.6,2005,5554.9523137340075,60.173371699513176,아파트,적정보증금,고월세,127.03379699999999,37.512615999999994
프라임,논현동 80-13,3층,2020 9 21,"     7,000/       240",97.8,29.6,2004,9662.162162162162,52.7027027027027,아파트,적정보증금,고월세,127.030527,37.516166
엘에스타워,삼전동 7-16,15층,2020 9 17,"     2,000/        65",15.54,4.7,2016,7319.148936170212,126.1398176291793,아파트,적정보증금,고월세,127.08888799999998,37.504827
현대홈타운스위트101,방이동 197-4,6층,2020 9 29,"    40,000/       230",159.41,48.2,2004,8298.755186721992,47.71784232365145,아파트,적정보증금,고월세,127.122196,37.510702
(683-30),공릉동 683-30,8층,2020 9 7,"     2,000/        60",20.0,6.1,2019,5901.639344262296,86.88524590163935,아파트,적정보증금,고월세,127.07450700000001,37.617805
수유역하이씨티,수유동 733,5층,2020 9 18,"     2,000/        32",12.33,3.7,2014,9809.809809809809,60.33533533533532,아파트,적정보증금,고월세,127.022543,37.632037
더나인,신설동 89-38,6층,2020 9 26,"     6,000/        25",14.72,4.5,2012,9623.87470711555,59.842972828544426,아파트,적정보증금,고월세,127.025594,37.57709000000001
더나인,신설동 89-38,6층,2020 9 26,"     6,000/        25",14.72,4.5,2012,9623.87470711555,59.842972828544426,아파트,적정보증금,고월세,127.025594,37.57709000000001
세모,면목동 91-58,2층,2020 9 14,"     4,000/        80",68.35,20.7,2001,1932.3671497584546,38.647342995169076,아파트,적정보증금,고월세,127.08758,37.592659999999995
거화빌딩,연희동 81-1,3층,2020 9 11,"     3,000/       120",72.18,21.8,2012,1376.1467889908258,55.045871559633035,아파트,적정보증금,고월세,126.935056,37.572506
퍼스티안,방학동 705-17,6층,2020 10 30,       500/        47,13.6794,4.1,2013,6679.1744840525325,76.36022514071296,아파트,적정보증금,고월세,127.04388700000001,37.667469
퍼스티안,방학동 705-17,6층,2020 10 30,       500/        47,13.6794,4.1,2013,6679.1744840525325,76.36022514071296,아파트,적정보증금,고월세,127.04388700000001,37.667469
프리우스,신정동 86-6,3층,2020 10 20,"    20,000/       150",77.84,23.5,2006,9334.054573867052,39.6381776655848,아파트,적정보증금,고월세,126.93078100000001,37.54294
삼전솔하임4차,숭인동 318-2,12층,2020 10 17,"     3,000/        43",15.09,4.6,2014,7588.566827697263,90.45893719806764,아파트,적정보증금,고월세,127.01676100000002,37.571267999999996
삼전솔하임4차,숭인동 318-2,12층,2020 10 17,"     3,000/        43",15.09,4.6,2014,7588.566827697263,90.45893719806764,아파트,적정보증금,고월세,127.01676100000002,37.571267999999996
삼성V아파트B동,신당동 290-44,4층,2020 10 20,"     8,000/       120",84.84,25.7,2007,3112.8404669260703,46.692607003891055,아파트,적정보증금,고월세,127.01584,37.561232000000004
벨레어카운티,신당동 407-17,4층,2020 10 31,"     1,000/       320",172.34,52.1,2004,191.93857965451056,61.42034548944338,아파트,적정보증금,고월세,127.00872,37.55874
DUO302,황학동 819,5층,2020 10 23,"    15,500/         0",15.97,4.8,2014,9305.555555555558,100.97222222222223,아파트,적정보증금,고월세,127.023299,37.56643
DUO302,황학동 819,5층,2020 10 23,"    15,500/         0",15.97,4.8,2014,9305.555555555558,100.97222222222223,아파트,적정보증금,고월세,127.023299,37.56643
도고하임,길동 413-54,18층,2020 10 27,"     1,000/        63",18.81,5.7,2014,8636.026686434396,71.09518710704775,아파트,적정보증금,고월세,127.13835700000001,37.535509999999995
도고하임,길동 413-54,18층,2020 10 27,"     1,000/        63",18.81,5.7,2014,8636.026686434396,71.09518710704775,아파트,적정보증금,고월세,127.13835700000001,37.535509999999995
동관아트빌,안암동3가 42-1,4층,2020 10 9,"     2,000/       125",89.56,27.1,2004,738.0073800738008,46.12546125461255,아파트,적정보증금,고월세,127.022419,37.584379999999996
H하우스 장위,장위동 50-46,7층,2020 10 16,"     1,500/        69",33.0366,10.0,2020,4594.741858095895,50.82238160964869,아파트,적정보증금,고월세,127.058383,37.611928999999996
광남캐스빌A,망원동 465-34,5층,2020 10 17,"    10,000/        80",72.58,22.0,2002,4545.454545454546,36.36363636363636,아파트,적정보증금,고월세,126.899872,37.560992
에스제이팰리스,도림동 195-5,11층,2020 10 5,"     1,500/        96",24.04,7.3,2019,4871.950198809918,111.52466976985792,아파트,적정보증금,고월세,126.898882,37.511371999999994
프리가,신길동 65-21,13층,2020 10 24,"     3,000/        48",13.66,4.1,2013,5126.928820308612,119.98195619711299,아파트,적정보증금,고월세,126.92128400000001,37.513309
은천로제리움,봉천동 925-6,4층,2020 10 19,"    25,000/        20",45.59,13.8,2014,7601.982724563113,74.02935607758053,아파트,적정보증금,고월세,126.94345600000001,37.483523
한신,신림동 1432-28,7층,2020 10 14,"     2,000/        56",28.37,8.6,2017,1647.2868217054267,66.27906976744187,아파트,적정보증금,고월세,126.92828300000001,37.486621
블루밍하우스(1432-108),신림동 1432-108,8층,2020 10 29,       500/        45,14.22,4.3,2014,1581.3953488372092,98.57558139534883,아파트,적정보증금,고월세,126.928335,37.485351
갤럭시타운,불광동 281-81,6층,2020 10 21,"     3,000/        80",44.85,13.6,2013,2205.8823529411766,58.82352941176471,아파트,적정보증금,고월세,126.930673,37.610642999999996
Das Haus,대조동 5-11,8층,2020 10 31,"     1,000/        43",16.7,5.1,2013,8002.639940307543,64.14531358072351,아파트,적정보증금,고월세,126.928451,37.611578
현대플래티앙2,동빙고동 1-14,5층,2020 10 30,"     4,000/       350",144.46,43.7,2004,1029.7482837528605,89.24485125858124,아파트,적정보증금,고월세,126.996679,37.526525
루체(루체by예우24-15),화곡동 24-15,8층,2020 10 6,"     1,000/        30",14.2,4.3,2011,4453.240969816923,52.078179119247906,아파트,적정보증금,고월세,126.84718799999999,37.548263
우현스카이빌(926-9),화곡동 926-9,6층,2020 10 7,"     2,500/        30",14.88,4.5,2013,6560.846560846561,68.91534391534391,아파트,적정보증금,고월세,126.842134,37.528958
상지카일룸,청담동 128,4층,2020 10 9,"    30,000/     1,900",244.46,73.9,2003,4059.539918809201,257.1041948579161,아파트,적정보증금,고월세,127.05413700000001,37.526773999999996
상지리츠빌4B,청담동 114-18,2층,2020 10 19,"    30,000/       300",201.75,61.0,2000,4918.032786885246,49.18032786885247,아파트,적정보증금,고월세,127.04801599999999,37.527662
대우로얄카운티3,청담동 117-6,4층,2020 10 20,"    30,000/     1,200",244.72,74.0,2003,3378.3783783783783,148.64864864864867,아파트,적정보증금,고월세,127.04806200000002,37.525833
네오빌,논현동 55-12,3층,2020 10 25,"     8,500/       135",73.08,22.1,2001,3846.1538461538453,61.08597285067873,아파트,적정보증금,고월세,127.02440700000001,37.512701
대림빌라트,압구정동 444,8층,2020 10 23,"    10,000/       650",193.33,58.5,1998,1709.4017094017092,111.11111111111113,아파트,적정보증금,고월세,127.027079,37.530825
청공빌딩주상복합-현대빌리지,가락동 137-3,9층,2020 10 10,"    10,000/       180",157.06,47.5,1999,2105.2631578947367,37.89473684210526,아파트,적정보증금,고월세,127.128105,37.492761
태솔캡슬,수유동 50-20,5층,2020 10 12,"     2,000/        90",49.37,14.9,2012,1395.7786207567358,59.186849528256005,아파트,적정보증금,고월세,127.02196699999999,37.632798
태솔캡슬,수유동 50-20,5층,2020 10 12,"     2,000/        90",49.37,14.9,2012,1395.7786207567358,59.186849528256005,아파트,적정보증금,고월세,127.02196699999999,37.632798
크라운빌,수유동 191-28,4층,2020 10 23,       300/        50,12.9,3.9,2014,730.2118171683389,111.51988108509848,아파트,적정보증금,고월세,127.02639099999999,37.639303999999996
더 헤이븐,답십리동 477-60,2층,2020 10 28,"     3,000/        80",27.532,8.3,2020,4755.169361905007,101.49924516668995,아파트,적정보증금,고월세,127.050798,37.571511
우성2차(334-6),장안동 334-6,5층,2020 10 7,"     3,000/       140",84.67,25.6,2005,1280.3819444444443,52.80671296296296,아파트,적정보증금,고월세,127.07506799999999,37.571585999999996
방학E.S.A2아파트,방학동 716-5,2층,2020 11 27,"    10,000/       108",84.98,25.7,2003,4409.857328145266,38.651102464332034,아파트,적정보증금,고월세,127.045445,37.666202
동대문,창신동 328-17,4층,2020 11 20,"     5,100/        20",28.8,8.7,1966,2988.5057471264367,37.93103448275863,아파트,적정보증금,고월세,127.015174,37.572272999999996
마운틴뷰,구기동 125-5,6층,2020 11 16,"    45,000/         0",76.66,23.2,2019,5005.433292323394,41.86607591899996,아파트,적정보증금,고월세,126.95626999999999,37.609061
장충,장충동2가 193-29,6층,2020 11 20,"     1,000/        48",31.24,9.5,1981,1842.1052631578948,52.631578947368425,아파트,적정보증금,고월세,127.001673,37.559257
문화1,길동 356-8,6층,2020 11 16,"    14,000/        65",59.92,18.1,1998,7734.806629834253,35.911602209944746,아파트,적정보증금,고월세,127.143525,37.53971
주은아파트,암사동 469-22,4층,2020 11 11,"     5,000/       100",60.13,18.2,2008,2747.2527472527468,52.1978021978022,아파트,적정보증금,고월세,127.13154499999999,37.552147
다성씨티아파트,천호동 53-9,4층,2020 11 19,"    10,000/        90",79.72,24.1,2002,4149.377593360996,37.34439834024897,아파트,적정보증금,고월세,127.139215,37.54258
MAIBAUM천호동아파트,천호동 27-5,3층,2020 11 28,       500/        50,19.54,5.9,2011,1207.9788730869968,80.19611663095006,아파트,적정보증금,고월세,127.141107,37.549226000000004
서교카라,서교동 485-17,3층,2020 11 3,"     3,000/       150",82.3,24.9,2006,970.5488621151272,58.902275769745636,아파트,적정보증금,고월세,126.913094,37.553114
LuckyVille,서교동 329-19,1층,2020 11 12,"     3,000/        45",27.59,8.3,2002,4846.321560752815,43.9869773210489,아파트,적정보증금,고월세,126.92853500000001,37.556003000000004
방배다움샤인힐,방배동 806-9,5층,2020 11 13,"     3,000/       730",208.85,63.2,2003,474.68354430379753,115.50632911392404,아파트,적정보증금,고월세,126.993394,37.492302
신사레전드,잠원동 8-27,4층,2020 11 2,"     5,000/        50",18.2,5.5,2012,9334.574738986505,69.52667430608608,아파트,적정보증금,고월세,127.018257,37.517633000000004
해오름,반포동 78-8,1층,2020 11 17,"    50,000/       100",113.42,34.3,2004,9813.882262861856,52.456047354006536,아파트,적정보증금,고월세,126.999582,37.496328999999996
반포서래빌,반포동 87-7,5층,2020 11 20,"    79,000/        50",156.29,47.3,2003,9752.328180884437,39.509065578082826,아파트,적정보증금,고월세,126.99915800000001,37.495082000000004
풍림아이원플러스,서초동 1338-1,13층,2020 11 23,"     3,000/        77",27.643,8.4,2004,9823.885846964498,62.249455131454496,아파트,적정보증금,고월세,127.0297084,37.49041513
더갤러리테라스,봉천동 100-20,1층,2020 11 16,"     6,000/        66",55.06,16.7,2016,8007.5873098523425,41.49960947669878,아파트,적정보증금,고월세,126.959273,37.481969
