지역코드,건물명,주소,층,거래일,거래금액,면적,건축년도,평,보증금,월세
11320,	(669-3)	, 쌍문동 669-3,3층,2020 1 20,500/38,21.86,2014,6.6,500,38
11320,북한산현대렉시온오피스텔, 방학동 719-2,9층,2020 1 9,600/47,26.4,2004,8.0,600,47
11320,북한산현대렉시온오피스텔, 방학동 719-2,13층,2020 1 13,500/50,26.4,2004,8.0,500,50
11320,북한산현대렉시온오피스텔, 방학동 719-2,12층,2020 1 16,"1,000/45",26.4,2004,8.0,"1,000",45
11320,북한산현대렉시온오피스텔, 방학동 719-2,2층,2020 1 17,"2,000/45",26.4,2004,8.0,"2,000",45
11320,북한산현대렉시온오피스텔, 방학동 719-2,4층,2020 1 18,500/55,26.4,2004,8.0,500,55
11320,북한산현대렉시온오피스텔, 방학동 719-2,2층,2020 1 21,"11,000/0",32.1,2004,9.7,"11,000",0
11320,북한산현대렉시온오피스텔, 방학동 719-2,12층,2020 1 22,500/55,26.4,2004,8.0,500,55
11320,북한산현대렉시온오피스텔, 방학동 719-2,8층,2020 1 28,500/55,26.4,2004,8.0,500,55
11320,북한산현대렉시온오피스텔, 방학동 719-2,13층,2020 1 30,500/50,26.4,2004,8.0,500,50
11320,라르플레이스2단지, 창동 749-15,5층,2020 1 3,"18,000/0",29.16,2019,8.8,"18,000",0
11320,탑클래스, 창동 731-113,4층,2020 1 4,"15,000/0",41.23,2015,12.5,"15,000",0
11320,라르플레이스2단지, 창동 749-15,3층,2020 1 4,"5,000/37",29.16,2019,8.8,"5,000",37
11320,보성오피스텔, 창동 655-28,7층,2020 1 4,"3,000/35",29.86,2003,9.0,"3,000",35
11320,노블캐슬오피스텔, 창동 621-4,8층,2020 1 4,"8,000/0",26.46,2003,8.0,"8,000",0
11320,플러스 오피스텔, 창동 181-46,3층,2020 1 7,"8,500/0",41.18,2003,12.5,"8,500",0
11320,노블캐슬오피스텔, 창동 621-4,7층,2020 1 7,"8,000/0",24.68,2003,7.5,"8,000",0
11320,창동신원리베르텔, 창동 338,4층,2020 1 7,"1,000/50",32.76,2003,9.9,"1,000",50
11320,라르플레이스2단지, 창동 749-15,9층,2020 1 7,"17,000/0",29.16,2019,8.8,"17,000",0
11320,라르플레이스2단지, 창동 749-15,3층,2020 1 9,"17,000/0",29.16,2019,8.8,"17,000",0
11320,라르플레이스2단지, 창동 749-15,3층,2020 1 9,"16,400/0",29.16,2019,8.8,"16,400",0
11320,라르플레이스2단지, 창동 749-15,5층,2020 1 9,"18,000/0",29.16,2019,8.8,"18,000",0
11320,라르플레이스2단지, 창동 749-15,4층,2020 1 9,"1,000/80",29.16,2019,8.8,"1,000",80
11320,라르플레이스2단지, 창동 749-15,9층,2020 1 10,"1,000/70",29.16,2019,8.8,"1,000",70
11320,월가타워, 창동 7,5층,2020 1 10,"10,000/0",21.51,2013,6.5,"10,000",0
11320,라르플레이스2단지, 창동 749-15,6층,2020 1 11,"18,000/0",29.16,2019,8.8,"18,000",0
11320,북한산현대홈시티(647-1), 창동 647-1,4층,2020 1 12,"7,000/70",60.97,2005,18.4,"7,000",70
11320,창동신원리베르텔, 창동 338,9층,2020 1 13,500/55,36.1,2003,10.9,500,55
11320,창동 SR스타빌, 창동 135-28,4층,2020 1 13,500/50,28.5,2003,8.6,500,50
11320,북한산현대홈시티(624-1), 창동 624-1,5층,2020 1 14,"10,000/50",60.97,2005,18.4,"10,000",50
11320,라르플레이스2단지, 창동 749-15,5층,2020 1 15,"18,000/0",29.16,2019,8.8,"18,000",0
11320,라르플레이스2단지, 창동 749-15,5층,2020 1 17,"18,000/0",29.16,2019,8.8,"18,000",0
11320,라르플레이스2단지, 창동 749-15,6층,2020 1 18,"18,000/0",29.16,2019,8.8,"18,000",0
11320,북한산 파크, 창동 623-6,3층,2020 1 20,"17,000/0",28.9,2018,8.7,"17,000",0
11320,창동 투웨니퍼스트, 창동 630-5,11층,2020 1 20,"21,000/0",42.12,2017,12.7,"21,000",0
11320,타임프라자, 창동 296-1,7층,2020 1 21,"5,500/11",18.68,2004,5.7,"5,500",11
11320,북한산현대홈시티(624-1), 창동 624-1,7층,2020 1 23,"24,000/0",60.97,2005,18.4,"24,000",0
11320,라르플레이스2단지, 창동 749-15,3층,2020 1 24,"2,000/60",29.16,2019,8.8,"2,000",60
11320,태솔유니크빌, 창동 624-15,3층,2020 1 28,"7,000/60",70.12,2002,21.2,"7,000",60
11320,라르플레이스2단지, 창동 749-15,7층,2020 1 28,"1,000/75",29.16,2019,8.8,"1,000",75
11320,창동 투웨니퍼스트, 창동 630-5,2층,2020 1 28,"15,500/0",29.26,2017,8.9,"15,500",0
11320,북한산현대홈시티(624-1), 창동 624-1,2층,2020 1 29,"23,000/0",60.97,2005,18.4,"23,000",0
11320,북한산현대홈시티(647-11), 창동 647-11,15층,2020 1 30,"24,500/0",60.97,2005,18.4,"24,500",0
11320,탑클래스, 창동 731-113,3층,2020 1 30,"15,500/0",41.23,2015,12.5,"15,500",0
11470,우림필유, 신정동 319,2층,2020 1 2,"3,000/150",96.41,2004,29.2,"3,000",150
11470,목동대림아크로텔, 신정동 318-1,6층,2020 1 2,"3,000/0",56.5,2004,17.1,"3,000",0
11470,	(1192-3)	, 신정동 1192-3,4층,2020 1 3,"6,000/0",17.34,2002,5.2,"6,000",0
11470,	(1192-3)	, 신정동 1192-3,6층,2020 1 4,"6,000/0",17.34,2002,5.2,"6,000",0
11470,목동대림아크로텔, 신정동 318-1,5층,2020 1 4,"3,000/100",56.5,2004,17.1,"3,000",100
11470,목동대림아크로텔, 신정동 318-1,9층,2020 1 4,"2,000/100",56.5,2004,17.1,"2,000",100
11470,목동대림아크로텔, 신정동 318-1,7층,2020 1 4,"3,000/95",55.75,2004,16.9,"3,000",95
11470,우림필유, 신정동 319,14층,2020 1 7,"52,000/0",89.24,2004,27.0,"52,000",0
11470,제이월드빌, 신정동 318-17,9층,2020 1 8,"3,000/120",64.43,2004,19.5,"3,000",120
11470,이스타빌 3차, 신정동 323-9,15층,2020 1 8,"1,000/80",44.82,2003,13.6,"1,000",80
11470,	(1192-3)	, 신정동 1192-3,3층,2020 1 9,"6,000/0",17.57,2002,5.3,"6,000",0
11470,	(1192-3)	, 신정동 1192-3,1층,2020 1 9,"6,000/0",17.34,2002,5.2,"6,000",0
11470,동문비젼오피스텔, 신정동 318-6,10층,2020 1 10,"1,700/0",41.4,1999,12.5,"1,700",0
11470,목동대림아크로텔, 신정동 318-1,2층,2020 1 14,"1,000/90",45.69,2004,13.8,"1,000",90
11470,신정동대우미래사랑5차, 신정동 1290-4,7층,2020 1 14,"33,000/0",97.79,2004,29.6,"33,000",0
11470,천우비지움오피스텔, 신정동 953-5,8층,2020 1 15,"10,000/0",17.21,2009,5.2,"10,000",0
11470,이스타빌 3차, 신정동 323-9,3층,2020 1 15,"38,500/0",73.87,2003,22.3,"38,500",0
11470,문화트윈타워, 신정동 971-1,6층,2020 1 16,"12,000/10",16.83,2018,5.1,"12,000",10
11470,목동2차아크로텔, 신정동 324,9층,2020 1 16,"3,000/90",56.43,2004,17.1,"3,000",90
11470,목동대림아크로텔, 신정동 318-1,4층,2020 1 17,"33,000/0",56.5,2004,17.1,"33,000",0
11470,목동대림아크로텔, 신정동 318-1,13층,2020 1 18,"29,400/0",56.5,2004,17.1,"29,400",0
11470,목동대림아크로텔, 신정동 318-1,8층,2020 1 20,"32,000/0",55.75,2004,16.9,"32,000",0
11470,제이월드빌, 신정동 318-17,9층,2020 1 20,"31,500/0",64.43,2004,19.5,"31,500",0
11470,헤리티지, 신정동 319-17,3층,2020 1 23,"27,000/0",28.47,2020,8.6,"27,000",0
11470,이스타빌 3차, 신정동 323-9,9층,2020 1 28,"40,000/0",79.8,2003,24.1,"40,000",0
11470,동문비젼오피스텔, 신정동 318-6,7층,2020 1 28,"1,000/70",41.4,1999,12.5,"1,000",70
11470,	(1192-3)	, 신정동 1192-3,5층,2020 1 29,"7,000/0",17.34,2002,5.2,"7,000",0
11470,	(1192-3)	, 신정동 1192-3,3층,2020 1 29,"7,000/0",17.34,2002,5.2,"7,000",0
11470,헤리티지, 신정동 319-17,12층,2020 1 29,"25,000/0",28.47,2020,8.6,"25,000",0
11470,목동대림아크로텔, 신정동 318-1,5층,2020 1 29,"5,000/80",56.5,2004,17.1,"5,000",80
11470,목동대림아크로텔, 신정동 318-1,7층,2020 1 29,"32,000/0",56.5,2004,17.1,"32,000",0
11470,우림필유, 신정동 319,10층,2020 1 31,"53,000/60",104.06,2004,31.5,"53,000",60
11470,현대하이페리온, 목동 916,29층,2020 1 3,"60,000/0",83.23,2003,25.2,"60,000",0
11470,현대파리지앙, 목동 907-10,8층,2020 1 3,"5,000/40",33.88,2004,10.2,"5,000",40
11470,목동 아가도스 오피스텔, 목동 516-2,12층,2020 1 3,"23,000/0",29.88,2018,9.0,"23,000",0
11470,스카이포레, 목동 905-33,7층,2020 1 4,"2,000/50",18.13,2015,5.5,"2,000",50
11470,목동 아가도스 오피스텔, 목동 516-2,8층,2020 1 4,"23,000/0",29.88,2018,9.0,"23,000",0
11470,현대파크빌, 목동 907-23,4층,2020 1 5,"13,000/0",29.4,2003,8.9,"13,000",0
11470,목동 굿모닝탑, 목동 923-15,7층,2020 1 5,"76,500/0",113.0,2004,34.2,"76,500",0
11470,목동파라곤, 목동 917,3층,2020 1 6,"70,000/30",95.24,2004,28.8,"70,000",30
11470,목동 현대 하이페리온2, 목동 961,4층,2020 1 6,"5,000/150",63.72,2006,19.3,"5,000",150
11470,밀레니엄오피스텔, 목동 515-7,4층,2020 1 7,"9,000/0",24.09,2002,7.3,"9,000",0
11470,현대하이페리온, 목동 916,36층,2020 1 7,"3,000/185",83.23,2003,25.2,"3,000",185
11110,파크뷰타워, 필운동 285-5,7층,2020 1 21,"15,000/0",23.24,1998,7.0,"15,000",0
11110,경희궁의 아침 2단지, 내수동 71,16층,2020 1 1,"1,000/85",32.43,2004,9.8,"1,000",85
11110,광화문시대, 내수동 74,13층,2020 1 3,"22,000/70",56.56,2004,17.1,"22,000",70
11110,용비어천가, 내수동 75,13층,2020 1 3,"21,000/0",33.0,2004,10.0,"21,000",0
11110,광화문시대, 내수동 74,6층,2020 1 10,"25,000/60",56.56,2004,17.1,"25,000",60
11110,경희궁의 아침 4단지, 내수동 73,16층,2020 1 10,"13,000/75",56.48,2004,17.1,"13,000",75
11110,용비어천가, 내수동 75,18층,2020 1 11,"28,000/0",37.56,2004,11.4,"28,000",0
11110,광화문시대, 내수동 74,2층,2020 1 11,"2,000/85",34.9,2004,10.6,"2,000",85
11110,용비어천가, 내수동 75,5층,2020 1 13,"8,000/50",28.19,2004,8.5,"8,000",50
11110,광화문시대, 내수동 74,5층,2020 1 14,"5,000/65",32.01,2004,9.7,"5,000",65
11110,경희궁의 아침 2단지, 내수동 71,14층,2020 1 14,"20,000/85",57.8,2004,17.5,"20,000",85
11110,경희궁의 아침 2단지, 내수동 71,12층,2020 1 14,"35,000/0",57.8,2004,17.5,"35,000",0
11110,광화문시대, 내수동 74,14층,2020 1 16,"24,000/10",40.26,2004,12.2,"24,000",10
11110,용비어천가, 내수동 75,10층,2020 1 16,"15,000/60",45.98,2004,13.9,"15,000",60
11110,용비어천가, 내수동 75,6층,2020 1 17,"1,000/90",37.56,2004,11.4,"1,000",90
11110,용비어천가, 내수동 75,11층,2020 1 17,"18,000/35",42.39,2004,12.8,"18,000",35
11110,용비어천가, 내수동 75,9층,2020 1 18,"1,000/100",37.67,2004,11.4,"1,000",100
11110,광화문시대, 내수동 74,9층,2020 1 20,"25,000/0",40.26,2004,12.2,"25,000",0
11110,경희궁의 아침 3단지, 내수동 72,11층,2020 1 20,"3,000/75",37.5,2004,11.3,"3,000",75
11110,광화문시대, 내수동 74,9층,2020 1 28,"1,000/80",31.75,2004,9.6,"1,000",80
11110,용비어천가, 내수동 75,11층,2020 1 31,"23,000/0",41.34,2004,12.5,"23,000",0
11110,견지동빌딩, 견지동 110-32,14층,2020 1 16,"25,000/0",52.15,2004,15.8,"25,000",0
11110,BIZ-WELL 종로 오피스텔, 익선동 34,10층,2020 1 22,500/65,23.14,2004,7.0,500,65
11110,드래곤팰리스, 돈의동 41-1,6층,2020 1 9,"1,000/80",23.38,2019,7.1,"1,000",80
11110,효성주얼리시티, 인의동 48-2,4층,2020 1 3,"34,500/13",73.79,2006,22.3,"34,500",13
11110,코윈 팔레스뷰 오피스텔, 원남동 95,7층,2020 1 20,"17,000/0",32.8,2003,9.9,"17,000",0
11110,리베르떼_연지, 연지동 222,8층,2020 1 8,"16,000/0",19.93,2019,6.0,"16,000",0
11110,로얄파크뷰, 연지동 238-5,4층,2020 1 11,"26,000/0",36.74,2019,11.1,"26,000",0
11110,리베르떼_연지, 연지동 222,7층,2020 1 13,"18,000/0",23.2,2019,7.0,"18,000",0
11110,로얄파크뷰, 연지동 238-5,4층,2020 1 17,"26,500/0",37.18,2019,11.2,"26,500",0
11110,반도 보라 아이비 타워, 효제동 45,6층,2020 1 19,"1,000/65",26.58,2003,8.0,"1,000",65
11110,대보마로니에텔, 연건동 206,6층,2020 1 9,"1,000/60",25.04,2001,7.6,"1,000",60
11110,대보마로니에텔, 연건동 206,6층,2020 1 9,"1,000/63",25.04,2001,7.6,"1,000",63
11110,	(1392)	, 숭인동 1392,4층,2020 1 2,"12,000/0",20.18,2013,6.1,"12,000",0
11110,아폴리움 오피스텔, 숭인동 201-7,3층,2020 1 4,"12,600/0",15.2,2016,4.6,"12,600",0
11110,종로 아인스빌, 숭인동 1392-1,4층,2020 1 4,"12,000/0",17.88,2013,5.4,"12,000",0
11110,동양파라빌, 숭인동 1388,12층,2020 1 6,"1,000/55",24.93,2005,7.5,"1,000",55
11110,아이비씨 호텔 앤 오피스텔, 숭인동 1396,9층,2020 1 6,"1,000/60",21.36,2016,6.5,"1,000",60
11110,아이비씨 호텔 앤 오피스텔, 숭인동 1396,9층,2020 1 9,"13,000/0",21.45,2016,6.5,"13,000",0
11110,	(1392)	, 숭인동 1392,8층,2020 1 11,"2,000/47",20.18,2013,6.1,"2,000",47
11110,삼전솔하임4차, 숭인동 318-2,6층,2020 1 11,"3,000/39",19.17,2014,5.8,"3,000",39
11110,그레이스탑, 숭인동 178-94,4층,2020 1 13,"3,000/40",20.16,2013,6.1,"3,000",40
11110,롯데캐슬 천지인, 숭인동 76,11층,2020 1 13,"2,000/120",67.96,2004,20.6,"2,000",120
11110,동양파라빌, 숭인동 1388,13층,2020 1 14,"1,000/55",24.93,2005,7.5,"1,000",55
11110,삼전솔하임2차, 숭인동 296-19,2층,2020 1 15,"1,000/50",19.18,2012,5.8,"1,000",50
11110,종로유케이201, 숭인동 201-11,3층,2020 1 16,"9,500/0",15.24,2013,4.6,"9,500",0
11110,롯데캐슬 천지인, 숭인동 76,18층,2020 1 17,"2,000/120",67.96,2004,20.6,"2,000",120
11110,롯데캐슬 천지인, 숭인동 76,19층,2020 1 17,"22,000/0",39.6,2004,12.0,"22,000",0
11110,아이비씨 호텔 앤 오피스텔, 숭인동 1396,18층,2020 1 17,"1,000/60",21.62,2016,6.5,"1,000",60
11110,종로 아인스빌, 숭인동 1392-1,7층,2020 1 18,"2,500/42",17.88,2013,5.4,"2,500",42
11110,롯데캐슬 천지인, 숭인동 76,15층,2020 1 18,"1,000/80",39.6,2004,12.0,"1,000",80
11110,동양파라빌, 숭인동 1388,14층,2020 1 20,"1,000/90",40.5,2005,12.3,"1,000",90
11110,동양파라빌, 숭인동 1388,12층,2020 1 21,"2,000/55",27.09,2005,8.2,"2,000",55
11110,삼전솔하임4차, 숭인동 318-2,7층,2020 1 21,"1,000/55",19.17,2014,5.8,"1,000",55
11110,아이비씨 호텔 앤 오피스텔, 숭인동 1396,11층,2020 1 21,"13,500/0",21.62,2016,6.5,"13,500",0
11110,경일오피스텔, 숭인동 1367,6층,2020 1 22,"2,000/41",20.14,2005,6.1,"2,000",41
11110,버넷하임1, 숭인동 1421,10층,2020 1 22,"13,000/0",24.77,2013,7.5,"13,000",0
11110,숭인한양LEEPS, 숭인동 1421-2,17층,2020 1 28,"12,000/0",17.07,2014,5.2,"12,000",0
11110,롯데캐슬 천지인, 숭인동 76,17층,2020 1 29,"21,000/0",39.6,2004,12.0,"21,000",0
11110,동양파라빌, 숭인동 1388,5층,2020 1 30,"12,500/0",24.93,2005,7.5,"12,500",0
11110,아이비씨 호텔 앤 오피스텔, 숭인동 1396,16층,2020 1 30,"1,200/105",43.29,2016,13.1,"1,200",105
11110,블루카운티 숭인Ⅰ, 숭인동 217-16,8층,2020 1 31,"25,000/0",26.63,2020,8.1,"25,000",0
11110,경희궁자이, 교북동 126,5층,2020 1 4,"1,000/84",25.91,2017,7.8,"1,000",84
11110,타임730오피스텔, 부암동 129-8,6층,2020 1 14,"13,000/0",34.06,2002,10.3,"13,000",0
11140,명동 엠퍼스트플레이스, 충무로2가 48-2,6층,2020 1 2,"1,000/75",18.6,2007,5.6,"1,000",75
11140,명동 엠퍼스트플레이스, 충무로2가 48-2,9층,2020 1 7,"2,000/70",18.6,2007,5.6,"2,000",70
11140,명동 엠퍼스트플레이스, 충무로2가 48-2,5층,2020 1 7,"20,000/0",18.6,2007,5.6,"20,000",0
11140,명동 엠퍼스트플레이스, 충무로2가 48-2,11층,2020 1 10,"1,000/75",18.6,2007,5.6,"1,000",75
11140,명동 엠퍼스트플레이스, 충무로2가 48-2,3층,2020 1 14,"5,000/60",20.28,2007,6.1,"5,000",60
11140,명동 엠퍼스트플레이스, 충무로2가 48-2,13층,2020 1 31,"22,000/0",17.59,2007,5.3,"22,000",0
11140,충무로엘크루메트로시티2, 충무로5가 36-2,9층,2020 1 8,"2,000/65",23.03,2016,7.0,"2,000",65
11140,충무로엘크루메트로시티2, 충무로5가 36-2,20층,2020 1 12,"1,000/85",23.03,2016,7.0,"1,000",85
11140,충무로엘크루메트로시티2, 충무로5가 36-2,20층,2020 1 12,"1,000/85",23.03,2016,7.0,"1,000",85
11140,충무로엘크루메트로시티2, 충무로5가 36-2,6층,2020 1 15,"1,000/120",37.07,2016,11.2,"1,000",120
11140,충무로엘크루메트로시티2, 충무로5가 36-2,12층,2020 1 29,"1,000/70",23.03,2016,7.0,"1,000",70
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,15층,2020 1 2,"1,000/75",25.95,2018,7.8,"1,000",75
11740,서희스타힐스, 명일동 48-7,15층,2020 1 4,"23,000/0",49.99,2012,15.1,"23,000",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,5층,2020 1 6,"1,000/55",17.86,2018,5.4,"1,000",55
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,8층,2020 1 6,"10,500/0",17.81,2018,5.4,"10,500",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,12층,2020 1 7,"12,000/0",17.86,2018,5.4,"12,000",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,14층,2020 1 8,"4,000/45",19.63,2018,5.9,"4,000",45
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,12층,2020 1 9,"1,000/47",17.86,2018,5.4,"1,000",47
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,8층,2020 1 10,"1,000/52",17.86,2018,5.4,"1,000",52
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,7층,2020 1 11,"12,000/0",17.86,2018,5.4,"12,000",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,12층,2020 1 15,"3,000/42",17.81,2018,5.4,"3,000",42
11740,서희스타힐스, 명일동 48-7,8층,2020 1 16,"12,000/40",49.99,2012,15.1,"12,000",40
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,11층,2020 1 17,500/46,17.81,2018,5.4,500,46
11740,서희스타힐스, 명일동 48-7,16층,2020 1 18,"24,000/0",49.99,2012,15.1,"24,000",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,14층,2020 1 18,"11,000/0",17.86,2018,5.4,"11,000",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,3층,2020 1 18,"12,000/0",19.68,2018,6.0,"12,000",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,13층,2020 1 20,"3,000/47",19.63,2018,5.9,"3,000",47
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,3층,2020 1 20,500/52,17.86,2018,5.4,500,52
11740,현대델리안오피스텔, 명일동 47-18,6층,2020 1 21,"45,000/0",144.67,2006,43.8,"45,000",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,13층,2020 1 22,"3,000/41",17.86,2018,5.4,"3,000",41
11740,서희스타힐스, 명일동 48-7,17층,2020 1 28,"1,000/100",49.99,2012,15.1,"1,000",100
11740,서희스타힐스, 명일동 48-7,9층,2020 1 28,"12,000/50",49.96,2012,15.1,"12,000",50
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,3층,2020 1 28,"10,500/0",17.86,2018,5.4,"10,500",0
11740,고덕역 갑을명가시티 오피스텔, 명일동 47-2,5층,2020 1 29,500/50,17.81,2018,5.4,500,50
11740,지앤지타워, 길동 150-1,4층,2020 1 3,"8,700/0",20.7,2012,6.3,"8,700",0
11740,강동역에스케이허브, 길동 445-1,4층,2020 1 4,"5,000/50",30.68,2006,9.3,"5,000",50
11740,청광플러스원큐브2차, 길동 457,5층,2020 1 7,"11,500/0",20.03,2013,6.1,"11,500",0
11740,(413-24), 길동 413-24,4층,2020 1 10,"15,000/0",18.76,2016,5.7,"15,000",0
11740,일성하이츠오피스텔, 길동 454-1,4층,2020 1 11,"7,500/0",22.77,1993,6.9,"7,500",0
11740,아스테르 오피스텔, 길동 413-37,6층,2020 1 11,"1,000/50",18.87,2018,5.7,"1,000",50
11740,다성이즈빌, 길동 456-4,5층,2020 1 14,"25,000/0",32.17,2018,9.7,"25,000",0
11740,	(386-8)	, 길동 386-8,4층,2020 1 16,"8,900/0",33.2,1990,10.0,"8,900",0
11740,청광플러스원큐브3차, 길동 415-16,5층,2020 1 16,500/45,17.69,2014,5.4,500,45
11740,강동역에스케이허브, 길동 445-1,7층,2020 1 16,"26,000/0",50.96,2006,15.4,"26,000",0
11740,도고하임, 길동 413-54,6층,2020 1 17,"15,000/0",24.65,2014,7.5,"15,000",0
11740,강동 큐브 2차, 길동 415-13,5층,2020 1 17,"12,000/0",19.61,2013,5.9,"12,000",0
11740,(413-24), 길동 413-24,5층,2020 1 18,"15,000/0",18.76,2016,5.7,"15,000",0
11740,다성이즈빌, 길동 456-4,2층,2020 1 21,"25,900/0",32.7,2018,9.9,"25,900",0
11740,청광플러스원큐브3차, 길동 415-16,3층,2020 1 22,"1,000/45",17.69,2014,5.4,"1,000",45
11740,광남벨라스, 길동 385-3,2층,2020 1 26,"14,000/0",46.19,2004,14.0,"14,000",0
11740,다성이즈빌, 길동 456-4,3층,2020 1 29,"25,000/0",32.17,2018,9.7,"25,000",0
11740,강동 큐브 2차, 길동 415-13,5층,2020 1 31,"12,000/0",17.76,2013,5.4,"12,000",0
11740,(413-24), 길동 413-24,4층,2020 1 31,"15,000/0",18.76,2016,5.7,"15,000",0
11740,오앤하우스, 둔촌동 425-15,5층,2020 1 8,"16,000/0",25.41,2014,7.7,"16,000",0
11740,에벤에셀나래하우스, 암사동 513-39,4층,2020 1 16,"6,000/15",17.64,2016,5.3,"6,000",15
11740,한강시티라이프, 암사동 441,5층,2020 1 22,"1,000/50",27.63,2003,8.4,"1,000",50
11740,마일스톤, 암사동 505-10,3층,2020 1 22,"18,500/0",18.16,2019,5.5,"18,500",0
11740,명성오피스텔, 암사동 513-8,4층,2020 1 29,"10,000/0",20.76,2004,6.3,"10,000",0
11740,강동리시온, 암사동 501-19,4층,2020 1 29,"5,400/0",16.96,1980,5.1,"5,400",0
11740,더존예가, 성내동 47-16,5층,2020 1 2,"18,500/0",21.75,2019,6.6,"18,500",0
11740,비바체, 성내동 43-6,2층,2020 1 2,"16,275/0",24.64,2017,7.5,"16,275",0
11740,(80-3), 성내동 80-3,4층,2020 1 3,"17,300/0",29.4,2017,8.9,"17,300",0
11740,더존예가, 성내동 47-16,4층,2020 1 4,"18,500/0",21.75,2019,6.6,"18,500",0
11740,(244-6), 성내동 244-6,6층,2020 1 4,"13,100/0",13.41,2017,4.1,"13,100",0
11740,더존 예가 A, 성내동 46-23,4층,2020 1 7,"9,000/0",12.87,2017,3.9,"9,000",0
11740,(244-6), 성내동 244-6,6층,2020 1 11,"12,900/0",13.52,2017,4.1,"12,900",0
11740,트리안, 성내동 47-8,4층,2020 1 11,"22,700/0",26.46,2019,8.0,"22,700",0
11740,인택스파크뷰, 성내동 448-17,3층,2020 1 14,"14,000/0",22.95,2003,6.9,"14,000",0
11740,비바체, 성내동 43-6,5층,2020 1 15,"17,800/0",24.64,2017,7.5,"17,800",0
11740,트리안, 성내동 47-8,4층,2020 1 17,"22,100/0",23.64,2019,7.2,"22,100",0
11740,더존예가, 성내동 47-16,3층,2020 1 18,"18,000/0",22.2,2019,6.7,"18,000",0
11740,더존예가, 성내동 47-16,3층,2020 1 18,"18,000/0",22.2,2019,6.7,"18,000",0
11740,인택스파크뷰, 성내동 448-17,4층,2020 1 18,"3,000/40",20.97,2003,6.3,"3,000",40
11740,(244-6), 성내동 244-6,6층,2020 1 18,"13,300/0",11.74,2017,3.6,"13,300",0
11740,아이퍼스트빌, 성내동 199-18,4층,2020 1 18,"15,000/0",22.76,2012,6.9,"15,000",0
11740,비바체, 성내동 43-6,3층,2020 1 19,"17,800/0",24.29,2017,7.3,"17,800",0
11740,(244-6), 성내동 244-6,6층,2020 1 20,"12,700/0",13.85,2017,4.2,"12,700",0
11740,브라운스톤천호, 성내동 64-13,7층,2020 1 20,"5,000/50",30.09,2007,9.1,"5,000",50
11740,더존예가, 성내동 47-16,3층,2020 1 20,"18,000/0",21.75,2019,6.6,"18,000",0
11740,비바체, 성내동 43-6,2층,2020 1 21,"17,300/0",24.64,2017,7.5,"17,300",0
11740,트리안, 성내동 47-8,2층,2020 1 28,"21,000/0",23.64,2019,7.2,"21,000",0
11740,더존 예가, 성내동 46-22,2층,2020 1 29,"25,000/0",25.06,2017,7.6,"25,000",0
11740,	(287-5)	, 천호동 287-5,2층,2020 1 2,"7,800/0",18.21,2012,5.5,"7,800",0
11740,신구오피스텔, 천호동 151-2,9층,2020 1 2,"12,000/0",43.29,1997,13.1,"12,000",0
11740,힐탑프라자, 천호동 449-49,8층,2020 1 3,500/40,20.48,1994,6.2,500,40
11740,정암하이빌, 천호동 161-17,11층,2020 1 3,"1,000/45",23.12,2003,7.0,"1,000",45
11740,천호역 한강 푸르지오시티, 천호동 425-3,24층,2020 1 3,"8,000/30",26.61,2015,8.0,"8,000",30
11740,현일 디와이디, 천호동 163-7,13층,2020 1 4,"17,000/0",13.71,2019,4.1,"17,000",0
11740,강동역두산위브센티움, 천호동 155-5,4층,2020 1 4,"8,000/35",31.43,2004,9.5,"8,000",35
11740,(169-1), 천호동 169-1,5층,2020 1 4,"1,000/70",27.75,2016,8.4,"1,000",70
11740,쌍용플래티넘리버, 천호동 432-10,13층,2020 1 4,"1,000/70",34.2,2004,10.3,"1,000",70
11740,두산위브센티움, 천호동 414,20층,2020 1 4,"10,000/20",31.37,2004,9.5,"10,000",20
11740,두산위브센티움, 천호동 414,16층,2020 1 4,"1,000/60",31.37,2004,9.5,"1,000",60
11740,다성 이즈빌, 천호동 167-57,3층,2020 1 4,"14,500/0",14.91,2019,4.5,"14,500",0
11740,천호역 한강 푸르지오시티, 천호동 425-3,32층,2020 1 6,"5,000/25",25.06,2015,7.6,"5,000",25
11740,쌍용플래티넘리버, 천호동 432-10,7층,2020 1 6,"2,000/60",34.2,2004,10.3,"2,000",60
