건물명,주소,위도,경도
롯데캐슬, 대치동 893,37.50476134,127.0564449
현대썬앤빌 테헤란, 대치동 894,37.50431026,127.054776
메트로, 대치동 901-51,37.50297111,127.0554655
포스코더샵, 대치동 902,37.50395628,127.057084
신성미소시티, 대치동 904-10,37.50276737,127.056191
대치한신휴플러스, 대치동 907-2,37.50138724,127.0515922
풍림아이원1차101동(910-3), 대치동 910-3,37.50153226,127.0545672
풍림 아이원 아파트, 대치동 910-4,37.50161148,127.0548132
풍림아이원1차103동(910-5), 대치동 910-5,37.50170645,127.0550513
풍림아이원2차202동, 대치동 910-6,37.5013877,127.0549894
풍림아이원2차201동, 대치동 910-7,37.501278,127.0547157
도성, 대치동 915-13,37.50113953,127.0583164
세연파크뷰, 대치동 929-8,37.50008569,127.0584886
한티(933-0), 대치동 933,37.49899181,127.057109
한티(933-35), 대치동 933-35,37.4990502,127.0572879
청원, 대치동 934-1,37.49852299,127.0558995
동민맥스빌A동, 대치동 938-11,37.49779852,127.0554557
동민맥스빌B동, 대치동 938-13,37.49800967,127.0558767
삼환SOGOOD, 대치동 938-16,37.49759063,127.055659
한양팰리스, 대치동 941-13,37.49918191,127.0597383
우정에쉐르, 대치동 950,37.50688385,127.0622762
월드빌, 대치동 950-3,37.50661424,127.0624233
화인하이빌, 대치동 950-5,37.506433,127.0625223
대치동더블유타워, 대치동 952-2,37.50500263,127.0633732
대치주성, 대치동 962-20,37.50158975,127.060175
대치현대, 대치동 974,37.50086556,127.0610043
세영팔레스타운, 대치동 975-20,37.50076931,127.0621637
S-TOWER, 대치동 983-1,37.50319766,127.0649968
래미안 대치 하이스턴, 대치동 985,37.50106249,127.0655392
하이캐슬102동, 대치동 986,37.50040677,127.0633921
하이캐슬, 대치동 986-14,37.50055258,127.0638466
대치효성, 대치동 988-4,37.49989273,127.0612197
현대1, 대치동 992,37.49989014,127.0653582
혜우, 대현동 101-7,37.55762929,126.943155
신촌자이엘라, 대현동 104-36,35.88588925,128.6106855
럭키대현, 대현동 144,37.55961067,126.9475829
예스에이피엠, 대현동 145,37.55764272,126.9449234
무궁화, 대현동 54-1,37.55865018,126.9459603
이대경우타운, 대현동 90-20,37.55769951,126.9439484
파라타워, 대현동 90-70,37.55702335,126.9441122
서희스타힐스, 대흥동 12-41,37.55629823,126.9432348
성신, 대흥동 18-55,37.55351494,126.9449188
마포태영, 대흥동 660,35.83330922,128.6808132
대흥태영(660-0), 대흥동 660,35.83330922,128.6808132
대흥동세양, 대흥동 802,37.54445892,126.9448709
동양엔파트, 대흥동 803,37.54772902,126.9405298
마포자이2차, 대흥동 804,37.54912178,126.9418107
삼성, 도곡동 161,37.48868614,127.0464271
도곡현대힐스테이트 101동, 도곡동 183,37.48769751,127.045994
현대파크빌라, 도곡동 192-2,37.48763465,127.0445828
벨라빌, 도곡동 193-42,37.48675193,127.0446307
도곡지웰카운티 102동, 도곡동 199-1,37.48681453,127.043645
럭키(462), 도곡동 462,37.48616784,127.0462938
우성사원5, 도곡동 463-1,37.48596087,127.0475913
한신(개포), 도곡동 464,37.48682092,127.0488788
우성4, 도곡동 465,37.48556125,127.0495429
타워팰리스1, 도곡동 467,37.48820985,127.0542312
타워팰리스2, 도곡동 467-17,37.48972295,127.0544696
우성캐릭터빌, 도곡동 467-18,37.48707992,127.0510604
현대비젼21, 도곡동 467-19,37.48736203,127.0513253
우성캐릭터199, 도곡동 467-24,37.48658715,127.051843
타워팰리스3, 도곡동 467-29,37.48733343,127.0528397
대림아크로빌, 도곡동 467-6,37.48812312,127.0511211
아카데미스위트1, 도곡동 467-7,37.48865189,127.0521315
도곡렉슬, 도곡동 527,37.49357708,127.0493676
래미안도곡카운티, 도곡동 538-3,37.49509138,127.0505167
도곡1차아이파크, 도곡동 543-7,37.49213808,127.0432742
파크힐, 도곡동 550-1,37.48984075,127.0370297
롯데캐슬모닝, 도곡동 551-28,37.49024445,127.0366233
삼익, 도곡동 869,37.49087127,127.0422897
한신엠비씨, 도곡동 895-8,37.48785425,127.040231
삼성래미안, 도곡동 91-5,37.48990718,127.0505727
도곡쌍용예가, 도곡동 933,37.4880193,127.0381156
역삼우성, 도곡동 934-10,37.48818915,127.037161
현대아이리스1, 도곡동 944-5,37.48929611,127.0341326
삼경하이빌1, 도곡동 948-4,37.48713721,127.0345922
삼경하이빌2, 도곡동 948-5,37.48708351,127.0343896
도곡푸르지오 102동, 도곡동 949-2,37.48777494,127.0329081
조이너스 도곡, 도곡동 950-19,37.48702916,127.0350943
대우디오빌, 도곡동 952,37.48647692,127.0335282
원팰리스, 도곡동 952-14,37.48624,127.0340318
SK허브프리모, 도곡동 953-1,37.48531755,127.0344451
도곡동 STAY77, 도곡동 957,37.48517335,127.0349712
도곡스타클래스, 도곡동 957-11,37.48517758,127.0357551
현대아파트 1동~3동, 도곡동 961,37.48902773,127.0381578
럭키(963), 도곡동 963,37.49054056,127.0399554
현대그린1, 도곡동 964,37.48884756,127.0393791
중명하니빌, 도곡동 965,37.48594159,127.0389346
매봉삼성, 도곡동 966,37.4891453,127.0488039
경남, 도곡동 967,37.48897485,127.0407985
하이페리온, 도곡동 968,37.48872869,127.0350343
도곡2차 I-PARK, 도곡동 969,37.48918264,127.0370306
한라비발디, 도곡동 972,37.48772225,127.0392198
동아, 도림동 165-1,37.50916823,126.8987253
에스제이팰리스, 도림동 195-5,37.511383,126.8988741
도림청구, 도림동 221-1,37.50925766,126.8953258
한라, 도림동 231-1,37.50752532,126.8975409
영등포아트자이, 도림동 821,36.01826959,128.9347848
한신, 도봉동 30-1,37.68593923,127.047934
중흥에스-클래스, 도봉동 51-12,37.68488396,127.0471221
서울가든, 도봉동 555,37.68643683,127.041625
도봉산리베니움, 도봉동 571,37.68564543,127.0430974
럭키, 도봉동 595,37.67932225,127.0443484
서원, 도봉동 641,37.67412565,127.0482974
현대성우, 도봉동 642,37.67623399,127.0476285
서광, 도봉동 643,37.67803306,127.0497082
도봉파크빌3, 도봉동 644,37.68756087,127.0487358
도봉파크빌2, 도봉동 647,37.68438206,127.0507087
도봉주공1단지, 도봉동 649,37.68300122,127.0506994
동아에코빌, 도봉동 654,37.68152461,127.0469152
래미안도봉, 도봉동 655,37.67953578,127.0466231
양우내안애, 도봉동 656,37.68330455,127.0494974
한양수자인, 도봉동 657,37.67456711,127.0476904
극동, 도봉동 81-1,37.68245971,127.0496169
유원도봉, 도봉동 83,37.68181024,127.050288
삼환도봉, 도봉동 87,37.68100759,127.0487795
트윈빌, 도선동 105,37.56393602,127.0348881
제니스빌, 도선동 132,37.56326935,127.0344306
삼성쉐르빌, 도선동 69,37.5643971,127.0349372
삼성래미안, 도원동 23,35.80188625,128.5730172
도원동삼성래미안(임대), 도원동 25,35.79874574,128.5726093
제일1, 도원동 3-4,37.53917528,126.9581161
도원, 도원동 3-7,37.53894216,126.9584129
현대예술아파트, 도화동 240-1,37.5392517,126.949134
현대홈타운, 도화동 353,37.53781624,126.9523664
현대2차아파트, 도화동 353-1,37.53782338,126.9509502
도화동현대, 도화동 357,37.5393204,126.9535603
정우상가맨션, 도화동 536,37.54249911,126.9473176
성지, 도화동 538,37.54127074,126.9462876
고려, 도화동 544,37.54077224,126.9459369
도화현대, 도화동 547,37.54017046,126.9539173
삼성, 도화동 550,37.54012959,126.9502685
한화오벨리스크, 도화동 555,37.54006116,126.9455262
마포트라팰리스, 도화동 559,37.54145137,126.9472236
마포아크로타워, 도화동 563,37.54133389,126.9489876
마포동원베네스트, 도화동 564,37.54027903,126.9522693
우성, 도화동 82,37.53642627,126.947081
진도1차, 독산동 1002,37.46778842,126.8907132
태영아파트, 독산동 1003-21,37.46620718,126.8904781
삼환아파트, 독산동 1006-132,37.46578519,126.8922104
e편한세상 독산 더타워, 독산동 1007-13,37.46582105,126.8963097
상진지오벨리B, 독산동 1017-24,37.46850596,126.9012028
상진지오벨리A, 독산동 1017-8,37.46851824,126.9009972
대덕트윈빌, 독산동 1028,37.46731292,126.8991046
골드캐슬(1031-22), 독산동 1031-22,37.46503981,126.8982948
세진(1037-31), 독산동 1037-31,37.46549282,126.9019114
호정타워, 독산동 1069,37.46118905,126.900304
독산주공14단지, 독산동 1088,37.46010848,126.8865541
독산주공13단지, 독산동 1088-1,37.45793474,126.8868385
한신아파트, 독산동 1093-4,37.45652121,126.8880303
각산, 독산동 1093-5,37.45599472,126.8870136
라이프, 독산동 1131,37.46109933,126.8922714
진도2차, 독산동 1133,37.4699632,126.8922419
백운, 독산동 1135,37.46465275,126.8931323
진도3차아파트, 독산동 1136,37.46836355,126.8932267
설악솔내음, 독산동 1138,37.47208348,126.9022334
청광플러스원, 독산동 1139,37.47125013,126.8941346
독산동중앙하이츠빌, 독산동 1140,37.46480767,126.8885562
서초파레스, 독산동 1141,37.47054332,126.8995475
한아마인드, 독산동 1142,37.46703941,126.8941102
이랜드해가든, 독산동 1143,37.46094136,126.8929318
독산동한양수자인, 독산동 1144,37.47593183,126.8993226
금천롯데캐슬 골드파크1차, 독산동 1147,37.45975435,126.894427
금천롯데캐슬골드파크2차201동202동, 독산동 1150,37.45817596,126.8940392
금천 롯데캐슬 골드파크 3차, 독산동 1155,37.45996576,126.8972319
독산동아아파트, 독산동 183-1,37.46996576,126.906322
아셈그린힐, 독산동 184-3,37.46930562,126.905209
독산현대, 독산동 293-10,37.46745459,126.8950664
계룡아파트, 독산동 332-14,37.46714884,126.8927865
중앙아파트, 독산동 333-24,37.46923146,126.8917726
금천현대, 독산동 711-2,37.46228875,126.890326
동은5차, 독산동 883-21,37.47730471,126.9068012
동은6차, 독산동 883-22,37.47727565,126.9065764
동은노보빌(887-2), 독산동 887-2,37.47615536,126.904776
영진힐탑, 독산동 887-4,37.47624066,126.9050705
성웅, 독산동 888-18,37.47662481,126.9053037
신도브래뉴, 독산동 955,37.47734538,126.9001579
삼익, 독산동 956,37.47820366,126.9008208
푸른터, 독산동 957,37.47808309,126.9014287
을미월드힐, 독산동 958,37.47854065,126.9014688
목화102, 독산동 961-13,37.47677378,126.9041077
명도힐스티지, 독산동 962-32,37.47695248,126.9033441
예전이룸(965-1), 독산동 965-1,37.47668654,126.900444
목화103, 독산동 974-2,37.47605892,126.904157
독산오르페움타워, 독산동 989,37.47280796,126.9011714
대광아파트, 독산동 990-3,37.47359918,126.9030193
한아102(994-73), 독산동 994-73,37.47214022,126.906025
삼성로얄, 독산동 994-76,37.4725978,126.9043471
돈암현대아파트, 돈암동 1,37.60322025,127.0261829
돈암동삼성, 돈암동 15-1,37.59943359,127.0233382
고명, 돈암동 42-32,37.59886242,127.0200878
일신건영휴먼빌아파트, 돈암동 524,37.60075901,127.0125787
삼성 아지오 아파트, 돈암동 552-9,37.59742877,127.0128475
돈암동더샵아파트, 돈암동 603,37.59764334,127.0100084
한신, 돈암동 609-1,37.59416348,127.0103047
한진(609-1), 돈암동 609-1,37.59416348,127.0103047
한진임대아파트(301동)(609-1), 돈암동 609-1,37.59416348,127.0103047
동소문현대, 돈암동 630,37.59797613,127.0125781
범양, 돈암동 631,37.60333245,127.0280441
돈암동 풍림아파트 101~105동, 돈암동 632,37.59586019,127.023402
돈암동풍림106동(임대), 돈암동 632-1,37.59699175,127.0220838
동부센트레빌, 돈암동 633,37.60198186,127.026354
이수브라운스톤돈암, 돈암동 636,37.59790367,127.017621
성일우리미, 돈암동 637,37.60237486,127.0282752
돈암힐스테이트, 돈암동 639,37.59859729,127.0150782
대성유니드(641-0), 돈암동 641,37.59731875,127.0209257
돈암동 해피트리, 돈암동 642,37.59797657,127.0116327
길음역금호어울림센터힐, 돈암동 643,37.6003801,127.0227527
돈암코오롱하늘채, 돈암동 644,37.59926762,127.0125702
돈암코오롱하늘채(임대 108동), 돈암동 644,37.59926762,127.0125702
서라벌, 돈암동 7-15,37.60260692,127.0277402
광남벨라스 2동, 동교동 200-4,37.5586796,126.9225546
현대플래티앙2, 동빙고동 1-14,37.52648795,126.9966476
SOD빌, 동빙고동 1-3,37.52637895,126.996811
아울스타운, 동빙고동 1-44,37.52846514,126.9953668
현대플래티앙1(1-67), 동빙고동 1-67,37.52723845,126.9956388
캠팩트클래식홈, 동빙고동 1-7,37.52611487,126.9965787
파인힐빌, 동빙고동 1-72,37.52761536,126.9955606
노블캐슬, 동빙고동 310-10,37.52787007,126.993573
로즈힐, 동선동3가 251-5,37.594558,127.0215082
한양수자인, 동선동4가 295-1,37.59589026,127.0201998
트라움하임, 동선동5가 69-1,37.59558754,127.0176603
삼보힐하우스, 동소문동4가 103-20,37.59121201,127.0099614
양지, 동소문동4가 241,37.59225702,127.0122909
송산아파트, 동소문동4가 279,37.59245886,127.0105694
한신플러스A, 동소문동4가 280,37.59344091,127.0112367
돈암동일하이빌, 동소문동5가 120,37.59164092,127.0144949
성신여대역솔하임, 동소문동5가 15,37.59188452,127.0140176
아우룸타워(Aurum Tower), 동소문동5가 30,37.5920164,127.014554
보미리즌빌, 동소문동6가 117-2,37.59265886,127.0154504
하이얀, 동소문동6가 138-1,37.59321984,127.0151509
시티플레이스, 동소문동6가 3-1,37.5923101,127.013403
브라운스톤동선, 동소문동7가 120,37.59632653,127.0138178
한신플러스C, 동소문동7가 23,37.59514507,127.0142041
동자, 동자동 19-8,37.55114116,126.9749807
센트레빌아스테리움서울, 동자동 45,37.55169672,126.9732423
이수교신동아 아파트, 동작동 329,37.49711966,126.9809422
금강KCC, 동작동 331,37.4939954,126.9784151
이수교KCC스위첸, 동작동 332,37.49765461,126.9811158
이수힐스테이트, 동작동 333,37.49492549,126.978543
율전에버그린, 둔촌동 104-3,37.52683376,127.146088
신성둔촌미소지움2, 둔촌동 134-10,37.52736389,127.1436134
현대3, 둔촌동 135-1,37.52733656,127.1449612
현대1차아파트, 둔촌동 30-4,37.53177025,127.1465778
태천해오름, 둔촌동 425-3,37.53296654,127.1400484
세양청마루, 둔촌동 426,37.53326047,127.1406295
광남캐스빌103동, 둔촌동 435-3,37.53283148,127.139039
광남캐스빌105동, 둔촌동 435-4,37.53339696,127.1392063
광남캐스빌101동, 둔촌동 435-7,37.53313275,127.139327
광남캐스빌102동, 둔촌동 435-8,37.53297187,127.1392666
도원빌, 둔촌동 446-4,37.5321179,127.1407049
찬솔, 둔촌동 46-20,37.53249331,127.1444678
미랜드퀸아파트101동, 둔촌동 46-41,37.53261099,127.1452977
아인리베, 둔촌동 488,37.53099389,127.1384453
다원애버니아, 둔촌동 490-3,37.530439,127.1389882
케이엔피로얄, 둔촌동 511-2,37.52849675,127.1389271
그랜드1, 둔촌동 518-1,37.5288626,127.1382341
광남아파트102동, 둔촌동 518-13,37.52893611,127.137968
광남아파트101동, 둔촌동 518-2,37.52899415,127.1377411
경방필하우스, 둔촌동 518-6,37.52857002,127.1382672
라이프101동(544)102동(544-1), 둔촌동 544,37.52951043,127.1395696
둔촌하이츠, 둔촌동 545,37.52951263,127.1424187
신성둔촌미소지움1, 둔촌동 546,37.52780071,127.1428377
신동아파밀리에, 둔촌동 555,37.52922569,127.14159
암펠로스타워, 둔촌동 556,37.52884871,127.1430322
프라자, 둔촌동 603,37.53542523,127.1482192
한솔솔파크, 둔촌동 611,37.53385977,127.1481175
동호리츠빌, 둔촌동 61-12,37.53291058,127.142999
성원, 둔촌동 613,37.53283177,127.1478483
태상아트빌, 둔촌동 61-8,37.53264357,127.1426757
노바, 둔촌동 61-9,37.53262829,127.1428595
KNP이스트빌, 둔촌동 62,37.53276104,127.1418029
초원동아, 둔촌동 621,37.53318334,127.1458004
주풍그린빌라트, 둔촌동 622-12,37.53308971,127.1448088
둔촌푸르지오, 둔촌동 630,37.53415361,127.1463621
광남캐스빌(631), 둔촌동 631,37.52922175,127.1385451
현대수린나아파트, 둔촌동 632,37.53282282,127.1456033
청호 뜨레피움 퍼스트 아파트, 둔촌동 64,37.53356513,127.141967
둔촌늘푸른, 둔촌동 65-4,37.53352645,127.1426409
현대2, 둔촌동 70-5,37.52936671,127.1405149
후성누리움, 둔촌동 79-23,37.53100985,127.1431286
현대4, 둔촌동 89,37.52962931,127.1438328
청원파크빌, 둔촌동 90,37.53175416,127.1433643
동아, 둔촌동 94-16,37.52881038,127.1441241
두보, 등촌동 365-195,37.55124515,126.8579087
해태골든팰리스, 등촌동 510-7,37.54802661,126.862592
등촌퀸즈포디엄삼익, 등촌동 511-4,37.54730083,126.8623704
강서, 등촌동 517-39,37.54597978,126.8591993
보람하이빌, 등촌동 518-7,37.54667008,126.8580898
세심, 등촌동 526-5,37.54867441,126.8618467
대림e편한세상, 등촌동 561-1,37.5421005,126.8626627
임광, 등촌동 562-5,37.54047994,126.8633673
삼형.그레이스빌, 등촌동 564-7,37.53826356,126.8631849
정우아파트, 등촌동 570-10,37.53767808,126.8613687
등촌라인(조합), 등촌동 628-15,37.55918194,126.85628
우성, 등촌동 630-3,37.55749084,126.8596466
대동황토방, 등촌동 631-9,37.55594609,126.8622369
태영, 등촌동 632-2,37.55569795,126.8641146
삼성한사랑1, 등촌동 632-4,37.55520004,126.863891
등촌5차보람쉬움, 등촌동 633-28,37.55294451,126.8660627
심미에셈빌, 등촌동 634-13,37.55385791,126.8638745
한사랑2삼성, 등촌동 634-2,37.55461471,126.864199
나성, 등촌동 635-6,37.55460738,126.8625
예지펠리스, 등촌동 637-15,37.55636766,126.8586068
대림아르빌101동, 등촌동 637-22,37.55592796,126.8593418
다울, 등촌동 637-26,37.55636455,126.859965
서광등촌마을2, 등촌동 638,37.55786184,126.8574455
보람(640), 등촌동 640,37.55798795,126.854026
신원, 등촌동 641,37.55709082,126.8561744
등촌동보람쉬움아파트, 등촌동 641-4,37.55642134,126.8574493
제일(코오롱), 등촌동 642,37.55597014,126.858278
천우네오젠, 등촌동 645-14,37.55424815,126.86183
삼우지엔씨, 등촌동 646-28,37.55300621,126.8630712
계명위너스, 등촌동 646-29,37.5531583,126.8633857
아임2030 등촌역, 등촌동 648-5,37.55174281,126.8645822
청솔펠리체, 등촌동 651,37.55385936,126.8598662
우당, 등촌동 653-13,37.55460084,126.8581942
풍성애뜨란아파트, 등촌동 654-79,37.55543099,126.8574917
현대, 등촌동 655-27,37.55591716,126.855294
등촌동현대2차, 등촌동 655-46,37.55627955,126.8557145
지엠벨리, 등촌동 656-17,37.55682609,126.8532375
삼성, 등촌동 660-5,37.55745066,126.8496173
등촌동리본타워, 등촌동 661-6,37.55792892,126.847864
등촌동성원, 등촌동 670-2,37.55902942,126.8430503
태진아름, 등촌동 676,37.54965595,126.8603834
"등촌1,2단지주공아파트", 등촌동 687,37.56498581,126.8426405
주공3, 등촌동 688,37.56160943,126.8410962
등촌4단지주공영구임대, 등촌동 690,37.56146335,126.8432445
동성, 등촌동 691-1,37.56391304,126.8458589
부영, 등촌동 691-3,37.56360489,126.8436217
대림, 등촌동 694,37.56271116,126.8468351
주공5, 등촌동 695,37.56046735,126.8448521
"진로,미주아파트", 등촌동 701,37.55990477,126.8470922
주공10, 등촌동 702,37.56232398,126.8483009
등촌9단지영구임대, 등촌동 704,37.56159128,126.849714
주공6단지, 등촌동 705,37.55965177,126.8484669
등촌주공아파트11단지, 등촌동 705-6,37.55920642,126.8491676
"등촌7,8단지주공아파트", 등촌동 707,37.56085744,126.8517905
보람, 등촌동 710,37.54965508,126.8626073
월드메르디앙, 등촌동 711,37.56459034,126.8472416
코오롱오투빌2, 등촌동 712,37.5557354,126.860294
대동황토방2, 등촌동 713,37.55514624,126.8623244
코오롱하늘채, 등촌동 714,37.55437142,126.8607045
등촌동아이파크, 등촌동 715,37.54389258,126.8599844
등촌6차보람, 등촌동 716,37.55411335,126.8620919
문원Stay, 등촌동 720,37.55982559,126.8568605
등촌파밀리에더클래식101동, 등촌동 722,37.55481745,126.8587615
등촌파밀리에더클래식201동, 등촌동 723,37.5549604,126.8581207
마곡동후포아파트(14-21), 마곡동 14-21,37.57175275,126.838104
신안, 마곡동 422,37.56880405,126.8233717
벽산, 마곡동 429,37.5757031,126.8376237
한솔솔파크, 마곡동 716,37.56967205,126.8233004
마곡금호어울림, 마곡동 717,37.5746174,126.8376153
마곡힐스테이트, 마곡동 725-1,37.56402568,126.8178488
한건토파즈빌, 마장동 512-2,37.56885103,127.0385357
장원, 마장동 767-1,37.56916799,127.0446228
삼웅아파트 2동, 마장동 778-2,37.56631815,127.0462268
홀스케슬, 마장동 782-1,37.56639751,127.0441045
세림, 마장동 784,37.56544744,127.0453035
마장동 해맑은아파트, 마장동 797-3,37.56428403,127.0409325
삼성, 마장동 817,37.56626688,127.0400654
현대, 마장동 818,37.56937255,127.0424296
마장동중앙하이츠, 마장동 819,37.56544201,127.0391214
금호어울림, 마장동 820,37.56292268,127.0405696
신성미소지움, 마장동 822,37.56894417,127.0437488
대성유니드, 마장동 825,37.56694026,127.0387583
태성, 마장동 829,37.56717559,127.0458534
신명스카이뷰, 마장동 830,37.56546373,127.0381773
마장에스에이치빌, 마장동 831,37.56436301,127.0399584
삼성홈타운, 마장동 834,37.56342358,127.0390489
우성에비뉴, 마장동 835,37.5707985,127.0389783
한보1, 마천동 175,35.13348917,128.7855844
현대그린빌, 마천동 181,37.49517277,127.1509082
동구햇살, 마천동 188-2,37.4967288,127.1537899
기영, 마천동 191-17,37.4973154,127.1525044
뉴타운, 마천동 197-9,37.49861545,127.1540245
신동아, 마천동 20,37.50039449,127.1447681
보보스빌, 마천동 200-75,37.49788192,127.1539887
송파건원여미지아파트, 마천동 21,37.50002145,127.1456134
성영, 마천동 22,37.49970293,127.1450975
산성, 마천동 271-17,37.49276215,127.158391
마천동금호타운1, 마천동 304,37.49470937,127.1533676
금호어울림, 마천동 319,37.49335655,127.1554217
대성스카이뷰아파트, 마천동 5,35.1453622,128.7955712
대성골드클래스, 마천동 50,37.50163881,127.1486928
삼익1, 마천동 573,37.49892097,127.1536783
마천대성, 마천동 574,37.49863582,127.1532101
마천금호어울림1차아파트, 마천동 575,37.49823807,127.1548199
우방아파트, 마천동 576,37.50035984,127.1519772
송파파크데일1단지, 마천동 582,37.4990539,127.1590056
송파파크데일3단지, 마천동 605,37.49451334,127.1579585
송파파크데일2단지, 마천동 607,37.49579159,127.1588519
천마그랑밸리, 마천동 68-5,37.50210058,127.1535447
아남, 마천동 9,35.12859073,128.7894924
마포쌍용황금아파트, 마포동 253,37.53714276,126.9457679
강변한신코아, 마포동 350,37.53632724,126.9439322
보성, 마포동 442,37.53606567,126.9464066
비체힐리버뷰, 마포동 449,37.53633651,126.9454168
LIG 서울역 리가, 만리동1가 231,37.55584642,126.9669966
SY파크힐, 만리동1가 56-11,37.55693615,126.9656902
대우디오빌, 만리동1가 62-7,37.55501393,126.967221
서울역센트럴자이(임대), 만리동2가 176-1,37.5541594,126.9634411
서울역센트럴자이, 만리동2가 176-1,37.5541594,126.9634411
서울역한라비발디센트럴, 만리동2가 288,37.55508634,126.9655634
다우하임 아파트, 망우동 133-14,37.60023186,127.1075055
예아아트월드, 망우동 133-15,37.60024169,127.1072816
염광, 망우동 178-80,37.60289131,127.106921
망우, 망우동 184-6,37.5994337,127.1029957
세움삼익플라주, 망우동 207-6,37.5999678,127.103984
개나리, 망우동 213-3,37.60516929,127.1057859
경남, 망우동 226,37.60379171,127.1067214
대보, 망우동 236-7,37.60471386,127.1063627
진명, 망우동 460-26,37.59502753,127.0983411
산솔트윈, 망우동 461-12,37.59551887,127.0982828
한일써너스빌리젠시1단지, 망우동 479,37.5973426,127.0934997
문수해오름, 망우동 490-30,37.59848109,127.0963173
해븐타워, 망우동 490-8,37.59867321,127.0966408
천보, 망우동 494-17,37.59756364,127.0958816
한일써너스빌리젠시2단지, 망우동 495,37.59766159,127.0943815
(506-14), 망우동 506-14,37.59555491,127.093623
월드102, 망우동 506-3,37.595937,127.0939169
EG Soul Leader, 망우동 506-8,37.5956802,127.0933485
해오름102동, 망우동 508-11,37.59671058,127.0947349
해오름101동, 망우동 508-14,37.59661961,127.0943437
현대, 망우동 508-17,37.59646843,127.0946281
예원캐슬, 망우동 508-34,37.59609982,127.0941963
더하이어, 망우동 508-6,37.59682818,127.0940945
용마프라자, 망우동 572,37.59634389,127.0987305
신원, 망우동 573,37.5999784,127.108463
청광, 망우동 575,37.5995744,127.1048157
가야써니빌, 망우동 576,37.59580354,127.0946891
예성그린캐슬, 망우동 577,37.59701119,127.1020778
한진해모로, 망우동 578,37.60280612,127.1100825
한울네세창, 망우동 579,37.59846724,127.1061985
금호어울림(580), 망우동 580,37.60227426,127.1091781
금호어울림(580-1), 망우동 580-1,37.60105972,127.1101957
주함해븐(101동), 망우동 582,37.5927204,127.0982883
중랑숲리가, 망우동 583,37.60230628,127.1049663
한강그린1차아파트, 망원동 236-2,37.55224512,126.9020418
삼우하이브, 망원동 381-9,37.55429342,126.9081457
뉴서울, 망원동 412-19,37.55592093,126.9070655
한강로얄스위트, 망원동 417-2,37.55628577,126.9009409
예향, 망원동 418-29,37.5557547,126.9002671
크라운빌, 망원동 418-5,37.55545936,126.9002763
성원1, 망원동 420,37.55681782,126.9009216
대성2, 망원동 429-3,37.55735211,126.9008022
대성1, 망원동 429-4,37.5573709,126.9004146
성신, 망원동 433-3,37.55958634,126.9025636
미원2, 망원동 433-9,37.55892477,126.9021556
광남캐스빌, 망원동 435-4,37.56095449,126.9031309
천우, 망원동 436-6,37.55987841,126.901412
참존2차(101동), 망원동 454-1,37.55580479,126.898974
참존2차(102동), 망원동 454-36,37.55578605,126.8987484
리버뷰, 망원동 455-2,37.55508852,126.8997515
길명2차(455-4), 망원동 455-4,37.55496861,126.900368
태경크레앙스(101동), 망원동 456-65,37.55431353,126.900821
길명1차아파트, 망원동 456-9,37.55420214,126.9010311
동보프리미아, 망원동 463-2,37.55982111,126.8965612
그린월드, 망원동 464-11,37.55994327,126.897692
현대그린, 망원동 464-5,37.5608737,126.8987653
광남캐스빌B, 망원동 465-3,37.56110612,126.9001319
광남캐스빌D, 망원동 465-32,37.56090947,126.9002683
광남캐스빌C, 망원동 465-33,37.56081266,126.9000533
광남캐스빌A, 망원동 465-34,37.56090849,126.8999046
삼화아크빌(470-2), 망원동 470-2,37.56154732,126.902478
삼화아크빌(470-39), 망원동 470-39,37.56164759,126.9027013
노아아크빌, 망원동 471-3,37.5619382,126.9036328
스카이캐슬, 망원동 476-3,37.56021006,126.9051859
미원1, 망원동 478-27,37.55943751,126.906396
리츠, 망원동 483-3,37.55814715,126.9067716
목화, 망원동 483-6,37.55794967,126.9068396
성원2, 망원동 489,37.5562428,126.9014507
강변타운, 망원동 490,37.55397565,126.899809
대상3, 망원동 491,37.55933368,126.899568
대상4, 망원동 492,37.55615619,126.905264
함성백합, 망원동 493,37.55770238,126.9006351
삼성화원, 망원동 494,37.55744003,126.906659
신부3차파스카, 망원동 495,37.56000067,126.8980153
대림1, 망원동 496,37.55345299,126.9049403
대림2, 망원동 497,37.55726772,126.8993446
우림루미아트, 망원동 498,37.5597271,126.9010349
한강2차대주피오레, 망원동 499,37.55498821,126.8985227
한강1차대주피오레, 망원동 500,37.55353376,126.9004969
태청, 망원동 501,37.55577124,126.9067066
함성월드빌, 망원동 502,37.56040858,126.9048562
현진에버빌2, 망원동 503,37.55545579,126.897785
시티, 망원동 504,37.55616626,126.9066659
함성드림빌, 망원동 505,37.55965171,126.9002701
탑건진선미, 망원동 506,37.56117696,126.8996076
신부파스카4차, 망원동 507,37.55933122,126.9004727
강림스위트빌, 망원동 508,37.56057545,126.8982731
휴먼빌, 망원동 509,37.55865929,126.8987545
두영이지안, 망원동 510,37.55837859,126.8999074
함성월드빌2차, 망원동 511,37.55417751,126.9093658
예지안파크뷰, 망원동 512,37.55958883,126.8966906
상암마젤란21, 망원동 513,37.56224996,126.9030612
함성월드빌3차301동, 망원동 514,37.5591429,126.9060505
한강월드컵, 망원동 515,37.56079139,126.8997029
