가게,주소,도로명주소,경도,위도
코인워시24 수유4.19점,수유동 37-1,서울 강북구 삼각산로 144,127.0202339,37.6410002
워시앤드라이 코인워시,면목동 176-8,서울 중랑구 겸재로 97 1층,127.0785786,37.58667209
코인워시24셀프빨래방,우면동 737,서울 서초구 태봉로2길 30 서초네이처힐6단지 상가동 1층 103호,127.0264417,37.46199864
뽀송뽀송코인워시,신내동 255-1,서울 중랑구 신내역로3길 8,127.1065013,37.61942192
코인워시24 만리동점,아현동 751-3,서울 마포구 환일길 60,126.9613018,37.5529779
코인24시빨래방 당고개역점,상계동 111-118,서울 노원구 상계로 299-2,127.0785561,37.67030628
코인워시24 빨래터 구로디지털점,구로동 1131-8,서울 구로구 시흥대로 525,126.8989311,37.48038481
코인워시24빨래터 강서구청점,화곡동 971-4,서울 강서구 까치산로 101,126.8485911,37.54745963
코인워시24 능동어린이대공원점,능동 234-36,서울 광진구 천호대로112길 29,127.081106,37.55484913
코인워시24셀프빨래방 종로점,신영동 247-1,서울 종로구 진흥로 483,126.9610101,37.60544107
코인워시24빨래터 상계점,상계동 389-420,서울 노원구 상계로9가길 31,127.0675221,37.65925497
코인빨래방,효제동 197-6,서울 종로구 종로35가길 7-3,127.0042329,37.572127
코인워시24 성신여대점,동선동2가 195,서울 성북구 보문로30가길 17,127.0206472,37.58936452
코인워시셀프빨래방 천호길동점,천호동 33-1,서울 강동구 상암로41길 40,127.1412875,37.54792129
해피워시24코인워시 수유점,미아동 160-3,서울 강북구 도봉로 290 106호,127.0237686,37.63421515
코인워시24셀프빨래방 목동고척점,고척동 226-31,서울 구로구 중앙로15길 110,126.853949,37.50759022
뽀송뽀송코인워시시흥점,시흥동 992-47,서울 금천구 시흥대로 201,126.9008288,37.45188124
워시코인24시 샐프빨래방,고척동 226-31,서울 구로구 중앙로15길 110,126.853949,37.50759022
코인워시24빨래터 방학점,방학동 632-49,서울 도봉구 도당로13길 35,127.0345643,37.66607529
24시셀프빨래방 중랑점,상봉동 129-49,서울 중랑구 중랑천로10길 93,127.0780186,37.59288358
워시엔조이 길동점,,서울 강동구 길동 228-7,126.9937921,37.42425824
크린토피아 상암점,상암동 1680,서울 마포구 월드컵로42길 40 상암근린상가 121호,126.8807847,37.580246
워시하우스 미아사거리점,미아동 75-266,서울 강북구 오현로6길 41 1층,127.0325606,37.61458839
잠실24시셀프빨래방,삼전동 108-7,서울 송파구 백제고분로27길 30,127.0937596,37.50569018
위니아24크린샵 상도점,상도동 298-26,서울 동작구 국사봉1길 104 1층,126.9315309,37.49680292
24시셀프빨래방,대치동 935-29,서울 강남구 선릉로62길 29 103호,127.0549116,37.49797007
워시팡팡 셀프빨래방 서울대입구점,봉천동 66-70,서울 관악구 행운1길 72,126.9564702,37.48185264
